Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    14
  12,      1.254,         51,         53,       1.31
  13,      1.487,        245,         54,       1.21
  19,      3.313,        113,         55,       1.39
  20,      3.691,        323,         66,       1.01
  23,      4.950,        237,        122,       1.39
  24,      5.412,       1004,        143,       1.94
  26,      6.399,       3445,        196,       2.25
  29,      8.041,       6744,        365,       2.13
  30,      8.631,       2484,        344,       0.97
  31,      9.243,        307,        338,       1.47
  35,     11.908,        664,        340,       1.00
  45,      2.696,        506,         51,       1.72
  56,      4.464,        364,        162,       1.50
  82,     10.542,        686,        336,       1.71
