Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    14
  12,      1.254,        154,         65,       1.50
  13,      1.487,        196,         65,       1.20
  19,      3.313,        662,         72,       1.61
  20,      3.691,       1372,         87,       1.54
  23,      4.950,        469,        148,       1.26
  24,      5.412,        956,        167,       1.24
  26,      6.399,       8195,        244,       2.18
  29,      8.041,       8042,        431,       1.95
  30,      8.631,       3023,        409,       1.82
  31,      9.243,        211,        404,       1.62
  35,     11.908,       1207,        410,       1.49
  45,      2.696,        635,         62,       2.02
  56,      4.464,        512,        190,       1.68
  82,     10.542,        914,        405,       1.41
