Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    14
  12,      1.254,         74,         56,       0.82
  13,      1.487,        364,         60,       1.03
  19,      3.313,       1143,         70,       2.95
  20,      3.691,       3097,         90,       3.43
  23,      4.950,         56,        129,       0.88
  24,      5.412,        783,        149,       1.35
  26,      6.399,      11569,        232,       2.15
  29,      8.041,       7306,        376,       2.34
  30,      8.631,       2172,        356,       1.68
  31,      9.243,        170,        353,       1.16
  35,     11.908,        774,        357,       1.17
  45,      2.696,        499,         54,       1.63
  56,      4.464,        642,        170,       2.66
  82,     10.542,        548,        351,       1.79
