Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    11
  12,      1.254,         62,         78,       1.99
  13,      1.487,        233,         79,       0.92
  14,      1.740,        142,         77,       1.67
  19,      3.313,        222,         84,       1.85
  20,      3.691,        286,         95,       1.40
  24,      5.412,        657,        214,       1.78
  26,      6.399,       3439,        289,       2.30
  29,      8.041,      10013,        532,       2.11
  30,      8.631,       2558,        518,       2.02
  45,      2.696,        704,         74,       1.86
  58,      4.838,        793,        278,       1.82
