Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    14
  12,      1.254,        127,         61,       1.51
  13,      1.487,        283,         62,       1.06
  19,      3.313,        491,         69,       2.26
  20,      3.691,        313,         77,       0.93
  23,      4.950,        202,        141,       1.52
  24,      5.412,       1072,        165,       1.06
  26,      6.399,       2988,        224,       1.73
  29,      8.041,       7935,        416,       1.60
  30,      8.631,       3763,        405,       1.48
  31,      9.243,        462,        388,       1.40
  35,     11.908,        773,        396,       1.60
  45,      2.696,        924,         62,       4.11
  56,      4.464,        474,        187,       2.48
  82,     10.542,        668,        391,       1.45
