Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    16
  12,      1.254,         74,         54,       1.96
  13,      1.487,        228,         57,       1.13
  14,      1.740,        743,         61,       1.53
  16,      2.307,        292,         54,       1.38
  19,      3.313,        888,         67,       1.37
  20,      3.691,       1247,         77,       1.79
  23,      4.950,        204,        127,       1.10
  24,      5.412,       1373,        148,       1.31
  26,      6.399,       8799,        220,       1.78
  29,      8.041,       6648,        362,       2.15
  30,      8.631,       2661,        352,       1.50
  31,      9.243,        161,        338,       1.47
  35,     11.908,        783,        342,       1.33
  45,      2.696,        570,         52,       1.67
  56,      4.464,        442,        165,       1.47
  82,     10.542,        495,        337,       1.34
