Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    14
  12,      1.254,         57,         54,       0.82
  13,      1.487,        356,         57,       1.15
  14,      1.740,        249,         56,       1.28
  16,      2.307,        838,         62,       0.85
  17,      2.622,        798,         73,       0.92
  19,      3.313,       1360,         71,       2.84
  20,      3.691,        791,         75,       1.13
  22,      4.509,       1113,        108,       1.91
  24,      5.412,       1938,        155,       3.71
  26,      6.399,      12197,        226,       2.36
  29,      8.041,       7756,        369,       4.15
  30,      8.631,       2688,        362,       1.57
  45,      2.696,        655,         63,       1.46
  58,      4.838,        669,        194,       1.42
