**** Analysis Summary ****

Time of run: ,04/10/16 01:47
Concentration file: ,C:\Users\Andrea\Documents\EPA PMF\Data\pmf_fa\RFsH.csv
Uncertainty file: ,C:\Users\Andrea\Documents\EPA PMF\Data\pmf_fa\RFsHunc8.csv
Configuration file: ,


**** Input Data Statistics ****

Species,Category,S/N,Min,25th,Median,75th,Max,% Modeled Samples,% Raw Samples
mass,Weak,      9.6,  2.45000, 20.90000, 24.81000, 29.22000,119.89000, 100.00 %, 100.00 %
Na,Strong,      3.6,  0.02182,  0.19267,  0.29197,  0.48126,  1.43352, 100.00 %, 100.00 %
Mg,Strong,      1.8,  0.00236,  0.04052,  0.07321,  0.13042,  0.67030, 100.00 %, 100.00 %
Al,Strong,      9.3,  0.08604,  0.19096,  0.31450,  0.86578,  4.03782, 100.00 %, 100.00 %
Si,Strong,     10.0,  0.12979,  0.35651,  0.64870,  1.52113,  9.13481, 100.00 %, 100.00 %
P,Strong,      3.6,  0.00021,  0.00793,  0.01180,  0.01706,  0.03295, 100.00 %, 100.00 %
S,Strong,     10.0,  0.04298,  0.40283,  0.52596,  0.73149,  1.29675, 100.00 %, 100.00 %
Cl,Strong,     10.0,  0.02523,  0.23807,  0.40594,  0.60003,  2.10209, 100.00 %, 100.00 %
K,Strong,     10.0,  0.07243,  0.65113,  0.80478,  0.94841,  1.34630, 100.00 %, 100.00 %
Ca,Strong,     10.0,  0.02640,  0.14586,  0.22822,  0.37876,  1.19378, 100.00 %, 100.00 %
Ti,Strong,      9.8,  0.00530,  0.01458,  0.02380,  0.05657,  0.23426, 100.00 %, 100.00 %
V,Strong,      2.9,  0.00052,  0.00115,  0.00152,  0.00227,  0.00775, 100.00 %, 100.00 %
Mn,Strong,      8.3,  0.00202,  0.00447,  0.00561,  0.01022,  0.03514, 100.00 %, 100.00 %
Fe,Strong,     10.0,  0.04657,  0.15303,  0.23859,  0.51792,  1.95175, 100.00 %, 100.00 %
Zn,Strong,      8.4,  0.00075,  0.01964,  0.02393,  0.03029,  0.10811, 100.00 %, 100.00 %
Br,Strong,      9.2,  0.00678,  0.01289,  0.01782,  0.02658,  0.10359, 100.00 %, 100.00 %
Pb,Strong,      6.1,  0.00738,  0.01165,  0.01380,  0.01777,  0.02854, 100.00 %, 100.00 %
BC,Strong,     10.0,  0.39235,  2.56366,  2.79160,  3.18883,  5.70093, 100.00 %, 100.00 %

Excluded Samples


**** Base Run Summary ****

Number of base runs:  ,20
Base user-selected seed:  123
Number of factors:  ,4
Extra modeling uncertainty (%):,0

Base run summary table:

Run #,Q(Robust),Q(True)     ,Converged,# Steps,Q(true)/Qexp
1,4561.2      ,5331.65     ,Yes      ,798,3.491585
2,4561.19     ,5331.65     ,Yes      ,544,3.491585
3,4561.21     ,5331.66     ,Yes      ,593,3.491591
4,4561.19     ,5331.67     ,Yes      ,704,3.491598
5,4561.17     ,5331.7      ,Yes      ,541,3.491617
6,4561.17     ,5331.73     ,Yes      ,409,3.491637
7,4561.18     ,5331.68     ,Yes      ,689,3.491605
8,4561.24     ,5331.66     ,Yes      ,913,3.491591
9,4561.21     ,5331.66     ,Yes      ,657,3.491591
10,4561.19     ,5331.68     ,Yes      ,740,3.491605
11,4561.18     ,5331.66     ,Yes      ,657,3.491591
12,4561.2      ,5331.66     ,Yes      ,462,3.491591
13,4561.27     ,5331.68     ,Yes      ,477,3.491605
14,4561.19     ,5331.68     ,Yes      ,560,3.491605
15,4561.27     ,5331.66     ,Yes      ,605,3.491591
16,4561.19     ,5331.76     ,Yes      ,690,3.491657
17,4561.16     ,5331.74     ,Yes      ,667,3.491644
18,4561.19     ,5331.67     ,Yes      ,621,3.491598
19,4561.19     ,5331.67     ,Yes      ,789,3.491598
20,4561.17     ,5331.69     ,Yes      ,512,3.491611

Scaled residual analysis:

Sum of the squares of the differences in scaled residuals for each base run pair by species (d)
Run #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
2,0.00027,
3,0.00016,0.00025,
4,0.00028,0.00020,0.00024,
5,0.00160,0.00169,0.00154,0.00138,
6,0.00375,0.00397,0.00365,0.00348,0.00079,
7,0.00036,0.00032,0.00032,0.00019,0.00121,0.00322,
8,0.00026,0.00027,0.00022,0.00020,0.00150,0.00363,0.00027,
9,0.00018,0.00024,0.00017,0.00023,0.00173,0.00398,0.00034,0.00019,
10,0.00045,0.00040,0.00039,0.00023,0.00105,0.00295,0.00018,0.00033,0.00046,
11,0.00018,0.00023,0.00017,0.00022,0.00128,0.00325,0.00027,0.00025,0.00020,0.00032,
12,0.00017,0.00026,0.00019,0.00020,0.00131,0.00332,0.00025,0.00023,0.00024,0.00027,0.00016,
13,0.00053,0.00042,0.00049,0.00025,0.00135,0.00340,0.00025,0.00037,0.00044,0.00023,0.00042,0.00038,
14,0.00036,0.00031,0.00032,0.00022,0.00135,0.00345,0.00023,0.00029,0.00034,0.00021,0.00026,0.00022,0.00033,
15,0.00029,0.00025,0.00027,0.00018,0.00159,0.00373,0.00035,0.00018,0.00023,0.00039,0.00031,0.00026,0.00037,0.00033,
16,0.00337,0.00333,0.00313,0.00289,0.00183,0.00240,0.00275,0.00309,0.00347,0.00249,0.00292,0.00304,0.00276,0.00302,0.00318,
17,0.00541,0.00570,0.00531,0.00511,0.00163,0.00039,0.00484,0.00534,0.00571,0.00450,0.00482,0.00493,0.00500,0.00510,0.00544,0.00316,
18,0.00040,0.00024,0.00035,0.00014,0.00142,0.00351,0.00025,0.00031,0.00035,0.00028,0.00035,0.00032,0.00030,0.00029,0.00023,0.00301,0.00516,
19,0.00031,0.00024,0.00026,0.00021,0.00126,0.00327,0.00020,0.00033,0.00034,0.00025,0.00020,0.00021,0.00035,0.00023,0.00039,0.00280,0.00485,0.00030,
20,0.00089,0.00092,0.00089,0.00069,0.00058,0.00184,0.00057,0.00087,0.00098,0.00050,0.00065,0.00068,0.00063,0.00066,0.00095,0.00210,0.00299,0.00077,0.00055,

Sum of d across all species for each base run pair (D)
Run #            Run #,mass        ,Na          ,Mg          ,Al          ,Si          ,P           ,S           ,Cl          ,K           ,Ca          ,Ti          ,V           ,Mn          ,Fe          ,Zn          ,Br          ,Pb          ,BC          ,
2                    1,0.00000,0.00004,0.00003,0.00002,0.00002,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00002,0.00001,0.00003,
3                    1,0.00000,0.00001,0.00002,0.00001,0.00002,0.00000,0.00001,0.00001,0.00001,0.00001,0.00001,0.00000,0.00001,0.00001,0.00000,0.00001,0.00001,0.00002,
3                    2,0.00000,0.00004,0.00001,0.00001,0.00002,0.00002,0.00002,0.00002,0.00001,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00002,0.00001,0.00003,
4                    1,0.00000,0.00002,0.00003,0.00001,0.00002,0.00001,0.00002,0.00002,0.00002,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00004,0.00001,0.00003,
4                    2,0.00000,0.00004,0.00001,0.00001,0.00000,0.00002,0.00002,0.00002,0.00001,0.00001,0.00000,0.00000,0.00001,0.00001,0.00001,0.00002,0.00001,0.00001,
4                    3,0.00000,0.00001,0.00001,0.00001,0.00002,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00005,0.00001,0.00003,
5                    1,0.00001,0.00008,0.00004,0.00003,0.00005,0.00026,0.00031,0.00038,0.00003,0.00004,0.00003,0.00001,0.00003,0.00002,0.00004,0.00014,0.00005,0.00008,
5                    2,0.00001,0.00012,0.00008,0.00003,0.00002,0.00030,0.00034,0.00037,0.00003,0.00003,0.00003,0.00001,0.00002,0.00002,0.00003,0.00012,0.00005,0.00009,
5                    3,0.00001,0.00010,0.00007,0.00003,0.00003,0.00024,0.00028,0.00035,0.00003,0.00003,0.00003,0.00001,0.00003,0.00002,0.00003,0.00014,0.00005,0.00007,
5                    4,0.00001,0.00010,0.00008,0.00003,0.00002,0.00024,0.00027,0.00029,0.00002,0.00003,0.00002,0.00001,0.00002,0.00001,0.00003,0.00010,0.00004,0.00006,
6                    1,0.00001,0.00025,0.00013,0.00004,0.00005,0.00070,0.00076,0.00103,0.00005,0.00005,0.00003,0.00001,0.00004,0.00003,0.00005,0.00030,0.00008,0.00014,
6                    2,0.00001,0.00031,0.00021,0.00004,0.00004,0.00076,0.00082,0.00103,0.00005,0.00004,0.00003,0.00001,0.00004,0.00004,0.00004,0.00028,0.00008,0.00014,
6                    3,0.00001,0.00028,0.00018,0.00003,0.00004,0.00067,0.00072,0.00098,0.00004,0.00004,0.00003,0.00001,0.00003,0.00004,0.00004,0.00029,0.00008,0.00013,
6                    4,0.00001,0.00028,0.00021,0.00004,0.00003,0.00068,0.00071,0.00089,0.00004,0.00004,0.00002,0.00001,0.00003,0.00003,0.00004,0.00026,0.00007,0.00011,
6                    5,0.00000,0.00007,0.00006,0.00001,0.00002,0.00013,0.00013,0.00018,0.00001,0.00002,0.00002,0.00000,0.00001,0.00002,0.00001,0.00006,0.00002,0.00003,
7                    1,0.00000,0.00001,0.00004,0.00002,0.00004,0.00002,0.00004,0.00001,0.00002,0.00001,0.00001,0.00000,0.00001,0.00001,0.00002,0.00005,0.00001,0.00003,
7                    2,0.00000,0.00003,0.00001,0.00001,0.00001,0.00003,0.00004,0.00002,0.00002,0.00001,0.00001,0.00000,0.00001,0.00001,0.00002,0.00004,0.00001,0.00004,
7                    3,0.00000,0.00001,0.00001,0.00001,0.00002,0.00002,0.00003,0.00002,0.00002,0.00001,0.00001,0.00000,0.00001,0.00001,0.00002,0.00006,0.00001,0.00003,
7                    4,0.00000,0.00001,0.00000,0.00001,0.00001,0.00001,0.00003,0.00002,0.00001,0.00001,0.00000,0.00000,0.00001,0.00001,0.00001,0.00002,0.00001,0.00003,
7                    5,0.00000,0.00010,0.00008,0.00002,0.00002,0.00022,0.00020,0.00032,0.00002,0.00003,0.00002,0.00001,0.00001,0.00001,0.00001,0.00006,0.00003,0.00004,
7                    6,0.00001,0.00028,0.00021,0.00003,0.00003,0.00063,0.00059,0.00092,0.00003,0.00004,0.00002,0.00001,0.00002,0.00003,0.00002,0.00019,0.00006,0.00008,
8                    1,0.00000,0.00002,0.00003,0.00002,0.00002,0.00001,0.00002,0.00002,0.00001,0.00001,0.00000,0.00000,0.00001,0.00000,0.00001,0.00004,0.00001,0.00002,
8                    2,0.00000,0.00004,0.00000,0.00001,0.00001,0.00002,0.00003,0.00002,0.00001,0.00001,0.00000,0.00000,0.00001,0.00001,0.00002,0.00004,0.00001,0.00002,
8                    3,0.00000,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00005,0.00001,0.00002,
