**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 18

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Mn, 18.02407,  6.56818,  8.93225, 12.91953, 17.78593, 22.62329, 13.35036,  4.89661,  0.36678,  0.27167
Fe, 17.76332,  6.27870,  7.56110, 13.14897, 17.26777, 21.63154, 12.81274,  4.83723,  0.37753,  0.27232
Zn, 33.44228,  0.00000,  3.89200, 25.57880, 36.66588, 43.05896, 23.42070, 15.53402,  0.66326,  0.46450
Br,  0.84905,  0.00000,  0.00000,  0.00000,  2.76004, 28.00115,  4.18084,  9.01089,  2.15528, 10.61295
Pb, 35.05631,  6.47058, 11.75201, 29.00900, 38.53186, 41.40481, 26.76885, 12.70520,  0.47463,  0.36242
BC, 60.87370, 40.38889, 52.43378, 60.14225, 63.72845, 66.77668, 57.14781,  8.16858,  0.14294,  0.13419

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 30.64619, 22.93797, 25.85402, 28.20805, 31.06705, 34.68016, 28.75798,  3.18718,  0.11083,  0.10400
Na,  0.00000,  0.00000,  0.00000,  0.00000,  8.05613, 87.13560,  7.01091, 19.57860,  2.79259,  0.00000
Mg,  7.36446,  0.00000,  0.00653,  4.99528,  9.13466, 58.10770, 13.12872, 20.68103,  1.57525,  2.80822
Al, 11.86704,  5.65683,  7.51658, 10.57781, 14.16318, 50.65968, 15.97577, 13.84106,  0.86638,  1.16634
Si, 12.04092,  5.19879,  6.07729, 10.66439, 14.23002, 53.47306, 16.13646, 15.28075,  0.94697,  1.26907
P,  0.28344,  0.02272,  1.16986,  6.17960, 24.14557, 30.51854, 10.61410, 11.11860,  1.04753, 39.22763
S,  5.73546,  2.86914,  5.44640,  8.87201, 17.16152, 32.54330, 12.72224, 10.17961,  0.80014,  1.77485
Cl, 15.06490,  0.00000,  2.52507, 11.53665, 13.92614, 27.57740,  9.59615,  7.13897,  0.74394,  0.47388
K, 31.18712, 15.41250, 22.89666, 31.23066, 35.79221, 37.38755, 29.65758,  6.82708,  0.23020,  0.21891
Ca, 24.89237, 17.92120, 18.42878, 23.24530, 27.33296, 40.46904, 24.02088,  6.24053,  0.25980,  0.25070
Ti, 21.55534, 14.95573, 15.85150, 21.70342, 24.39619, 45.41661, 22.22275,  7.82093,  0.35193,  0.36283
V, 24.37703, 18.77307, 20.69727, 21.98399, 25.27707, 37.46108, 23.44595,  4.19956,  0.17912,  0.17228
Mn, 20.96381, 14.26286, 15.16761, 21.20731, 23.99048, 47.57165, 22.19062,  8.86260,  0.39938,  0.42276
Fe, 23.35360, 16.79706, 17.65584, 22.93753, 26.30484, 44.01840, 23.55391,  7.00930,  0.29759,  0.30014
Zn, 48.37020,  0.00000, 29.92190, 48.65432, 54.26270, 55.82714, 40.61656, 19.37009,  0.47690,  0.40045
Br, 21.13547,  0.00000,  5.02074, 12.14697, 16.01006, 21.13547, 10.85061,  6.55335,  0.60396,  0.31006
Pb, 38.31501,  3.11610, 23.86102, 38.18333, 43.75898, 47.48023, 32.90053, 15.18439,  0.46152,  0.39630
BC,  0.00000,  0.00000,  1.12832,  3.12252, 13.79099, 25.51583,  7.32276,  9.38666,  1.28185,  0.00000

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
