GPE609,5.8,,
GPE611,73.3,,
GPE612,73.4,,
GPE613,91.3,,
GPE614,52.7,,
GPE615,55.7,,
GPE616,24,,
GPE617,82.7,,
GPE618,47,,
GPE619,27,,
GPE620,66.8,,
GPE632,7.1,,
GPE646,5.5,,
GPE647,15.4,,
GPE649,98.4,,
GPE750,99.7,,
GPE753,5.5,,
GPE754,99.4,,
GPE758,5.5,,
GPE790,55.4,,
GPE791,58.5,,
GPE792,53.3,,
GPE793,96.9,,
GPE794,70.2,,
GPE795,84.9,,
GPE796,78.9,,
GPE797,51.9,,
GPE798,92.5,,
