GHA842,24.4,,
GHA843,19.6,,
GHA844,11.1,,
GHA845,27.5,,
GHA846,20.3,,
GHA847,18.5,,
GHA848,97.6,,
GHA849,17.3,,
GHA850,24.5,,
GHA851,98.3,,
GHA852,8.3,,
GHA853,16.2,,
GHA854,20.8,,
GHA855,49.7,,
GHA856,23.4,,
GHA857,24.1,,
GHA858,26.1,,
GHA859,33,,
GHA860,26.1,,
GHA861,20.5,,
GHA862,24.1,,
GHA863,9.8,,
GHA864,30.3,,
GHA865,28.5,,
GHA866,21,,
GHA867,19.5,,
GHA868,26.5,,
GHA869,32.9,,
GHA870,27.9,,
GHA871,13.7,,
GHA872,23.7,,
GHA873,16,,
GHA874,21.3,,
GHA875,30.5,,
GHA876,18.9,,
GHA877,16.3,,
GHA878,28,,
GHA879,102.4,,
GHA880,7.7,,
GHA881,24.6,,
GHA882,97.7,,
GHA883,11.6,,
GHA884,15.5,,
GHA885,17.2,,
GHA886,24.9,,
GHA887,19.6,,
GHA888,18,,
GHA889,13.8,,
GHA890,10.3,,
GHA891,10.1,,
GHA892,12.4,,
GHA893,7.8,,
GHA894,10.8,,
GHA895,9.5,,
GHA896,4.6,,
GHA897,11.9,,
GHA898,16.8,,
GHA899,11.3,,
GHA900,14.5,,
GHA901,10.2,,
GHA902,9.5,,
GHA903,10.2,,
GHA904,6.8,,
GHA905,20.3,,
GHA906,20.8,,
GHA907,22.1,,
GHA908,15.3,,
GHA909,23.2,,
GHA910,19.2,,
GHA911,7.2,,
GHA912,24.4,,
GHA913,19.7,,
GHA914,23.3,,
GHA915,26.9,,
GHA916,9.4,,
GHA917,16.1,,
GHA918,18.8,,
GHA919,22,,
GHA920,23.2,,
GHA921,11.5,,
GHA922,25.4,,
GHA923,22.2,,
GHA924,12.1,,
GHA925,38.4,,
GHA926,99.2,,
GHA927,26.5,,
GHA928,20.5,,
GHA929,8.4,,
GHA930,34,,
GHA931,28.6,,
GHA932,14.9,,
GHA933,8.2,,
GHA934,27.3,,
GHA935,100.5,,
GHA936,13,,
GHA937,12.9,,
