Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    12
  12,      1.254,         39,         63,       0.49
  13,      1.487,        152,         65,       1.17
  14,      1.740,         54,         62,       1.55
  19,      3.313,         99,         66,       1.45
  20,      3.691,        376,         77,       1.53
  24,      5.412,        443,        170,       1.61
  26,      6.399,       2194,        230,       2.06
  29,      8.041,       7277,        424,       1.24
  30,      8.631,       2010,        410,       1.31
  45,      2.696,        419,         65,       1.22
  46,      2.838,        219,         66,       1.11
  58,      4.838,        668,        214,       2.05
