Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    12
  12,      1.254,        112,         63,       1.36
  13,      1.487,        148,         65,       1.23
  14,      1.740,         41,         62,       0.73
  19,      3.313,        114,         67,       2.68
  20,      3.691,        289,         78,       0.92
  24,      5.412,        693,        173,       2.37
  26,      6.399,       2429,        233,       1.77
  29,      8.041,       7468,        429,       1.67
  30,      8.631,       2050,        417,       1.44
  45,      2.696,        416,         66,       0.95
  46,      2.838,        226,         66,       2.34
  58,      4.838,        690,        220,       2.66
