Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    12
  12,      1.254,        101,         68,       1.24
  13,      1.487,        187,         68,       0.42
  14,      1.740,         73,         65,       1.04
  19,      3.313,         82,         70,       1.22
  20,      3.691,        395,         83,       0.91
  24,      5.412,        397,        178,       2.00
  26,      6.399,       2718,        244,       1.56
  29,      8.041,       7927,        446,       2.57
  30,      8.631,       2248,        434,       1.45
  45,      2.696,        457,         69,       1.09
  46,      2.838,        216,         71,       1.26
  58,      4.838,        631,        233,       2.53
