Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    12
  12,      1.254,        114,         63,       1.94
  13,      1.487,        286,         65,       1.15
  14,      1.740,        166,         63,       0.97
  19,      3.313,        103,         67,       1.64
  20,      3.691,        135,         77,       0.93
  24,      5.412,        569,        174,       1.62
  26,      6.399,       2685,        236,       2.79
  29,      8.041,       7555,        433,       1.75
  30,      8.631,       2329,        421,       1.64
  45,      2.696,        447,         66,       1.10
  46,      2.838,        198,         67,       1.00
  58,      4.838,        327,        227,       1.22
