Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    12
  12,      1.254,         40,         68,       1.80
  13,      1.487,        214,         71,       0.90
  14,      1.740,         28,         67,       0.74
  19,      3.313,        108,         73,       1.50
  20,      3.691,        171,         84,       1.01
  24,      5.412,        716,        186,       2.07
  26,      6.399,       2642,        253,       1.82
  29,      8.041,       8485,        464,       2.22
  30,      8.631,       2102,        451,       1.40
  45,      2.696,        446,         71,       1.57
  46,      2.838,        280,         72,       1.82
  58,      4.838,        557,        234,       1.58
