Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    12
  12,      1.254,        104,         72,       1.09
  13,      1.487,        225,         72,       1.47
  14,      1.740,        100,         70,       1.01
  19,      3.313,         19,         73,       2.08
  20,      3.691,        316,         86,       0.84
  24,      5.412,        442,        191,       3.07
  26,      6.399,       2671,        260,       2.03
  29,      8.041,       8571,        479,       2.54
  30,      8.631,       2294,        466,       2.39
  45,      2.696,        428,         72,       0.73
  46,      2.838,        351,         73,       0.95
  58,      4.838,        776,        250,       1.54
