Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    12
  12,      1.254,         73,         65,       0.97
  13,      1.487,        154,         67,       1.14
  14,      1.740,         74,         65,       1.13
  19,      3.313,         63,         67,       2.29
  20,      3.691,        200,         80,       1.41
  24,      5.412,        418,        178,       1.57
  26,      6.399,       2524,        241,       1.99
  29,      8.041,       7998,        444,       1.43
  30,      8.631,       2001,        430,       1.61
  45,      2.696,        346,         67,       0.82
  46,      2.838,        291,         67,       1.08
  58,      4.838,        577,        224,       1.68
