**** Analysis Summary ****

Time of run: ,04/10/16 01:58
Concentration file: ,C:\Users\Andrea\Documents\EPA PMF\Data\pmf_fa\TFsH.csv
Uncertainty file: ,C:\Users\Andrea\Documents\EPA PMF\Data\pmf_fa\TFsHunc8.csv
Configuration file: ,


**** Input Data Statistics ****

Species,Category,S/N,Min,25th,Median,75th,Max,% Modeled Samples,% Raw Samples
mass,Weak,      9.4, 11.98000, 26.85500, 31.16500, 34.81500, 64.32000, 100.00 %, 100.00 %
Na,Strong,      3.1,  0.01309,  0.17182,  0.26493,  0.42985,  1.27128, 100.00 %, 100.00 %
Mg,Strong,      1.4,  0.00110,  0.04481,  0.06795,  0.10630,  0.66830, 100.00 %, 100.00 %
Al,Strong,      9.6,  0.09335,  0.30399,  0.46337,  0.95108,  4.31396, 100.00 %, 100.00 %
Si,Strong,     10.0,  0.18537,  0.59475,  0.90865,  1.72925,  9.50896, 100.00 %, 100.00 %
P,Strong,      4.2,  0.00115,  0.01006,  0.01562,  0.02110,  0.03692, 100.00 %, 100.00 %
S,Strong,     10.0,  0.17551,  0.43488,  0.56668,  0.79429,  1.33687, 100.00 %, 100.00 %
Cl,Strong,     10.0,  0.04426,  0.28180,  0.38455,  0.62045,  1.60694, 100.00 %, 100.00 %
K,Strong,     10.0,  0.23489,  0.74174,  0.87180,  1.01712,  1.53229, 100.00 %, 100.00 %
Ca,Strong,     10.0,  0.07104,  0.24080,  0.34063,  0.48376,  1.36213, 100.00 %, 100.00 %
Ti,Strong,      9.9,  0.00656,  0.02337,  0.03435,  0.06513,  0.25636, 100.00 %, 100.00 %
V,Strong,      2.9,  0.00039,  0.00127,  0.00172,  0.00224,  0.00466, 100.00 %, 100.00 %
Mn,Strong,      9.1,  0.00318,  0.00645,  0.00837,  0.01205,  0.03810, 100.00 %, 100.00 %
Fe,Strong,     10.0,  0.07834,  0.24563,  0.38087,  0.59335,  2.06289, 100.00 %, 100.00 %
Zn,Strong,      8.8,  0.01001,  0.02364,  0.02934,  0.03374,  0.26166, 100.00 %, 100.00 %
Br,Strong,      9.1,  0.00550,  0.01233,  0.01881,  0.02899,  0.08869, 100.00 %, 100.00 %
Pb,Strong,      6.4,  0.00929,  0.01268,  0.01538,  0.01868,  0.02811, 100.00 %, 100.00 %
BC,Strong,     10.0,  1.55456,  3.01005,  3.32135,  3.60010,  5.08873, 100.00 %, 100.00 %

Excluded Samples


**** Base Run Summary ****

Number of base runs:  ,20
Base user-selected seed:  123
Number of factors:  ,4
Extra modeling uncertainty (%):,0

Base run summary table:

Run #,Q(Robust),Q(True)     ,Converged,# Steps,Q(true)/Qexp
1,4470        ,4975.02     ,Yes      ,340,3.286011
2,4469.94     ,4975.04     ,Yes      ,336,3.286024
3,4469.92     ,4975.03     ,Yes      ,491,3.286017
4,4470.09     ,4974.2      ,Yes      ,489,3.285469
5,4469.75     ,4974.38     ,Yes      ,675,3.285588
6,4470.01     ,4975.02     ,Yes      ,302,3.286011
7,4470.03     ,4974.34     ,Yes      ,406,3.285561
8,4469.91     ,4974.37     ,Yes      ,571,3.285581
9,4469.93     ,4974.35     ,Yes      ,521,3.285568
10,4470.11     ,4974.23     ,Yes      ,455,3.285489
11,4469.97     ,4974.4      ,Yes      ,419,3.285601
12,4470.2      ,4974.2      ,Yes      ,580,3.285469
13,4470.01     ,4974.21     ,Yes      ,600,3.285475
14,4470.01     ,4975.02     ,Yes      ,454,3.286011
15,4469.93     ,4974.4      ,Yes      ,466,3.285601
16,4469.83     ,4974.36     ,Yes      ,838,3.285575
17,4469.76     ,4974.38     ,Yes      ,632,3.285588
18,4469.82     ,4974.37     ,Yes      ,595,3.285581
19,4469.82     ,4974.39     ,Yes      ,523,3.285594
20,4470.24     ,4974.19     ,Yes      ,486,3.285462

Scaled residual analysis:

Sum of the squares of the differences in scaled residuals for each base run pair by species (d)
Run #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
2,0.00034,
3,0.00075,0.00034,
4,0.48014,0.48487,0.48180,
5,0.22136,0.22529,0.22400,0.08008,
6,0.00042,0.00026,0.00030,0.48164,0.22436,
7,0.34733,0.35217,0.35009,0.02127,0.02294,0.35010,
8,0.20396,0.20776,0.20641,0.08980,0.00091,0.20676,0.02885,
9,0.22106,0.22534,0.22424,0.08263,0.00061,0.22436,0.02384,0.00088,
10,0.54793,0.55352,0.55114,0.00534,0.10190,0.55048,0.03260,0.11380,0.10400,
11,0.24180,0.24730,0.24747,0.08223,0.01137,0.24650,0.02623,0.01341,0.01018,0.09501,
12,0.56079,0.56643,0.56399,0.00636,0.10815,0.56322,0.03644,0.12018,0.11023,0.00051,0.10125,
13,0.48345,0.48817,0.48519,0.00024,0.08102,0.48501,0.02201,0.09105,0.08374,0.00487,0.08297,0.00588,
14,0.00175,0.00116,0.00065,0.48304,0.22623,0.00092,0.35211,0.20830,0.22665,0.55417,0.25292,0.56679,0.48660,
15,0.23463,0.24006,0.24029,0.08587,0.01063,0.23935,0.02801,0.01226,0.00937,0.09945,0.00031,0.10580,0.08664,0.24566,
16,0.22212,0.22612,0.22466,0.08122,0.00042,0.22510,0.02325,0.00082,0.00049,0.10369,0.01237,0.10991,0.08234,0.22663,0.01158,
17,0.21552,0.21941,0.21805,0.08379,0.00031,0.21844,0.02496,0.00052,0.00055,0.10674,0.01243,0.11307,0.08488,0.22007,0.01153,0.00031,
18,0.21674,0.22066,0.21927,0.08306,0.00032,0.21967,0.02455,0.00051,0.00051,0.10585,0.01240,0.11215,0.08417,0.22128,0.01150,0.00023,0.00020,
19,0.21230,0.21607,0.21462,0.08523,0.00043,0.21508,0.02580,0.00041,0.00073,0.10845,0.01275,0.11480,0.08636,0.21658,0.01181,0.00042,0.00025,0.00027,
20,0.56590,0.57172,0.56947,0.00710,0.10971,0.56853,0.03732,0.12184,0.11159,0.00088,0.10268,0.00042,0.00659,0.57219,0.10724,0.11142,0.11467,0.11372,0.11649,

Sum of d across all species for each base run pair (D)
Run #            Run #,mass        ,Na          ,Mg          ,Al          ,Si          ,P           ,S           ,Cl          ,K           ,Ca          ,Ti          ,V           ,Mn          ,Fe          ,Zn          ,Br          ,Pb          ,BC          ,
2                    1,0.00001,0.00006,0.00002,0.00001,0.00000,0.00002,0.00003,0.00004,0.00001,0.00001,0.00001,0.00000,0.00002,0.00001,0.00000,0.00005,0.00001,0.00002,
3                    1,0.00001,0.00024,0.00006,0.00001,0.00001,0.00003,0.00004,0.00009,0.00001,0.00002,0.00001,0.00000,0.00003,0.00002,0.00001,0.00007,0.00002,0.00005,
3                    2,0.00000,0.00009,0.00003,0.00001,0.00001,0.00002,0.00001,0.00003,0.00001,0.00001,0.00001,0.00000,0.00002,0.00001,0.00001,0.00003,0.00001,0.00003,
4                    1,0.00105,0.03105,0.13245,0.00181,0.00371,0.05391,0.04164,0.04484,0.00558,0.00875,0.00121,0.00078,0.02788,0.00678,0.00742,0.06252,0.00515,0.04361,
4                    2,0.00101,0.03314,0.13045,0.00184,0.00376,0.05406,0.04238,0.04565,0.00566,0.00881,0.00126,0.00078,0.02822,0.00673,0.00761,0.06423,0.00525,0.04403,
4                    3,0.00098,0.03587,0.12773,0.00182,0.00371,0.05483,0.04244,0.04547,0.00555,0.00857,0.00122,0.00078,0.02714,0.00656,0.00733,0.06383,0.00524,0.04274,
5                    1,0.00037,0.02868,0.07997,0.00115,0.00193,0.01280,0.01324,0.01993,0.00142,0.00346,0.00083,0.00040,0.01306,0.00189,0.00261,0.01859,0.00215,0.01889,
5                    2,0.00036,0.03080,0.07843,0.00119,0.00196,0.01285,0.01362,0.02092,0.00145,0.00351,0.00089,0.00040,0.01332,0.00192,0.00273,0.01950,0.00222,0.01922,
5                    3,0.00034,0.03358,0.07632,0.00118,0.00194,0.01326,0.01362,0.02103,0.00140,0.00341,0.00086,0.00040,0.01251,0.00184,0.00257,0.01919,0.00221,0.01834,
5                    4,0.00023,0.00071,0.00691,0.00052,0.00045,0.01553,0.01058,0.00934,0.00160,0.00188,0.00020,0.00015,0.00433,0.00212,0.00161,0.01575,0.00103,0.00715,
6                    1,0.00001,0.00015,0.00004,0.00001,0.00001,0.00001,0.00001,0.00006,0.00001,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00002,0.00001,0.00002,
6                    2,0.00000,0.00005,0.00002,0.00000,0.00001,0.00002,0.00002,0.00001,0.00001,0.00001,0.00001,0.00000,0.00001,0.00001,0.00001,0.00004,0.00001,0.00002,
6                    3,0.00000,0.00003,0.00003,0.00000,0.00001,0.00002,0.00003,0.00002,0.00001,0.00001,0.00000,0.00000,0.00002,0.00001,0.00001,0.00005,0.00002,0.00003,
6                    4,0.00098,0.03482,0.12934,0.00183,0.00380,0.05391,0.04193,0.04555,0.00551,0.00871,0.00124,0.00078,0.02789,0.00663,0.00735,0.06271,0.00517,0.04349,
6                    5,0.00034,0.03251,0.07761,0.00118,0.00199,0.01282,0.01342,0.02093,0.00139,0.00350,0.00087,0.00040,0.01308,0.00187,0.00259,0.01876,0.00219,0.01892,
7                    1,0.00066,0.03442,0.10106,0.00142,0.00254,0.02804,0.02714,0.03403,0.00311,0.00616,0.00113,0.00064,0.02228,0.00385,0.00472,0.03939,0.00382,0.03291,
7                    2,0.00064,0.03670,0.09930,0.00145,0.00259,0.02815,0.02773,0.03503,0.00317,0.00622,0.00119,0.00064,0.02261,0.00385,0.00488,0.04076,0.00392,0.03334,
7                    3,0.00062,0.03968,0.09695,0.00145,0.00256,0.02871,0.02776,0.03499,0.00310,0.00606,0.00116,0.00064,0.02157,0.00373,0.00466,0.04037,0.00391,0.03219,
7                    4,0.00008,0.00037,0.00243,0.00022,0.00018,0.00455,0.00230,0.00199,0.00042,0.00053,0.00009,0.00005,0.00127,0.00064,0.00050,0.00364,0.00028,0.00172,
7                    5,0.00006,0.00041,0.00207,0.00011,0.00011,0.00334,0.00320,0.00307,0.00043,0.00053,0.00009,0.00005,0.00143,0.00049,0.00039,0.00452,0.00033,0.00230,
7                    6,0.00061,0.03853,0.09829,0.00144,0.00263,0.02804,0.02739,0.03499,0.00307,0.00616,0.00117,0.00064,0.02231,0.00377,0.00469,0.03959,0.00386,0.03291,
8                    1,0.00034,0.02526,0.07791,0.00109,0.00197,0.01025,0.01187,0.01817,0.00129,0.00317,0.00078,0.00037,0.01173,0.00177,0.00229,0.01682,0.00190,0.01700,
8                    2,0.00033,0.02723,0.07638,0.00112,0.00201,0.01032,0.01227,0.01913,0.00133,0.00323,0.00084,0.00037,0.01198,0.00179,0.00239,0.01774,0.00197,0.01732,
8                    3,0.00031,0.02983,0.07430,0.00112,0.00199,0.01068,0.01227,0.01924,0.00128,0.00313,0.00081,0.00037,0.01122,0.00172,0.00224,0.01745,0.00196,0.01650,
