**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 5

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg,  0.99227,  0.82028,  0.88847,  0.99251,  1.19449,  1.26192,  1.01824,  0.15869,  0.15585,  0.15993
Al,  7.22576,  6.20344,  6.62310,  7.22715,  8.42663,  8.82881,  7.38373,  0.93933,  0.12722,  0.13000
Si, 13.68336, 11.77157, 12.56923, 13.68556, 15.91073, 16.65796, 13.97582,  1.74351,  0.12475,  0.12742
P,  0.05125,  0.04395,  0.04933,  0.05125,  0.05877,  0.06149,  0.05247,  0.00577,  0.11001,  0.11262
S,  0.76539,  0.65277,  0.75661,  0.76524,  0.86168,  0.88173,  0.78316,  0.07171,  0.09156,  0.09369
Cl,  1.21051,  0.84583,  1.09578,  1.21066,  1.45964,  1.54516,  1.23081,  0.21756,  0.17676,  0.17972
K,  1.76799,  1.61876,  1.65948,  1.76781,  1.81121,  1.92377,  1.75664,  0.09326,  0.05309,  0.05275
Ca,  3.17176,  2.72830,  2.90484,  3.17236,  3.69960,  3.87545,  3.24118,  0.41254,  0.12728,  0.13007
Ti,  0.49737,  0.42727,  0.45653,  0.49746,  0.57899,  0.60636,  0.50808,  0.06390,  0.12577,  0.12848
V,  0.00754,  0.00709,  0.00729,  0.00754,  0.00803,  0.00819,  0.00760,  0.00039,  0.05097,  0.05140
Mn,  0.05670,  0.05241,  0.05451,  0.05670,  0.06127,  0.06284,  0.05729,  0.00361,  0.06304,  0.06370
Fe,  4.31646,  3.75862,  3.99449,  4.31717,  4.96343,  5.18063,  4.40164,  0.50652,  0.11508,  0.11735
Zn,  0.03847,  0.02312,  0.02700,  0.03846,  0.04415,  0.04856,  0.03697,  0.00900,  0.24356,  0.23403
Br,  0.02505,  0.01585,  0.02289,  0.02506,  0.03394,  0.03730,  0.02646,  0.00696,  0.26304,  0.27775
