**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 9

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  8.76910,  1.24660,  9.60755,  9.89005, 13.04600, 15.37600, 10.19468,  3.22422,  0.31627,  0.36768
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.03431,  0.00301,  0.00936,  3.11158,  0.00000
Mg,  0.17230,  0.00070,  0.04606,  0.14705,  0.15620,  0.20863,  0.12069,  0.06224,  0.51576,  0.36126
Al,  0.79852,  0.04931,  0.55000,  0.95134,  1.00909,  1.13680,  0.79369,  0.29896,  0.37667,  0.37439
Si,  1.89750,  0.04048,  1.15883,  2.22225,  2.24390,  2.66940,  1.79101,  0.71224,  0.39767,  0.37535
P,  0.00307,  0.00000,  0.00009,  0.00377,  0.00845,  0.01145,  0.00467,  0.00401,  0.85937,  1.30434
S,  0.12456,  0.00000,  0.00000,  0.12189,  0.17562,  0.19633,  0.09880,  0.07805,  0.78998,  0.62662
Cl,  0.30789,  0.00000,  0.03871,  0.22989,  0.34385,  0.38901,  0.20676,  0.14550,  0.70370,  0.47256
K,  0.11362,  0.00000,  0.09248,  0.16083,  0.26445,  0.31061,  0.16859,  0.09104,  0.53999,  0.80125
Ca,  0.00000,  0.00000,  0.05952,  0.25968,  0.47090,  0.50456,  0.26432,  0.20768,  0.78569,  0.00000
Ti,  0.03651,  0.00758,  0.04560,  0.04871,  0.06037,  0.07032,  0.04935,  0.01737,  0.35197,  0.47579
V,  0.00031,  0.00007,  0.00056,  0.00075,  0.00109,  0.00116,  0.00076,  0.00031,  0.40458,  0.99450
Mn,  0.00739,  0.00000,  0.00532,  0.00759,  0.00792,  0.01013,  0.00674,  0.00236,  0.35028,  0.31950
Fe,  0.27336,  0.05391,  0.35675,  0.46611,  0.55486,  0.61786,  0.42544,  0.15959,  0.37511,  0.58380
Zn,  0.00000,  0.00000,  0.00000,  0.00000,  0.00903,  0.01127,  0.00296,  0.00493,  1.66465,  0.00000
Br,  0.00416,  0.00000,  0.00000,  0.00072,  0.00412,  0.00444,  0.00185,  0.00203,  1.09646,  0.48751
Pb,  0.00083,  0.00013,  0.00040,  0.00135,  0.00377,  0.00391,  0.00172,  0.00148,  0.85992,  1.77510
BC,  0.28042,  0.00000,  0.04370,  0.25483,  0.38603,  0.80035,  0.25385,  0.19759,  0.77837,  0.70461

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  0.36520,  0.00000,  0.27033,  0.36582,  0.54797,  1.62940,  0.41948,  0.32640,  0.77810,  0.89375
Na,  0.00931,  0.00000,  0.00074,  0.01040,  0.01725,  0.02280,  0.00982,  0.00746,  0.76007,  0.80132
Mg,  0.01120,  0.00526,  0.00635,  0.00918,  0.01153,  0.01586,  0.00912,  0.00281,  0.30805,  0.25074
Al,  0.02807,  0.01153,  0.01249,  0.01860,  0.04142,  0.06793,  0.02549,  0.01716,  0.67304,  0.61125
Si,  0.04687,  0.00000,  0.00770,  0.02032,  0.08159,  0.14412,  0.03854,  0.04383,  1.13713,  0.93517
