**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 18

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Ti, 13.67850,  1.51241,  6.47687,  8.24974, 13.10785, 15.80906,  9.03004,  4.25073,  0.47073,  0.31076
V, 12.47214,  0.60273,  5.43287,  6.95769, 11.87958, 14.38077,  7.97443,  4.03326,  0.50577,  0.32338
Mn, 14.22076,  0.49240,  6.00747,  7.86098, 13.57463, 16.37356,  8.88279,  4.75428,  0.53522,  0.33432
Fe, 13.73822,  1.32075,  6.32864,  8.08104, 13.10478, 15.88113,  8.98113,  4.30807,  0.47968,  0.31358
Zn,  8.11038,  2.99480,  5.35383,  6.29092,  8.24134,  9.53005,  6.63106,  1.85059,  0.27908,  0.22818
Br, 67.88341, 55.47097, 62.30377, 71.35388, 76.42364, 84.22071, 69.89959,  8.05681,  0.11526,  0.11869
Pb, 13.14513,  7.96070, 10.69182, 12.09793, 13.81875, 15.83383, 12.15339,  2.05350,  0.16897,  0.15622

Percent of Total Variable

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na, 24.92622,  0.72905,  1.11127,  5.94457, 10.03076, 77.56066, 12.00433, 20.12233,  1.67626,  0.80728
Mg, 17.49730,  1.00752,  1.49059,  2.94450,  4.83977, 43.73041,  7.43315, 12.10885,  1.62903,  0.69204
Al, 87.43252,  6.75471,  8.10635, 23.99763, 37.48962,265.08640, 44.52397, 67.88532,  1.52469,  0.77643
Si,187.78522, 15.78057, 19.98829, 42.87991, 63.52075,514.61635, 89.31936,136.69538,  1.53041,  0.72793
P,  0.00000,  0.00000,  0.00005,  0.05710,  0.35186,  1.52990,  0.24044,  0.36510,  1.51849,  0.00000
S, 26.46513,  0.93884,  1.28602,  9.18837, 15.27012, 88.99857, 14.19299, 21.52013,  1.51625,  0.81315
Cl, 88.39703,  2.97028,  4.34072, 21.19630, 35.46644,272.51768, 42.57702, 70.66765,  1.65976,  0.79943
K,  8.20845,  1.20225,  1.49838,  5.85515,  8.48429, 31.55833,  6.16342,  6.82934,  1.10804,  0.83199
Ca, 41.58281,  3.46133,  4.23101, 10.41843, 15.79952,116.22795, 20.17173, 30.16270,  1.49530,  0.72536
Ti,  2.43957,  0.43074,  0.47763,  0.81484,  1.11195,  6.94444,  1.36926,  1.75344,  1.28058,  0.71875
V,  0.00021,  0.00021,  0.00578,  0.00662,  0.01042,  0.02434,  0.00829,  0.00501,  0.60353, 24.29467
Mn,  0.05860,  0.00000,  0.01722,  0.05666,  0.06690,  0.18962,  0.04810,  0.04263,  0.88640,  0.72753
Fe,  9.92370,  3.62204,  3.78199,  5.03169,  6.19946, 27.62557,  6.95889,  6.40965,  0.92107,  0.64589
Zn,  0.36392,  0.02984,  0.04848,  0.25731,  0.38264,  1.84177,  0.30523,  0.41206,  1.34998,  1.13227
Br,  0.65619,  0.00000,  0.00002,  0.00485,  0.12775,  0.65619,  0.07838,  0.15415,  1.96666,  0.23492
Pb,  0.25035,  0.01422,  0.02107,  0.11467,  0.18751,  0.86841,  0.14796,  0.19943,  1.34783,  0.79659

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg,  0.70750,  0.69742,  0.73326,  0.75290,  0.75323,  0.75348,  0.74114,  0.01825,  0.02462,  0.02579
Al,  4.33464,  4.33131,  4.33356,  4.33467,  4.33570,  4.34436,  4.33600,  0.00413,  0.00095,  0.00095
Si, 11.78436, 11.71447, 11.96456, 12.04547, 12.05048, 12.05255, 11.98520,  0.10752,  0.00897,  0.00912
P,  0.00822,  0.00000,  0.00000,  0.00004,  0.00320,  0.01019,  0.00210,  0.00329,  1.56909,  0.40088
S,  0.06836,  0.00000,  0.00442,  0.00789,  0.01518,  0.09012,  0.01890,  0.02735,  1.44704,  0.40012
Cl,  0.42033,  0.41956,  0.42273,  0.42617,  0.42646,  0.42666,  0.42452,  0.00251,  0.00591,  0.00597
K,  1.10538,  1.03210,  1.03408,  1.03746,  1.04757,  1.12872,  1.05050,  0.03007,  0.02862,  0.02720
Ca,  2.46787,  2.46065,  2.48664,  2.50418,  2.50471,  2.50509,  2.49456,  0.01465,  0.00587,  0.00593
Ti,  0.37521,  0.37462,  0.37585,  0.37595,  0.37615,  0.37711,  0.37599,  0.00066,  0.00176,  0.00176
V,  0.00607,  0.00591,  0.00591,  0.00591,  0.00599,  0.00609,  0.00595,  0.00006,  0.01061,  0.01041
Mn,  0.06508,  0.06478,  0.06575,  0.06578,  0.06583,  0.06602,  0.06567,  0.00035,  0.00532,  0.00537
Fe,  3.41223,  3.40342,  3.40394,  3.40559,  3.41226,  3.41778,  3.40827,  0.00539,  0.00158,  0.00158
Zn,  0.02174,  0.01747,  0.01749,  0.01754,  0.01899,  0.02282,  0.01855,  0.00171,  0.09231,  0.07876
Br,  0.00000,  0.00000,  0.00000,  0.00534,  0.00595,  0.00618,  0.00360,  0.00278,  0.77063,17096.48175
Pb,  0.00781,  0.00660,  0.00671,  0.00678,  0.00688,  0.00820,  0.00696,  0.00048,  0.06837,  0.06091

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg,  0.00000,  0.00000,  0.00000,  0.11058,  0.31753,  0.37344,  0.14489,  0.15007,  1.03575,  0.00000
Al,  4.09799,  4.01918,  4.10530,  4.14763,  4.21349,  4.22503,  4.14791,  0.06324,  0.01525,  0.01543
Si,  6.74426,  6.45095,  6.77679,  7.58201,  9.03098,  9.40245,  7.78198,  1.10290,  0.14172,  0.16353
P,  0.14715,  0.07385,  0.08453,  0.12481,  0.14668,  0.15053,  0.11864,  0.02987,  0.25176,  0.20298
S,  1.65406,  0.81837,  0.92000,  1.37258,  1.63527,  1.85510,  1.32547,  0.36230,  0.27333,  0.21903
Cl,  0.37002,  0.36465,  0.37014,  0.38134,  0.39014,  0.39659,  0.38000,  0.01044,  0.02748,  0.02822
K,  2.80031,  1.90696,  2.01781,  2.50203,  2.78138,  2.99899,  2.44935,  0.38476,  0.15709,  0.13740
Ca,  1.96000,  1.95353,  1.96021,  2.03593,  2.18530,  2.22813,  2.06355,  0.10606,  0.05140,  0.05411
Ti,  0.32993,  0.31910,  0.33089,  0.33878,  0.35154,  0.35375,  0.33940,  0.01124,  0.03311,  0.03406
V,  0.00798,  0.00697,  0.00715,  0.00771,  0.00798,  0.00803,  0.00759,  0.00039,  0.05200,  0.04946
Mn,  0.04300,  0.03947,  0.04332,  0.04703,  0.05331,  0.05463,  0.04758,  0.00516,  0.10848,  0.12005
Fe,  3.26609,  3.17905,  3.27334,  3.30296,  3.34087,  3.34926,  3.29754,  0.04883,  0.01481,  0.01495
Zn,  0.09844,  0.05798,  0.06377,  0.08586,  0.09805,  0.10178,  0.08267,  0.01665,  0.20147,  0.16918
Br,  0.00971,  0.00000,  0.00004,  0.00154,  0.00852,  0.04214,  0.00713,  0.01197,  1.68027,  1.23267
Pb,  0.03602,  0.02115,  0.02293,  0.03098,  0.03567,  0.03982,  0.03017,  0.00648,  0.21479,  0.17991

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.00000,  0.00000,  0.00000,  0.13909,  0.18643,  0.82182,  0.14772,  0.20585,  1.39353,  0.00000
Mg,  0.79635,  0.74887,  0.79858,  0.86452,  0.96240,  1.64202,  0.91640,  0.19306,  0.21067,  0.24243
Al,  4.17489,  3.94668,  4.16472,  4.54616,  4.65363,  5.83112,  4.48671,  0.43773,  0.09756,  0.10485
Si, 11.67581, 10.77166, 11.65192, 11.80306, 12.63823, 14.92873, 12.12948,  0.87462,  0.07211,  0.07491
P,  0.00000,  0.00000,  0.00000,  0.00000,  0.00079,  0.05135,  0.00507,  0.01246,  2.45565,  0.00000
S,  0.36115,  0.31941,  0.40725,  0.85331,  0.95663,  3.65165,  0.96043,  0.87493,  0.91097,  2.42259
Cl,  0.46079,  0.45658,  0.46506,  0.96254,  1.15175,  3.59722,  1.01797,  0.78003,  0.76627,  1.69282
K,  1.37989,  1.33947,  1.41870,  1.72458,  1.86499,  3.95993,  1.85698,  0.71277,  0.38383,  0.51654
Ca,  2.57900,  2.57016,  2.58713,  2.80340,  2.94203,  4.37446,  2.87273,  0.42780,  0.14892,  0.16588
Ti,  0.35472,  0.27803,  0.34396,  0.35034,  0.35398,  0.36167,  0.34231,  0.02269,  0.06628,  0.06396
V,  0.00541,  0.00185,  0.00484,  0.00521,  0.00536,  0.00547,  0.00491,  0.00082,  0.16727,  0.15183
Mn,  0.05927,  0.01455,  0.05090,  0.05365,  0.05868,  0.06004,  0.05135,  0.01203,  0.23430,  0.20299
Fe,  3.22233,  2.19612,  3.06982,  3.12671,  3.21340,  3.24362,  3.05837,  0.26303,  0.08600,  0.08163
Zn,  0.02073,  0.02036,  0.02121,  0.02575,  0.03044,  0.07137,  0.02911,  0.01266,  0.43506,  0.61081
