Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    15
  11,      1.041,         75,         68,       1.25
  12,      1.254,        590,         74,       1.16
  13,      1.487,      11138,        131,       2.99
  14,      1.740,      39734,        216,       3.47
  15,      2.013,       1189,         88,       1.62
  16,      2.307,       4710,        105,       1.73
  17,      2.622,       8697,        141,       4.13
  19,      3.313,      40425,        221,       4.33
  20,      3.691,     101925,        329,       3.94
  22,      4.509,      23471,        247,       2.04
  23,      4.950,       1244,        172,       1.15
  24,      5.412,        950,        169,       1.88
  25,      5.895,       6288,        216,       3.98
  45,      2.696,        575,         93,       2.44
  56,      4.464,       1451,        241,       1.79
