Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    15
  11,      1.041,        154,         64,       0.90
  12,      1.254,        136,         65,       1.52
  13,      1.487,       1596,         79,       1.21
  14,      1.740,       7830,        114,       2.06
  15,      2.013,         49,         70,       0.63
  16,      2.307,       7602,        113,       2.57
  17,      2.622,       7346,        130,       1.84
  19,      3.313,      27285,        186,       1.89
  20,      3.691,      39356,        222,       4.45
  22,      4.509,       7305,        194,       1.29
  23,      4.950,        317,        157,       2.20
  24,      5.412,       1062,        173,       1.47
  25,      5.895,       2600,        205,       2.48
  45,      2.696,        959,         88,       1.93
  56,      4.464,       1313,        227,       1.18
