Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    15
  11,      1.041,        182,         68,       1.29
  12,      1.254,         91,         69,       1.70
  13,      1.487,       3209,         94,       2.03
  14,      1.740,      13030,        139,       1.99
  15,      2.013,         99,         76,       1.26
  16,      2.307,      10985,        130,       1.65
  17,      2.622,      14459,        166,       2.25
  19,      3.313,      52677,        245,       4.27
  20,      3.691,      34918,        217,       3.00
  22,      4.509,       6458,        190,       1.45
  23,      4.950,        198,        160,       1.31
  24,      5.412,       1121,        174,       1.56
  25,      5.895,       2630,        207,       3.13
  45,      2.696,        864,        100,       2.30
  56,      4.464,       1144,        227,       2.30
