Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    15
  11,      1.041,        177,         62,       1.47
  12,      1.254,        259,         63,       1.50
  13,      1.487,       1454,         75,       1.10
  14,      1.740,       4744,         96,       1.08
  15,      2.013,         70,         64,       1.02
  16,      2.307,       3068,         85,       2.69
  17,      2.622,       2703,         97,       1.37
  19,      3.313,      14934,        144,       2.17
  20,      3.691,       7922,        128,       2.50
  22,      4.509,       1715,        160,       1.79
  23,      4.950,        245,        145,       1.16
  24,      5.412,       1169,        167,       1.49
  25,      5.895,        952,        192,       2.02
  45,      2.696,        708,         75,       1.18
  56,      4.464,        774,        210,       1.65
