Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    11
  12,      1.254,         48,         58,       1.76
  13,      1.487,        118,         61,       1.39
  14,      1.740,        142,         60,       0.62
  19,      3.313,        133,         63,       1.27
  20,      3.691,         83,         71,       1.39
  24,      5.412,       1302,        162,       2.05
  26,      6.399,       2578,        216,       1.65
  29,      8.041,       6734,        397,       1.83
  30,      8.631,       2547,        386,       1.02
  45,      2.696,        485,         57,       1.55
  58,      4.838,        580,        202,       1.66
