Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    12
  12,      1.254,         56,         55,       1.06
  13,      1.487,        312,         59,       0.91
  14,      1.740,        193,         57,       0.95
  17,      2.622,       1693,         84,       2.15
  19,      3.313,        119,         61,       0.81
  20,      3.691,        424,         71,       1.63
  24,      5.412,       1540,        155,       1.72
  26,      6.399,       2473,        205,       1.66
  29,      8.041,       6380,        376,       1.47
  30,      8.631,       2309,        365,       1.88
  45,      2.696,        495,         67,       1.96
  58,      4.838,        334,        192,       1.71
