**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 20

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 10.02000,  7.77610,  9.16725,  9.71660, 10.38525, 11.83800,  9.81390,  0.99477,  0.10136,  0.09928
Na,  0.02088,  0.00579,  0.02105,  0.02323,  0.04392,  0.04908,  0.02897,  0.01302,  0.44951,  0.62359
Mg,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00314,  0.00032,  0.00092,  2.83977,  0.00000
Al,  0.09174,  0.03634,  0.05923,  0.07670,  0.09880,  0.16279,  0.08509,  0.03482,  0.40922,  0.37956
Si,  0.18424,  0.07736,  0.12042,  0.15314,  0.19887,  0.32046,  0.17031,  0.06703,  0.39357,  0.36382
P,  0.00010,  0.00000,  0.00000,  0.00004,  0.00021,  0.00067,  0.00013,  0.00018,  1.38740,  1.79453
S,  0.07155,  0.02396,  0.06575,  0.07591,  0.09050,  0.10901,  0.07503,  0.02075,  0.27654,  0.29000
Cl,  0.00787,  0.00000,  0.00617,  0.00916,  0.05126,  0.08079,  0.02460,  0.02708,  1.10104,  3.44211
K,  0.27697,  0.23848,  0.25885,  0.27505,  0.28796,  0.31370,  0.27317,  0.02081,  0.07619,  0.07515
Ca,  0.03290,  0.00203,  0.01455,  0.03129,  0.05089,  0.08554,  0.03384,  0.02358,  0.69672,  0.71673
Ti,  0.00601,  0.00189,  0.00372,  0.00509,  0.00716,  0.01185,  0.00568,  0.00275,  0.48422,  0.45761
V,  0.00051,  0.00036,  0.00044,  0.00048,  0.00054,  0.00063,  0.00050,  0.00007,  0.15003,  0.14660
Mn,  0.00357,  0.00259,  0.00316,  0.00326,  0.00369,  0.00425,  0.00342,  0.00043,  0.12695,  0.12152
Fe,  0.08037,  0.03756,  0.05823,  0.06945,  0.09351,  0.13739,  0.07637,  0.02780,  0.36410,  0.34594
Zn,  0.00885,  0.00668,  0.00825,  0.00875,  0.00991,  0.01063,  0.00891,  0.00104,  0.11670,  0.11742
Br,  0.00000,  0.00000,  0.00000,  0.00040,  0.00235,  0.00532,  0.00121,  0.00149,  1.23398,  0.00000
Pb,  0.00575,  0.00449,  0.00535,  0.00577,  0.00639,  0.00679,  0.00579,  0.00061,  0.10622,  0.10686
BC,  1.56140,  1.18580,  1.42680,  1.49985,  1.62075,  1.83340,  1.52415,  0.15409,  0.10110,  0.09869

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  3.42220,  1.61970,  2.63465,  3.62345,  4.20025,  4.69550,  3.43429,  0.99073,  0.28848,  0.28950
Na,  0.13088,  0.11151,  0.12392,  0.13020,  0.13329,  0.14935,  0.12887,  0.00818,  0.06348,  0.06251
Mg,  0.01520,  0.01520,  0.01694,  0.01770,  0.01860,  0.02149,  0.01799,  0.00144,  0.08005,  0.09474
Al,  0.00026,  0.00000,  0.00000,  0.00972,  0.02315,  0.04334,  0.01321,  0.01458,  1.10325, 56.89142
Si,  0.00495,  0.00495,  0.00677,  0.02552,  0.05048,  0.08818,  0.03165,  0.02798,  0.88404,  5.65658
P,  0.00000,  0.00000,  0.00000,  0.00000,  0.00001,  0.00065,  0.00006,  0.00015,  2.75534,67841863.89283
S,  0.08819,  0.04046,  0.07735,  0.08905,  0.10954,  0.12464,  0.09089,  0.02251,  0.24768,  0.25526
Cl,  0.32042,  0.30186,  0.30890,  0.31973,  0.33545,  0.35521,  0.32200,  0.01469,  0.04564,  0.04586
K,  0.10812,  0.02703,  0.09042,  0.10838,  0.14644,  0.16302,  0.10926,  0.04008,  0.36682,  0.37069
Ca,  0.02991,  0.01018,  0.01601,  0.02771,  0.03911,  0.05641,  0.02875,  0.01380,  0.48002,  0.46151
Ti,  0.00090,  0.00004,  0.00037,  0.00103,  0.00237,  0.00418,  0.00147,  0.00128,  0.87452,  1.43122
V,  0.00018,  0.00011,  0.00013,  0.00019,  0.00021,  0.00023,  0.00018,  0.00004,  0.20744,  0.20742
Mn,  0.00045,  0.00000,  0.00023,  0.00067,  0.00079,  0.00087,  0.00054,  0.00031,  0.56926,  0.68500
Fe,  0.00782,  0.00000,  0.00280,  0.00716,  0.01834,  0.03594,  0.01148,  0.01090,  0.94931,  1.39355
Zn,  0.00372,  0.00167,  0.00244,  0.00369,  0.00400,  0.00462,  0.00328,  0.00091,  0.27764,  0.24521
Br,  0.00454,  0.00000,  0.00198,  0.00302,  0.00447,  0.00512,  0.00298,  0.00149,  0.50070,  0.32887
Pb,  0.00256,  0.00114,  0.00176,  0.00253,  0.00283,  0.00321,  0.00230,  0.00064,  0.27859,  0.24969
BC,  0.32977,  0.00000,  0.14743,  0.32739,  0.43936,  0.50158,  0.30109,  0.16521,  0.54873,  0.50100

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  6.45450,  3.63090,  5.86465,  6.65845,  7.64908,  8.90660,  6.64238,  1.26936,  0.19110,  0.19666
Na,  0.08574,  0.07364,  0.07908,  0.08429,  0.09219,  0.10963,  0.08594,  0.00896,  0.10422,  0.10447
Mg,  0.01260,  0.01040,  0.01213,  0.01359,  0.01482,  0.01719,  0.01351,  0.00179,  0.13262,  0.14219
Al,  0.02529,  0.01028,  0.01644,  0.02373,  0.03130,  0.07436,  0.02802,  0.01658,  0.59185,  0.65568
Si,  0.04715,  0.01697,  0.03383,  0.04685,  0.06278,  0.14148,  0.05474,  0.03178,  0.58044,  0.67392
P,  0.00749,  0.00577,  0.00649,  0.00712,  0.00801,  0.00911,  0.00724,  0.00094,  0.12949,  0.12523
S,  0.31661,  0.28492,  0.30162,  0.31344,  0.32272,  0.36117,  0.31330,  0.01911,  0.06098,  0.06034
Cl,  0.00000,  0.00000,  0.00000,  0.00002,  0.01900,  0.06378,  0.01100,  0.02034,  1.84919,1228895462.57826
K,  0.28281,  0.18431,  0.26959,  0.29157,  0.31596,  0.34851,  0.28618,  0.03885,  0.13574,  0.13736
Ca,  0.01903,  0.00005,  0.00375,  0.01284,  0.02635,  0.05181,  0.01636,  0.01509,  0.92227,  0.79306
Ti,  0.00091,  0.00000,  0.00000,  0.00032,  0.00133,  0.00455,  0.00099,  0.00130,  1.32347,  1.42594
V,  0.00023,  0.00012,  0.00020,  0.00023,  0.00029,  0.00037,  0.00024,  0.00006,  0.24856,  0.25991
Mn,  0.00100,  0.00000,  0.00096,  0.00111,  0.00153,  0.00175,  0.00112,  0.00048,  0.42852,  0.48313
Fe,  0.01546,  0.00183,  0.00737,  0.01415,  0.02154,  0.05320,  0.01657,  0.01335,  0.80535,  0.86327
Zn,  0.00588,  0.00268,  0.00489,  0.00593,  0.00657,  0.00836,  0.00568,  0.00124,  0.21767,  0.21046
