**** Analysis Summary ****

Time of run: ,04/10/16 01:59
Concentration file: ,C:\Users\Andrea\Documents\EPA PMF\Data\pmf_fa\TFsH.csv
Uncertainty file: ,C:\Users\Andrea\Documents\EPA PMF\Data\pmf_fa\TFsHunc8.csv
Configuration file: ,


**** Input Data Statistics ****

Species,Category,S/N,Min,25th,Median,75th,Max,% Modeled Samples,% Raw Samples
mass,Weak,      9.4, 11.98000, 26.85500, 31.16500, 34.81500, 64.32000, 100.00 %, 100.00 %
Na,Strong,      3.1,  0.01309,  0.17182,  0.26493,  0.42985,  1.27128, 100.00 %, 100.00 %
Mg,Strong,      1.4,  0.00110,  0.04481,  0.06795,  0.10630,  0.66830, 100.00 %, 100.00 %
Al,Strong,      9.6,  0.09335,  0.30399,  0.46337,  0.95108,  4.31396, 100.00 %, 100.00 %
Si,Strong,     10.0,  0.18537,  0.59475,  0.90865,  1.72925,  9.50896, 100.00 %, 100.00 %
P,Strong,      4.2,  0.00115,  0.01006,  0.01562,  0.02110,  0.03692, 100.00 %, 100.00 %
S,Strong,     10.0,  0.17551,  0.43488,  0.56668,  0.79429,  1.33687, 100.00 %, 100.00 %
Cl,Strong,     10.0,  0.04426,  0.28180,  0.38455,  0.62045,  1.60694, 100.00 %, 100.00 %
K,Strong,     10.0,  0.23489,  0.74174,  0.87180,  1.01712,  1.53229, 100.00 %, 100.00 %
Ca,Strong,     10.0,  0.07104,  0.24080,  0.34063,  0.48376,  1.36213, 100.00 %, 100.00 %
Ti,Strong,      9.9,  0.00656,  0.02337,  0.03435,  0.06513,  0.25636, 100.00 %, 100.00 %
V,Strong,      2.9,  0.00039,  0.00127,  0.00172,  0.00224,  0.00466, 100.00 %, 100.00 %
Mn,Strong,      9.1,  0.00318,  0.00645,  0.00837,  0.01205,  0.03810, 100.00 %, 100.00 %
Fe,Strong,     10.0,  0.07834,  0.24563,  0.38087,  0.59335,  2.06289, 100.00 %, 100.00 %
Zn,Strong,      8.8,  0.01001,  0.02364,  0.02934,  0.03374,  0.26166, 100.00 %, 100.00 %
Br,Strong,      9.1,  0.00550,  0.01233,  0.01881,  0.02899,  0.08869, 100.00 %, 100.00 %
Pb,Strong,      6.4,  0.00929,  0.01268,  0.01538,  0.01868,  0.02811, 100.00 %, 100.00 %
BC,Strong,     10.0,  1.55456,  3.01005,  3.32135,  3.60010,  5.08873, 100.00 %, 100.00 %

Excluded Samples


**** Base Run Summary ****

Number of base runs:  ,20
Base user-selected seed:  123
Number of factors:  ,6
Extra modeling uncertainty (%):,0

Base run summary table:

Run #,Q(Robust),Q(True)     ,Converged,# Steps,Q(true)/Qexp
1,2247.25     ,2436.23     ,Yes      ,268,1.974254
2,2247.25     ,2436.23     ,Yes      ,438,1.974254
3,2247.25     ,2436.23     ,Yes      ,267,1.974254
4,2247.25     ,2436.23     ,Yes      ,264,1.974254
5,2247.25     ,2436.24     ,Yes      ,487,1.974263
6,2247.25     ,2436.24     ,Yes      ,339,1.974263
7,2247.24     ,2436.23     ,Yes      ,562,1.974254
8,2247.25     ,2436.23     ,Yes      ,320,1.974254
9,2247.25     ,2436.24     ,Yes      ,372,1.974263
10,2247.23     ,2436.24     ,Yes      ,468,1.974263
11,2247.25     ,2436.23     ,Yes      ,384,1.974254
12,2247.25     ,2436.23     ,Yes      ,397,1.974254
13,2247.24     ,2436.24     ,Yes      ,425,1.974263
14,2247.25     ,2436.23     ,Yes      ,527,1.974254
15,2247.24     ,2436.23     ,Yes      ,284,1.974254
16,2247.25     ,2436.23     ,Yes      ,494,1.974254
17,2247.23     ,2436.23     ,Yes      ,274,1.974254
18,2247.25     ,2436.23     ,Yes      ,579,1.974254
19,2247.25     ,2436.23     ,Yes      ,421,1.974254
20,2247.22     ,2436.24     ,Yes      ,248,1.974263

Scaled residual analysis:

Sum of the squares of the differences in scaled residuals for each base run pair by species (d)
Run #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
2,0.00041,
3,0.00037,0.00055,
4,0.00031,0.00043,0.00026,
5,0.00094,0.00055,0.00104,0.00085,
6,0.00038,0.00035,0.00040,0.00028,0.00052,
7,0.00029,0.00047,0.00030,0.00027,0.00096,0.00035,
8,0.00041,0.00037,0.00046,0.00028,0.00059,0.00024,0.00039,
9,0.00051,0.00058,0.00046,0.00043,0.00096,0.00045,0.00041,0.00048,
10,0.00081,0.00053,0.00087,0.00064,0.00033,0.00051,0.00080,0.00044,0.00081,
11,0.00026,0.00043,0.00028,0.00020,0.00085,0.00027,0.00020,0.00031,0.00039,0.00069,
12,0.00047,0.00054,0.00043,0.00031,0.00084,0.00034,0.00045,0.00035,0.00050,0.00067,0.00039,
13,0.00041,0.00063,0.00035,0.00035,0.00113,0.00047,0.00021,0.00052,0.00038,0.00093,0.00032,0.00046,
14,0.00085,0.00057,0.00088,0.00064,0.00044,0.00050,0.00085,0.00035,0.00081,0.00031,0.00071,0.00059,0.00098,
15,0.00026,0.00047,0.00024,0.00020,0.00098,0.00030,0.00019,0.00034,0.00042,0.00082,0.00015,0.00036,0.00028,0.00080,
16,0.00121,0.00080,0.00133,0.00105,0.00054,0.00083,0.00126,0.00062,0.00119,0.00046,0.00112,0.00094,0.00141,0.00027,0.00124,
17,0.00029,0.00038,0.00053,0.00038,0.00085,0.00039,0.00033,0.00041,0.00055,0.00077,0.00033,0.00053,0.00047,0.00081,0.00034,0.00111,
18,0.00030,0.00030,0.00039,0.00029,0.00061,0.00021,0.00028,0.00027,0.00046,0.00056,0.00024,0.00040,0.00045,0.00056,0.00027,0.00089,0.00028,
19,0.00035,0.00051,0.00037,0.00034,0.00100,0.00035,0.00029,0.00042,0.00045,0.00088,0.00024,0.00038,0.00041,0.00089,0.00026,0.00134,0.00039,0.00031,
20,0.00032,0.00045,0.00035,0.00024,0.00085,0.00026,0.00026,0.00026,0.00040,0.00069,0.00019,0.00031,0.00035,0.00063,0.00019,0.00103,0.00035,0.00024,0.00027,

Sum of d across all species for each base run pair (D)
Run #            Run #,mass        ,Na          ,Mg          ,Al          ,Si          ,P           ,S           ,Cl          ,K           ,Ca          ,Ti          ,V           ,Mn          ,Fe          ,Zn          ,Br          ,Pb          ,BC          ,
2                    1,0.00000,0.00003,0.00010,0.00002,0.00003,0.00002,0.00004,0.00003,0.00002,0.00002,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001,
3                    1,0.00000,0.00011,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0.00001,0.00003,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00002,
3                    2,0.00000,0.00013,0.00010,0.00002,0.00002,0.00002,0.00003,0.00005,0.00003,0.00003,0.00001,0.00001,0.00002,0.00001,0.00002,0.00001,0.00001,0.00002,
4                    1,0.00000,0.00007,0.00003,0.00002,0.00002,0.00001,0.00002,0.00002,0.00002,0.00003,0.00000,0.00000,0.00001,0.00001,0.00001,0.00002,0.00001,0.00001,
4                    2,0.00000,0.00011,0.00006,0.00001,0.00001,0.00002,0.00003,0.00004,0.00002,0.00002,0.00001,0.00000,0.00002,0.00001,0.00001,0.00001,0.00001,0.00002,
4                    3,0.00000,0.00004,0.00003,0.00001,0.00002,0.00001,0.00001,0.00002,0.00001,0.00002,0.00000,0.00001,0.00002,0.00001,0.00001,0.00002,0.00001,0.00002,
5                    1,0.00001,0.00002,0.00049,0.00006,0.00004,0.00002,0.00002,0.00003,0.00003,0.00007,0.00001,0.00001,0.00002,0.00002,0.00001,0.00001,0.00001,0.00004,
5                    2,0.00000,0.00002,0.00019,0.00004,0.00003,0.00001,0.00003,0.00002,0.00001,0.00005,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00003,
5                    3,0.00001,0.00013,0.00046,0.00006,0.00004,0.00002,0.00002,0.00003,0.00003,0.00006,0.00001,0.00002,0.00003,0.00002,0.00002,0.00001,0.00002,0.00004,
5                    4,0.00000,0.00009,0.00038,0.00005,0.00003,0.00002,0.00002,0.00002,0.00003,0.00006,0.00001,0.00001,0.00002,0.00002,0.00001,0.00002,0.00001,0.00004,
6                    1,0.00000,0.00005,0.00010,0.00002,0.00003,0.00001,0.00001,0.00002,0.00001,0.00003,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,
6                    2,0.00000,0.00008,0.00001,0.00002,0.00002,0.00002,0.00004,0.00002,0.00002,0.00003,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,
6                    3,0.00000,0.00004,0.00009,0.00002,0.00002,0.00002,0.00002,0.00002,0.00001,0.00003,0.00001,0.00001,0.00002,0.00001,0.00002,0.00001,0.00001,0.00003,
6                    4,0.00000,0.00001,0.00006,0.00001,0.00002,0.00001,0.00002,0.00001,0.00001,0.00003,0.00000,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001,0.00002,
6                    5,0.00000,0.00006,0.00019,0.00003,0.00002,0.00001,0.00002,0.00002,0.00002,0.00004,0.00001,0.00001,0.00001,0.00001,0.00002,0.00002,0.00001,0.00002,
7                    1,0.00000,0.00005,0.00003,0.00001,0.00002,0.00002,0.00002,0.00001,0.00002,0.00003,0.00000,0.00001,0.00002,0.00001,0.00002,0.00001,0.00001,0.00001,
7                    2,0.00000,0.00008,0.00011,0.00002,0.00002,0.00003,0.00003,0.00004,0.00003,0.00002,0.00001,0.00001,0.00002,0.00001,0.00002,0.00001,0.00001,0.00002,
7                    3,0.00000,0.00005,0.00002,0.00001,0.00001,0.00003,0.00001,0.00002,0.00002,0.00002,0.00001,0.00001,0.00002,0.00001,0.00003,0.00001,0.00001,0.00002,
7                    4,0.00000,0.00002,0.00004,0.00001,0.00002,0.00002,0.00001,0.00001,0.00002,0.00003,0.00000,0.00000,0.00002,0.00001,0.00002,0.00002,0.00001,0.00001,
7                    5,0.00000,0.00006,0.00045,0.00005,0.00003,0.00003,0.00002,0.00003,0.00003,0.00008,0.00001,0.00001,0.00003,0.00002,0.00002,0.00002,0.00002,0.00004,
7                    6,0.00000,0.00000,0.00010,0.00002,0.00002,0.00003,0.00001,0.00002,0.00002,0.00003,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00002,
8                    1,0.00001,0.00007,0.00013,0.00002,0.00003,0.00001,0.00002,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,
8                    2,0.00000,0.00012,0.00002,0.00001,0.00001,0.00002,0.00003,0.00003,0.00002,0.00002,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00002,
8                    3,0.00000,0.00006,0.00012,0.00002,0.00002,0.00003,0.00001,0.00002,0.00001,0.00004,0.00001,0.00001,0.00003,0.00001,0.00002,0.00001,0.00002,0.00002,
