**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 19

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  5.91180,  5.66530,  5.88835,  5.90895,  5.94358,  5.95110,  5.89673,  0.06745,  0.01144,  0.01141
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Al,  0.31973,  0.31819,  0.31892,  0.31904,  0.31926,  0.32004,  0.31909,  0.00046,  0.00145,  0.00145
Si,  0.77440,  0.76332,  0.77199,  0.77297,  0.77442,  0.77649,  0.77255,  0.00305,  0.00395,  0.00394
P,  0.01554,  0.01550,  0.01552,  0.01553,  0.01554,  0.01554,  0.01553,  0.00001,  0.00078,  0.00078
S,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Cl,  0.14994,  0.14918,  0.14951,  0.14994,  0.15027,  0.15392,  0.15010,  0.00100,  0.00664,  0.00665
K,  0.03369,  0.03182,  0.03345,  0.03362,  0.03388,  0.03396,  0.03354,  0.00049,  0.01457,  0.01451
Ca,  0.30043,  0.29226,  0.29964,  0.30033,  0.30150,  0.30180,  0.29991,  0.00228,  0.00760,  0.00758
Ti,  0.03029,  0.02956,  0.03019,  0.03025,  0.03035,  0.03041,  0.03022,  0.00020,  0.00662,  0.00661
V,  0.00047,  0.00044,  0.00046,  0.00047,  0.00047,  0.00047,  0.00046,  0.00001,  0.01321,  0.01317
Mn,  0.00324,  0.00305,  0.00322,  0.00324,  0.00327,  0.00327,  0.00323,  0.00005,  0.01618,  0.01612
Fe,  0.36719,  0.35737,  0.36593,  0.36687,  0.36819,  0.36858,  0.36637,  0.00263,  0.00719,  0.00717
Zn,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Br,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Pb,  0.00078,  0.00076,  0.00077,  0.00078,  0.00078,  0.00078,  0.00078,  0.00000,  0.00585,  0.00584

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  2.04570,  2.03130,  2.04608,  2.05625,  2.05970,  2.06630,  2.05322,  0.00887,  0.00432,  0.00434
Na,  0.00515,  0.00461,  0.00470,  0.00497,  0.00522,  0.00547,  0.00498,  0.00028,  0.05672,  0.05479
Mg,  0.02506,  0.02474,  0.02506,  0.02591,  0.02627,  0.02636,  0.02568,  0.00062,  0.02409,  0.02468
Al,  0.06666,  0.06597,  0.06652,  0.06988,  0.07299,  0.07342,  0.06973,  0.00319,  0.04572,  0.04782
Si,  0.13914,  0.13830,  0.13901,  0.14597,  0.15110,  0.15182,  0.14514,  0.00600,  0.04133,  0.04311
P,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
S,  0.14788,  0.14764,  0.14778,  0.14784,  0.14789,  0.14800,  0.14783,  0.00009,  0.00064,  0.00064
Cl,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
K,  0.19717,  0.19676,  0.19706,  0.19739,  0.19752,  0.19763,  0.19729,  0.00027,  0.00138,  0.00138
Ca,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Ti,  0.00212,  0.00209,  0.00212,  0.00226,  0.00235,  0.00236,  0.00224,  0.00012,  0.05193,  0.05482
V,  0.00021,  0.00021,  0.00021,  0.00021,  0.00021,  0.00021,  0.00021,  0.00000,  0.00442,  0.00443
Mn,  0.00095,  0.00093,  0.00095,  0.00096,  0.00097,  0.00097,  0.00096,  0.00001,  0.01116,  0.01128
Fe,  0.02796,  0.02761,  0.02797,  0.02866,  0.02884,  0.02895,  0.02844,  0.00046,  0.01613,  0.01640
Zn,  0.00300,  0.00291,  0.00293,  0.00295,  0.00299,  0.00304,  0.00296,  0.00004,  0.01239,  0.01221
Br,  0.00323,  0.00322,  0.00322,  0.00322,  0.00323,  0.00323,  0.00322,  0.00000,  0.00055,  0.00055
Pb,  0.00190,  0.00189,  0.00190,  0.00190,  0.00190,  0.00191,  0.00190,  0.00000,  0.00250,  0.00249

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  4.55710,  4.54250,  4.55658,  4.61955,  4.69888,  4.71110,  4.62578,  0.07183,  0.01553,  0.01576
Na,  0.46038,  0.45992,  0.46012,  0.46018,  0.46031,  0.46069,  0.46021,  0.00019,  0.00042,  0.00042
Mg,  0.05515,  0.05300,  0.05310,  0.05381,  0.05509,  0.05518,  0.05406,  0.00098,  0.01814,  0.01779
Al,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Si,  0.07750,  0.07622,  0.07735,  0.07858,  0.07996,  0.08043,  0.07861,  0.00143,  0.01817,  0.01843
P,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
S,  0.03097,  0.03078,  0.03082,  0.03088,  0.03097,  0.03119,  0.03090,  0.00010,  0.00336,  0.00335
Cl,  0.92465,  0.92373,  0.92429,  0.92636,  0.92743,  0.92835,  0.92590,  0.00165,  0.00179,  0.00179
K,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Ca,  0.13525,  0.13469,  0.13526,  0.13954,  0.14351,  0.14402,  0.13937,  0.00408,  0.02925,  0.03014
Ti,  0.00474,  0.00469,  0.00474,  0.00495,  0.00520,  0.00523,  0.00496,  0.00023,  0.04654,  0.04878
V,  0.00011,  0.00010,  0.00011,  0.00011,  0.00011,  0.00011,  0.00011,  0.00000,  0.03360,  0.03464
Mn,  0.00092,  0.00090,  0.00091,  0.00094,  0.00096,  0.00097,  0.00094,  0.00003,  0.02866,  0.02937
Fe,  0.07183,  0.07124,  0.07185,  0.07454,  0.07777,  0.07821,  0.07474,  0.00296,  0.03965,  0.04126
Zn,  0.00000,  0.00000,  0.00000,  0.00034,  0.00053,  0.00055,  0.00028,  0.00026,  0.92554,  0.00000
Br,  0.00096,  0.00096,  0.00096,  0.00096,  0.00096,  0.00097,  0.00096,  0.00000,  0.00204,  0.00204
Pb,  0.00013,  0.00013,  0.00013,  0.00016,  0.00018,  0.00019,  0.00016,  0.00003,  0.16045,  0.19346

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 21.11900, 20.85600, 21.08775, 21.09700, 21.12500, 21.14200, 21.09110,  0.06004,  0.00285,  0.00284
Na,  0.00822,  0.00807,  0.00817,  0.00826,  0.00832,  0.00836,  0.00825,  0.00008,  0.00992,  0.00995
Mg,  0.10263,  0.10092,  0.10240,  0.10248,  0.10264,  0.10277,  0.10243,  0.00038,  0.00372,  0.00371
Al,  0.61918,  0.61019,  0.61763,  0.61835,  0.61894,  0.62008,  0.61795,  0.00201,  0.00325,  0.00325
Si,  2.00520,  1.97750,  2.00090,  2.00280,  2.00510,  2.00820,  2.00167,  0.00623,  0.00311,  0.00311
P,  0.00251,  0.00250,  0.00251,  0.00251,  0.00252,  0.00254,  0.00251,  0.00001,  0.00428,  0.00428
S,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Cl,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
K,  0.15768,  0.15560,  0.15739,  0.15749,  0.15769,  0.15788,  0.15743,  0.00047,  0.00298,  0.00297
Ca,  0.71882,  0.71042,  0.71779,  0.71819,  0.71902,  0.71986,  0.71794,  0.00194,  0.00270,  0.00270
Ti,  0.08098,  0.07994,  0.08084,  0.08089,  0.08099,  0.08107,  0.08086,  0.00023,  0.00290,  0.00289
V,  0.00177,  0.00175,  0.00177,  0.00177,  0.00177,  0.00177,  0.00177,  0.00000,  0.00282,  0.00282
Mn,  0.01568,  0.01547,  0.01565,  0.01566,  0.01568,  0.01569,  0.01565,  0.00005,  0.00292,  0.00292
Fe,  0.85903,  0.84842,  0.85748,  0.85811,  0.85905,  0.86038,  0.85777,  0.00241,  0.00281,  0.00281
Zn,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Br,  0.00027,  0.00027,  0.00027,  0.00027,  0.00027,  0.00027,  0.00027,  0.00000,  0.00237,  0.00237
Pb,  0.00143,  0.00142,  0.00143,  0.00143,  0.00143,  0.00144,  0.00143,  0.00000,  0.00199,  0.00199

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  6.65520,  6.59010,  6.63635,  6.69135,  6.71830,  7.19230,  6.70052,  0.12446,  0.01857,  0.01870
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg,  0.14279,  0.14256,  0.14284,  0.14335,  0.14350,  0.14470,  0.14324,  0.00049,  0.00340,  0.00341
Al,  0.87253,  0.87135,  0.87273,  0.87616,  0.87700,  0.88284,  0.87528,  0.00277,  0.00317,  0.00318
Si,  1.78320,  1.77830,  1.78545,  1.78880,  1.79213,  1.82560,  1.79006,  0.00955,  0.00533,  0.00535
P,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
S,  0.00594,  0.00554,  0.00589,  0.00592,  0.00596,  0.00602,  0.00591,  0.00010,  0.01632,  0.01623
Cl,  0.23646,  0.23323,  0.23626,  0.23717,  0.23800,  0.23869,  0.23702,  0.00134,  0.00564,  0.00565
K,  0.06517,  0.06478,  0.06510,  0.06538,  0.06560,  0.06877,  0.06550,  0.00082,  0.01256,  0.01263
Ca,  0.21565,  0.21349,  0.21499,  0.21685,  0.21772,  0.23359,  0.21714,  0.00416,  0.01916,  0.01930
Ti,  0.04516,  0.04493,  0.04517,  0.04531,  0.04542,  0.04707,  0.04537,  0.00043,  0.00949,  0.00953
V,  0.00039,  0.00039,  0.00039,  0.00040,  0.00040,  0.00044,  0.00040,  0.00001,  0.02736,  0.02760
Mn,  0.00447,  0.00442,  0.00445,  0.00449,  0.00451,  0.00488,  0.00450,  0.00010,  0.02132,  0.02148
Fe,  0.29985,  0.29729,  0.29939,  0.30130,  0.30244,  0.32130,  0.30184,  0.00492,  0.01628,  0.01639
Zn,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Br,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
