Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/17/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,184.3191092487,189.1565216155,197.2083621501,202.906339146,212.524407024,221.8009194498,240.2216987052,268.5257127214,334.4599341442,440.465889276,484.3808100623,538.4504952988,651.4851900294,780.1060188676,1013.134643785,1287.4220085138,1595.4730863761,1505.156642449,1511.1773868011,1139.9964740351,807.8362166487,910.5164852404,972.4312271604,1022.1058342575,1120.8753942749,1351.5787788105,1615.4796067781,1614.6733759271,1596.1448794593,1692.2396245508,1903.4679936311,2009.6499026995,2000.9102774362,1773.2412796954,1614.9037273537,1545.6255480918,1417.2603196823,1148.2290485116,1174.7797654949,1408.5274825574,1507.1459510857,1809.7102314292,2312.1925382242,3059.9850992135,2599.592016272,3225.5917537364,3983.4985035205,3858.0364922747,4497.4351663862,4712.8233115125,
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,366.8641137704,431.4525097765,576.0952748336,801.7337373541,877.2115070517,861.8347546602,881.1299268061,1001.195967271,1201.0619917866,1335.7555830514,1345.1954559566,1284.0416558961,1203.02960574,1288.6919636986,1198.2688833751,1280.9660382427,1243.0901969291,1285.8392620338,1327.0608498287,1410.5063416101,1484.0817292251,1600.6162724631,1657.7918880851,1877.7416551825,1996.5059312204,2112.7953019287,2082.358888869,1767.9818109836,1901.3445064617,1752.7402457547,1696.5328233133,1771.2802666252,2058.6182237312,2352.4717362049,2546.2432595062,2640.7026931583,2870.2435366216,3021.9894672102,2649.7348583783,2890.8944345567,3386.8468791001,3537.2813291837,3599.7463276179,3760.707986468,
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,1889.2828510637,2229.4991731345,2209.1588520474,2510.9065753543,2273.5197819751,2299.0515422929,2594.7939994687,2754.8698811042,3524.6136491887,4390.6136451776,5284.9872906024,5434.6878379056,5711.8911434363,7030.3586879086,8248.7442227575,8979.1269969409,8192.3506552849,7996.2621447697,8066.4647057973,8092.8150341779,8602.5225954249,12781.2933780832,13750.1440780572,14163.8268260579,13572.5873343245,16036.7308807556,16173.4858424675,17334.4007631356,17732.7484168019,16647.1582038702,18505.4593212225,18034.7537588535,15943.318904918,16530.1725080536,16299.2842798506,14530.2260236,,,,,,,,,,,,,,,
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,2760.3957328728,3251.2627040685,3913.7265202057,5586.3682023358,15634.8477522831,15290.8058189969,18901.4751797457,19836.4866517224,21102.1907162685,27445.38412242,34995.8405750035,34916.9875555633,27400.9817969501,20912.0077901218,19644.508215855,16582.5307790343,12685.6439321617,12865.771671435,13562.7721712287,14010.8924958895,15447.5950850833,14189.4822320454,15614.9758275331,14542.3751398971,14892.4949750106,16242.7212900548,17698.7254126397,21388.7240855197,18693.3258250231,21717.8373661499,29926.3633512513,28577.3016008302,30523.4907717931,35221.5264325297,43346.8642555975,53207.3336473736,61593.6729672606,67612.4940409837,82990.0709631041,61463.9035819678,70870.2265835221,89115.9014908449,94407.406919562,96076.9963757655,96732.4025450739,
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658.7586341179,1753.1927923044,1789.6446375989,1650.6929783755,1260.7490454513,1102.1037847325,1158.1325159134,1323.1043250493,1564.1804947186,1561.9209409212,1564.4865066478,1864.9913869855,1610.1343704598,1668.1627311968,1839.729450114,2124.8736133584,2774.9558064905,3552.9245198174,4676.3151832596,5828.7406231023,8214.1873420062,10136.4716262399,8220.1083289951,8297.4836207238,9200.2778247049,8577.2892144382,9587.1777635884,9996.670292743,
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3428.7620175971,3485.1122022467,3485.0560001276,3095.6597791412,2929.4621185755,2663.3945990755,2665.7397218956,2643.8976964979,2737.5566623407,1834.8469373329,1330.7514639504,1771.58660191,2100.3623859404,2375.059043945,2975.1327783493,4102.3722935488,5323.4738765559,6920.1943978361,9101.2567060889,11635.2742379874,8562.813696954,10674.9972024184,13323.8833754364,14078.8305693118,14487.2798702588,12735.9184024927,
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,40.5669361535,40.7197298487,40.9756021856,41.2508282805,41.1168715911,46.026254192,37.5181723659,46.6780011542,48.8197689346,51.8322539359,58.5690004117,57.6351136944,61.8664571978,70.8733164452,72.9761939174,131.1864478225,141.7318979966,160.6366968037,188.517565954,223.2701133294,244.0805050345,264.7886501397,256.4951846868,261.0023057958,270.0804707713,280.4243005818,303.3588912263,319.9804027715,339.8790017328,332.2268768882,351.2778271036,270.3286653836,302.2568044434,312.9228082155,125.6901274894,218.7703011895,226.6981976461,284.5872453185,282.2886646374,239.6336090159,216.2758943836,201.0640419342,196.4447015069,212.5120519456,236.6292142316,286.5674694368,336.9422810401,398.2084858803,491.9404166077,529.5965561776,553.5974576107,606.9028863997,667.4145823344,678.9981669441,695.6892586009,
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,83.3667386822,87.068538233,90.9933785826,100.167894826,112.2859299474,117.9665946637,96.8102159897,104.1960623655,106.9368504792,114.774660819,121.5120782328,126.2875129961,124.1404681332,138.879573148,164.2562374713,171.904835442,164.1100784071,185.4189862089,206.0235404027,225.3190984423,265.3521857369,274.6338410988,277.4772354081,287.0160313934,279.0033356124,296.4634854358,306.8796150023,333.112173421,349.9140561328,345.2863440352,363.6765621691,316.1950789061,328.6608689867,318.5834949191,354.0888097477,385.362367375,413.2093901278,425.0667823013,422.774551526,444.5723928943,453.8482631032,457.6179207233,473.181236024,542.6738657337,618.7216332507,697.4291381912,784.8389214594,978.8987460354,981.0786822516,1062.8387849229,1285.1022839499,1382.5299244181,1374.3576215067,1390.7653848703,1504.1586686051,
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,776.9751041423,800.7959164247,921.3451547879,1178.5971302469,1514.2583129302,2231.7913525423,6445.6896753005,6296.3016318864,8158.4727468851,8943.317166663,9136.3278721976,11997.8757864119,16598.7205820537,17456.9401241101,13624.776310516,10798.2781628209,9438.537200693,7776.0376244895,6204.223098591,5852.6015534742,5791.3950889538,6030.2689771669,7137.3922418379,7775.7015416449,7834.2362079702,7386.6682125028,7310.9503451911,7555.9653320832,8159.9806741278,8328.9709848724,7180.1504399057,7728.6763880296,8808.8753666647,8315.7393019921,8317.9085747894,9186.3103884354,10756.0162185009,13273.6534986384,14826.9166983811,15947.4057864239,19436.8571597589,15655.0833675338,18753.9812332079,23256.0956126437,24883.1897146534,24646.0208730263,24160.9585446781,
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,107.4519252541,113.6382197851,120.1850546633,118.99597944,118.941043913,120.5476555508,120.2273971401,126.4949805121,128.2451691166,137.1238599904,151.3149639566,159.9976536024,168.4370627459,202.4373134535,252.4193791707,297.8477424335,359.4678445772,433.7800282467,454.8208797733,455.4631717381,398.404111733,482.0785024656,451.9286475386,399.6661938289,459.1980646313,552.7058312369,688.8513885526,867.1985125891,635.5565998688,610.4595096149,481.4966694901,428.4327165836,256.5928500423,313.6932870484,437.6980634959,458.7780295952,290.4369042815,365.5484798213,342.2699903363,315.9880040542,352.5015707331,368.5180133836,402.2254330961,466.0338721684,550.7465691074,661.6262771384,868.3227750224,1081.1593205797,1248.3552690617,1183.206774887,1421.5329424295,1596.4452095571,1662.28764085,1726.0801560363,1875.8432874165,
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,249.5073902063,256.1562537316,255.4584448186,256.8927400941,264.7018204588,261.9221945262,262.3528318987,254.8952964928,260.1594801054,240.273098652,242.9806901391,243.3300763325,285.4471533026,318.2256463664,348.0388572689,456.2291087123,450.5025309873,449.7375677794,489.8772602165,594.8562121879,629.107990829,555.0360621489,528.1148208762,457.5860866181,433.1532703226,460.1101334529,631.1755008336,736.240052035,705.8583579779,674.3733981158,760.778760771,724.8458954717,751.480880027,689.6680371172,457.4790203885,560.0805181586,566.6833210376,509.9214334448,535.8884987169,534.855206176,474.5771245415,482.0680429139,513.3918328235,642.6259945453,732.3181055903,772.6524453737,808.2884238566,948.5067591839,1094.5764761858,1018.3895512169,998.1196955021,1081.1315180003,1019.2722302587,1051.3764212864,1067.131753327,
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,427.874822125,448.953323596,471.8743535701,510.9805192816,485.2969252038,516.2895671263,566.5337910903,625.7156028733,708.2604981675,812.261674835,925.2813651868,1070.8170616846,1263.659355126,1684.3410852713,2339.59880815,2489.8151705546,2758.6645696264,2845.837403219,3193.3309371308,3899.5399351964,4927.1403431351,5595.2909152979,6075.5461021688,6629.7844670652,7223.2829372075,6995.0460203327,6793.6064925414,7531.1626941727,8902.507813621,10380.15486557,11864.6582882248,14504.9417359794,16143.998198073,18302.2702121813,21578.7634766978,24936.8732805334,26263.0448866015,26386.7215887413,21824.1078206533,21795.8235894758,23792.5302799516,21577.1407995835,22016.5691801331,23573.7769924641,27405.0345758398,29869.5878981096,33579.5924481463,39223.5733268202,39721.015350612,38577.3493788831,46569.9730490708,53121.2310437994,54577.1373654638,55979.7570491128,56284.5784053366,
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,173.3940863861,187.3207632984,184.7052570963,,301.1592454389,235.2662069342,308.1732709811,453.6880951956,385.7237200815,414.1660664598,447.9472124671,515.5353766246,678.6308420726,731.5919809601,785.4200685956,764.4809862011,707.8475327273,962.2706518637,857.8254827429,755.7500184783,831.7633880588,1053.3027091947,1095.7229845814,970.0689336513,998.7252017509,1147.867918438,1210.4133735577,1330.7276693271,1445.6627306688,1529.7932279863,1495.0797606783,1206.6332420559,1201.5730436609,1055.2103564045,945.5289267085,785.6255584934,745.4571873255,819.3012296863,881.9647785153,950.0576950888,1048.7714859722,1208.3441955852,1161.2288099161,1276.3485131047,1648.8541272698,1866.7072455098,1889.9918179213,2024.1904146843,
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,147.595601585,148.3301415248,153.0293299616,153.5523537006,161.6012159616,154.0420104115,158.7115103122,145.3515437769,135.4551980575,165.2498573593,172.7861110029,163.9893077797,178.5917883523,216.5466666618,239.3502697582,245.6099145228,210.5954355201,239.6508282545,325.5601536348,367.6262553834,356.6238028707,353.3123464261,401.7440702469,301.8641739487,322.0830477425,247.2243568246,137.3402768048,190.472047324,278.3071056247,240.5682444604,165.2532317803,197.6688858284,173.0635021735,197.4406409429,236.3358887822,226.889663656,245.6898333287,221.2109347023,173.3609027639,169.5159969795,156.5918666417,255.7885643839,280.181171383,295.0797750752,293.854506622,320.995366803,359.5337138352,400.3809370649,453.7363655061,434.5343628859,446.3417656946,490.8789047393,618.94725293,783.0111438242,765.9591972967,
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,274.470623369,282.4947871032,288.5029704398,290.352681167,293.7301461345,308.8160253307,315.0174277844,327.2078737858,364.3495605535,410.9268028924,454.275766873,549.2256449028,679.5482691923,708.3844302902,769.9104219232,780.7355598891,738.8558354174,719.8206922431,732.0948530443,754.165238668,772.286347383,756.370604958,783.4789984333,818.723391949,843.369775324,914.0946390403,998.0126188182,1104.3292257511,1270.2692904984,1462.6596324321,1699.9350301132,1827.8994280538,1956.0985893224,2093.4872713484,2158.1429654793,2259.8882693868,2363.2710311395,2435.4727481619,2549.886636494,2666.3396954881,2874.2572562645,3108.592529337,3358.4212518546,3569.3353934472,3431.2800679181,3547.0709831532,3821.3385898552,3921.7203951166,3998.7394993862,4119.9920231917,
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31493.2974031007,28224.2028597647,29354.5509006803,31268.4674125473,39375.2287992645,45597.515995166,47035.6543494594,49682.0936590572,56489.5013763457,62993.3672242481,,,,,,,
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.2230393439,542.6158839557,
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196.618466519,2749.9664390834,3178.8314843329,2416.0690774312,2441.4303890442,870.1365251593,1634.8750606895,2148.9035373961,2832.4906523085,3331.228765606,3528.1310077579,4129.7587410283,5458.1217184217,6701.7739127801,5821.3053970569,5411.8774039191,6423.2917833458,5659.3802040369,6353.8263827933,6152.867125797,
Sub-Saharan Africa (developing only),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,129.8185022641,131.588965657,139.3701641409,156.2173675159,148.4189437355,161.2418231783,169.875397691,163.4749210442,170.5849363145,190.8160181732,219.0969996432,216.926511086,238.2637166935,297.1643806608,377.8825270827,404.441731736,427.9721905648,458.4949659288,498.0424635878,579.3433606528,709.2378040797,693.0413194239,629.8951493214,570.2485056124,527.5064842001,477.9677821368,514.5815972282,589.1372419597,601.2473145974,611.0182542489,595.7990369456,597.975753219,570.132529486,533.3867531842,504.6503021023,570.2506100843,574.0082796218,577.6288785207,530.4699455452,519.2971469094,541.5024314585,489.7524956952,513.3164444716,639.6023507193,772.3714675719,885.5511060732,1007.4495042907,1130.219692097,1249.2061078694,1159.4662219779,1515.5269201745,1663.1762226133,1695.7463890398,1740.9973710117,1776.463669796,
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688.6540468885,1271.0317282658,1563.9041953666,1696.1456672217,944.2828115784,1157.486957878,1115.0935156088,
Sub-Saharan Africa (all income levels),SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,129.6630747356,131.4287576995,139.2026710463,156.0305833943,148.2612310866,161.289531643,169.9208375567,163.5378291088,170.6037892574,190.7911785415,219.0214373072,216.864649229,238.2024746738,297.0892604888,377.751436744,404.3278805176,427.8315538174,458.3643427571,497.9591479143,579.3331873171,709.1903260769,692.9657291919,629.8444962727,570.2154481279,527.5093842501,478.0642855403,514.7439627667,589.3375919461,601.5044194016,611.2626258547,596.2081052541,598.3641943786,570.6743929787,534.0066618427,505.2243094775,570.8420699716,574.7073095428,578.7293464929,531.5269949159,520.7304838627,543.4887201563,492.3390265966,516.3981261278,643.422987996,778.732543207,896.7294354562,1019.5009236319,1143.860014701,1268.6151322938,1171.505073958,1529.9160836761,1682.129833363,1715.0439889676,1759.0857003061,1792.1720484057,
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,278.0406023975,285.8921849741,309.1794738832,330.8303562308,350.7220073926,369.162271639,363.9960237908,389.9177604007,420.2812466911,454.4872641189,515.5793668741,600.2646209818,817.897263099,961.3938089076,1031.8347429879,1117.888998696,1127.3013243778,1311.2610107913,1592.5546110085,1616.1113244745,1639.3491157937,1624.1538714736,1538.9952943825,1449.0544240259,1416.1114539984,1537.8451191587,1662.4806856075,1702.72563845,1931.9514634158,1913.6619428058,1952.6469080776,1916.9125757432,1982.660941188,2167.472886478,2284.9005753004,2373.851282832,2355.4082706371,2465.0971888198,2587.2631571297,2584.3446872515,2656.7020938109,3063.269099662,3534.0727570983,4009.7136117585,4351.6802628958,4868.2683969175,5549.2742566792,4692.401489645,5204.4754116055,5936.1039516522,5894.9051338606,5924.8361310422,5965.7141042235,
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.9195477004,562.8262369864,658.280139874,703.662556707,824.0121598296,858.58783098,911.057012003,1158.9308012002,1151.6919645504,1142.1823112953,1374.1319209888,1488.0480031256,1675.7475715527,1810.7215665104,
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,323.6519388079,329.9909453704,337.8709235139,349.7281658347,374.1543986749,417.8734715897,501.558025075,565.7795327223,613.2291825927,636.3723098311,665.6916297661,726.345140747,774.5382663916,828.8492759446,1009.5753538718,1282.2245078602,1398.8510327423,1775.3626198924,2034.786409674,2162.1651474442,2191.1532429013,2447.0904932165,2514.1967015849,2419.2179431719,2350.7185584762,2350.8018165715,2363.5644993143,2552.2510132425,2962.6056843035,1355.8491801476,951.0723138269,1077.468106175,955.2095039332,995.1105187666,1381.5198898271,1556.5811816955,1897.1128212384,2014.0163225867,2014.4614886124,1861.5965243379,1855.77231028,1576.7240462996,2217.6978015542,2606.8277245584,3033.0188885727,3645.8949979686,5295.6236481658,5862.0509745583,6973.0982392593,7561.4507007808,8430.9059650623,8448.5042608347,9422.2709943523,9618.3505312758,9680.1159136737,
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395.5645824043,2680.0410261774,2908.8108322784,3089.4382764857,3755.7277365689,4799.1510511761,5177.7488642501,5138.1486791594,5533.5888448764,5636.5795322278,5402.9297536132,5708.0826593527,6524.861878156,8696.9132419141,10654.7937072937,11631.3545704906,13100.3652701628,16014.5986924985,18604.3192257127,16460.222396523,16554.889115691,18138.7275365668,17207.2792064847,18109.5002134933,18501.1528609722,
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10690.6619764623,10801.4311015494,10447.9377477966,11165.2750214767,11441.9962270358,10227.7348765409,10479.2977776263,11814.1020929149,14880.4689893241,17260.9023870701,18169.1797892301,19726.1257457623,23841.317105206,27501.8102703687,24633.7960813766,23438.8665610126,24983.6937254463,22477.5975627822,23144.122520269,23999.1313335321,
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,1983.106544031,2147.2293108041,2315.8465274022,2492.5453459549,2758.9434662404,3007.5979781714,3240.6110369329,3490.550336789,3683.3136938765,3972.0027487061,4669.4386720536,5060.3427391822,5942.1487705261,7198.2716565934,7975.8505156915,9974.6573208796,10715.0380863788,11287.1991292101,12442.5751201788,14667.4031201028,16856.7610864306,15366.6685913567,13545.2591192277,12430.4589306522,12914.3306819572,13474.1613455755,17727.4953335175,21485.2938691812,24188.7659448854,25300.3951164701,30162.3157718195,31374.1169876676,32338.5039496678,24080.8996705645,25747.2416875525,29914.331746409,32587.2641044641,29897.7926311935,30143.627458278,30577.0817743892,29283.0050461572,26969.2445747257,29571.7044643283,36961.4253671424,42442.2204473133,43085.353145957,46256.4716010496,53324.3793724756,55746.8423811175,46207.0592032962,52076.4305245885,59593.6847982389,57134.0770682404,60283.24522267,58938.772747665,
Swaziland,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,100.4396663067,120.3451614356,125.5826512902,144.7346015543,169.8504973764,179.4417386454,191.5298453426,181.6864331165,188.9803301993,243.0661062468,251.5228537086,297.4864261188,310.6688442273,455.9999182286,526.9598233841,557.5321676787,511.0976922556,552.7007002565,600.165620734,704.031158474,898.295868611,919.8479613761,840.8265208441,843.3401962844,726.9107837412,511.7170982961,611.2499951733,761.1585313167,863.5759742112,835.8506543203,1292.0574184155,1303.0652064971,1415.0233815648,1465.3118422177,1503.1337459436,1763.4762927382,1627.9840859085,1705.1729440924,1532.9187226316,1476.7761918484,1433.1812404461,1255.4741289756,1131.2435328579,1704.1539133765,2211.0892568714,2339.3003740639,2636.32001593,2690.9283920603,2617.3600943286,2679.6705995317,2956.6967946812,4093.384242641,3988.6671624314,3648.0749034896,3477.1492429559,
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,288.0581594194,270.2796606355,287.0447884286,308.1952643988,332.305003114,328.4849009608,337.6462465599,333.2338124641,314.3510648412,314.1798528167,343.8811821208,400.5826884559,546.5706109146,644.093956835,737.7706477819,802.0662073159,811.7913077727,1045.0973188147,1364.3192931347,2001.1494676221,2288.1556332268,2378.4373698162,2248.5872570159,2210.6295374203,2261.7147765921,2505.7498387245,3062.1657356426,3646.8141353756,4122.5419624634,4393.1640542319,5265.4965563208,5290.927228958,6051.9864607058,6517.8146285132,6580.3341840669,6748.9311088589,6583.2010181329,7280.9896211786,7715.9181470934,7747.6121587207,7578.8510529885,7663.1370802645,8333.5513521527,8523.0050246663,10173.5748760331,11086.8908871587,12014.3998729502,12155.6282670726,11123.0554136275,9707.2942418077,10805.0606310062,12189.0069471478,12844.858534807,15695.6146128732,15543.2147816316,
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,186.7507243845,199.3096169717,226.7651231498,237.3445956227,256.3832014837,272.6835396612,240.5842393361,273.9897395549,294.0924760568,364.040207991,335.5463449008,392.4394696425,448.0579082844,458.4306267314,705.6591163665,902.5622378113,975.8289011765,951.5171285122,1109.0301783018,1147.687512983,1458.4852055875,1672.7130886921,1695.4154652319,1765.8347004407,1697.1065534379,1537.7489230375,1206.2017438522,998.3686453612,901.6919597309,815.0905237387,988.5223251502,1012.8148495241,1005.1098091477,1010.0533641824,726.0599561367,795.1951440303,935.7604033876,957.3172087464,976.3661340347,993.8297409344,1181.7192018568,1263.8858592762,1269.7292082569,1261.4260900714,1419.5933792267,1591.5301924123,1779.8210492616,2079.9878638072,,,,,,,,
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,104.4372028865,109.0915357422,114.5403020465,116.7325800586,120.7733724825,125.9245699198,128.2901556781,130.9070451385,129.6797730831,132.1190339916,128.7457325035,134.643224312,153.4019073777,165.577987839,163.1123614125,211.4531987423,207.5318556958,219.8380796968,256.877351781,227.1465128871,228.9052354085,190.1852974183,176.9204718475,172.3408544947,185.4868642742,202.8550381422,203.6224399104,215.0799969775,265.4354787743,248.5038079904,291.8091873535,305.1655082734,296.3458445088,223.1712788038,174.1945723441,206.5117899469,221.9471768844,206.1195660164,224.8400976006,190.8154105771,166.0080154854,197.3022751086,220.7953519205,292.5815827791,454.6552833847,660.181556792,712.0468098181,801.4016003545,929.2796449216,803.9143523454,895.8779958515,988.4431597942,972.6793451102,985.0952473329,1024.6684517087,
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,76.6384537319,79.1200334965,81.9946131075,87.7920466009,99.9379560109,109.6200411911,121.8335392211,124.8791744669,124.3495114608,131.569752158,120.0539215371,131.0988163598,149.3510117865,176.4737532003,237.813947307,256.102674944,251.3231714088,308.6816319227,319.9201336072,337.4302015719,417.6687674929,342.220082294,281.8560282349,253.0240829883,228.6840232519,234.3562735192,315.4238520624,359.7160646939,385.207888693,367.2193795156,430.0112300278,412.2352457755,424.9015675758,302.2241022157,235.0388475454,305.6245277113,333.591616719,332.6223323798,343.2228479459,331.9725731461,265.5016597187,266.1345687339,286.7580815726,316.7920686669,356.8308035157,379.1809289005,384.2885556203,428.401561824,522.6250070104,508.5405257239,496.4824942028,572.0257032225,580.4950617702,626.1728645396,635.0442676625,
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,100.7677112366,107.4977151442,113.7824944114,118.1432372063,125.9379110199,137.9180311191,161.005678573,166.9245655355,174.7871298723,186.8806591795,192.1256595787,194.2582534904,209.3562328336,269.8519129254,332.1171050461,351.548043239,391.4829096382,445.3194618715,528.5061204401,589.7497959713,682.7749836474,720.8994131466,742.7043325355,797.9338368429,817.8708360419,747.4945037714,813.1041157114,936.1969427509,1122.578862322,1294.5194455267,1508.2879094326,1716.610348218,1929.533107572,2213.1693791403,2497.8982854463,2856.2463916131,3056.7526455245,2480.4760908313,1855.9003833517,2043.9058322435,2016.0410146674,1896.9710034483,2093.9792064194,2349.3845256654,2643.4789348754,2874.3862741776,3351.117632864,3962.7504988544,4384.7826751575,4231.1403677813,5111.9092022292,5539.494368104,5917.9179338712,6229.1728857768,5977.3805871146,
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.3664537407,468.0240177313,345.6771837102,293.1731153901,236.0452888656,212.9067852908,178.0711659271,155.2766172529,219.5706981329,178.297489732,139.109141559,171.8128850307,190.6049112365,237.8931931401,311.4241128076,339.7680767704,407.2526116501,523.9476512209,711.5036298706,671.5440088405,744.1898921654,841.2198703744,962.4391248535,1048.6595689165,1114.007483342,
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.1385592103,859.0408868087,854.1928715547,881.1523545623,847.5417199954,824.4621526374,796.415844463,625.3476020471,592.6987852737,557.5104489679,565.0576696878,592.8360327931,550.7870248861,645.2771014697,776.5722303828,969.970033453,1286.0142612496,1455.9360495076,1706.9567263925,2140.4554721672,2606.74197588,3918.9349267872,4059.9615110208,4392.7195833075,5724.5371023111,6797.7211660283,7826.7736068823,9031.5115696978,
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.3797399623,522.0315806008,496.1797511726,487.394976066,484.0884489848,501.4292264816,464.8351692482,551.7205984244,673.374537904,780.2611108514,875.8365692713,1015.7159279966,1127.1082145736,1117.7312513082,1169.0387069788,
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,367.9439224888,336.5123233995,378.0830589493,454.9854605101,483.9380926345,572.6459022558,666.0319022629,662.5338756349,649.0425376056,684.6731019573,639.2415709395,724.3550576755,865.1271036208,1126.5026126673,1120.0915811181,1193.4990497037,1387.1520759555,1436.4373728013,1449.6701041857,2025.2925755026,2112.307083473,2283.1905722438,2197.9065190077,1946.490992284,1998.7012217361,1926.7325017765,1697.004072282,1836.2904043925,2089.2170426926,2357.1464744496,2565.3857989036,2837.0754715674,2932.9627581571,3307.2823932108,3106.9023755777,3557.7371836651,4226.692746533,4364.3092442221,4117.3414355137,4113.9934930679,
