Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/17/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,222.2669605579,209.3518355376,199.1730117846,209.6175193696,226.7198140319,454.6654658278,449.3984329497,458.7800828886,450.5709730789,527.5000327637,471.3865363966,440.7576814008,495.5875629175,588.5972465381,970.7355722571,1106.5181616105,1266.3907250224,1495.252943458,1574.5610373758,1823.723229546,2241.7888816036,2665.3122496387,2374.5988232495,1993.0347089154,1916.7046720609,1895.7703065111,1651.4936784171,1467.301998986,1340.1423828783,1392.2320997746,1491.4025573628,1623.9895569743,1690.1546674855,1729.3737086967,2028.1982774463,2135.6341186162,2159.150629487,2361.5995204117,2300.4075053044,1584.463443465,1451.2907755099,1903.7418675983,2183.9674646437,2440.4691638575,2708.5582929825,3021.94276733,3350.7841423191,3590.7115134942,4274.9408206207,4255.5555631186,4657.301737458,5223.3775749014,5702.1682878938,6051.6111293869,6345.8407250595,
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,165.5693966792,168.6470811202,171.8964580759,183.7201245717,201.5898088514,220.7067298028,232.4451847274,241.417104455,259.5831133501,238.3982312181,296.1330799463,338.4234076997,362.478301731,359.3461286328,428.8576244862,528.3084235017,526.3672826476,561.1077582584,601.1330732307,637.5756966424,702.5903668098,707.0255038538,776.4031574167,653.6022181826,720.4100562802,764.7606497197,640.850513525,710.3624067903,774.910867286,846.9980739208,963.5573127743,1063.4334158584,1211.2903076378,1286.7935139004,1351.6140100333,1461.0182594104,1402.759854334,1238.926567659,1147.7817123438,1071.3233445557,1196.7333040595,1409.1778722641,1681.31448106,2061.6127722526,2349.2868646568,2668.0359882616,2816.6669434778,3068.1938834546,3104.2197065238,3198.6950584424,
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,924.5713929842,1008.4785016048,1108.7974050749,1232.2646415582,1358.085776589,1468.7422404433,1588.5180631724,1713.5545935008,1824.9982702732,2002.7821352737,2232.0142402512,2515.9418156369,3019.3436704787,3894.6229640502,4390.9969638054,5065.2667718238,5261.4954475259,5959.8510096521,7266.0479481263,8767.4523029883,9781.2138032408,8468.5110728934,8177.498585033,7962.0522099357,7624.8030284111,7818.6823254573,10945.5969390075,13501.074057716,14797.9124952495,15049.6528166266,18852.5853427214,19529.4712017816,21448.2798265666,19567.6841028828,20611.0255597961,23732.3223723924,23961.853764346,21858.3699320639,22415.5836967849,22254.8343013676,20202.633598817,20439.9284235039,22125.0121059934,27150.9812712615,30970.0705463981,31971.900619618,33783.4958350479,38696.0961844994,42211.2084149155,38469.8808862816,37602.5619138783,40429.6680873436,37586.5934899906,39102.8920653933,39589.2789463974,
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.9520614641,148.4939254391,168.9040979406,182.6796050687,216.554170767,210.5416026617,223.3968949369,200.871844206,199.8131941813,205.8460353996,192.5076425631,221.5268123135,272.8328318327,262.0742453771,281.3750173097,299.1114523569,306.6651439266,404.196308882,451.4266929788,544.4624311417,,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,396.3922533376,450.053289247,520.20613138,609.4873840565,675.2416391412,774.7616093301,889.6598720115,968.306781766,950.5457405937,1077.6786999459,1208.9966617797,1359.7693966722,1709.1937176223,2252.5138571922,2759.5399496749,3221.586395714,3288.4573953182,3631.8215519316,4343.7102721718,5753.0273304542,6200.3362703465,5359.1432456378,5151.5539929679,4472.0882385881,4483.8519553464,4693.0755892593,6504.0729324976,8228.7196346541,9689.538858498,10662.9242467351,13773.3656978541,14782.0389005817,16105.4187285163,13362.0183458364,13465.3778261116,15561.9727455217,16236.7716792911,14872.5658906784,15534.3598889091,15859.0860257836,14787.756063671,15359.1084396669,17019.5354136605,21495.7074076474,24918.6458419994,26510.7174533426,28482.6094833461,32709.4010383771,35578.736189717,32333.4661042498,30737.8322708385,31832.2380807085,28647.8352426892,29370.6638674201,29767.3515599958,
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3044.3791087955,3352.7302496866,3619.946703733,4052.2926718694,4148.0604583325,4070.0319035943,4498.9587041333,5308.3469611763,7174.2407922503,8850.4678499461,10338.3172625946,12595.414840361,16586.4079613909,18094.5473954875,14726.3139057181,14641.4031443742,17453.7537611724,17490.9931300409,19155.4212505428,20161.581794126,
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,202.9434641892,207.7008445852,223.9422521004,205.003399389,232.5103291304,233.9495665051,242.1735820411,242.9136121559,247.161191262,253.3479607253,270.4403308871,203.3416395585,165.1281267266,125.1288854698,133.8986024218,144.6929349947,141.0535554556,124.6775751817,119.2999887639,124.0509504531,120.3531152498,111.5311692954,119.0586587838,135.97636191,161.8769539083,194.0779936744,243.6288454844,325.7949006599,380.2648410333,341.8589561694,355.5889915132,469.7923038898,503.9026065869,573.5659603461,
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,876.4779070117,946.1441532468,1024.5033611498,1118.6347654098,1228.9401128581,1327.3233504612,1427.9162387638,1523.3218317892,1572.7714684044,1716.3856937306,1934.0347918562,2176.3125430981,2589.6527477926,3268.971692293,3653.9562326384,4237.6757686591,4368.2140387558,4925.9507521177,6011.2222510169,7313.104710476,8313.7613664253,7328.2017457698,7034.3581720769,6802.7311308464,6516.1227586284,6719.5363702599,9188.4201001385,11337.7972040075,12606.4254990691,12826.1097268489,15854.1124043616,16422.1642371294,17841.515720752,16213.4275256362,17177.1238102037,19677.0920929647,20083.4206021838,18908.7085029243,19546.0108253901,19476.5365125003,18072.3667834842,18241.6176204506,19843.3262916011,24089.5818358648,27719.181454631,28883.0852250936,30703.6877980791,35371.0066224597,37915.532793544,33814.6423248738,33594.9711318351,36244.4395516841,34147.4819490657,35509.1897424308,36422.6383086149,
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.2529041163,576.8135270618,541.1479398369,531.3239170927,471.3798945472,493.1407890957,517.3512585174,547.5908483258,528.1236986779,555.5311916982,627.2468426376,575.3933552807,545.0578171133,599.5221815731,671.7222573219,793.0635261554,905.1589009383,1098.9127675804,1360.087712025,1216.2761382161,1378.9216024848,1429.7358102765,1603.850080489,1584.4424632016,1530.1086852689,
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1179.3530109999,1327.427224366,1411.7023981804,1522.3192420995,1707.503938247,1882.0868576485,2010.2134561973,2034.1890496548,1907.0772721767,2178.0352504498,2467.4763465362,2718.2075518814,3180.005872638,4176.2727607876,5301.5427779955,6260.1912785093,6744.6969819958,7074.356529805,7634.4824076665,9339.1770757009,11232.274564422,10934.5680935815,10945.2773406605,10505.8336621689,10841.5671289286,11405.9336506035,14962.2553603914,18580.6586479255,22056.7017537988,23983.8457535829,28380.548911275,25503.2152090109,22337.4871236912,17617.0304386654,20305.5835495475,26273.4659031066,25777.6412996396,24676.4970769622,25989.407503518,26178.7917845508,24253.2504245786,24913.2445163584,26834.0262501804,32816.160880214,37636.1117341753,38969.171631813,41120.6765061581,48288.5490978186,53401.3148725198,47107.1557090705,46205.1660111855,50787.5649828531,47415.5598711351,49492.8280573718,49823.701368522,
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,285.5597938822,287.3471770941,291.5558314644,296.7886455901,310.8880731448,317.0722638235,316.176267907,333.3105543091,334.6508069663,357.4587473263,422.4135104357,466.0437578584,583.3531541688,768.7356808053,987.9796650495,1186.7460540777,1182.1705902898,1202.7137742022,1360.8635621092,1640.6704099112,1893.0436854012,1898.5890560831,1786.9239624533,1638.642108792,1681.97401592,1603.5822079083,1795.6053274438,1632.0734240561,1535.4119387223,1632.1382913435,1834.9946093428,1881.5801347503,2057.3984002686,2166.0584634503,2383.9182595513,2540.7515183404,2714.2431198615,2641.0680804727,2070.1684333212,2408.1654658158,2076.0133076767,2038.8992411133,2259.055795751,2835.9809174782,3332.914460015,3658.6174768005,3750.0349907742,4079.2288415609,4178.3216907354,3369.8552048594,3651.9582906354,4351.9193341241,4550.2670945237,4765.6589965269,5112.3221174053,
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1338.2996063057,1440.5543303289,1585.9172674285,1752.9644028355,1919.2667177056,2042.2403837278,2189.6708878716,2346.3629515483,2532.3147484766,2725.2176433187,2862.4692677335,3173.8400260794,3857.3727896017,4965.8547688263,5317.6195102198,6672.5113881643,6846.3521968113,7513.3449729884,9248.4416311044,11170.4601663549,12712.6013994711,11110.5597678072,10505.7354723033,10005.151671686,9432.2923568154,9775.3394345306,13557.1472150713,16324.3935591631,17696.5111500918,17704.9589834678,21795.2378254833,21782.4162038013,23937.0569176208,22503.2608510696,23625.5289969556,27037.9721319292,27015.2589591084,24359.4250618537,25101.3687369434,24799.2960096043,22465.6418414637,22527.3177509504,24275.2426027905,29691.1815836764,33874.7425478435,34879.7263291899,36544.5085344191,41600.5839748157,45413.065712185,41631.1314123702,40705.7662299421,43807.4759032413,40850.3523734948,42627.6524386524,42732.5665028093,
Faeroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24502.2575227229,24550.3897333885,22850.4429638732,24566.0638419718,26731.1371367759,31098.0899974115,35008.1685188704,35808.8298627485,40617.3049771172,46878.115456099,49625.4786680383,46429.9206292594,47381.5227624969,50910.4340505074,48695.1711837983,54117.8443779935,,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1320.062470562,,,1275.8675581025,1296.3209810717,1355.1401869159,1436.9068242446,1528.0646936085,1682.1862348178,1756.2024218041,1908.8486294582,1909.3506322072,2065.0042768418,2019.9525576416,1906.8097616722,2029.3266565653,2046.7915182547,2170.9606255236,2239.9169543716,2257.7736649748,2293.5796135411,2247.8376730002,2352.6394094051,2393.9364118092,2435.1998477351,2501.5276820584,2669.3750541068,2838.4485470811,2998.6421972245,3147.6792021577,3044.0773728663,3057.0910247179,
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,283.3976260895,332.5001038961,358.560975155,299.2237477422,411.7654403028,425.2942386033,453.1275351313,490.3023862587,520.3746470695,550.2802233624,548.7070836238,634.3119601993,702.1497233436,1157.1434078419,2425.3355635511,3320.8093600574,4533.7870584041,4138.784645201,3439.4160487162,4258.6981498825,5869.2311532387,5166.2724596491,4717.9078568372,4309.0247495522,4407.2570836786,4023.5525495069,3990.0147514699,3742.5967822921,4253.5975878981,4517.8012119563,6250.6432172473,5523.0349203869,5566.7947263746,4245.5142453132,3958.7382822336,4564.2693825,5107.3168808684,4656.9679089136,3821.8085538484,3878.0318528153,4115.0367836235,3981.8587862024,4119.1545955603,4929.322636637,5755.959504232,6865.3234973302,7206.9684081794,8632.7569511636,10523.2702492172,8061.5692764187,9312.0494626889,11530.1472010731,10642.4322523013,10658.7727292505,10772.0617537637,
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1380.3062412626,1452.5447090136,1513.6514485493,1592.6144766156,1729.3999780357,1850.954768555,1959.6278296213,2023.6275637112,1896.3867486074,2032.347009645,2347.5443177375,2649.8015138722,3030.4325141198,3426.2762205038,3665.8627976419,4299.7456179928,4138.1677876154,4681.4399317304,5976.9381689999,7804.7620805116,10032.062080015,9599.3062222197,9146.0773570185,8691.5188130651,8179.1944406499,8652.2165424759,10611.112210096,13118.586534629,15987.1680775688,16239.2821960944,19095.4669984608,19900.7266505069,20487.1707852878,18389.0195675099,19709.2380983653,21330.276252903,22462.5094323584,24803.1474321952,26281.0477516525,26675.9155954667,26400.6564382696,25980.2203793473,28301.2083322425,32575.0919626198,38305.8726859929,40047.905967007,42534.3062613449,48428.1574527987,45195.1569273881,37166.2759654944,38292.8711313583,41020.3769643089,41294.5148008666,42309.0399221273,46331.9774103502,
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.6401223992,1314.6706702041,757.2235485054,550.0155426092,517.0870879409,569.0181381433,670.4611048091,774.6802032943,805.2726845206,628.8656516455,691.9977101053,733.9704142073,779.3845934799,922.0297416215,1186.8730474377,1469.9273198037,1761.1201002396,2318.1272627237,2918.7108154492,2440.9613177728,2613.7569247277,3219.6058711035,3528.7315108498,3596.9083196969,3669.9813919328,
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,182.9792462247,189.7132145619,195.1200160771,210.9689784984,230.4312919171,266.3187148775,269.4592355726,216.8414795791,202.7618610452,233.6512697914,257.652031459,273.8227964092,232.5398623323,263.6859639697,301.3666732093,285.8294665705,275.8779229477,312.9993439014,353.7091805391,381.0364486337,411.5180308742,379.7976752887,351.319205748,341.0870732545,358.3965861075,354.2197112846,437.0889481059,376.4604228896,375.2250190116,368.9981979909,402.588881651,438.5203726006,414.5616397031,375.0653336379,333.2178249908,385.7252601996,403.9197548286,392.2518164242,416.3262485488,419.8855508847,264.7025761681,275.4723720594,311.6168250278,375.8807044609,426.1592342406,501.7240745507,929.7266285841,1099.0223125796,1234.0799001109,1095.5032324553,1323.0991405686,1587.1908727476,1641.8259218244,1827.1013677999,1441.6364531117,
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0638254047,379.8169353761,429.7367943026,421.9458060251,441.9257439518,473.5100491496,486.5106787075,458.2536495565,448.9177672216,469.7619072767,476.2003676542,454.1618446581,422.2820158741,400.2715164123,340.4142289822,316.3823076953,323.6278426436,371.320959305,387.3679616154,303.7609660517,296.1745762734,407.2065721533,433.0747552342,430.1999535437,430.0564738591,447.7909892855,487.3457142092,521.5389058682,539.6157749888,
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,108.3146449839,112.1554125361,96.7313636955,103.644039113,116.919452889,121.0984430354,124.6698378413,153.4882789971,189.5029863889,221.0446537628,209.1516410911,250.248913651,302.6146325621,353.9449371584,398.8992071571,349.797206727,333.3074177725,317.0515511025,252.9477562309,308.3306063,242.1699306009,274.3653183897,316.3146187465,322.4441030742,345.855021591,727.0369581302,729.0545385821,748.8302522829,720.1160037158,737.5087333118,774.0526743086,713.2061833697,725.0082309088,682.9657144517,637.1055214626,542.5042831013,442.1866880463,360.6773243963,414.9810532261,433.2915835946,440.3139383396,519.9547090665,608.6464381784,549.5395064023,562.5681666747,516.9842543595,504.9890138492,484.1126878613,,
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,110.6076114518,108.3515880144,118.8196838325,118.925895113,129.1224655313,139.9977650856,141.9094789169,142.7360883723,149.7085676569,142.1201570206,130.1984392331,178.4791569692,186.9972801677,180.8703739096,149.8076551226,152.2383441135,134.8030656647,175.9979690662,162.8351424493,206.3745503167,230.9791210725,238.0602812056,204.8627263617,209.6835936268,203.980392152,215.0663616446,224.0417855571,217.7111120543,163.8000810815,174.2967664313,281.4036602895,291.9505319232,303.0118618743,339.8607487385,370.9340772947,401.1472890458,395.9779938547,455.4358577677,553.4565057722,517.1470465791,518.5983608397,659.4837800241,559.2247519711,538.7338705249,567.8226102976,
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,35.3677268093,41.5345228873,48.0181587276,240.3186515581,250.8803136458,256.0408112472,233.8553926529,230.2140112656,228.0174922103,227.9520374736,238.0057119114,309.4646965645,377.2626887914,437.7755347063,453.6417186584,471.9154810296,,,229.5636126731,157.6902592395,176.2613269883,162.674303155,170.5273455779,197.5737335668,231.3643931824,271.9154293077,283.6052653261,241.5261542159,297.1128768542,284.0969004001,333.3667862521,325.155281449,232.7047551436,316.4025058591,501.1664189593,921.8521525571,746.8571690555,1209.9376945195,1970.2512289389,2661.4214791971,3182.7678737301,4234.6020858073,7276.0756558754,13129.5981770095,14162.0548880632,16186.17320583,23347.6608504426,14451.5242165903,17441.0925450303,22944.9262899318,23278.2300613417,21497.894425719,18918.2768313328,
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,533.6863812326,597.2873210123,630.6139412938,701.6204177529,784.9543484329,888.9219979053,981.6523944701,1052.1209927657,1134.3561514754,1284.2123155908,1494.3878552535,1652.3265992595,1899.6752725147,2502.8143584933,2828.7484321974,3153.2353057472,3390.545483593,3886.3742527092,4694.6336833478,5705.9492741993,5893.6618097916,5380.2676828436,5579.2347715898,5019.8786526613,4852.5657284733,4813.7111799107,5656.5053560681,6564.8845026081,7598.0280533499,7846.6781640145,9637.8886917126,10251.5833577948,11207.9242916491,10396.9010315105,11049.1249301022,12871.3006187314,13620.2499320531,13284.2339245603,13329.9282350368,13098.0639662674,11952.8578030535,12435.5632085901,14005.3556537024,18326.2236902842,21755.3506411317,22337.0544658053,24561.3801941,28531.5667686145,31686.6522535638,29498.3234822455,26841.8554705027,25872.0138852254,22146.9159183983,21719.2279599435,21498.4180130496,
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,591.2406586373,758.3714713731,884.2037848926,939.4500622233,970.3437740736,1022.9735199731,1054.4910901497,1118.4477657006,1283.3045617106,1438.0115887583,1682.7122556248,1881.7834460944,2199.4886282146,2295.9762215289,2504.4877960746,2581.4015783255,2545.8206268363,2633.4997714131,2755.990307485,2923.2494528737,3015.4832211693,3364.344384265,3742.3665717748,5117.5395627866,5109.9587152077,5292.2323792941,5773.2991511992,5836.1202118959,6754.3811745034,6764.7228669513,7322.5261714165,7946.6385006439,7394.9461940608,7365.6665353987,7410.7611151649,7583.5463043726,7956.1418313367,8573.6940673666,
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1498.2764929544,1876.5042235484,2196.714336939,2860.2806882004,3432.7059406678,4257.9125743211,4844.6562510061,5713.9630170602,7235.516837456,8480.7619953307,9483.1029684052,8544.0983111801,7813.6515951701,7988.1782385983,7198.708040151,7760.8345080239,11271.3330380617,14554.3520762171,16397.9501938761,16813.7414501107,18326.9285151847,18315.3156087397,18768.8264960747,16797.3573901144,18124.1007573944,21665.8308063995,21422.4622168251,19145.6144069473,20496.5798031634,20170.322763798,19004.0034517255,19275.4328079683,20652.8412682386,25129.0765454895,28903.9358328181,29903.284035428,30620.2155288913,37516.7509225391,30883.0349660334,22507.8887155204,,,,,,
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,252.8373092545,253.9336248999,262.4995437934,282.0687333689,282.3610918514,281.5868734908,286.2182231296,291.1014871711,313.8482393221,325.2111863251,351.0723194227,355.8376886757,366.2256087784,435.3115564607,520.9193918614,584.4696417725,681.2235400308,832.9394760559,898.7812132732,995.5445538842,1106.7722600479,1177.432675681,1161.0033002755,1173.7786930513,1196.6417330506,1197.6166906219,869.1743363227,831.1330987349,898.2974519626,940.7669225724,835.2990465041,1002.2480271807,1085.426708816,1156.1733888581,1284.6468213686,1415.121844843,1487.1026969096,1636.2131681278,1741.402185934,1605.528018566,1650.3659589763,1561.5957654366,1692.9637759665,1743.1661005711,1860.9887290328,2064.0471832572,2241.0050276384,2472.3891271225,2774.3180597923,2617.1121923449,2805.9513923412,3166.5825233682,3278.6290827145,3432.0221056981,3673.1358425127,
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,301.6830943445,319.3104404536,324.6134185446,283.9902786711,306.3561659377,327.8631200216,345.3039803873,372.2941602518,337.8338636725,362.5348647147,385.0129607612,400.7467913971,400.7101570666,425.9114172211,594.2734739319,668.4864996756,605.1067365461,590.0491182971,655.7970686487,678.5923085878,766.8309997025,724.05337484,613.6484583674,627.0553897504,565.9258746967,592.7619126999,667.8830769141,475.8670279869,563.0912458224,522.9413800913,550.5930500709,469.2787190825,513.1976055563,614.3454503754,747.8602024266,855.4163519984,966.0541821471,1020.8270440231,973.1657568391,938.6183640372,960.1867601264,936.9162238682,972.2164996042,999.1816472294,1058.9585152401,1110.9577173502,1961.0556232239,2334.0210421643,2569.9950701766,2698.0589910646,2998.9412742409,3408.7254188737,3759.3770949587,3918.406289514,4053.9019037796,
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1240.3859553012,1293.5520875754,1378.8721522734,1455.1968527858,1573.1314209066,1688.1802372287,1828.6760790497,1933.5857663951,2076.1738284477,2256.6773377889,2452.575343765,2693.4618009628,3088.3093256668,3712.4888417846,4166.4817551906,4574.3838695053,4938.4515612856,5543.7684250641,6567.7189137721,7533.9174054513,8349.7252812251,8414.3388809779,8277.1510369827,8495.8002829256,8745.5261799897,9129.5518706421,10988.0684273891,12595.2631285625,14088.7962654791,14581.9940848003,16274.2239764426,17089.1831314037,18217.365461768,18226.7225858821,19344.7864353749,21154.48391561,21200.7874389769,20797.9871365409,20631.6974742708,21454.3885208919,21822.9619312491,21530.9951107395,22176.7356399063,24766.568415506,27538.0359464764,29084.5840097548,30694.8756491597,33558.0758313469,35676.3717656776,32986.8473676821,34637.8659999641,37309.6446401196,37321.372221543,37579.0850102362,37755.8191701677,
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,429.4438833141,483.1775608653,521.859758231,577.3467104388,649.0642595919,676.8055071101,685.9266141351,723.2392256167,714.4829695806,825.523449142,960.0319615107,1106.4697169592,1384.7384373227,1893.1812418947,2166.1814511926,2252.1118813686,2850.0146101832,3429.4202760726,3923.9437313276,4569.4537072423,5700.4126343582,5991.3202614197,6133.7840786052,5595.2351386385,6208.226159372,6542.9315367431,7435.0306975942,9055.1062670808,10609.7456394545,12097.7751586818,13485.5448929565,15465.8588553349,17976.4293827655,20395.5173666776,22502.5797409692,23497.4923138193,24818.1545523517,27330.0333502807,25808.970952453,25091.6665997966,25756.6637783278,25230.2163329516,24665.8899982779,23977.0194516698,24928.1003722551,26649.750801707,28224.2150609389,30594.0178410231,31515.6627713018,30697.340383517,32549.998231121,35142.4879344543,36707.7742282554,38364.1949010023,40169.5436383441,
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,167.6294602346,172.153391475,181.2586714335,185.5148285232,200.1959028616,216.2041997979,227.2300942801,240.5594203085,253.428414701,254.9604887607,268.6425081624,264.2381338643,282.2237510807,311.6259361585,343.0487935095,361.6781997178,420.6081626069,504.8400387301,565.2678423379,639.0346588679,705.7473715999,751.6976850271,750.5889027107,771.4929102634,807.2736842643,858.8920163042,872.2286500942,923.2137287052,857.2587955156,747.5553443052,621.7969546295,608.6915844805,660.1891707455,654.7505193349,629.1574617934,699.5095773732,704.6861480422,796.3177796294,869.1109452671,878.6513500468,1138.14703181,1187.5902331071,1196.5586529374,1228.4783614758,1298.9392897439,1405.7821602946,1547.2666586362,1720.7673599822,1899.5484701365,1975.7960993043,2110.8220208871,2323.7571146247,2395.0734419213,2356.5167036554,2434.8271619068,
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,107.4166551233,107.6483960123,114.6246328142,135.7505942818,117.6802375963,134.4831073747,143.1296866137,136.4259012753,139.0451737958,151.2480750861,154.3055474373,162.0497307076,170.8525001382,201.6511805472,239.5241283761,263.9731914367,273.5530319465,314.9792951546,357.0280097403,384.6972638389,396.717072367,384.5168923021,374.900061882,346.1804441161,336.7034708627,342.9110674742,383.2658552316,411.589672443,397.6718110843,371.7053460609,367.8756139319,368.6993020804,325.3900681779,321.0421505669,277.3168411261,307.7614037333,313.2573615611,319.7366087292,320.513177804,311.2545963535,328.71284629,303.4767711725,318.5252624218,353.2288222298,394.6636354464,443.2471684299,515.4071346366,596.7751282311,699.4165223257,685.4869036093,737.2407652358,799.9821264493,830.4114657706,877.1429686362,899.1611105538,
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4794.9372125133,5268.8056736451,5210.4302391096,5650.3320164862,5135.4733413906,4919.6280687084,5245.4214194414,6053.7160373911,7805.8814183311,9365.7424680119,10224.2405855179,11363.4184456056,13546.6987224454,15893.8605622792,14157.144161951,13509.1858157682,14542.1775991872,13235.9775701749,13574.9780420161,13475.2589621781,
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.5461962252,305.5542997977,249.4121386874,282.4220625795,359.768548644,365.0034112875,411.6021426566,450.9192276534,494.2337733065,462.4813299137,413.7378803954,393.0157939496,329.7819843955,387.9427209041,465.3101353539,505.5848205458,615.8157846855,674.7493925741,668.2919749321,662.2795181624,740.9478230176,766.8722334253,810.3265495894,824.1597732045,
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3333.9010477041,3716.8695681997,3855.0733951579,4152.9969791594,4472.7626979019,4508.1760808459,4580.0267690718,4735.2920084986,4789.5329538944,4619.5286328264,5266.8500605095,6646.2382549559,8391.1419516143,10254.241027541,11155.9614487481,11392.0680693742,13830.8324125299,15649.7229729163,12948.0766708512,13009.3453790731,14032.7742633362,12819.7120588032,13585.4301761498,14028.7220956269,
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,56.4723542176,68.6202544388,78.7025971297,84.0924668457,83.5223152069,95.8626419675,138.2072072199,213.6089235653,245.922125921,293.4741494299,352.427873679,386.0080813184,382.6537655245,528.937639476,612.4956200434,613.0182695265,540.1598074227,542.3052365511,529.2873919416,475.4138595489,442.148122073,507.3551831444,569.2271705817,630.66855677,694.2457565763,740.9177479102,827.8103481459,912.0977029395,1026.270534407,1137.2656479437,1063.5679561759,463.8830020607,671.0056340841,780.0920789543,748.1847461139,900.1308039438,1065.6565461014,1150.3492940893,1263.4814455362,1590.1779059733,1860.6226256934,2167.8576503278,2262.7207861257,3125.2199335997,3647.6266218114,3700.5235380945,3623.5323598871,3491.9297173714,
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12672.6850645359,14034.3066246133,15997.937052544,18470.1782130714,20657.4369305144,20358.6672866154,20804.495553528,24229.5103479856,28678.8452915927,34634.0519997066,36980.1130792844,41232.9206416727,49593.0750258087,,,,,,,,
