"Sample    : ni15757",
"Operator  : américo",
"Comment  : ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2011-04-08 04:09:56",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  168-Auto Al  0 - 20    0.8 - 1.2   Live -  179   16",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"3",
"12",
"8",
"14",
"14",
"12",
"10",
"7",
"12",
"4",
"7",
"9",
"7",
"11",
"11",
"5",
"9",
"9",
"4",
"5",
"5",
"18",
"4",
"10",
"11",
"9",
"8",
"9",
"6",
"3",
"6",
"10",
"6",
"10",
"9",
"16",
"8",
"15",
"10",
"13",
"11",
"13",
"17",
"21",
"14",
"23",
"26",
"39",
"42",
"55",
"63",
"74",
"84",
"100",
"114",
"126",
"122",
"117",
"136",
"99",
"80",
"100",
"70",
"65",
"46",
"43",
"29",
"37",
"22",
"14",
"11",
"19",
"10",
"15",
"9",
"8",
"12",
"15",
"14",
"8",
"9",
"8",
"3",
"7",
"8",
"3",
"5",
"14",
"12",
"7",
"9",
"4",
"6",
"9",
"11",
"9",
"9",
"10",
"8",
"7",
"14",
"9",
"9",
"5",
"8",
"9",
"9",
"13",
"11",
"9",
"13",
"14",
"9",
"11",
"7",
"13",
"10",
"17",
"16",
"5",
"5",
"15",
"15",
"11",
"16",
"10",
"10",
"10",
"8",
"9",
"7",
"13",
"8",
"10",
"8",
"8",
"10",
"14",
"7",
"16",
"23",
"15",
"18",
"19",
"24",
"19",
"20",
"20",
"16",
"23",
"16",
"21",
"13",
"15",
"12",
"21",
"6",
"15",
"19",
"10",
"15",
"17",
"19",
"26",
"24",
"25",
"35",
"39",
"34",
"44",
"41",
"39",
"44",
"37",
"35",
"41",
"29",
"21",
"19",
"15",
"16",
"13",
"17",
"19",
"14",
"12",
"18",
"12",
"13",
"6",
"13",
"14",
"9",
"14",
"7",
"10",
"14",
"19",
"14",
"8",
"10",
"14",
"8",
"9",
"6",
"12",
"6",
"12",
"8",
"12",
"6",
"7",
"5",
"11",
"6",
"4",
"7",
"17",
"11",
"6",
"15",
"8",
"11",
"6",
"8",
"14",
"5",
"8",
"11",
"14",
"8",
"8",
"10",
"12",
"8",
"10",
"14",
"10",
"12",
"18",
"11",
"11",
"11",
"11",
"12",
"12",
"20",
"6",
"11",
"12",
"7",
"8",
"11",
"17",
"10",
"12",
"8",
"10",
"10",
"13",
"9",
"13",
"7",
"6",
"11",
"11",
"8",
"8",
"14",
"8",
"9",
"15",
"8",
"8",
"10",
"14",
"12",
"10",
"10",
"11",
"9",
"5",
"11",
"14",
"10",
"17",
"8",
"8",
"8",
"13",
"17",
"14",
"15",
"12",
"9",
"11",
"9",
"8",
"13",
"10",
"11",
"16",
"9",
"14",
"16",
"10",
"13",
"16",
"12",
"14",
"13",
"13",
"14",
"5",
"17",
"7",
"14",
"12",
"11",
"17",
"16",
"21",
"27",
"31",
"36",
"41",
"37",
"57",
"81",
"85",
"119",
"172",
"164",
"222",
"255",
"332",
"285",
"390",
"373",
"411",
"360",
"353",
"306",
"263",
"241",
"208",
"165",
"130",
"97",
"85",
"82",
"54",
"51",
"52",
"33",
"45",
"38",
"29",
"29",
"39",
"28",
"36",
"43",
"32",
"47",
"45",
"67",
"54",
"52",
"78",
"74",
"66",
"65",
"55",
"47",
"63",
"41",
"51",
"57",
"27",
"33",
"39",
"23",
"17",
"31",
"28",
"28",
"12",
"23",
"21",
"21",
"29",
"13",
"28",
"18",
"21",
"14",
"14",
"24",
"22",
"13",
"23",
"24",
"26",
"25",
"34",
"31",
"21",
"27",
"32",
"44",
"34",
"27",
"29",
"29",
"26",
"29",
"35",
"29",
"27",
"39",
"34",
"21",
"45",
"41",
"31",
"31",
"33",
"33",
"24",
"36",
"46",
"28",
"39",
"37",
"37",
"34",
"28",
"28",
"32",
"39",
"34",
"28",
"31",
"18",
"32",
"31",
"19",
"28",
"21",
"28",
"28",
"17",
"32",
"29",
"25",
"15",
"20",
"35",
"22",
"26",
"37",
"21",
"38",
"25",
"29",
"21",
"19",
"26",
"13",
"21",
"31",
"24",
"35",
"25",
"31",
"34",
"31",
"23",
"23",
"18",
"34",
"28",
"26",
"15",
"31",
"24",
"27",
"23",
"26",
"38",
"18",
"23",
"35",
"22",
"37",
"19",
"33",
"28",
"34",
"35",
"39",
"23",
"33",
"36",
"27",
"34",
"31",
"38",
"34",
"37",
"42",
"36",
"43",
"39",
"40",
"28",
"41",
"36",
"36",
"28",
"28",
"31",
"35",
"40",
"39",
"33",
"32",
"43",
"64",
"48",
"49",
"55",
"73",
"75",
"75",
"91",
"107",
"94",
"113",
"116",
"114",
"121",
"113",
"107",
"115",
"102",
"97",
"77",
"103",
"68",
"81",
"72",
"64",
"60",
"49",
"45",
"53",
"53",
"49",
"36",
"51",
"57",
"62",
"53",
"51",
"53",
"56",
"54",
"60",
"48",
"54",
"49",
"56",
"54",
"76",
"56",
"69",
"56",
"47",
"67",
"69",
"67",
"82",
"65",
"64",
"79",
"77",
"64",
"76",
"75",
"48",
"79",
"75",
"64",
"80",
"84",
"57",
"80",
"90",
"81",
"95",
"79",
"110",
"99",
"100",
"91",
"100",
"112",
"116",
"101",
"108",
"100",
"93",
"103",
"98",
"108",
"103",
"95",
"74",
"67",
"92",
"77",
"90",
"80",
"82",
"71",
"61",
"63",
"63",
"65",
"74",
"66",
"58",
"74",
"80",
"68",
"65",
"79",
"60",
"63",
"57",
"68",
"75",
"63",
"78",
"62",
"86",
"77",
"75",
"73",
"74",
"87",
"73",
"82",
"93",
"73",
"104",
"96",
"78",
"82",
"88",
"91",
"101",
"90",
"96",
"82",
"86",
"100",
"113",
"108",
"112",
"96",
"113",
"119",
"119",
"105",
"107",
"119",
"111",
"120",
"127",
"124",
"146",
"114",
"161",
"170",
"163",
"158",
"169",
"185",
"225",
"230",
"274",
"330",
"448",
"548",
"754",
"964",
"1441",
"1765",
"2489",
"3344",
"4569",
"5600",
"7468",
"9658",
"12020",
"13662",
"16748",
"19181",
"22490",
"24128",
"27205",
"28870",
"31053",
"30673",
"31850",
"31579",
"31275",
"29080",
"28032",
"25407",
"23187",
"19893",
"17736",
"15016",
"12737",
"10168",
"8385",
"6645",
"5144",
"3764",
"2963",
"2167",
"1629",
"1174",
"785",
"595",
"410",
"302",
"243",
"178",
"157",
"134",
"136",
"97",
"127",
"119",
"107",
"112",
"120",
"106",
"112",
"100",
"128",
"107",
"115",
"119",
"125",
"111",
"122",
"128",
"125",
"135",
"117",
"143",
"133",
"154",
"160",
"175",
"171",
"195",
"210",
"216",
"271",
"256",
"320",
"424",
"497",
"507",
"702",
"788",
