**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 1

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Fe,  2.35181,  2.19593,  3.57106, 12.50525, 28.42165, 31.43141, 16.71221, 11.85925,  0.70962,  5.04261
Zn, 10.34742,  9.96397, 14.48883, 27.66389, 30.80822, 32.35850, 24.36776,  8.24028,  0.33816,  0.79636
Br, 56.54116, 54.60369, 61.41627, 69.75154, 73.23780, 79.78542, 68.26126,  7.97615,  0.11685,  0.14107
Pb,  3.04478,  2.89678,  5.31297, 23.66104, 34.56519, 37.78268, 22.87357, 13.57352,  0.59341,  4.45797

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 27.88429,  7.48296, 13.88094, 21.55207, 22.99252, 27.88429, 19.19637,  5.76231,  0.30018,  0.20665
Na,  0.00000,  0.00000,  0.00000, 92.15022, 94.22823, 94.86059, 65.22178, 43.82390,  0.67192,  0.00000
Mg, 11.93314,  0.00000,  9.16215, 13.12747, 16.43680, 19.30036, 11.65643,  6.53212,  0.56039,  0.54739
Al, 30.86453,  6.24739, 11.04988, 14.91864, 18.92752, 30.86453, 15.84561,  6.40294,  0.40408,  0.20745
Si, 27.84675,  7.66684, 12.20413, 16.28070, 17.42518, 27.84675, 15.93852,  5.02352,  0.31518,  0.18040
P, 70.50256,  6.62702,  8.35062, 11.47133, 69.55778, 70.50256, 27.99847, 28.25545,  1.00918,  0.40077
S,  0.00004,  0.00000,  0.00056,  0.80587,  4.26273, 16.83089,  3.06193,  4.55988,  1.48922,119591.31072
Cl, 14.41036,  0.00000,  0.00000,  3.23458, 11.13396, 14.41036,  5.14945,  5.26380,  1.02221,  0.36528
K, 31.44720, 15.68036, 18.32237, 21.43758, 22.97402, 33.16587, 21.65428,  4.36479,  0.20157,  0.13880
Ca, 25.75817,  8.74563, 12.03939, 16.75515, 18.55467, 25.75817, 15.99677,  4.75628,  0.29733,  0.18465
Ti, 33.85847, 12.80897, 16.97826, 21.50098, 22.37385, 33.85847, 21.06127,  5.17070,  0.24551,  0.15272
V, 42.17880, 19.49852, 23.06796, 26.93894, 30.13806, 42.17880, 27.69796,  6.01520,  0.21717,  0.14261
Mn, 27.28038,  8.44918, 16.42081, 24.31584, 25.90190, 28.22095, 21.25707,  6.12923,  0.28834,  0.22468
Fe, 36.03610, 14.56565, 18.93249, 23.30067, 24.08914, 36.03610, 22.83472,  5.26207,  0.23044,  0.14602
Zn, 53.26131, 22.61998, 23.83637, 24.75036, 50.97027, 54.46730, 32.69562, 13.18012,  0.40312,  0.24746
Br, 10.41316,  0.66785,  2.53463,  5.14897,  9.55409, 19.71451,  6.44113,  5.22450,  0.81112,  0.50172
Pb, 43.21179,  8.56283, 11.64002, 14.95396, 35.43193, 43.21179, 20.65282, 12.14466,  0.58804,  0.28105

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 64.44527, 49.97803, 51.17002, 56.34908, 64.97136, 71.69317, 58.37390,  7.67376,  0.13146,  0.11907
Na,  0.00000,  0.00000,  0.00000,  0.00000,  1.65154,  3.06747,  0.70211,  1.20576,  1.71733,  0.00000
Mg, 56.53131, 39.43029, 40.32599, 44.19765, 55.92099, 61.24743, 47.28284,  7.87569,  0.16657,  0.13932
Al, 45.36695, 42.71649, 43.45471, 46.06830, 48.90314, 52.51084, 46.53957,  2.97968,  0.06402,  0.06568
Si, 52.94376, 45.53246, 46.52472, 51.15650, 55.88856, 58.14815, 51.15732,  4.41554,  0.08631,  0.08340
P,  0.00000,  0.00000,  0.01412, 28.75150, 32.18360, 34.53271, 21.10787, 14.37670,  0.68111,71462447.03765
S, 10.53349,  0.00000,  0.00000,  0.70863,  7.87204, 11.75815,  3.36356,  4.16775,  1.23909,  0.39567
Cl, 12.58932,  4.02487, 11.87116, 13.59166, 18.58724, 20.55320, 13.60364,  5.14977,  0.37856,  0.40906
K, 40.62808, 26.95422, 29.39040, 30.56320, 40.05837, 44.02887, 33.34732,  5.84890,  0.17539,  0.14396
Ca, 56.00824, 45.82801, 46.86191, 51.53389, 56.72705, 61.43758, 52.37589,  5.47407,  0.10452,  0.09774
