"Sample    : GHA064",
"Operator  : ",
"Comment  : ",
"Group     : thiago_acra2010ma",
"Date       : 2010-08-19 02:32:40",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50 1000-Auto Al  0 - 20    0.8 - 1.2   Live -  959   16",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"4",
"11",
"82",
"179",
"171",
"186",
"168",
"193",
"177",
"199",
"179",
"197",
"169",
"197",
"181",
"188",
"196",
"206",
"186",
"213",
"225",
"253",
"241",
"283",
"247",
"310",
"323",
"349",
"323",
"359",
"328",
"321",
"289",
"337",
"304",
"339",
"315",
"360",
"339",
"357",
"310",
"343",
"315",
"350",
"279",
"295",
"248",
"258",
"252",
"261",
"242",
"322",
"269",
"362",
"395",
"476",
"527",
"487",
"565",
"636",
"646",
"621",
"592",
"572",
"495",
"447",
"422",
"411",
"370",
"370",
"398",
"423",
"458",
"503",
"513",
"595",
"507",
"550",
"482",
"520",
"453",
"413",
"368",
"349",
"292",
"260",
"266",
"241",
"230",
"256",
"268",
"287",
"297",
"347",
"340",
"378",
"378",
"414",
"402",
"469",
"347",
"366",
"298",
"323",
"289",
"288",
"259",
"280",
"298",
"349",
"389",
"403",
"469",
"694",
"741",
"1030",
"1093",
"1410",
"1505",
"1698",
"1635",
"1829",
"1745",
"1735",
"1487",
"1535",
"1217",
"1197",
"982",
"880",
"714",
"712",
"574",
"647",
"645",
"864",
"1125",
"1714",
"2058",
"2927",
"3670",
"4757",
"5277",
"6660",
"6751",
"7687",
"7100",
"7565",
"6682",
"6549",
"5440",
"4819",
"3854",
"3231",
"2372",
"1923",
"1457",
"1169",
"915",
"798",
"679",
"759",
"630",
"702",
"706",
"650",
"683",
"702",
"731",
"784",
"731",
"752",
"684",
"792",
"651",
"675",
"654",
"638",
"590",
"632",
"577",
"608",
"556",
"567",
"604",
"656",
"621",
"717",
"662",
"813",
"890",
"1059",
"1323",
"1783",
"2208",
"2853",
"3437",
"4430",
"4937",
"5938",
"6314",
"7290",
"7290",
"7664",
"7441",
"7343",
"6387",
"6042",
"4984",
"4467",
"3454",
"3101",
"2405",
"1989",
"1709",
"1560",
"1448",
"1457",
"1387",
"1583",
"1796",
"2145",
"2451",
"3517",
"4479",
"6349",
"7915",
"11346",
"12680",
"16688",
"18587",
"21825",
"23336",
"25987",
"24955",
"26781",
"24245",
"23601",
"20061",
"18429",
"15068",
"13042",
"9387",
"7967",
"5571",
"4591",
"3338",
"3053",
"2523",
"2557",
"2457",
"2749",
"2703",
"2804",
"2684",
"2774",
"2503",
"2331",
"2065",
"1964",
"1622",
"1407",
"1117",
"956",
"735",
"641",
"530",
"506",
"432",
"393",
"370",
"365",
"344",
"380",
"329",
"394",
"361",
"365",
"373",
"379",
"401",
"465",
"438",
"488",
"512",
"571",
"550",
"704",
"801",
"1060",
"1344",
"1811",
"2354",
"3298",
"4191",
"5832",
"7246",
"9201",
"10605",
"12998",
"14119",
"16372",
"16089",
"17744",
"17041",
"17345",
"15770",
"15264",
"12448",
"11381",
"9013",
"7573",
"5856",
"4583",
"3294",
"2535",
"1909",
"1531",
"1183",
"1086",
"970",
"1102",
"1184",
"1476",
"1711",
"2123",
"2475",
"3156",
"3939",
"5050",
"6202",
"7583",
"9427",
"11725",
"13386",
"16911",
"18383",
"21877",
"23008",
"25667",
"25514",
"27506",
"25329",
"25619",
"23066",
"21941",
"18016",
"16575",
"13574",
"11012",
"8241",
"6523",
"4788",
"3528",
"2442",
"1761",
"1171",
"938",
"739",
"774",
"768",
"845",
"905",
"1075",
"1323",
"1613",
"1832",
"2126",
"2428",
"2737",
"2871",
"3529",
"3204",
"3525",
"3362",
"3460",
"3154",
"3027",
"2606",
"2483",
"2085",
"1835",
"1440",
"1232",
"958",
"750",
"656",
"549",
"436",
"436",
"334",
"355",
"317",
"357",
"327",
"347",
"314",
"356",
"334",
"319",
"354",
"366",
"326",
"338",
"364",
"380",
"409",
"468",
"532",
"646",
"751",
"911",
"1099",
"1384",
"1575",
"1862",
"2175",
"2618",
"2690",
"3244",
"3445",
"3649",
"3633",
"3847",
"3618",
"3667",
"3302",
"3161",
"2767",
"2641",
"2116",
"1944",
"1561",
"1466",
"1160",
"1152",
"916",
"894",
"794",
"715",
"785",
"658",
"604",
"567",
"587",
"608",
"617",
"618",
"592",
"610",
"602",
"619",
"714",
"756",
"692",
"764",
"802",
"856",
"847",
"925",
"956",
"970",
"1024",
"1116",
"1052",
"1093",
"1016",
"1063",
"1051",
"995",
"870",
"948",
"772",
"852",
"747",
"670",
"618",
"657",
"580",
"602",
"592",
"562",
"569",
"587",
"565",
"576",
"541",
"605",
"565",
"622",
"629",
"625",
"626",
"599",
"636",
"643",
"621",
"632",
"627",
"730",
"622",
"688",
"704",
"730",
"780",
"796",
"708",
"788",
"782",
"870",
"830",
"881",
"860",
"875",
"891",
"916",
"900",
"889",
"864",
"844",
"831",
"853",
"795",
"857",
"806",
"859",
"735",
"778",
"795",
"772",
"701",
"790",
"814",
"828",
"768",
"772",
"807",
"846",
"800",
"846",
"840",
"825",
"841",
"823",
"833",
"927",
"892",
"949",
"916",
"988",
"1016",
"1155",
"1154",
"1345",
"1299",
"1461",
"1520",
"1688",
"1658",
"1799",
"1753",
"1821",
"1743",
"1806",
"1639",
"1771",
"1661",
"1570",
"1429",
"1461",
"1329",
"1343",
"1195",
"1270",
"1242",
"1209",
"1155",
"1085",
"1068",
"1107",
"1066",
"1126",
"1125",
"1209",
"1155",
"1255",
"1202",
"1287",
"1452",
"1512",
"1613",
"1930",
"2275",
"2771",
"3284",
"4498",
"5541",
"7600",
"9241",
"12037",
"15035",
"19170",
"22240",
"27223",
"32419",
"38063",
"40433",
"46703",
"49977",
"54849",
"54846",
"60953",
"56177",
"57570",
"52558",
"52110",
"46781",
"43935",
"36979",
"34268",
"28207",
"24842",
"19399",
"16549",
"12966",
"10587",
"7666",
"6413",
"4519",
"3825",
"2875",
"2527",
"1985",
"1851",
"1455",
"1485",
"1320",
"1408",
"1288",
"1285",
"1351",
"1305",
"1218",
"1373",
"1317",
"1258",
"1287",
"1294",
"1229",
"1396",
"1288",
"1349",
"1361",
"1456",
"1370",
"1420",
"1540",
"1538",
"1622",
"1812",
"1844",
"2125",
"2231",
"2659",
"2846",
"3396",
"3615",
"4235",
"4822",
"5392",
"5641",
"6541",
"6976",
"7636",
"7589",
"8191",
"8608",
"8485",
"8006",
"8493",
"7874",
"7464",
"6705",
"6565",
"5855",
"5243",
"4588",
"4109",
"3574",
"3193",
"2637",
"2475",
"2106",
"1981",
"1611",
"1635",
"1546",
"1437",
"1299",
"1337",
"1232",
"1360",
"1218",
"1258",
"1284",
"1263",
"1236",
"1287",
"1228",
"1298",
"1162",
"1272",
"1235",
"1370",
"1259",
"1261",
"1311",
"1306",
"1233",
"1246",
"1271",
"1330",
"1251",
"1304",
"1283",
"1273",
"1193",
"1267",
"1211",
"1302",
"1176",
"1281",
"1236",
"1359",
"1191",
"1218",
"1246",
"1271",
"1220",
"1256",
"1332",
"1318",
"1229",
"1241",
"1285",
"1320",
"1309",
"1254",
"1297",
"1296",
"1276",
"1243",
"1281",
"1314",
"1250",
"1405",
"1292",
"1414",
"1349",
"1396",
"1394",
"1450",
"1481",
"1564",
"1500",
"1617",
"1567",
"1708",
"1702",
"1741",
"1811",
"1944",
"1798",
"2042",
"1823",
"2011",
"1939",
"1943",
"1954",
"1898",
"1878",
"1786",
"1642",
"1679",
"1555",
"1566",
"1489",
"1440",
"1378",
"1360",
"1228",
"1283",
"1256",
"1271",
"1247",
"1219",
"1161",
"1297",
"1146",
"1203",
"1235",
"1169",
"1120",
"1264",
"1154",
"1235",
"1162",
"1192",
"1174",
"1248",
"1133",
"1248",
"1182",
"1182",
"1125",
"1260",
"1285",
"1246",
"1175",
"1405",
"1355",
"1528",
"1550",
"1652",
"1771",
"1896",
"1832",
"1987",
"2190",
"2186",
"2267",
"2375",
"2377",
"2546",
"2448",
"2470",
"2486",
"2467",
"2391",
"2369",
"2312",
"2089",
"1921",
"1911",
"1902",
"1778",
"1610",
"1608",
"1497",
"1481",
"1366",
"1407",
"1317",
"1243",
"1203",
"1231",
"1194",
"1220",
"1189",
"1216",
"1210",
"1242",
"1174",
"1176",
"1272",
