**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 10

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Br,  0.00162,  0.00000,  0.00000,  0.00000,  0.00155,  0.00199,  0.00057,  0.00080,  1.40744,  0.49421
Pb,  0.00030,  0.00002,  0.00030,  0.00381,  0.00466,  0.00466,  0.00290,  0.00197,  0.67937,  6.55278
BC,  0.60741,  0.00000,  0.00000,  0.00000,  0.60711,  1.28060,  0.27122,  0.41289,  1.52239,  0.67976

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 34.40900, 24.93100, 26.01450, 26.65850, 34.35000, 38.74600, 29.34560,  4.73465,  0.16134,  0.13760
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg,  0.34126,  0.34081,  0.34528,  0.36394,  0.38082,  0.39070,  0.36556,  0.01744,  0.04770,  0.05109
Al,  2.25460,  2.10450,  2.18528,  2.20025,  2.25260,  2.65030,  2.23948,  0.14204,  0.06343,  0.06300
Si,  5.32970,  4.91000,  5.11015,  5.12395,  5.32538,  6.19480,  5.24263,  0.33593,  0.06408,  0.06303
P,  0.00186,  0.00007,  0.00007,  0.00122,  0.00177,  0.00351,  0.00113,  0.00096,  0.85265,  0.51928
S,  0.04899,  0.00000,  0.00000,  0.00000,  0.03708,  0.04899,  0.01306,  0.02078,  1.59024,  0.42409
Cl,  0.13282,  0.13252,  0.14469,  0.17994,  0.23958,  0.23973,  0.19291,  0.04384,  0.22728,  0.33010
K,  0.62365,  0.36415,  0.38391,  0.39120,  0.61651,  0.65834,  0.46719,  0.11823,  0.25307,  0.18958
Ca,  0.61084,  0.51235,  0.51812,  0.54964,  0.60989,  0.77328,  0.57516,  0.07850,  0.13648,  0.12851
Ti,  0.13817,  0.12358,  0.12759,  0.12983,  0.13808,  0.16488,  0.13392,  0.01145,  0.08548,  0.08286
V,  0.00214,  0.00166,  0.00171,  0.00177,  0.00214,  0.00249,  0.00190,  0.00027,  0.14102,  0.12557
Mn,  0.02393,  0.02048,  0.02145,  0.02147,  0.02392,  0.02689,  0.02245,  0.00187,  0.08321,  0.07807
Fe,  1.14220,  1.01940,  1.04765,  1.07310,  1.14118,  1.36460,  1.10553,  0.09700,  0.08774,  0.08492
Zn,  0.01133,  0.00000,  0.00000,  0.00102,  0.01129,  0.01191,  0.00427,  0.00537,  1.25584,  0.47372
Br,  0.00254,  0.00254,  0.00264,  0.00335,  0.00366,  0.00366,  0.00321,  0.00045,  0.14011,  0.17752
Pb,  0.00449,  0.00114,  0.00154,  0.00171,  0.00449,  0.00482,  0.00259,  0.00149,  0.57435,  0.33065
