**** Analysis Summary ****

Time of run: ,04/10/16 01:48
Concentration file: ,C:\Users\Andrea\Documents\EPA PMF\Data\pmf_fa\RFsH.csv
Uncertainty file: ,C:\Users\Andrea\Documents\EPA PMF\Data\pmf_fa\RFsHunc8.csv
Configuration file: ,


**** Input Data Statistics ****

Species,Category,S/N,Min,25th,Median,75th,Max,% Modeled Samples,% Raw Samples
mass,Weak,      9.6,  2.45000, 20.90000, 24.81000, 29.22000,119.89000, 100.00 %, 100.00 %
Na,Strong,      3.6,  0.02182,  0.19267,  0.29197,  0.48126,  1.43352, 100.00 %, 100.00 %
Mg,Strong,      1.8,  0.00236,  0.04052,  0.07321,  0.13042,  0.67030, 100.00 %, 100.00 %
Al,Strong,      9.3,  0.08604,  0.19096,  0.31450,  0.86578,  4.03782, 100.00 %, 100.00 %
Si,Strong,     10.0,  0.12979,  0.35651,  0.64870,  1.52113,  9.13481, 100.00 %, 100.00 %
P,Strong,      3.6,  0.00021,  0.00793,  0.01180,  0.01706,  0.03295, 100.00 %, 100.00 %
S,Strong,     10.0,  0.04298,  0.40283,  0.52596,  0.73149,  1.29675, 100.00 %, 100.00 %
Cl,Strong,     10.0,  0.02523,  0.23807,  0.40594,  0.60003,  2.10209, 100.00 %, 100.00 %
K,Strong,     10.0,  0.07243,  0.65113,  0.80478,  0.94841,  1.34630, 100.00 %, 100.00 %
Ca,Strong,     10.0,  0.02640,  0.14586,  0.22822,  0.37876,  1.19378, 100.00 %, 100.00 %
Ti,Strong,      9.8,  0.00530,  0.01458,  0.02380,  0.05657,  0.23426, 100.00 %, 100.00 %
V,Strong,      2.9,  0.00052,  0.00115,  0.00152,  0.00227,  0.00775, 100.00 %, 100.00 %
Mn,Strong,      8.3,  0.00202,  0.00447,  0.00561,  0.01022,  0.03514, 100.00 %, 100.00 %
Fe,Strong,     10.0,  0.04657,  0.15303,  0.23859,  0.51792,  1.95175, 100.00 %, 100.00 %
Zn,Strong,      8.4,  0.00075,  0.01964,  0.02393,  0.03029,  0.10811, 100.00 %, 100.00 %
Br,Strong,      9.2,  0.00678,  0.01289,  0.01782,  0.02658,  0.10359, 100.00 %, 100.00 %
Pb,Strong,      6.1,  0.00738,  0.01165,  0.01380,  0.01777,  0.02854, 100.00 %, 100.00 %
BC,Strong,     10.0,  0.39235,  2.56366,  2.79160,  3.18883,  5.70093, 100.00 %, 100.00 %

Excluded Samples


**** Base Run Summary ****

Number of base runs:  ,20
Base user-selected seed:  123
Number of factors:  ,6
Extra modeling uncertainty (%):,0

Base run summary table:

Run #,Q(Robust),Q(True)     ,Converged,# Steps,Q(true)/Qexp
1,2299.94     ,2477.02     ,Yes      ,468,1.989574
2,2299.88     ,2477.04     ,Yes      ,489,1.98959
3,2299.96     ,2477.02     ,Yes      ,480,1.989574
4,2299.82     ,2477.06     ,Yes      ,327,1.989606
5,2299.83     ,2477.06     ,Yes      ,391,1.989606
6,2299.81     ,2477.07     ,Yes      ,372,1.989614
7,2299.64     ,2477.15     ,Yes      ,431,1.989679
8,2299.73     ,2477.13     ,Yes      ,471,1.989663
9,2299.93     ,2477.03     ,Yes      ,468,1.989582
10,2299.98     ,2477.02     ,Yes      ,345,1.989574
11,2299.92     ,2477.02     ,Yes      ,464,1.989574
12,2299.32     ,2477.24     ,Yes      ,393,1.989751
13,2299.9      ,2477.04     ,Yes      ,458,1.98959
14,2299.94     ,2477.02     ,Yes      ,491,1.989574
15,2299.97     ,2477.02     ,Yes      ,530,1.989574
16,2299.78     ,2477.07     ,Yes      ,456,1.989614
17,2299.93     ,2477.03     ,Yes      ,429,1.989582
18,2299.93     ,2477.03     ,Yes      ,526,1.989582
19,2299.65     ,2477.15     ,Yes      ,446,1.989679
20,2299.58     ,2477.16     ,Yes      ,350,1.989687

Scaled residual analysis:

Sum of the squares of the differences in scaled residuals for each base run pair by species (d)
Run #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
2,0.00076,
3,0.00094,0.00086,
4,0.00128,0.00069,0.00069,
5,0.00072,0.00075,0.00108,0.00095,
6,0.00134,0.00106,0.00091,0.00042,0.00081,
7,0.00320,0.00296,0.00374,0.00232,0.00215,0.00185,
8,0.00302,0.00236,0.00293,0.00145,0.00192,0.00121,0.00075,
9,0.00049,0.00066,0.00043,0.00061,0.00071,0.00070,0.00268,0.00222,
10,0.00080,0.00078,0.00032,0.00066,0.00110,0.00094,0.00346,0.00277,0.00038,
11,0.00054,0.00079,0.00053,0.00084,0.00085,0.00105,0.00302,0.00271,0.00031,0.00038,
12,0.00836,0.00733,0.00842,0.00564,0.00621,0.00494,0.00202,0.00204,0.00716,0.00829,0.00798,
13,0.00054,0.00101,0.00066,0.00085,0.00066,0.00076,0.00249,0.00221,0.00030,0.00060,0.00041,0.00694,
14,0.00048,0.00044,0.00042,0.00068,0.00077,0.00093,0.00332,0.00272,0.00033,0.00037,0.00043,0.00812,0.00056,
15,0.00060,0.00070,0.00043,0.00083,0.00091,0.00111,0.00322,0.00293,0.00039,0.00029,0.00027,0.00835,0.00057,0.00033,
16,0.00116,0.00095,0.00098,0.00042,0.00072,0.00031,0.00147,0.00101,0.00061,0.00091,0.00086,0.00461,0.00061,0.00088,0.00098,
17,0.00041,0.00070,0.00080,0.00111,0.00048,0.00117,0.00318,0.00286,0.00054,0.00081,0.00056,0.00807,0.00060,0.00047,0.00061,0.00106,
18,0.00057,0.00051,0.00039,0.00054,0.00081,0.00080,0.00307,0.00239,0.00023,0.00028,0.00031,0.00761,0.00047,0.00026,0.00037,0.00071,0.00056,
19,0.00357,0.00306,0.00361,0.00212,0.00231,0.00148,0.00089,0.00069,0.00285,0.00360,0.00342,0.00193,0.00271,0.00336,0.00365,0.00143,0.00333,0.00315,
20,0.00338,0.00324,0.00386,0.00236,0.00241,0.00168,0.00053,0.00069,0.00286,0.00371,0.00340,0.00174,0.00262,0.00351,0.00370,0.00149,0.00342,0.00322,0.00055,

Sum of d across all species for each base run pair (D)
Run #            Run #,mass        ,Na          ,Mg          ,Al          ,Si          ,P           ,S           ,Cl          ,K           ,Ca          ,Ti          ,V           ,Mn          ,Fe          ,Zn          ,Br          ,Pb          ,BC          ,
2                    1,0.00000,0.00003,0.00016,0.00004,0.00006,0.00006,0.00005,0.00004,0.00002,0.00009,0.00001,0.00001,0.00002,0.00002,0.00006,0.00001,0.00002,0.00004,
3                    1,0.00001,0.00005,0.00051,0.00002,0.00002,0.00005,0.00003,0.00003,0.00002,0.00005,0.00001,0.00001,0.00002,0.00001,0.00004,0.00001,0.00002,0.00003,
3                    2,0.00001,0.00003,0.00028,0.00005,0.00007,0.00004,0.00002,0.00003,0.00002,0.00010,0.00001,0.00001,0.00002,0.00002,0.00010,0.00001,0.00002,0.00003,
4                    1,0.00000,0.00006,0.00062,0.00004,0.00007,0.00005,0.00002,0.00003,0.00002,0.00011,0.00002,0.00001,0.00003,0.00002,0.00011,0.00002,0.00003,0.00004,
4                    2,0.00000,0.00003,0.00027,0.00004,0.00004,0.00004,0.00002,0.00003,0.00002,0.00005,0.00001,0.00001,0.00001,0.00001,0.00004,0.00001,0.00003,0.00003,
4                    3,0.00001,0.00003,0.00006,0.00003,0.00005,0.00002,0.00001,0.00001,0.00002,0.00012,0.00001,0.00001,0.00002,0.00002,0.00018,0.00002,0.00002,0.00003,
5                    1,0.00000,0.00004,0.00010,0.00002,0.00003,0.00006,0.00009,0.00004,0.00002,0.00007,0.00001,0.00002,0.00002,0.00002,0.00010,0.00002,0.00002,0.00004,
5                    2,0.00000,0.00009,0.00021,0.00005,0.00006,0.00003,0.00002,0.00001,0.00003,0.00008,0.00002,0.00002,0.00002,0.00001,0.00006,0.00001,0.00003,0.00003,
5                    3,0.00001,0.00011,0.00027,0.00003,0.00004,0.00005,0.00005,0.00003,0.00004,0.00011,0.00002,0.00002,0.00003,0.00002,0.00018,0.00001,0.00002,0.00004,
5                    4,0.00000,0.00012,0.00041,0.00003,0.00005,0.00005,0.00005,0.00003,0.00002,0.00006,0.00002,0.00001,0.00002,0.00001,0.00002,0.00001,0.00001,0.00002,
6                    1,0.00001,0.00003,0.00059,0.00004,0.00006,0.00005,0.00002,0.00003,0.00002,0.00012,0.00002,0.00002,0.00003,0.00003,0.00019,0.00002,0.00003,0.00004,
6                    2,0.00000,0.00005,0.00036,0.00005,0.00006,0.00005,0.00007,0.00004,0.00003,0.00009,0.00002,0.00002,0.00002,0.00002,0.00010,0.00001,0.00004,0.00005,
6                    3,0.00001,0.00005,0.00003,0.00003,0.00004,0.00003,0.00004,0.00002,0.00004,0.00016,0.00002,0.00002,0.00003,0.00003,0.00028,0.00002,0.00003,0.00004,
6                    4,0.00000,0.00007,0.00007,0.00001,0.00002,0.00002,0.00003,0.00001,0.00002,0.00004,0.00001,0.00001,0.00001,0.00001,0.00004,0.00001,0.00001,0.00002,
6                    5,0.00000,0.00005,0.00031,0.00002,0.00003,0.00005,0.00010,0.00003,0.00001,0.00004,0.00002,0.00001,0.00002,0.00001,0.00004,0.00001,0.00002,0.00004,
7                    1,0.00002,0.00004,0.00038,0.00008,0.00010,0.00009,0.00002,0.00004,0.00008,0.00066,0.00003,0.00006,0.00008,0.00010,0.00118,0.00003,0.00008,0.00014,
7                    2,0.00002,0.00002,0.00042,0.00010,0.00011,0.00014,0.00005,0.00005,0.00009,0.00059,0.00003,0.00006,0.00007,0.00007,0.00091,0.00002,0.00008,0.00014,
7                    3,0.00002,0.00003,0.00039,0.00009,0.00010,0.00011,0.00003,0.00002,0.00011,0.00081,0.00004,0.00007,0.00009,0.00010,0.00143,0.00003,0.00009,0.00017,
7                    4,0.00002,0.00003,0.00050,0.00006,0.00007,0.00008,0.00002,0.00002,0.00007,0.00041,0.00003,0.00005,0.00005,0.00007,0.00065,0.00003,0.00005,0.00011,
7                    5,0.00002,0.00010,0.00022,0.00005,0.00006,0.00013,0.00008,0.00005,0.00005,0.00039,0.00003,0.00004,0.00005,0.00007,0.00065,0.00002,0.00005,0.00010,
7                    6,0.00002,0.00004,0.00040,0.00005,0.00005,0.00007,0.00003,0.00002,0.00005,0.00033,0.00002,0.00003,0.00005,0.00006,0.00048,0.00002,0.00005,0.00009,
8                    1,0.00002,0.00006,0.00053,0.00008,0.00011,0.00008,0.00003,0.00004,0.00009,0.00053,0.00003,0.00004,0.00008,0.00007,0.00103,0.00003,0.00007,0.00011,
8                    2,0.00001,0.00003,0.00037,0.00007,0.00008,0.00010,0.00004,0.00004,0.00009,0.00040,0.00003,0.00003,0.00006,0.00005,0.00077,0.00002,0.00007,0.00009,
8                    3,0.00002,0.00003,0.00008,0.00008,0.00010,0.00008,0.00003,0.00002,0.00012,0.00066,0.00003,0.00005,0.00008,0.00007,0.00126,0.00003,0.00008,0.00012,
