**** Analysis Summary ****

Time of run: ,04/10/16 01:52
Concentration file: ,C:\Users\Andrea\Documents\EPA PMF\Data\pmf_fa\RGsH.csv
Uncertainty file: ,C:\Users\Andrea\Documents\EPA PMF\Data\pmf_fa\RGsHunc8.csv
Configuration file: ,


**** Input Data Statistics ****

Species,Category,S/N,Min,25th,Median,75th,Max,% Modeled Samples,% Raw Samples
16                    5,0.00000,0.00004,0.00009,0.00002,0.00003,0.00004,0.00002,0.00003,0.00003,0.00007,0.00001,0.00001,0.00002,0.00003,0.00017,0.00005,0.00002,
16                    6,0.00461,0.06590,0.45649,0.07100,0.02524,0.62897,0.39188,0.03018,0.31450,0.52366,0.06826,0.11806,0.03495,0.16671,0.61457,1.83619,0.10425,
16                    7,0.00001,0.00005,0.00073,0.00007,0.00006,0.00018,0.00005,0.00004,0.00007,0.00006,0.00003,0.00001,0.00005,0.00005,0.00023,0.00010,0.00003,
16                    8,0.00002,0.00016,0.00068,0.00007,0.00006,0.00036,0.00015,0.00016,0.00019,0.00053,0.00010,0.00003,0.00003,0.00013,0.00153,0.00028,0.00038,
16                    9,0.00001,0.00009,0.00049,0.00005,0.00003,0.00020,0.00004,0.00009,0.00006,0.00021,0.00003,0.00001,0.00003,0.00005,0.00071,0.00011,0.00022,
16                    10,0.00451,0.06678,0.47706,0.07368,0.02593,0.65029,0.40116,0.03089,0.31954,0.53775,0.07080,0.12723,0.03490,0.17157,0.61747,1.89236,0.10514,
16                    11,0.00001,0.00011,0.00071,0.00005,0.00004,0.00021,0.00012,0.00010,0.00010,0.00021,0.00006,0.00001,0.00003,0.00006,0.00082,0.00010,0.00032,
16                    12,0.00002,0.00028,0.00068,0.00015,0.00013,0.00105,0.00036,0.00027,0.00045,0.00145,0.00015,0.00003,0.00006,0.00032,0.00250,0.00088,0.00051,
16                    13,0.00002,0.00040,0.00407,0.00012,0.00012,0.00086,0.00016,0.00026,0.00028,0.00090,0.00015,0.00003,0.00008,0.00023,0.00290,0.00078,0.00097,
16                    14,0.00001,0.00012,0.00083,0.00004,0.00004,0.00027,0.00009,0.00009,0.00008,0.00025,0.00008,0.00002,0.00003,0.00009,0.00107,0.00013,0.00030,
16                    15,0.00454,0.05823,0.33969,0.05497,0.02177,0.49578,0.31219,0.02586,0.27314,0.42814,0.05152,0.10178,0.03109,0.12572,0.59756,1.46504,0.11069,
17                    1,0.00446,0.05765,0.32099,0.05362,0.02176,0.49436,0.30586,0.02581,0.26847,0.42789,0.04927,0.10880,0.03099,0.11988,0.61319,1.41290,0.10621,
17                    2,0.00001,0.00005,0.00005,0.00006,0.00003,0.00026,0.00011,0.00005,0.00011,0.00027,0.00003,0.00003,0.00002,0.00005,0.00047,0.00031,0.00006,
17                    3,0.00001,0.00006,0.00107,0.00005,0.00003,0.00034,0.00009,0.00003,0.00005,0.00008,0.00005,0.00003,0.00002,0.00005,0.00032,0.00014,0.00019,
17                    4,0.00001,0.00007,0.00012,0.00003,0.00003,0.00011,0.00010,0.00005,0.00013,0.00021,0.00004,0.00002,0.00003,0.00004,0.00037,0.00033,0.00005,
17                    5,0.00001,0.00005,0.00071,0.00003,0.00002,0.00009,0.00006,0.00004,0.00004,0.00003,0.00002,0.00001,0.00002,0.00001,0.00018,0.00013,0.00015,
17                    6,0.00454,0.06555,0.45559,0.07052,0.02512,0.63363,0.39320,0.03065,0.31551,0.52801,0.06820,0.11834,0.03483,0.16600,0.62364,1.82209,0.09818,
17                    7,0.00000,0.00008,0.00147,0.00006,0.00004,0.00028,0.00010,0.00004,0.00005,0.00004,0.00005,0.00002,0.00004,0.00005,0.00034,0.00008,0.00027,
17                    8,0.00001,0.00010,0.00018,0.00007,0.00004,0.00020,0.00016,0.00007,0.00024,0.00035,0.00006,0.00004,0.00004,0.00006,0.00082,0.00052,0.00009,
17                    9,0.00001,0.00004,0.00006,0.00005,0.00003,0.00018,0.00004,0.00003,0.00008,0.00014,0.00002,0.00002,0.00003,0.00002,0.00040,0.00018,0.00003,
17                    10,0.00443,0.06645,0.47617,0.07318,0.02581,0.65504,0.40242,0.03139,0.32054,0.54223,0.07074,0.12753,0.03476,0.17087,0.62643,1.87807,0.09910,
17                    11,0.00001,0.00006,0.00022,0.00005,0.00003,0.00008,0.00009,0.00004,0.00012,0.00011,0.00003,0.00002,0.00004,0.00003,0.00035,0.00023,0.00005,
17                    12,0.00002,0.00019,0.00021,0.00011,0.00008,0.00072,0.00043,0.00015,0.00049,0.00105,0.00011,0.00004,0.00005,0.00018,0.00134,0.00125,0.00015,
17                    13,0.00001,0.00025,0.00141,0.00007,0.00006,0.00045,0.00009,0.00014,0.00014,0.00054,0.00007,0.00003,0.00004,0.00010,0.00143,0.00027,0.00036,
17                    14,0.00001,0.00007,0.00021,0.00003,0.00002,0.00008,0.00007,0.00003,0.00009,0.00010,0.00004,0.00003,0.00003,0.00004,0.00032,0.00019,0.00005,
17                    15,0.00446,0.05781,0.33828,0.05460,0.02165,0.49978,0.31359,0.02618,0.27381,0.43149,0.05136,0.10205,0.03103,0.12480,0.60672,1.45174,0.10389,
17                    16,0.00001,0.00005,0.00072,0.00003,0.00003,0.00013,0.00005,0.00005,0.00006,0.00009,0.00004,0.00001,0.00003,0.00005,0.00040,0.00022,0.00018,
18                    1,0.00440,0.05635,0.32394,0.05299,0.02169,0.49060,0.30621,0.02607,0.26870,0.42810,0.04899,0.10860,0.03074,0.11883,0.61039,1.40028,0.10260,
18                    2,0.00001,0.00004,0.00037,0.00006,0.00003,0.00022,0.00015,0.00003,0.00013,0.00017,0.00004,0.00002,0.00003,0.00005,0.00031,0.00048,0.00004,
18                    3,0.00001,0.00016,0.00217,0.00007,0.00006,0.00039,0.00016,0.00007,0.00008,0.00013,0.00009,0.00003,0.00004,0.00006,0.00087,0.00026,0.00041,
18                    4,0.00001,0.00009,0.00042,0.00002,0.00002,0.00009,0.00012,0.00003,0.00013,0.00012,0.00004,0.00002,0.00003,0.00004,0.00016,0.00050,0.00004,
18                    5,0.00001,0.00016,0.00174,0.00005,0.00004,0.00023,0.00012,0.00009,0.00008,0.00014,0.00006,0.00003,0.00003,0.00004,0.00082,0.00030,0.00036,
18                    6,0.00450,0.06430,0.45929,0.06984,0.02509,0.62950,0.39332,0.03100,0.31576,0.52880,0.06796,0.11801,0.03457,0.16480,0.62034,1.80756,0.09473,
18                    7,0.00001,0.00020,0.00269,0.00009,0.00007,0.00038,0.00018,0.00008,0.00009,0.00014,0.00010,0.00003,0.00006,0.00006,0.00104,0.00021,0.00054,
18                    8,0.00001,0.00008,0.00045,0.00004,0.00003,0.00014,0.00016,0.00003,0.00022,0.00021,0.00005,0.00003,0.00003,0.00006,0.00036,0.00070,0.00005,
18                    9,0.00001,0.00005,0.00043,0.00003,0.00002,0.00015,0.00006,0.00002,0.00007,0.00009,0.00004,0.00002,0.00003,0.00002,0.00036,0.00029,0.00006,
18                    10,0.00440,0.06521,0.47992,0.07249,0.02577,0.65089,0.40247,0.03175,0.32079,0.54311,0.07050,0.12718,0.03451,0.16966,0.62300,1.86327,0.09566,
18                    11,0.00000,0.00005,0.00047,0.00003,0.00003,0.00007,0.00007,0.00002,0.00011,0.00007,0.00003,0.00002,0.00003,0.00003,0.00024,0.00038,0.00003,
18                    12,0.00002,0.00014,0.00050,0.00012,0.00007,0.00062,0.00046,0.00009,0.00051,0.00081,0.00011,0.00003,0.00005,0.00017,0.00073,0.00155,0.00008,
18                    13,0.00001,0.00010,0.00053,0.00006,0.00004,0.00028,0.00005,0.00007,0.00011,0.00031,0.00003,0.00002,0.00003,0.00007,0.00054,0.00020,0.00015,
18                    14,0.00000,0.00007,0.00039,0.00002,0.00002,0.00005,0.00007,0.00002,0.00009,0.00005,0.00003,0.00001,0.00002,0.00004,0.00008,0.00031,0.00003,
18                    15,0.00441,0.05653,0.34137,0.05397,0.02158,0.49601,0.31393,0.02644,0.27403,0.43175,0.05108,0.10182,0.03079,0.12374,0.60399,1.43891,0.10031,
18                    16,0.00001,0.00014,0.00174,0.00005,0.00005,0.00027,0.00010,0.00010,0.00009,0.00023,0.00008,0.00002,0.00004,0.00007,0.00118,0.00042,0.00041,
18                    17,0.00001,0.00006,0.00025,0.00002,0.00002,0.00006,0.00004,0.00003,0.00003,0.00007,0.00003,0.00002,0.00001,0.00002,0.00031,0.00008,0.00007,
19                    1,0.00001,0.00005,0.00007,0.00007,0.00004,0.00022,0.00008,0.00002,0.00007,0.00011,0.00004,0.00005,0.00003,0.00009,0.00015,0.00035,0.00004,
19                    2,0.00428,0.05686,0.32783,0.05318,0.02212,0.48394,0.31212,0.02667,0.27604,0.43893,0.05121,0.10473,0.03146,0.12195,0.59920,1.46165,0.10379,
19                    3,0.00439,0.05812,0.30736,0.05308,0.02204,0.47278,0.30731,0.02594,0.27013,0.42692,0.05005,0.10471,0.03128,0.12034,0.59383,1.44278,0.11135,
19                    4,0.00434,0.05738,0.33595,0.05350,0.02211,0.48801,0.31528,0.02630,0.27716,0.43727,0.05169,0.10540,0.03102,0.12247,0.60094,1.45953,0.10392,
19                    5,0.00450,0.05844,0.32156,0.05384,0.02184,0.48847,0.30943,0.02598,0.27018,0.42815,0.05085,0.10518,0.03141,0.12256,0.60500,1.44825,0.11078,
19                    6,0.00010,0.00166,0.01604,0.00249,0.00158,0.01483,0.00900,0.00091,0.00512,0.01419,0.00231,0.00137,0.00164,0.00645,0.01020,0.04431,0.00289,
19                    7,0.00440,0.05837,0.30327,0.05350,0.02188,0.47800,0.30653,0.02601,0.26795,0.42588,0.04988,0.10488,0.03177,0.12136,0.60055,1.44163,0.11326,
19                    8,0.00425,0.05676,0.33875,0.05241,0.02212,0.48268,0.31585,0.02653,0.27832,0.43799,0.05196,0.10524,0.03071,0.12243,0.59425,1.46345,0.10336,
19                    9,0.00435,0.05692,0.32839,0.05282,0.02218,0.47993,0.31123,0.02640,0.27438,0.43057,0.05079,0.10499,0.03073,0.12105,0.59109,1.44758,0.10490,
19                    10,0.00010,0.00208,0.02115,0.00301,0.00202,0.01880,0.01128,0.00112,0.00652,0.01807,0.00294,0.00201,0.00212,0.00778,0.01303,0.05566,0.00352,
19                    11,0.00437,0.05683,0.34142,0.05315,0.02229,0.48869,0.31524,0.02636,0.27506,0.43226,0.05139,0.10601,0.03057,0.12254,0.59620,1.45314,0.10319,
19                    12,0.00422,0.05709,0.33840,0.05371,0.02238,0.48905,0.31842,0.02690,0.28270,0.45522,0.05287,0.10498,0.03149,0.12309,0.60772,1.49162,0.10282,
19                    13,0.00420,0.05475,0.32671,0.05288,0.02211,0.48486,0.31470,0.02667,0.27750,0.44149,0.05070,0.10487,0.03104,0.12073,0.60112,1.43427,0.09616,
19                    14,0.00438,0.05673,0.34126,0.05306,0.02205,0.48961,0.31424,0.02614,0.27458,0.43176,0.05135,0.10568,0.03085,0.12277,0.60318,1.44947,0.10348,
19                    15,0.00001,0.00003,0.00020,0.00003,0.00002,0.00010,0.00004,0.00003,0.00007,0.00009,0.00002,0.00010,0.00002,0.00006,0.00014,0.00020,0.00002,
19                    16,0.00447,0.05757,0.32885,0.05371,0.02191,0.48721,0.30922,0.02554,0.27071,0.42375,0.05083,0.10583,0.03105,0.12295,0.59662,1.44892,0.11155,
19                    17,0.00439,0.05714,0.32720,0.05333,0.02177,0.49117,0.31060,0.02585,0.27132,0.42704,0.05066,0.10610,0.03100,0.12205,0.60562,1.43567,0.10470,
19                    18,0.00434,0.05586,0.33012,0.05270,0.02170,0.48743,0.31093,0.02613,0.27153,0.42727,0.05037,0.10589,0.03075,0.12099,0.60280,1.42291,0.10112,
20                    1,0.00451,0.05835,0.31904,0.05403,0.02185,0.48985,0.30521,0.02575,0.26834,0.42833,0.04951,0.10852,0.03104,0.12040,0.61042,1.42386,0.11164,
20                    2,0.00001,0.00010,0.00038,0.00008,0.00004,0.00028,0.00004,0.00009,0.00008,0.00029,0.00003,0.00001,0.00004,0.00007,0.00065,0.00017,0.00023,
20                    3,0.00000,0.00003,0.00036,0.00005,0.00002,0.00019,0.00004,0.00003,0.00003,0.00005,0.00003,0.00001,0.00002,0.00004,0.00014,0.00006,0.00002,
20                    4,0.00001,0.00008,0.00044,0.00003,0.00003,0.00016,0.00007,0.00009,0.00008,0.00022,0.00004,0.00001,0.00002,0.00006,0.00055,0.00013,0.00022,
20                    5,0.00001,0.00002,0.00005,0.00002,0.00001,0.00004,0.00002,0.00002,0.00002,0.00003,0.00001,0.00001,0.00002,0.00001,0.00005,0.00003,0.00001,
20                    6,0.00458,0.06615,0.45261,0.07104,0.02527,0.62839,0.39263,0.03049,0.31510,0.52837,0.06842,0.11800,0.03498,0.16640,0.62062,1.83390,0.10282,
20                    7,0.00000,0.00005,0.00058,0.00006,0.00003,0.00015,0.00007,0.00003,0.00007,0.00004,0.00004,0.00001,0.00005,0.00004,0.00015,0.00009,0.00006,
20                    8,0.00001,0.00012,0.00056,0.00006,0.00005,0.00023,0.00011,0.00012,0.00015,0.00034,0.00007,0.00002,0.00002,0.00008,0.00102,0.00022,0.00028,
20                    9,0.00001,0.00007,0.00032,0.00004,0.00003,0.00013,0.00003,0.00007,0.00006,0.00012,0.00002,0.00001,0.00002,0.00003,0.00049,0.00008,0.00015,
20                    10,0.00448,0.06705,0.47313,0.07372,0.02598,0.64971,0.40192,0.03122,0.32018,0.54260,0.07096,0.12717,0.03493,0.17126,0.62348,1.89002,0.10370,
20                    11,0.00001,0.00010,0.00062,0.00005,0.00004,0.00012,0.00011,0.00008,0.00009,0.00010,0.00004,0.00001,0.00003,0.00004,0.00052,0.00007,0.00024,
20                    12,0.00002,0.00023,0.00053,0.00014,0.00009,0.00081,0.00028,0.00021,0.00035,0.00108,0.00011,0.00002,0.00005,0.00022,0.00165,0.00080,0.00039,
20                    13,0.00001,0.00038,0.00345,0.00011,0.00009,0.00063,0.00015,0.00021,0.00025,0.00061,0.00010,0.00002,0.00008,0.00015,0.00196,0.00067,0.00082,
20                    14,0.00001,0.00009,0.00070,0.00003,0.00003,0.00015,0.00006,0.00007,0.00006,0.00011,0.00005,0.00001,0.00003,0.00005,0.00054,0.00007,0.00022,
20                    15,0.00451,0.05847,0.33614,0.05501,0.02174,0.49525,0.31291,0.02610,0.27363,0.43193,0.05159,0.10177,0.03109,0.12531,0.60387,1.46289,0.10922,
20                    16,0.00001,0.00003,0.00006,0.00001,0.00002,0.00004,0.00002,0.00002,0.00002,0.00006,0.00002,0.00001,0.00001,0.00002,0.00017,0.00003,0.00002,
20                    17,0.00001,0.00004,0.00048,0.00002,0.00002,0.00007,0.00006,0.00004,0.00007,0.00003,0.00002,0.00002,0.00002,0.00002,0.00013,0.00018,0.00013,
20                    18,0.00001,0.00013,0.00137,0.00004,0.00004,0.00016,0.00011,0.00008,0.00010,0.00011,0.00005,0.00002,0.00003,0.00004,0.00061,0.00034,0.00031,
20                    19,0.00444,0.05781,0.32531,0.05375,0.02187,0.48670,0.30995,0.02578,0.27121,0.42749,0.05090,0.10582,0.03106,0.12255,0.60289,1.44682,0.11007,


**** Analysis of Base Run #17 ****

Regression diagnostics:
                       ,,,,,KS Test,KS Test
Species                ,Intercept,Slope,SE,r^2,Stat,P Value
mass,        0.79       ,0.95,2.69,0.96,0.06,0.74
Na,        0.11       ,0.80,0.11,0.93,0.06,0.76
Mg,        0.04       ,0.76,0.05,0.79,0.07,0.63
Al,        0.03       ,0.96,0.13,0.98,0.05,0.95
Si,        0.04       ,0.98,0.16,0.99,0.08,0.51
P,        0.00       ,0.91,0.00,0.92,0.09,0.29
S,        0.03       ,0.84,0.02,0.99,0.06,0.75
Cl,        -0.02       ,1.01,0.07,0.99,0.04,0.98
K,        -0.01       ,1.05,0.02,0.99,0.07,0.67
Ca,        0.05       ,0.94,0.07,0.98,0.03,1.00
Ti,        0.00       ,0.93,0.01,0.98,0.08,0.53
V,        0.00       ,0.61,0.00,0.67,0.04,0.99
Mn,        0.00       ,0.97,0.00,0.97,0.04,0.99
Fe,        -0.05       ,1.06,0.08,0.98,0.06,0.83
Zn,        0.00       ,0.85,0.00,0.93,0.05,0.98
Br,        0.00       ,0.93,0.00,0.99,0.06,0.88
Pb,        0.00       ,0.42,0.00,0.83,0.06,0.75

Scaled residuals beyond 3 standard deviations (dates by species):
Species,Dates,       Residuals
Ti,07/17/08 02:29           ,     3.11700

Scaled residuals beyond 3 standard deviations (species by date):
Dates,Species,   Residuals
07/17/08 02:29,Ti                       ,     3.11700
