"Sample    : Ni_34680_8p",
"Operator  : américo",
"Comment  : micromatter 50,2ug/cm2",
"Group     : kerr2007ag180cal_lt",
"Date       : 2014-03-18 11:29:43",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  237-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"2",
"16",
"16",
"9",
"6",
"8",
"5",
"15",
"11",
"12",
"9",
"7",
"11",
"11",
"7",
"8",
"7",
"10",
"9",
"4",
"8",
"7",
"6",
"6",
"10",
"9",
"8",
"15",
"7",
"7",
"10",
"12",
"14",
"8",
"12",
"9",
"5",
"6",
"11",
"13",
"17",
"14",
"19",
"27",
"17",
"31",
"35",
"35",
"51",
"61",
"44",
"83",
"79",
"103",
"112",
"112",
"129",
"123",
"128",
"108",
"89",
"78",
"75",
"61",
"38",
"29",
"27",
"22",
"16",
"13",
"18",
"10",
"10",
"11",
"5",
"7",
"11",
"13",
"14",
"12",
"10",
"8",
"5",
"6",
"6",
"7",
"12",
"14",
"9",
"5",
"12",
"10",
"7",
"7",
"15",
"9",
"8",
"8",
"11",
"4",
"3",
"6",
"14",
"12",
"15",
"8",
"12",
"12",
"6",
"11",
"5",
"15",
"11",
"21",
"10",
"18",
"10",
"18",
"18",
"10",
"16",
"19",
"12",
"9",
"7",
"9",
"11",
"13",
"5",
"9",
"9",
"8",
"13",
"17",
"13",
"10",
"16",
"20",
"19",
"17",
"16",
"16",
"20",
"15",
"16",
"21",
"11",
"13",
"12",
"17",
"17",
"13",
"13",
"7",
"14",
"15",
"14",
"22",
"13",
"17",
"18",
"22",
"21",
"34",
"29",
"38",
"43",
"51",
"55",
"65",
"55",
"53",
"56",
"40",
"53",
"36",
"30",
"32",
"23",
"18",
"18",
"13",
"5",
"14",
"9",
"7",
"10",
"14",
"9",
"15",
"16",
"12",
"12",
"6",
"14",
"13",
"12",
"10",
"11",
"12",
"6",
"12",
"7",
"4",
"11",
"10",
"13",
"15",
"16",
"10",
"9",
"7",
"7",
"10",
"13",
"9",
"5",
"12",
"12",
"11",
"10",
"2",
"9",
"14",
"12",
"9",
"5",
"12",
"12",
"10",
"13",
"13",
"9",
"14",
"17",
"11",
"12",
"9",
"18",
"10",
"14",
"15",
"11",
"7",
"6",
"7",
"13",
"12",
"14",
"11",
"13",
"14",
"12",
"11",
"7",
"17",
"15",
"16",
"14",
"8",
"12",
"7",
"7",
"9",
"9",
"15",
"13",
"15",
"12",
"14",
"10",
"9",
"11",
"11",
"9",
"11",
"10",
"10",
"13",
"9",
"13",
"6",
"10",
"12",
"12",
"9",
"10",
"13",
"13",
"13",
"14",
"12",
"19",
"9",
"15",
"8",
"11",
"11",
"9",
"11",
"15",
"14",
"11",
"15",
"14",
"9",
"7",
"14",
"13",
"11",
"7",
"12",
"10",
"12",
"14",
"13",
"17",
"25",
"14",
"16",
"15",
"19",
"25",
"27",
"53",
"53",
"48",
"86",
"110",
"150",
"202",
"236",
"310",
"341",
"423",
"504",
"536",
"608",
"613",
"619",
"606",
"573",
"524",
"439",
"377",
"345",
"259",
"233",
"150",
"113",
"101",
"76",
"68",
"34",
"45",
"35",
"38",
"26",
"41",
"41",
"45",
"39",
"52",
"47",
"54",
"60",
"66",
"75",
"85",
"85",
"83",
"113",
"88",
"87",
"83",
"74",
"67",
"63",
"55",
"41",
"29",
"31",
"35",
"34",
"35",
"29",
"20",
"27",
"19",
"19",
"20",
"13",
"22",
"23",
"27",
"15",
"29",
"18",
"27",
"24",
"25",
"29",
"31",
"24",
"29",
"28",
"33",
"37",
"31",
"18",
"27",
"35",
"26",
"35",
"29",
"35",
"30",
"36",
"27",
"45",
"35",
"23",
"30",
"25",
"37",
"21",
"39",
"42",
"32",
"35",
"27",
"30",
"34",
"19",
"26",
"29",
"31",
"28",
"25",
"25",
"35",
"29",
"27",
"15",
"27",
"22",
"23",
"29",
"23",
"12",
"31",
"22",
"27",
"18",
"16",
"26",
"25",
"21",
"19",
"29",
"31",
"18",
"22",
"33",
"18",
"33",
"25",
"19",
"24",
"34",
"26",
"30",
"19",
"25",
"23",
"16",
"19",
"36",
"20",
"16",
"28",
"22",
"23",
"30",
"20",
"25",
"33",
"25",
"26",
"22",
"29",
"30",
"35",
"27",
"24",
"22",
"24",
"31",
"29",
"24",
"33",
"32",
"34",
"35",
"29",
"25",
"29",
"31",
"41",
"31",
"34",
"31",
"23",
"40",
"42",
"28",
"38",
"37",
"34",
"39",
"26",
"40",
"33",
"35",
"30",
"37",
"32",
"47",
"36",
"36",
"51",
"52",
"52",
"72",
"89",
"78",
"99",
"90",
"98",
"114",
"106",
"126",
"115",
"123",
"99",
"108",
"91",
"97",
"84",
"78",
"73",
"72",
"52",
"61",
"61",
"63",
"50",
"50",
"59",
"63",
"55",
"61",
"57",
"59",
"45",
"59",
"68",
"77",
"61",
"45",
"78",
"66",
"60",
"64",
"71",
"74",
"63",
"60",
"64",
"69",
"60",
"55",
"64",
"68",
"73",
"98",
"78",
"61",
"78",
"68",
"69",
"72",
"79",
"66",
"64",
"65",
"81",
"75",
"71",
"69",
"77",
"88",
"78",
"85",
"94",
"90",
"68",
"96",
"76",
"81",
"94",
"74",
"93",
"96",
"84",
"78",
"96",
"96",
"81",
"83",
"61",
"79",
"76",
"73",
"78",
"81",
"60",
"67",
"67",
"53",
"59",
"73",
"75",
"74",
"66",
"61",
"83",
"72",
"63",
"74",
"71",
"66",
"59",
"68",
"69",
"71",
"66",
"55",
"60",
"66",
"72",
"86",
"71",
"65",
"71",
"86",
"86",
"78",
"80",
"72",
"81",
"87",
"95",
"88",
"94",
"90",
"92",
"93",
"85",
"102",
"88",
"102",
"116",
"103",
"108",
"112",
"117",
"114",
"110",
"127",
"132",
"121",
"137",
"135",
"148",
"137",
"155",
"156",
"172",
"177",
"182",
"229",
"223",
"304",
"378",
"483",
"541",
"726",
"1054",
"1515",
"1845",
"2642",
"3517",
"4702",
"5810",
"7507",
"9847",
"11913",
"13655",
"16616",
"19176",
"22266",
"23226",
"26692",
"28163",
"30293",
"30015",
"30274",
"29830",
"29522",
"27322",
"26036",
"23706",
"21656",
"18260",
"16175",
"13546",
"11435",
"8870",
"7193",
"5887",
"4473",
"3273",
"2410",
"1870",
"1377",
"980",
"644",
"542",
"351",
"275",
"202",
"159",
"130",
"136",
"147",
"140",
"111",
"94",
"112",
"113",
"115",
"115",
"129",
"117",
"102",
"111",
"125",
"123",
"141",
"135",
"128",
"148",
"124",
"131",
"128",
"147",
"180",
"164",
"180",
"182",
"189",
"222",
"213",
"228",
"278",
"315",
"344",
"375",
"519",
"576",
"737",
"884",
"1090",
"1219",
"1612",
"1750",
"2082",
"2246",
"2601",
"3020",
"3269",
"3468",
"3710",
"3833",
"3981",
"3839",
"3911",
"3858",
"3753",
"3407",
"3166",
"2936",
"2728",
"2169",
"1962",
"1660",
"1457",
"1132",
"892",
"711",
"577",
"465",
"391",
"325",
"218",
"188",
"143",
"104",
"103",
"76",
"69",
"75",
"80",
"74",
"71",
"70",
"78",
"61",
"64",
"94",
"73",
"83",
"86",
"83",
"89",
"73",
"84",
"64",
"70",
"63",
"60",
"65",
"68",
"65",
"78",
"76",
"60",
"42",
"59",
"54",
"46",
"52",
"53",
"56",
"50",
"59",
"55",
"48",
"57",
"48",
"40",
"57",
"67",
"54",
"44",
"51",
"45",
"39",
"50",
"58",
"44",
"51",
"41",
"49",
"38",
"43",
"51",
"35",
"48",
"32",
"54",
"43",
"53",
"46",
"55",
"51",
"66",
"43",
"52",
"52",
"62",
"45",
"47",
"59",
"53",
"59",
"66",
"62",
"55",
"54",
"42",
"63",
"55",
"56",
"54",
"48",
"59",
"50",
"48",
"57",
"53",
"48",
"68",
"54",
"53",
"55",
"48",
"75",
"57",
"63",
"58",
"56",
"59",
"49",
"71",
"67",
"66",
"58",
"67",
"58",
"69",
"65",
"59",
"71",
"69",
"53",
"66",
"60",
"62",
"51",
"42",
"56",
"58",
"56",
"61",
"58",
"66",
"64",
"80",
"72",
"60",
"42",
"64",
"57",
"67",
"57",
"51",
"51",
"64",
"51",
"55",
"48",
"58",
"60",
"54",
"66",
"54",
"66",
"60",
"50",
"46",
"52",
"58",
"59",
"45",
"50",
"42",
"51",
"47",
"45",
"39",
"44",
"51",
"48",
"44",
"40",
"51",
"42",
"54",
"39",
"45",
"55",
"43",
"58",
"50",
"45",
"47",
"35",
"46",
"39",
"58",
"36",
"51",
"56",
"61",
"49",
"46",
"45",
"54",
"50",
"48",
"53",
"53",
"51",
"53",
"52",
"47",
"48",
"36",
"62",
"51",
"54",
"52",
"46",
"56",
"50",
"54",
"63",
"49",
"49",
"54",
"57",
"58",
"47",
"57",
"49",
"52",
"51",
"46",
"43",
"42",
"48",
"60",
"44",
"62",
"50",
"55",
"53",
"51",
"49",
"52",
"55",
"41",
"54",
"38",
"55",
"51",
"61",
"48",
"41",
"38",
"46",
"63",
"34",
"49",
"33",
"52",
"44",
"55",
"50",
"50",
"48",
"56",
"37",
"61",
"41",
"46",
"53",
"51",
"51",
"46",
"54",
"56",
"57",
"41",
"41",
"55",
"41",
"57",
"48",
"47",
"48",
"47",
"61",
"55",
"57",
"49",
"50",
"59",
"49",
"41",
"59",
"50",
"50",
"53",
"54",
"46",
"43",
"51",
"44",
"56",
"49",
"39",
"46",
"54",
"52",
"53",
"59",
"51",
"48",
"51",
"41",
"54",
"45",
"41",
"57",
"47",
"55",
"44",
"38",
"54",
"32",
"39",
"47",
"52",
"34",
"36",
"49",
"50",
"45",
"44",
"50",
"49",
"52",
"50",
"49",
"49",
"43",
