"Sample    : Mn_34675_8p",
"Operator  : américo",
"Comment  : micromatter ug/cm2",
"Group     : kerr2007ag180cal_lt",
"Date       : 2014-03-18 10:59:28",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  237-Auto Al  0 - 20    0.8 - 1.2   Live -  179   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"1",
"8",
"6",
"10",
"15",
"8",
"13",
"13",
"6",
"7",
"9",
"11",
"8",
"14",
"9",
"14",
"12",
"10",
"10",
"12",
"8",
"10",
"7",
"14",
"7",
"9",
"8",
"11",
"12",
"6",
"11",
"9",
"13",
"15",
"16",
"18",
"10",
"14",
"15",
"6",
"14",
"8",
"9",
"7",
"8",
"5",
"10",
"6",
"15",
"10",
"7",
"5",
"5",
"4",
"7",
"5",
"8",
"6",
"7",
"11",
"9",
"10",
"7",
"5",
"9",
"13",
"9",
"11",
"13",
"8",
"5",
"11",
"8",
"9",
"12",
"9",
"6",
"9",
"10",
"10",
"9",
"8",
"13",
"10",
"9",
"7",
"13",
"15",
"8",
"12",
"9",
"8",
"7",
"4",
"9",
"11",
"6",
"8",
"11",
"11",
"8",
"7",
"5",
"16",
"10",
"11",
"15",
"8",
"6",
"5",
"15",
"17",
"12",
"8",
"22",
"9",
"17",
"22",
"20",
"11",
"14",
"15",
"18",
"16",
"16",
"13",
"16",
"12",
"10",
"19",
"13",
"13",
"9",
"6",
"8",
"12",
"12",
"15",
"11",
"23",
"14",
"13",
"12",
"10",
"19",
"10",
"16",
"20",
"17",
"15",
"14",
"11",
"14",
"7",
"14",
"11",
"14",
"15",
"15",
"17",
"16",
"19",
"21",
"30",
"27",
"32",
"43",
"54",
"50",
"59",
"63",
"83",
"66",
"41",
"54",
"41",
"31",
"30",
"24",
"28",
"24",
"13",
"16",
"14",
"16",
"13",
"16",
"14",
"17",
"16",
"7",
"12",
"16",
"17",
"14",
"14",
"11",
"14",
"9",
"11",
"9",
"8",
"10",
"11",
"8",
"16",
"9",
"9",
"9",
"8",
"10",
"10",
"10",
"8",
"11",
"9",
"7",
"10",
"13",
"14",
"15",
"9",
"8",
"11",
"15",
"11",
"10",
"6",
"9",
"14",
"9",
"10",
"8",
"8",
"11",
"11",
"15",
"18",
"15",
"16",
"21",
"20",
"15",
"11",
"11",
"10",
"17",
"11",
"15",
"11",
"16",
"8",
"11",
"12",
"9",
"17",
"12",
"9",
"8",
"18",
"11",
"21",
"16",
"9",
"12",
"16",
"11",
"18",
"14",
"18",
"11",
"12",
"17",
"10",
"15",
"21",
"7",
"15",
"11",
"13",
"20",
"9",
"10",
"16",
"12",
"15",
"9",
"15",
"13",
"17",
"17",
"17",
"13",
"11",
"20",
"9",
"6",
"23",
"18",
"8",
"8",
"14",
"14",
"13",
"21",
"15",
"12",
"8",
"13",
"14",
"16",
"17",
"19",
"15",
"18",
"17",
"22",
"11",
"13",
"10",
"18",
"25",
"18",
"34",
"36",
"41",
"53",
"71",
"88",
"113",
"155",
"179",
"265",
"328",
"371",
"446",
"522",
"575",
"578",
"630",
"662",
"575",
"602",
"551",
"504",
"343",
"300",
"248",
"208",
"145",
"118",
"113",
"70",
"43",
"58",
"47",
"29",
"36",
"52",
"44",
"50",
"41",
"52",
"67",
"64",
"56",
"77",
"62",
"78",
"95",
"117",
"83",
"102",
"101",
"98",
"118",
"143",
"134",
"127",
"135",
"154",
"129",
"209",
"183",
"151",
"167",
"146",
"160",
"157",
"144",
"141",
"100",
"114",
"75",
"82",
"53",
"53",
"47",
"42",
"30",
"31",
"33",
"42",
"32",
"28",
"38",
"42",
"38",
"34",
"41",
"26",
"34",
"37",
"38",
"47",
"36",
"47",
"39",
"42",
"45",
"48",
"44",
"37",
"40",
"54",
"41",
"40",
"57",
"47",
"36",
"48",
"48",
"50",
"53",
"40",
"50",
"51",
"61",
"67",
"58",
"56",
"58",
"50",
"55",
"53",
"50",
"60",
"59",
"55",
"60",
"55",
"63",
"51",
"40",
"41",
"73",
"54",
"60",
"53",
"40",
"67",
"34",
"43",
"52",
"60",
"55",
"42",
"49",
"63",
"48",
"61",
"60",
"57",
"54",
"44",
"73",
"67",
"56",
"64",
"75",
"59",
"57",
"80",
"56",
"56",
"59",
"58",
"61",
"65",
"62",
"58",
"66",
"70",
"67",
"56",
"57",
"63",
"57",
"60",
"69",
"71",
"73",
"46",
"66",
"55",
"66",
"76",
"57",
"68",
"64",
"78",
"70",
"88",
"82",
"110",
"74",
"69",
"93",
"82",
"94",
"90",
"91",
"96",
"95",
"104",
"90",
"99",
"108",
"137",
"118",
"127",
"139",
"150",
"151",
"172",
"180",
"178",
"198",
"268",
"300",
"388",
"486",
"742",
"996",
"1434",
"1928",
"2813",
"3847",
"5535",
"6692",
"9383",
"11556",
"14576",
"16717",
"20887",
"23538",
"27431",
"28161",
"31593",
"32247",
"33510",
"31828",
"32613",
"29234",
"28130",
"23976",
"21554",
"18199",
"15841",
"12320",
"10332",
"7928",
"5980",
"4281",
"3275",
"2242",
"1638",
"1069",
"771",
"542",
"388",
"261",
"218",
"172",
"139",
"113",
"131",
"119",
"124",
"136",
"122",
"118",
"143",
"132",
"147",
"150",
"177",
"160",
"200",
"213",
"230",
"246",
"321",
"411",
"491",
"582",
"716",
"877",
"1085",
"1381",
"1770",
"1986",
"2391",
"2606",
"3116",
"3362",
"3829",
"3761",
"4117",
"4169",
"4307",
"3872",
"3901",
"3627",
"3359",
"2916",
"2753",
"2203",
"1925",
"1591",
"1242",
"970",
"797",
"559",
"418",
"357",
"277",
"189",
"170",
"130",
"93",
"79",
"80",
"66",
"70",
"61",
"50",
"54",
"48",
"57",
"40",
"58",
"51",
"63",
"42",
"51",
"43",
"57",
"63",
"59",
"60",
"51",
"55",
"45",
"52",
"50",
"60",
"56",
"51",
"54",
"45",
"55",
"54",
"45",
"48",
"63",
"58",
"45",
"56",
"46",
"41",
"46",
"41",
"54",
"52",
"47",
"58",
"54",
"50",
"38",
"47",
"60",
"47",
"48",
"55",
"45",
"65",
"53",
"45",
"49",
"49",
"56",
"52",
"48",
"57",
"58",
"38",
"47",
"58",
"56",
"59",
"49",
"57",
"44",
"66",
"47",
"58",
"54",
"49",
"36",
"57",
"40",
"52",
"66",
"39",
"50",
"62",
"67",
"50",
"43",
"58",
"51",
"57",
"45",
"53",
"50",
"66",
"55",
"47",
"65",
"51",
"48",
"56",
"59",
"66",
"60",
"67",
"44",
"64",
"47",
"56",
"65",
"72",
"62",
"72",
"61",
"69",
"71",
"68",
"75",
"71",
"78",
"85",
"71",
"84",
"78",
"70",
"91",
"81",
"69",
"76",
"77",
"101",
"83",
"88",
"93",
"75",
"101",
"103",
"59",
"86",
"78",
"72",
"62",
"80",
"67",
"68",
"58",
"45",
"61",
"50",
"61",
"51",
"51",
"54",
"55",
"41",
"53",
"36",
"61",
"53",
"53",
"48",
"65",
"49",
"46",
"51",
"58",
"43",
"50",
"45",
"60",
"53",
"47",
"45",
"59",
"60",
"45",
"71",
"73",
"56",
"63",
"66",
"67",
"70",
"70",
"70",
"77",
"91",
"77",
"78",
"105",
"86",
"68",
"86",
"89",
"89",
"87",
"88",
"84",
"88",
"88",
"55",
"63",
"73",
"68",
"63",
"66",
"49",
"53",
"66",
"70",
"60",
"53",
"66",
"49",
"61",
"53",
"42",
"63",
"64",
"62",
"59",
"71",
"60",
"48",
"61",
"66",
"55",
"55",
"56",
"62",
"55",
"51",
"56",
"68",
"68",
"55",
"53",
"63",
"48",
"41",
"57",
"52",
"58",
"52",
"61",
"41",
"47",
"59",
"54",
"44",
"50",
"49",
"48",
"51",
"65",
"57",
"55",
"49",
"66",
"58",
"69",
"43",
"45",
"49",
"56",
"61",
"62",
"60",
"74",
"60",
"64",
"60",
"45",
"55",
"46",
"57",
"53",
"69",
"41",
"58",
"55",
"64",
"60",
"63",
"61",
"72",
"51",
"57",
"44",
"64",
"58",
"53",
"55",
"57",
"62",
"53",
"57",
"46",
"48",
"50",
"60",
"51",
"55",
"49",
"62",
"59",
"54",
"61",
"61",
"54",
"42",
"44",
"41",
"56",
"58",
"58",
"56",
"37",
"57",
"46",
"63",
"54",
"45",
"41",
"56",
"71",
"63",
"47",
"56",
"47",
"49",
"47",
"49",
"40",
"52",
"50",
"52",
"55",
"58",
"47",
"57",
"43",
"51",
"46",
"57",
"49",
"55",
"52",
"57",
"54",
"57",
"49",
"62",
"42",
"50",
"51",
"50",
"51",
"38",
"48",
"54",
