"Sample    : Mn_34675_8p",
"48",
"56",
"56",
"45",
"48",
"63",
"50",
"71",
"34",
"41",
"50",
"42",
"50",
"49",
"50",
"46",
"59",
"66",
"50",
"52",
"53",
"56",
"48",
"56",
"46",
"59",
"52",
"43",
"58",
"54",
"47",
"51",
"44",
"46",
"53",
"40",
"46",
"51",
"44",
"54",
"49",
"47",
"40",
"52",
"56",
"49",
"53",
"43",
"56",
"46",
"59",
"61",
"45",
"53",
"47",
"56",
"68",
"48",
"58",
"54",
"49",
"52",
"53",
"49",
"45",
"64",
"35",
"40",
"44",
"45",
"50",
"47",
"54",
"60",
"45",
"44",
"53",
"43",
"31",
"48",
"47",
"43",
"39",
"48",
"54",
"50",
"53",
"47",
"54",
"50",
"47",
"36",
"54",
"58",
"36",
"56",
"35",
"52",
"51",
"54",
"45",
"48",
"54",
"44",
"39",
"50",
"48",
"54",
"54",
"60",
"52",
"42",
"45",
"48",
"53",
"41",
"55",
"40",
"51",
"55",
"57",
"45",
"55",
"53",
"52",
"42",
"48",
"55",
"58",
"48",
"58",
"51",
"62",
"72",
"62",
"61",
"76",
"69",
"85",
"70",
"95",
"86",
"75",
"86",
"77",
"87",
"69",
"88",
"101",
"94",
"83",
"93",
"88",
"87",
"77",
"84",
"65",
"74",
"72",
"70",
"73",
"56",
"65",
"68",
"63",
"64",
"54",
"54",
"63",
"49",
"41",
"54",
"44",
"50",
"51",
"50",
"47",
"44",
"48",
"44",
"59",
"55",
"40",
"48",
"34",
"56",
"37",
"39",
"44",
"43",
"46",
"40",
"41",
"41",
"48",
"55",
"59",
"54",
"70",
"69",
"61",
"60",
"49",
"62",
"67",
"53",
"65",
"46",
"51",
"58",
"45",
"63",
"54",
"47",
"47",
"59",
"64",
"67",
"36",
"53",
"57",
"44",
"43",
"39",
"42",
"49",
"48",
"44",
"46",
"49",
"39",
"58",
"48",
"45",
"44",
"44",
"43",
"46",
"48",
"39",
"42",
"49",
"34",
"41",
"50",
"51",
"42",
"34",
"47",
"40",
"47",
"45",
"55",
"55",
"40",
"42",
"54",
"47",
"40",
"53",
"59",
"37",
"45",
"41",
"44",
"51",
"33",
"58",
"40",
"37",
"38",
"45",
"34",
"41",
"47",
"48",
"49",
"40",
"34",
"55",
"49",
"44",
"31",
"44",
"30",
"52",
"34",
"50",
"44",
"49",
"44",
"44",
"38",
"39",
"45",
"54",
"46",
"54",
"44",
"45",
"48",
"55",
"40",
"31",
"40",
"49",
"33",
"42",
"61",
"39",
"37",
"49",
"51",
"36",
"45",
"39",
"30",
"51",
"46",
"46",
"29",
"44",
"44",
"39",
"45",
"38",
"30",
"47",
"39",
"51",
"31",
"43",
"36",
"39",
"48",
"49",
"43",
"41",
"34",
"40",
"33",
"29",
"48",
"41",
"47",
"47",
"39",
"35",
"47",
"34",
"42",
"36",
"41",
"49",
"42",
"39",
"33",
"55",
"29",
"35",
"36",
"31",
"36",
"35",
"41",
"51",
"47",
"30",
"45",
"30",
"29",
"53",
"33",
"43",
"33",
"39",
"32",
"39",
"49",
"35",
"38",
"33",
"29",
"54",
"43",
"47",
"40",
"40",
"30",
"42",
"39",
"41",
"45",
"38",
"32",
"35",
"45",
"47",
"36",
"43",
"37",
"42",
"33",
"41",
"39",
"43",
"31",
"33",
"41",
"42",
"37",
"40",
"41",
"26",
"42",
"34",
"36",
"35",
"36",
"39",
"42",
"46",
"45",
"36",
"40",
"36",
"35",
"32",
"42",
"48",
"45",
"27",
"36",
"50",
"35",
"48",
"33",
"36",
"38",
"35",
"31",
"35",
"36",
"36",
"42",
"41",
"29",
"48",
"39",
"27",
"32",
"43",
"44",
"40",
"40",
"32",
"37",
"26",
"36",
"29",
"45",
"33",
"37",
"36",
"25",
"33",
"34",
"43",
"27",
"30",
"43",
"41",
"38",
"52",
"32",
"23",
"37",
"36",
"42",
"36",
"27",
"28",
"36",
"28",
"29",
"40",
"37",
"33",
"40",
"29",
"42",
"40",
"43",
"35",
"34",
"40",
"35",
"36",
"38",
"32",
"28",
"35",
"38",
"29",
"41",
"37",
"33",
"37",
"38",
"42",
"28",
"39",
"23",
"17",
"23",
"28",
"34",
"24",
"44",
"34",
"33",
"29",
"41",
"42",
"27",
"30",
"33",
"36",
"40",
"34",
"42",
"39",
"30",
"41",
"32",
"38",
"31",
"38",
"29",
"27",
"26",
"30",
"35",
"33",
"36",
"29",
"34",
"32",
"42",
"30",
"26",
"40",
"23",
"30",
"32",
"30",
"43",
"25",
"26",
"38",
"35",
"33",
"29",
"45",
"28",
"39",
"28",
"27",
"35",
"38",
"38",
"41",
"32",
"27",
"26",
"29",
"39",
"29",
"42",
"27",
"35",
"27",
"42",
"35",
"25",
"32",
"35",
"33",
"29",
"40",
"22",
"22",
"28",
"34",
"40",
"30",
"34",
"30",
"28",
"38",
"28",
"31",
"25",
"30",
"24",
"35",
"32",
"29",
"34",
"29",
"30",
"35",
"24",
"27",
"30",
"35",
"37",
"32",
"41",
"33",
"27",
"33",
"36",
"29",
"28",
"31",
"28",
"34",
"37",
"30",
"29",
"35",
"35",
"28",
"28",
"39",
"34",
"43",
"31",
"25",
"36",
"21",
"40",
"30",
"33",
"26",
"27",
"41",
"24",
"33",
"34",
"25",
"29",
"33",
"32",
"33",
"50",
"32",
"35",
"26",
"32",
"29",
"31",
"28",
"38",
"23",
"31",
"39",
"27",
"33",
"31",
"20",
"25",
"35",
"27",
"39",
"28",
"30",
"27",
"25",
"36",
"33",
"26",
"29",
"28",
"43",
"26",
"29",
"37",
"47",
"34",
"31",
"47",
"33",
"27",
"24",
"31",
"40",
"37",
"30",
"36",
"32",
"32",
"23",
"27",
"37",
"26",
"34",
"24",
"40",
"34",
"33",
"34",
"35",
"29",
"39",
"24",
"33",
"38",
"31",
"30",
"30",
"24",
"42",
"28",
"30",
"23",
"37",
"28",
"31",
"23",
"27",
"30",
"19",
"30",
"23",
"34",
"32",
"44",
"44",
"34",
"38",
"28",
"26",
"27",
"33",
"27",
"32",
"32",
"29",
"31",
"35",
"25",
"35",
"21",
"26",
"37",
"31",
"30",
"28",
"37",
"23",
"34",
"27",
"37",
"45",
"29",
"39",
"26",
"29",
"32",
"37",
"36",
"28",
"35",
"39",
"42",
"29",
"36",
"37",
"39",
"33",
"31",
"35",
"36",
"47",
"33",
"41",
"39",
"40",
"39",
"29",
"40",
"42",
"28",
"45",
"36",
"36",
"42",
"39",
"23",
"34",
"30",
"35",
"35",
"45",
"34",
"42",
"31",
"51",
"45",
"46",
"39",
"36",
"36",
"55",
"49",
"43",
"44",
"46",
"38",
"36",
"31",
"50",
"47",
"38",
"41",
"56",
"39",
"50",
"36",
"69",
"50",
"63",
"51",
"56",
"61",
"65",
"64",
"63",
"69",
"71",
"69",
"81",
"89",
"76",
"75",
"92",
"85",
"88",
"85",
"92",
"88",
"86",
"99",
"128",
"117",
"107",
"126",
"118",
"152",
"143",
"118",
"149",
"135",
"154",
"142",
"164",
"169",
"168",
"175",
"198",
"179",
"208",
"198",
"212",
"172",
"222",
"200",
"210",
"229",
"216",
"190",
"188",
"220",
"205",
"232",
"213",
"238",
"210",
"209",
"216",
"185",
"208",
"214",
"213",
"178",
"197",
"186",
"182",
"189",
"177",
"161",
"177",
"183",
"192",
"149",
"159",
"152",
"117",
"154",
"145",
"150",
"140",
"116",
"128",
"108",
"106",
"106",
"96",
"105",
"100",
"85",
"78",
"78",
"66",
"91",
"72",
"71",
"53",
"74",
"60",
"69",
"53",
"44",
"40",
"57",
"55",
"45",
"49",
"51",
"55",
"47",
"36",
"54",
"53",
"43",
"39",
"44",
"36",
"38",
"45",
"42",
"58",
"57",
"59",
"65",
"76",
"55",
"56",
"80",
"68",
"57",
"85",
"72",
"93",
"90",
"97",
"101",
"100",
"107",
"99",
"118",
"109",
"89",
"94",
"100",
"110",
"93",
"102",
"89",
"91",
"101",
"103",
"119",
"79",
"96",
"73",
"88",
"74",
"77",
"69",
"70",
"69",
"69",
"50",
"55",
"31",
"50",
"34",
"48",
"40",
"32",
"38",
"41",
"20",
"31",
"25",
"30",
"31",
"17",
"23",
"35",
"39",
"21",
"14467",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  P , Ca, Mn, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    P Ka         2.00     0.019",
"                      CaKa         3.69     0.198",
"                      CaKb         3.98     0.023",
"                      MnKaESC      4.12     0.051",
"                      MnKa         5.90    12.036",
"                      MnKb         6.48     1.575",
"                      RuKa        19.19     0.087",
"                      ----        19.46     0.035",
"                      ----        20.02     0.035",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
