Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    10
  12,      1.254,        171,         62,       1.25
  13,      1.487,         78,         63,       0.92
  19,      3.313,       1612,         79,       2.49
  20,      3.691,        403,         79,       1.34
  24,      5.412,        391,        170,       3.36
  26,      6.399,       2879,        229,       2.28
  29,      8.041,       7747,        421,       1.44
  30,      8.631,       2745,        408,       1.40
  45,      2.696,        621,         62,       3.03
  58,      4.838,        701,        219,       1.52
