Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    13
  13,      1.487,        191,         57,       0.83
  19,      3.313,        249,         60,       2.35
  20,      3.691,        212,         69,       0.93
  23,      4.950,        239,        130,       0.99
  24,      5.412,        674,        152,       1.71
  25,      5.895,        305,        172,       1.47
  26,      6.399,       2216,        206,       1.17
  27,      6.925,       1083,        218,       1.52
  28,      7.472,        667,        373,       1.47
  29,      8.041,       6590,        377,       1.81
  30,      8.631,       2275,        364,       1.64
  45,      2.696,        429,         54,       1.93
  58,      4.838,        452,        194,       1.49
