Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    15
  11,      1.041,        183,         58,       0.95
  12,      1.254,        177,         59,       1.93
  13,      1.487,       1861,         75,       0.95
  14,      1.740,       6648,        103,       1.20
  15,      2.013,        113,         62,       1.12
  16,      2.307,       3412,         85,       1.24
  17,      2.622,       8042,        128,       2.47
  19,      3.313,      18378,        155,       2.14
  20,      3.691,      22368,        175,       1.88
  22,      4.509,       3459,        159,       1.77
  23,      4.950,        169,        138,       1.39
  24,      5.412,        918,        152,       0.79
  25,      5.895,       1270,        179,       2.22
  45,      2.696,        687,         81,       2.12
  56,      4.464,        790,        196,       2.19
