Acquisition date and time: 00-00-   0 (00:00:00)
Live Time:,        0
Real Time:,        0
 
Photopeaks:,    14
  11,      1.041,        215,         64,       0.76
  12,      1.254,        106,         63,       1.50
  13,      1.487,        932,         71,       1.19
  14,      1.740,       3019,         87,       2.00
  15,      2.013,         33,         67,       1.43
  16,      2.307,       7790,        112,       1.79
  17,      2.622,       9208,        138,       1.93
  19,      3.313,      25408,        177,       3.29
  20,      3.691,      11152,        142,       1.22
  22,      4.509,       1315,        153,       1.66
  24,      5.412,       1074,        163,       0.92
  25,      5.895,       1160,        189,       2.15
  45,      2.696,        798,         87,       1.52
  56,      4.464,        693,        199,       1.74
