**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 17

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 18.58700, 17.89100, 18.60575, 18.64850, 18.76025, 28.53500, 20.36900,  3.82517,  0.18779,  0.20580
Na,  0.01035,  0.00000,  0.01037,  0.01045,  0.01071,  0.01445,  0.00966,  0.00443,  0.45910,  0.42854
Mg,  0.07713,  0.06927,  0.07720,  0.07738,  0.07776,  0.15582,  0.09053,  0.03034,  0.33514,  0.39337
Al,  0.47753,  0.42455,  0.47788,  0.47892,  0.48101,  0.88960,  0.54548,  0.15917,  0.29180,  0.33332
Si,  1.67170,  1.54020,  1.67353,  1.67695,  1.68568,  2.89300,  1.88010,  0.47233,  0.25123,  0.28255
P,  0.00141,  0.00000,  0.00028,  0.00141,  0.00141,  0.00142,  0.00097,  0.00063,  0.65487,  0.44742
S,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Cl,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.02320,  0.00326,  0.00799,  2.44855,  0.00000
K,  0.12763,  0.11853,  0.12777,  0.12805,  0.12877,  0.20934,  0.14168,  0.03178,  0.22430,  0.24900
Ca,  0.56284,  0.56284,  0.56395,  0.56502,  0.59251,  0.83545,  0.61850,  0.10188,  0.16472,  0.18101
Ti,  0.06407,  0.06096,  0.06413,  0.06427,  0.06461,  0.10529,  0.07134,  0.01583,  0.22192,  0.24711
V,  0.00145,  0.00134,  0.00145,  0.00146,  0.00147,  0.00223,  0.00158,  0.00030,  0.19234,  0.20958
Mn,  0.01324,  0.01280,  0.01325,  0.01328,  0.01336,  0.02102,  0.01465,  0.00299,  0.20414,  0.22589
Fe,  0.80885,  0.75338,  0.80972,  0.81151,  0.81636,  1.23050,  0.88053,  0.16472,  0.18707,  0.20364
Zn,  0.00273,  0.00053,  0.00273,  0.00273,  0.00274,  0.00435,  0.00258,  0.00109,  0.42070,  0.39836
Br,  0.00064,  0.00064,  0.00064,  0.00065,  0.00066,  0.00080,  0.00067,  0.00006,  0.08391,  0.08812
Pb,  0.00119,  0.00119,  0.00119,  0.00119,  0.00137,  0.00138,  0.00125,  0.00008,  0.06701,  0.07053

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 19.66800,  3.38810, 19.64525, 19.68000, 19.70600, 19.86700, 16.65882,  6.27353,  0.37659,  0.31897
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg,  0.18495,  0.10463,  0.18236,  0.18500,  0.18516,  0.18552,  0.17053,  0.02929,  0.17177,  0.15837
Al,  1.19020,  0.76088,  1.17333,  1.19050,  1.19150,  1.19330,  1.11324,  0.15536,  0.13956,  0.13053
Si,  2.86230,  1.32120,  2.84460,  2.86305,  2.86535,  2.86980,  2.57522,  0.58927,  0.22882,  0.20587
P,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
S,  0.01341,  0.01081,  0.01343,  0.01346,  0.01355,  0.03973,  0.01730,  0.00905,  0.52330,  0.67522
Cl,  0.22888,  0.21144,  0.22869,  0.22882,  0.22900,  0.38334,  0.25389,  0.05864,  0.23096,  0.25620
K,  0.16991,  0.06861,  0.16842,  0.16998,  0.17014,  0.17049,  0.15093,  0.03888,  0.25760,  0.22882
Ca,  0.69919,  0.27114,  0.69726,  0.69934,  0.69961,  0.70054,  0.62785,  0.14799,  0.23570,  0.21165
Ti,  0.09893,  0.04508,  0.09851,  0.09896,  0.09902,  0.09916,  0.08870,  0.02104,  0.23719,  0.21266
V,  0.00134,  0.00000,  0.00134,  0.00134,  0.00134,  0.00136,  0.00108,  0.00054,  0.49697,  0.40138
Mn,  0.01445,  0.00251,  0.01444,  0.01446,  0.01449,  0.01460,  0.01220,  0.00470,  0.38502,  0.32502
Fe,  0.77131,  0.03108,  0.77045,  0.77179,  0.77288,  0.78360,  0.63270,  0.29005,  0.45843,  0.37605
Zn,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00355,  0.00051,  0.00124,  2.44639,  0.00000
Br,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Pb,  0.00107,  0.00058,  0.00105,  0.00107,  0.00107,  0.00107,  0.00103,  0.00011,  0.10638,  0.10274

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  5.57070,  5.28850,  5.55913,  5.57280,  5.57820,  7.60320,  5.89714,  0.74149,  0.12574,  0.13311
Na,  0.51745,  0.49627,  0.51252,  0.51707,  0.51743,  0.51762,  0.51322,  0.00750,  0.01461,  0.01449
Mg,  0.03311,  0.02559,  0.03343,  0.03409,  0.03598,  0.03908,  0.03387,  0.00370,  0.10926,  0.11177
Al,  0.04080,  0.00774,  0.04340,  0.04953,  0.06632,  0.18325,  0.07018,  0.05577,  0.79475,  1.36707
Si,  0.14908,  0.09543,  0.15306,  0.16238,  0.18786,  0.43079,  0.20191,  0.10680,  0.52894,  0.71638
P,  0.00000,  0.00000,  0.00000,  0.00000,  0.00047,  0.00320,  0.00055,  0.00103,  1.88132,  0.00000
S,  0.05124,  0.04057,  0.04928,  0.05113,  0.05124,  0.05316,  0.04938,  0.00386,  0.07812,  0.07527
Cl,  1.04170,  0.98035,  1.04208,  1.04490,  1.04970,  1.06130,  1.04099,  0.01921,  0.01846,  0.01844
K,  0.00000,  0.00000,  0.00000,  0.00000,  0.00009,  0.00284,  0.00027,  0.00072,  2.67563,  0.00000
Ca,  0.14248,  0.12680,  0.14365,  0.14475,  0.16131,  0.20490,  0.15487,  0.02202,  0.14221,  0.15458
Ti,  0.00401,  0.00230,  0.00413,  0.00442,  0.00511,  0.01457,  0.00605,  0.00388,  0.64016,  0.96707
V,  0.00007,  0.00006,  0.00007,  0.00007,  0.00007,  0.00023,  0.00010,  0.00006,  0.63231,  0.87015
Mn,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00091,  0.00013,  0.00031,  2.32987,  0.00000
Fe,  0.10822,  0.10328,  0.10720,  0.10767,  0.11039,  0.21500,  0.12665,  0.04005,  0.31621,  0.37006
Zn,  0.00001,  0.00000,  0.00000,  0.00000,  0.00000,  0.00122,  0.00012,  0.00037,  3.04200, 31.67484
Br,  0.00122,  0.00078,  0.00120,  0.00120,  0.00122,  0.00125,  0.00113,  0.00017,  0.15123,  0.14055
Pb,  0.00014,  0.00013,  0.00014,  0.00014,  0.00018,  0.00032,  0.00017,  0.00005,  0.32334,  0.37847

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  1.95990,  0.78673,  1.63183,  1.93605,  1.94885,  1.95990,  1.78089,  0.28506,  0.16007,  0.14545
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg,  0.04292,  0.03816,  0.04185,  0.04273,  0.04291,  0.06760,  0.04388,  0.00614,  0.13990,  0.14306
Al,  0.07208,  0.00000,  0.06348,  0.06922,  0.07188,  0.14258,  0.06374,  0.03229,  0.50663,  0.44804
Si,  0.23544,  0.12824,  0.22176,  0.23130,  0.23516,  0.39765,  0.22719,  0.05684,  0.25017,  0.24140
P,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
S,  0.12146,  0.12025,  0.12165,  0.12178,  0.12355,  0.13319,  0.12317,  0.00303,  0.02460,  0.02495
Cl,  0.13372,  0.00000,  0.10123,  0.13036,  0.13207,  0.13372,  0.11151,  0.03442,  0.30863,  0.25737
K,  0.15879,  0.15701,  0.15898,  0.15916,  0.16247,  0.18628,  0.16187,  0.00644,  0.03980,  0.04058
Ca,  0.20211,  0.02758,  0.16121,  0.19879,  0.20053,  0.20211,  0.17904,  0.04020,  0.22454,  0.19891
Ti,  0.00934,  0.00488,  0.00851,  0.00904,  0.00920,  0.00934,  0.00835,  0.00148,  0.17687,  0.15815
V,  0.00007,  0.00007,  0.00007,  0.00007,  0.00010,  0.00017,  0.00009,  0.00002,  0.27142,  0.32269
Mn,  0.00261,  0.00252,  0.00258,  0.00260,  0.00261,  0.00261,  0.00259,  0.00003,  0.01031,  0.01024
Fe,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Zn,  0.00821,  0.00199,  0.00785,  0.00813,  0.00818,  0.00821,  0.00762,  0.00141,  0.18569,  0.17222
Br,  0.00379,  0.00374,  0.00379,  0.00380,  0.00381,  0.00406,  0.00384,  0.00010,  0.02697,  0.02732
Pb,  0.00224,  0.00150,  0.00219,  0.00223,  0.00224,  0.00224,  0.00217,  0.00017,  0.07900,  0.07642

Factor 5,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  6.74970,  4.04520,  6.57705,  6.66590,  6.72235, 11.46100,  6.90503,  2.00986,  0.29107,  0.29777
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Al,  0.17259,  0.16515,  0.17173,  0.17240,  0.22039,  0.43572,  0.21687,  0.09147,  0.42175,  0.52996
Si,  0.39584,  0.33098,  0.39030,  0.39355,  0.54624,  0.69836,  0.45584,  0.11353,  0.24905,  0.28680
P,  0.00000,  0.00000,  0.00000,  0.00000,  0.00473,  0.00957,  0.00212,  0.00359,  1.68889,  0.00000
S,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.03204,  0.00475,  0.01159,  2.44244,  0.00000
Cl,  0.34525,  0.21253,  0.34357,  0.34423,  0.34516,  0.42838,  0.33524,  0.05719,  0.17059,  0.16564
K,  0.00940,  0.00520,  0.00890,  0.00916,  0.03043,  0.04676,  0.01736,  0.01411,  0.81255,  1.50042
Ca,  0.52881,  0.42802,  0.52074,  0.52460,  0.52739,  0.58516,  0.51861,  0.03937,  0.07592,  0.07446
Ti,  0.02753,  0.02496,  0.02720,  0.02739,  0.02978,  0.03906,  0.02924,  0.00402,  0.13757,  0.14615
V,  0.00007,  0.00000,  0.00006,  0.00007,  0.00007,  0.00063,  0.00013,  0.00020,  1.49297,  2.67938
Mn,  0.00350,  0.00031,  0.00339,  0.00345,  0.00348,  0.00648,  0.00337,  0.00166,  0.49159,  0.47288
