8                    2,0.00136,0.33736,0.03140,0.12977,0.02579,0.39728,0.28820,0.04441,0.06767,0.09066,0.01177,0.04162,0.07324,0.06367,0.21839,0.26584,0.00568,
8                    3,0.00133,0.31214,0.02882,0.12557,0.02469,0.34852,0.27936,0.04247,0.06056,0.08788,0.01103,0.03445,0.06645,0.06126,0.20860,0.24475,0.00502,
8                    4,0.00142,0.34508,0.03312,0.13015,0.02552,0.40192,0.28480,0.04489,0.06825,0.09391,0.01168,0.04214,0.07473,0.06489,0.22562,0.26365,0.00566,
8                    5,0.00338,0.71056,0.25635,0.34547,0.09085,0.33999,0.29359,0.13267,0.14425,0.38141,0.04288,0.03405,0.10964,0.12526,0.73052,0.70418,0.02865,
8                    6,0.00323,0.69023,0.25921,0.32711,0.08782,0.32662,0.26651,0.12992,0.11656,0.35530,0.04036,0.03058,0.10188,0.12321,0.70891,0.60356,0.02606,
8                    7,0.00409,0.50289,0.15405,0.60836,0.09679,0.60179,0.38926,0.09052,0.13487,0.30434,0.02979,0.03801,0.15156,0.10330,0.44114,0.26642,0.00888,
9                    1,0.00001,0.00008,0.00010,0.00009,0.00007,0.00019,0.00004,0.00003,0.00006,0.00029,0.00006,0.00006,0.00007,0.00015,0.00037,0.00011,0.00003,
9                    2,0.00135,0.33597,0.03191,0.12978,0.02583,0.39429,0.28770,0.04483,0.06774,0.09050,0.01165,0.04127,0.07282,0.06319,0.22077,0.26086,0.00556,
9                    3,0.00133,0.31080,0.02933,0.12561,0.02474,0.34593,0.27883,0.04290,0.06069,0.08793,0.01092,0.03422,0.06606,0.06088,0.21118,0.23993,0.00492,
9                    4,0.00141,0.34374,0.03364,0.13016,0.02557,0.39893,0.28432,0.04531,0.06832,0.09384,0.01157,0.04179,0.07432,0.06444,0.22817,0.25873,0.00554,
9                    5,0.00336,0.70594,0.25477,0.34403,0.08975,0.33933,0.29354,0.13178,0.14365,0.37502,0.04249,0.03311,0.10879,0.12437,0.71639,0.69674,0.02819,
9                    6,0.00321,0.68598,0.25760,0.32567,0.08676,0.32609,0.26643,0.12908,0.11597,0.34914,0.03999,0.02971,0.10106,0.12235,0.69522,0.59659,0.02561,
9                    7,0.00407,0.50040,0.15302,0.60728,0.09612,0.60345,0.38968,0.08973,0.13435,0.30073,0.02954,0.03718,0.15118,0.10304,0.43394,0.26676,0.00884,
9                    8,0.00000,0.00007,0.00003,0.00005,0.00003,0.00006,0.00002,0.00002,0.00003,0.00006,0.00002,0.00003,0.00003,0.00005,0.00011,0.00008,0.00002,
10                    1,0.00002,0.00007,0.00020,0.00015,0.00008,0.00016,0.00004,0.00005,0.00004,0.00023,0.00008,0.00004,0.00009,0.00018,0.00030,0.00006,0.00003,
10                    2,0.00140,0.33697,0.03088,0.12961,0.02580,0.39469,0.28754,0.04519,0.06793,0.08999,0.01171,0.04090,0.07318,0.06322,0.22122,0.25764,0.00548,
10                    3,0.00137,0.31174,0.02842,0.12551,0.02473,0.34632,0.27860,0.04324,0.06087,0.08756,0.01101,0.03395,0.06642,0.06122,0.21171,0.23673,0.00486,
10                    4,0.00145,0.34481,0.03256,0.13001,0.02556,0.39938,0.28416,0.04567,0.06852,0.09336,0.01163,0.04141,0.07468,0.06446,0.22869,0.25556,0.00547,
10                    5,0.00335,0.70029,0.25926,0.34406,0.08971,0.33728,0.29197,0.13129,0.14351,0.37270,0.04281,0.03260,0.10818,0.12241,0.71261,0.69001,0.02790,
10                    6,0.00320,0.68046,0.26217,0.32571,0.08674,0.32418,0.26476,0.12858,0.11578,0.34696,0.04031,0.02922,0.10047,0.12040,0.69176,0.59007,0.02533,
10                    7,0.00404,0.49724,0.15624,0.60770,0.09602,0.60364,0.38833,0.08954,0.13429,0.29960,0.02981,0.03663,0.15059,0.10158,0.43393,0.26562,0.00891,
10                    8,0.00001,0.00019,0.00007,0.00014,0.00006,0.00015,0.00003,0.00004,0.00004,0.00009,0.00005,0.00007,0.00007,0.00020,0.00021,0.00017,0.00003,
10                    9,0.00001,0.00008,0.00007,0.00007,0.00004,0.00007,0.00003,0.00003,0.00002,0.00004,0.00004,0.00003,0.00004,0.00010,0.00007,0.00006,0.00002,
11                    1,0.00001,0.00014,0.00005,0.00011,0.00007,0.00014,0.00003,0.00004,0.00005,0.00016,0.00006,0.00006,0.00007,0.00017,0.00026,0.00014,0.00003,
11                    2,0.00138,0.33456,0.03331,0.12808,0.02541,0.39373,0.29044,0.04427,0.06793,0.09189,0.01117,0.04065,0.07270,0.06350,0.22056,0.26229,0.00552,
11                    3,0.00135,0.30940,0.03060,0.12379,0.02434,0.34549,0.28152,0.04235,0.06087,0.08951,0.01043,0.03359,0.06590,0.06107,0.21114,0.24131,0.00489,
11                    4,0.00144,0.34233,0.03512,0.12851,0.02516,0.39843,0.28705,0.04475,0.06851,0.09534,0.01110,0.04116,0.07419,0.06479,0.22805,0.26014,0.00551,
11                    5,0.00335,0.71393,0.24923,0.34573,0.08962,0.33616,0.29515,0.13373,0.14352,0.37127,0.04232,0.03374,0.10960,0.12544,0.71372,0.69899,0.02805,
11                    6,0.00320,0.69389,0.25200,0.32742,0.08657,0.32303,0.26783,0.13098,0.11585,0.34544,0.03985,0.03032,0.10184,0.12358,0.69278,0.59885,0.02549,
11                    7,0.00405,0.50686,0.14963,0.61111,0.09610,0.59989,0.38970,0.09129,0.13421,0.29692,0.02982,0.03771,0.15181,0.10339,0.43294,0.26767,0.00880,
11                    8,0.00001,0.00007,0.00011,0.00012,0.00006,0.00016,0.00004,0.00003,0.00003,0.00015,0.00006,0.00005,0.00006,0.00016,0.00022,0.00007,0.00002,
11                    9,0.00001,0.00007,0.00009,0.00012,0.00006,0.00011,0.00004,0.00004,0.00002,0.00007,0.00005,0.00004,0.00008,0.00015,0.00008,0.00004,0.00001,
11                    10,0.00002,0.00018,0.00022,0.00027,0.00010,0.00018,0.00005,0.00006,0.00004,0.00007,0.00010,0.00007,0.00015,0.00037,0.00014,0.00010,0.00003,
12                    1,0.00338,0.70270,0.24940,0.34283,0.08874,0.33314,0.29108,0.13363,0.14319,0.36041,0.04109,0.03330,0.10841,0.12244,0.69082,0.68246,0.02720,
12                    2,0.00565,1.26825,0.39395,0.63573,0.13645,0.56832,0.41971,0.24678,0.14371,0.46657,0.04680,0.05440,0.20974,0.16060,1.14700,0.54481,0.02293,
12                    3,0.00556,1.22000,0.38471,0.62783,0.13483,0.52809,0.42193,0.24074,0.14571,0.48534,0.04610,0.05273,0.20115,0.16477,1.15535,0.53201,0.02386,
12                    4,0.00568,1.27857,0.40057,0.63558,0.13658,0.57790,0.41382,0.24662,0.14386,0.47802,0.04740,0.05497,0.21181,0.16323,1.16706,0.54731,0.02314,
12                    5,0.00001,0.00009,0.00004,0.00004,0.00003,0.00014,0.00007,0.00004,0.00003,0.00004,0.00001,0.00003,0.00003,0.00005,0.00006,0.00007,0.00001,
12                    6,0.00006,0.00252,0.00147,0.00181,0.00079,0.01171,0.00854,0.00032,0.00295,0.00173,0.00030,0.00040,0.00111,0.00164,0.00477,0.01086,0.00022,
12                    7,0.00027,0.06665,0.05928,0.15954,0.03176,0.41957,0.16218,0.01618,0.01757,0.17288,0.01128,0.00658,0.05113,0.03556,0.29595,0.47396,0.01804,
12                    8,0.00341,0.70960,0.25734,0.34672,0.09089,0.33886,0.29257,0.13403,0.14496,0.38197,0.04295,0.03466,0.11012,0.12535,0.72916,0.70134,0.02860,
12                    9,0.00339,0.70499,0.25576,0.34529,0.08980,0.33822,0.29252,0.13313,0.14436,0.37557,0.04257,0.03371,0.10927,0.12446,0.71504,0.69394,0.02814,
12                    10,0.00338,0.69934,0.26027,0.34530,0.08976,0.33618,0.29097,0.13264,0.14423,0.37325,0.04288,0.03318,0.10865,0.12250,0.71123,0.68724,0.02786,
12                    11,0.00338,0.71299,0.25020,0.34700,0.08967,0.33506,0.29412,0.13509,0.14422,0.37181,0.04240,0.03435,0.11009,0.12551,0.71237,0.69617,0.02801,
13                    1,0.00001,0.00009,0.00010,0.00011,0.00008,0.00020,0.00003,0.00004,0.00006,0.00025,0.00006,0.00005,0.00006,0.00016,0.00036,0.00011,0.00003,
13                    2,0.00135,0.33657,0.03206,0.12987,0.02567,0.39558,0.28847,0.04473,0.06780,0.09079,0.01164,0.04113,0.07280,0.06345,0.22166,0.26123,0.00560,
13                    3,0.00132,0.31132,0.02948,0.12571,0.02460,0.34715,0.27954,0.04280,0.06074,0.08827,0.01091,0.03411,0.06605,0.06124,0.21206,0.24023,0.00497,
13                    4,0.00141,0.34434,0.03380,0.13026,0.02542,0.40023,0.28509,0.04522,0.06839,0.09416,0.01155,0.04164,0.07430,0.06470,0.22908,0.25911,0.00559,
13                    5,0.00337,0.70400,0.25454,0.34390,0.09004,0.33889,0.29339,0.13211,0.14353,0.37455,0.04253,0.03297,0.10881,0.12322,0.71604,0.69565,0.02816,
13                    6,0.00321,0.68405,0.25735,0.32564,0.08706,0.32564,0.26609,0.12939,0.11583,0.34866,0.04003,0.02958,0.10108,0.12129,0.69479,0.59546,0.02558,
13                    7,0.00408,0.49888,0.15279,0.60721,0.09625,0.60254,0.38855,0.09001,0.13424,0.29997,0.02955,0.03706,0.15121,0.10178,0.43337,0.26560,0.00891,
13                    8,0.00000,0.00008,0.00004,0.00006,0.00003,0.00007,0.00003,0.00002,0.00003,0.00007,0.00002,0.00004,0.00003,0.00008,0.00012,0.00008,0.00003,
13                    9,0.00000,0.00003,0.00001,0.00003,0.00002,0.00002,0.00002,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00003,0.00002,0.00002,0.00001,
13                    10,0.00001,0.00007,0.00006,0.00004,0.00003,0.00005,0.00003,0.00002,0.00002,0.00003,0.00003,0.00002,0.00004,0.00006,0.00006,0.00005,0.00001,
13                    11,0.00001,0.00009,0.00010,0.00017,0.00007,0.00013,0.00003,0.00003,0.00002,0.00006,0.00006,0.00005,0.00009,0.00021,0.00010,0.00005,0.00001,
13                    12,0.00340,0.70305,0.25553,0.34515,0.09009,0.33778,0.29238,0.13346,0.14425,0.37511,0.04261,0.03357,0.10929,0.12332,0.71469,0.69285,0.02811,
14                    1,0.00001,0.00008,0.00002,0.00004,0.00002,0.00006,0.00003,0.00003,0.00003,0.00005,0.00003,0.00002,0.00003,0.00007,0.00007,0.00002,0.00001,
14                    2,0.00139,0.33722,0.03391,0.12947,0.02565,0.39133,0.29152,0.04500,0.06821,0.09300,0.01131,0.04021,0.07276,0.06383,0.22719,0.25458,0.00543,
14                    3,0.00136,0.31208,0.03126,0.12533,0.02462,0.34362,0.28252,0.04307,0.06125,0.09106,0.01063,0.03331,0.06602,0.06190,0.21817,0.23385,0.00483,
14                    4,0.00144,0.34512,0.03573,0.12989,0.02542,0.39609,0.28814,0.04550,0.06880,0.09663,0.01125,0.04072,0.07427,0.06517,0.23502,0.25251,0.00543,
14                    5,0.00334,0.69890,0.24824,0.34084,0.08835,0.33248,0.29319,0.13137,0.14236,0.35899,0.04119,0.03263,0.10738,0.12106,0.68828,0.68535,0.02712,
14                    6,0.00318,0.67906,0.25092,0.32268,0.08533,0.31965,0.26561,0.12868,0.11471,0.33361,0.03874,0.02929,0.09968,0.11928,0.66800,0.58590,0.02457,
14                    7,0.00403,0.49761,0.14949,0.60627,0.09508,0.60046,0.38701,0.08975,0.13362,0.28912,0.02905,0.03669,0.15019,0.10092,0.41969,0.26596,0.00867,
14                    8,0.00002,0.00031,0.00014,0.00015,0.00009,0.00036,0.00006,0.00006,0.00008,0.00050,0.00007,0.00010,0.00006,0.00028,0.00087,0.00026,0.00006,
14                    9,0.00002,0.00016,0.00010,0.00008,0.00005,0.00021,0.00006,0.00003,0.00005,0.00029,0.00005,0.00006,0.00005,0.00016,0.00045,0.00011,0.00004,
14                    10,0.00001,0.00007,0.00019,0.00009,0.00006,0.00015,0.00005,0.00002,0.00004,0.00024,0.00006,0.00004,0.00005,0.00011,0.00036,0.00005,0.00003,
14                    11,0.00002,0.00025,0.00007,0.00016,0.00007,0.00017,0.00003,0.00006,0.00005,0.00017,0.00008,0.00007,0.00009,0.00027,0.00034,0.00014,0.00004,
14                    12,0.00336,0.69794,0.24923,0.34210,0.08841,0.33143,0.29220,0.13272,0.14309,0.35953,0.04127,0.03321,0.10787,0.12114,0.68691,0.68260,0.02707,
14                    13,0.00002,0.00015,0.00010,0.00008,0.00006,0.00020,0.00004,0.00003,0.00005,0.00026,0.00005,0.00005,0.00004,0.00013,0.00045,0.00011,0.00003,
15                    1,0.00001,0.00007,0.00016,0.00007,0.00005,0.00011,0.00004,0.00004,0.00004,0.00019,0.00005,0.00004,0.00005,0.00010,0.00027,0.00004,0.00002,
15                    2,0.00137,0.33502,0.03083,0.12762,0.02524,0.39290,0.28758,0.04435,0.06777,0.08939,0.01148,0.04060,0.07236,0.06293,0.21924,0.25534,0.00545,
15                    3,0.00134,0.30984,0.02830,0.12341,0.02419,0.34464,0.27862,0.04243,0.06077,0.08698,0.01076,0.03360,0.06558,0.06066,0.20981,0.23452,0.00483,
15                    4,0.00142,0.34286,0.03252,0.12805,0.02501,0.39756,0.28420,0.04484,0.06837,0.09276,0.01141,0.04110,0.07385,0.06419,0.22674,0.25327,0.00544,
15                    5,0.00340,0.70937,0.25829,0.34679,0.08984,0.33795,0.29277,0.13325,0.14383,0.37235,0.04264,0.03341,0.10911,0.12451,0.71334,0.68853,0.02780,
15                    6,0.00324,0.68944,0.26129,0.32840,0.08685,0.32464,0.26566,0.13052,0.11613,0.34658,0.04014,0.03000,0.10125,0.12243,0.69289,0.58882,0.02524,
15                    7,0.00409,0.50496,0.15569,0.61324,0.09680,0.60392,0.39001,0.09118,0.13483,0.29995,0.02990,0.03750,0.15154,0.10348,0.43716,0.26710,0.00894,
15                    8,0.00001,0.00015,0.00004,0.00010,0.00007,0.00015,0.00004,0.00004,0.00005,0.00012,0.00003,0.00005,0.00005,0.00014,0.00025,0.00021,0.00004,
15                    9,0.00001,0.00008,0.00005,0.00006,0.00004,0.00006,0.00004,0.00003,0.00003,0.00005,0.00002,0.00003,0.00003,0.00006,0.00009,0.00008,0.00002,
15                    10,0.00001,0.00008,0.00004,0.00010,0.00004,0.00005,0.00002,0.00003,0.00002,0.00003,0.00004,0.00003,0.00005,0.00011,0.00006,0.00004,0.00002,
15                    11,0.00001,0.00009,0.00015,0.00009,0.00007,0.00013,0.00005,0.00004,0.00004,0.00007,0.00005,0.00003,0.00009,0.00016,0.00011,0.00011,0.00002,
15                    12,0.00343,0.70842,0.25928,0.34807,0.08991,0.33687,0.29176,0.13462,0.14455,0.37292,0.04272,0.03401,0.10961,0.12459,0.71196,0.68577,0.02775,
15                    13,0.00001,0.00008,0.00006,0.00008,0.00005,0.00006,0.00003,0.00003,0.00003,0.00004,0.00002,0.00003,0.00004,0.00008,0.00009,0.00009,0.00002,
15                    14,0.00001,0.00011,0.00016,0.00007,0.00004,0.00015,0.00006,0.00003,0.00004,0.00022,0.00005,0.00004,0.00005,0.00012,0.00035,0.00003,0.00003,
16                    1,0.00001,0.00008,0.00003,0.00002,0.00002,0.00006,0.00003,0.00003,0.00002,0.00003,0.00001,0.00001,0.00002,0.00004,0.00005,0.00002,0.00001,
16                    2,0.00139,0.33744,0.03457,0.13000,0.02581,0.39182,0.29172,0.04496,0.06815,0.09310,0.01125,0.04021,0.07291,0.06316,0.22818,0.25466,0.00544,
16                    3,0.00136,0.31225,0.03188,0.12582,0.02478,0.34401,0.28281,0.04303,0.06117,0.09116,0.01056,0.03333,0.06614,0.06119,0.21911,0.23396,0.00483,
16                    4,0.00144,0.34534,0.03643,0.13043,0.02558,0.39660,0.28832,0.04546,0.06874,0.09673,0.01119,0.04073,0.07441,0.06448,0.23602,0.25257,0.00544,
16                    5,0.00334,0.69832,0.24637,0.34044,0.08809,0.33138,0.29258,0.13147,0.14246,0.35852,0.04110,0.03232,0.10738,0.12122,0.68705,0.68747,0.02715,
16                    6,0.00319,0.67848,0.24894,0.32228,0.08504,0.31869,0.26510,0.12877,0.11483,0.33318,0.03866,0.02900,0.09971,0.11939,0.66652,0.58779,0.02460,
16                    7,0.00403,0.49697,0.14836,0.60535,0.09455,0.59983,0.38631,0.08982,0.13356,0.28832,0.02900,0.03637,0.15014,0.10115,0.41748,0.26674,0.00872,
16                    8,0.00002,0.00029,0.00019,0.00015,0.00009,0.00038,0.00005,0.00005,0.00007,0.00051,0.00007,0.00010,0.00007,0.00027,0.00090,0.00023,0.00006,
16                    9,0.00002,0.00015,0.00014,0.00008,0.00006,0.00024,0.00005,0.00003,0.00004,0.00030,0.00005,0.00006,0.00005,0.00015,0.00047,0.00010,0.00004,
16                    10,0.00001,0.00007,0.00027,0.00014,0.00007,0.00019,0.00005,0.00003,0.00004,0.00024,0.00007,0.00004,0.00008,0.00015,0.00038,0.00005,0.00003,
16                    11,0.00002,0.00023,0.00006,0.00012,0.00005,0.00015,0.00004,0.00005,0.00004,0.00017,0.00007,0.00007,0.00007,0.00021,0.00035,0.00013,0.00004,
16                    12,0.00336,0.69736,0.24736,0.34171,0.08816,0.33032,0.29159,0.13283,0.14319,0.35907,0.04117,0.03291,0.10788,0.12130,0.68569,0.68472,0.02710,
16                    13,0.00002,0.00014,0.00014,0.00010,0.00007,0.00023,0.00004,0.00003,0.00004,0.00027,0.00005,0.00005,0.00006,0.00015,0.00046,0.00010,0.00003,
16                    14,0.00000,0.00001,0.00003,0.00002,0.00002,0.00003,0.00002,0.00001,0.00002,0.00002,0.00002,0.00001,0.00002,0.00004,0.00002,0.00002,0.00000,
16                    15,0.00001,0.00011,0.00023,0.00008,0.00005,0.00016,0.00006,0.00003,0.00004,0.00022,0.00004,0.00004,0.00005,0.00011,0.00037,0.00003,0.00002,
