"Sample    : Fe_34677_8p",
"58",
"51",
"57",
"63",
"45",
"50",
"52",
"67",
"49",
"44",
"46",
"60",
"56",
"58",
"42",
"54",
"55",
"59",
"51",
"49",
"50",
"45",
"54",
"58",
"42",
"58",
"36",
"45",
"47",
"44",
"52",
"47",
"54",
"44",
"56",
"44",
"39",
"52",
"50",
"49",
"57",
"51",
"49",
"44",
"40",
"49",
"64",
"38",
"53",
"58",
"44",
"53",
"46",
"53",
"47",
"45",
"44",
"43",
"57",
"44",
"53",
"51",
"62",
"45",
"47",
"51",
"50",
"44",
"59",
"55",
"59",
"43",
"58",
"57",
"56",
"52",
"57",
"44",
"56",
"43",
"47",
"66",
"45",
"42",
"41",
"55",
"47",
"58",
"46",
"45",
"39",
"57",
"53",
"51",
"61",
"52",
"57",
"50",
"52",
"38",
"36",
"68",
"53",
"54",
"53",
"52",
"60",
"46",
"51",
"52",
"59",
"44",
"60",
"54",
"53",
"61",
"36",
"44",
"51",
"43",
"66",
"73",
"44",
"46",
"45",
"37",
"57",
"47",
"45",
"43",
"56",
"46",
"43",
"49",
"55",
"59",
"57",
"43",
"51",
"53",
"43",
"33",
"39",
"50",
"42",
"47",
"45",
"36",
"44",
"43",
"69",
"38",
"38",
"57",
"53",
"49",
"39",
"57",
"47",
"51",
"49",
"52",
"54",
"34",
"50",
"46",
"49",
"42",
"47",
"38",
"50",
"37",
"40",
"39",
"54",
"38",
"38",
"51",
"37",
"41",
"41",
"44",
"52",
"46",
"44",
"40",
"47",
"47",
"57",
"46",
"49",
"35",
"38",
"54",
"46",
"49",
"46",
"51",
"58",
"41",
"37",
"56",
"49",
"45",
"47",
"39",
"49",
"53",
"44",
"54",
"38",
"44",
"36",
"49",
"59",
"56",
"41",
"54",
"58",
"55",
"49",
"41",
"42",
"37",
"50",
"42",
"43",
"52",
"44",
"41",
"69",
"55",
"53",
"53",
"67",
"60",
"47",
"73",
"66",
"80",
"69",
"78",
"84",
"82",
"75",
"111",
"94",
"92",
"99",
"123",
"87",
"133",
"94",
"93",
"84",
"84",
"80",
"88",
"100",
"85",
"76",
"63",
"73",
"75",
"68",
"67",
"56",
"45",
"47",
"52",
"46",
"44",
"55",
"41",
"42",
"54",
"38",
"49",
"55",
"41",
"44",
"32",
"49",
"46",
"36",
"38",
"47",
"51",
"45",
"44",
"34",
"43",
"44",
"52",
"45",
"47",
"61",
"45",
"38",
"47",
"52",
"34",
"55",
"49",
"50",
"56",
"55",
"47",
"46",
"54",
"58",
"55",
"45",
"55",
"65",
"45",
"59",
"55",
"61",
"53",
"59",
"57",
"50",
"57",
"43",
"55",
"52",
"36",
"53",
"58",
"49",
"54",
"39",
"47",
"49",
"47",
"45",
"33",
"38",
"50",
"49",
"43",
"51",
"41",
"46",
"42",
"50",
"42",
"49",
"52",
"46",
"35",
"41",
"41",
"39",
"40",
"51",
"50",
"46",
"41",
"35",
"57",
"37",
"40",
"39",
"47",
"33",
"40",
"49",
"35",
"51",
"38",
"35",
"43",
"34",
"36",
"27",
"40",
"39",
"38",
"47",
"41",
"42",
"39",
"43",
"41",
"44",
"32",
"46",
"43",
"42",
"43",
"47",
"33",
"49",
"45",
"45",
"38",
"38",
"34",
"35",
"34",
"36",
"47",
"43",
"40",
"41",
"29",
"42",
"39",
"41",
"39",
"38",
"40",
"39",
"37",
"50",
"44",
"40",
"40",
"41",
"41",
"39",
"36",
"44",
"26",
"32",
"44",
"33",
"33",
"36",
"42",
"41",
"36",
"30",
"35",
"38",
"43",
"56",
"32",
"40",
"47",
"37",
"45",
"41",
"27",
"38",
"38",
"30",
"29",
"36",
"33",
"39",
"41",
"40",
"26",
"35",
"40",
"28",
"39",
"38",
"37",
"28",
"32",
"27",
"36",
"35",
"33",
"40",
"35",
"32",
"41",
"35",
"39",
"32",
"37",
"38",
"44",
"53",
"38",
"46",
"38",
"42",
"27",
"47",
"34",
"42",
"27",
"34",
"35",
"36",
"43",
"39",
"41",
"36",
"28",
"25",
"34",
"40",
"39",
"32",
"33",
"38",
"30",
"36",
"45",
"46",
"30",
"41",
"38",
"36",
"42",
"44",
"35",
"28",
"36",
"33",
"40",
"28",
"35",
"33",
"32",
"37",
"40",
"31",
"33",
"37",
"37",
"26",
"34",
"29",
"37",
"38",
"26",
"38",
"34",
"40",
"36",
"30",
"34",
"34",
"26",
"37",
"37",
"40",
"24",
"36",
"45",
"29",
"35",
"38",
"30",
"36",
"33",
"39",
"37",
"26",
"37",
"34",
"33",
"36",
"43",
"28",
"36",
"28",
"32",
"41",
"33",
"33",
"40",
"35",
"30",
"25",
"24",
"36",
"36",
"28",
"34",
"28",
"34",
"32",
"35",
"35",
"41",
"40",
"33",
"30",
"40",
"38",
"47",
"39",
"30",
"46",
"31",
"24",
"24",
"33",
"32",
"29",
"28",
"32",
"39",
"27",
"36",
"34",
"34",
"31",
"33",
"35",
"34",
"36",
"33",
"32",
"41",
"32",
"36",
"36",
"40",
"35",
"23",
"28",
"19",
"33",
"35",
"23",
"39",
"47",
"24",
"33",
"24",
"25",
"35",
"39",
"24",
"30",
"26",
"38",
"39",
"34",
"23",
"39",
"36",
"37",
"28",
"30",
"36",
"35",
"23",
"46",
"37",
"30",
"30",
"33",
"24",
"36",
"26",
"36",
"34",
"41",
"31",
"24",
"27",
"34",
"34",
"30",
"30",
"43",
"35",
"31",
"32",
"23",
"40",
"34",
"38",
"40",
"28",
"31",
"36",
"34",
"26",
"39",
"30",
"34",
"29",
"37",
"35",
"28",
"25",
"29",
"31",
"32",
"39",
"32",
"31",
"29",
"21",
"28",
"45",
"26",
"37",
"35",
"35",
"38",
"29",
"15",
"38",
"34",
"27",
"38",
"34",
"45",
"32",
"27",
"36",
"26",
"24",
"34",
"31",
"37",
"26",
"37",
"35",
"22",
"30",
"31",
"29",
"34",
"36",
"32",
"25",
"30",
"36",
"31",
"41",
"31",
"28",
"25",
"24",
"39",
"29",
"33",
"34",
"25",
"42",
"38",
"38",
"45",
"34",
"28",
"34",
"36",
"41",
"41",
"32",
"45",
"28",
"34",
"32",
"42",
"23",
"34",
"35",
"44",
"39",
"29",
"35",
"37",
"25",
"27",
"25",
"37",
"35",
"19",
"37",
"34",
"30",
"42",
"35",
"42",
"43",
"30",
"39",
"43",
"34",
"30",
"42",
"42",
"29",
"26",
"32",
"37",
"37",
"30",
"32",
"22",
"41",
"37",
"33",
"43",
"36",
"26",
"44",
"55",
"37",
"30",
"30",
"49",
"52",
"30",
"46",
"42",
"42",
"45",
"43",
"37",
"32",
"39",
"39",
"46",
"41",
"46",
"53",
"53",
"46",
"41",
"51",
"53",
"54",
"56",
"54",
"53",
"55",
"47",
"54",
"41",
"60",
"54",
"57",
"57",
"69",
"74",
"69",
"79",
"66",
"75",
"78",
"67",
"70",
"93",
"106",
"97",
"99",
"109",
"100",
"122",
"93",
"125",
"101",
"115",
"133",
"120",
"135",
"163",
"133",
"141",
"171",
"183",
"142",
"164",
"163",
"186",
"161",
"176",
"197",
"185",
"208",
"186",
"212",
"201",
"236",
"224",
"202",
"233",
"206",
"212",
"230",
"230",
"196",
"192",
"240",
"226",
"219",
"200",
"180",
"217",
"191",
"216",
"188",
"205",
"187",
"181",
"174",
"187",
"175",
"173",
"176",
"149",
"174",
"151",
"148",
"157",
"138",
"134",
"127",
"142",
"129",
"124",
"115",
"116",
"114",
"111",
"101",
"98",
"106",
"99",
"71",
"78",
"73",
"64",
"65",
"71",
"66",
"61",
"64",
"63",
"60",
"66",
"49",
"55",
"45",
"52",
"66",
"56",
"59",
"36",
"54",
"50",
"52",
"45",
"41",
"53",
"64",
"46",
"53",
"60",
"52",
"52",
"72",
"73",
"50",
"71",
"82",
"72",
"84",
"87",
"68",
"98",
"83",
"95",
"96",
"87",
"119",
"100",
"101",
"103",
"98",
"95",
"127",
"115",
"112",
"95",
"90",
"131",
"108",
"82",
"115",
"78",
"87",
"89",
"82",
"82",
"65",
"77",
"78",
"71",
"54",
"55",
"60",
"53",
"50",
"41",
"37",
"36",
"30",
"43",
"31",
"32",
"25",
"24",
"33",
"28",
"31",
"31",
"35",
"26",
"27",
"15222",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Fe, P , Ca",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    FeLa         0.72     0.006",
"                      P Ka         2.00     0.015",
"                      CaKa         3.68     0.201",
"                      CaKb         4.01     0.026",
"                      FeKaESC      4.65     0.046",
"                      FeKa         6.40    13.371",
"                      FeKb         7.05     1.733",
"                      FeKaSUM     12.81     0.033",
"                      ----        19.10     0.084",
"                      ----        19.37     0.053",
"                      ----        20.02     0.034",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
