"Sample    : Fe_34677_8p",
"Operator  : américo",
"Comment  : micromatter ug/cm2",
"Group     : kerr2007ag180cal_lt",
"Date       : 2014-03-18 11:07:32",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  237-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"2",
"4",
"11",
"12",
"8",
"14",
"7",
"8",
"11",
"8",
"7",
"19",
"7",
"10",
"15",
"9",
"10",
"18",
"7",
"13",
"6",
"13",
"11",
"17",
"12",
"9",
"10",
"10",
"11",
"8",
"6",
"11",
"8",
"17",
"18",
"14",
"14",
"19",
"18",
"25",
"23",
"30",
"35",
"33",
"33",
"23",
"23",
"20",
"22",
"23",
"15",
"12",
"8",
"9",
"12",
"12",
"7",
"6",
"8",
"4",
"11",
"5",
"11",
"5",
"8",
"7",
"12",
"6",
"9",
"9",
"12",
"14",
"7",
"8",
"13",
"5",
"3",
"11",
"13",
"9",
"6",
"7",
"12",
"6",
"8",
"9",
"13",
"4",
"5",
"15",
"10",
"9",
"12",
"8",
"6",
"10",
"13",
"8",
"11",
"4",
"12",
"6",
"11",
"17",
"4",
"12",
"12",
"9",
"10",
"8",
"11",
"9",
"8",
"20",
"19",
"15",
"18",
"11",
"15",
"12",
"11",
"13",
"11",
"11",
"19",
"8",
"10",
"11",
"18",
"11",
"11",
"15",
"8",
"11",
"8",
"14",
"13",
"10",
"12",
"7",
"12",
"10",
"11",
"11",
"15",
"13",
"20",
"18",
"11",
"13",
"18",
"7",
"17",
"18",
"18",
"14",
"23",
"14",
"15",
"17",
"20",
"21",
"22",
"31",
"31",
"28",
"43",
"45",
"41",
"60",
"60",
"70",
"60",
"55",
"60",
"51",
"35",
"30",
"30",
"20",
"24",
"19",
"15",
"20",
"18",
"15",
"14",
"19",
"19",
"17",
"11",
"14",
"12",
"14",
"15",
"20",
"19",
"14",
"8",
"10",
"11",
"14",
"14",
"13",
"11",
"10",
"10",
"15",
"9",
"12",
"10",
"20",
"17",
"10",
"13",
"12",
"8",
"9",
"12",
"11",
"7",
"11",
"11",
"5",
"17",
"10",
"8",
"15",
"5",
"14",
"15",
"12",
"9",
"22",
"12",
"13",
"18",
"19",
"17",
"11",
"13",
"15",
"11",
"18",
"15",
"18",
"17",
"11",
"13",
"13",
"14",
"15",
"20",
"15",
"18",
"21",
"14",
"10",
"19",
"14",
"12",
"10",
"9",
"15",
"9",
"8",
"11",
"5",
"7",
"13",
"15",
"6",
"17",
"13",
"14",
"13",
"12",
"9",
"18",
"20",
"9",
"8",
"10",
"8",
"15",
"11",
"10",
"17",
"15",
"19",
"18",
"19",
"21",
"10",
"15",
"10",
"17",
"13",
"10",
"11",
"11",
"10",
"13",
"11",
"15",
"15",
"15",
"12",
"8",
"24",
"20",
"11",
"9",
"11",
"17",
"22",
"11",
"14",
"17",
"14",
"19",
"21",
"21",
"30",
"30",
"44",
"54",
"70",
"84",
"88",
"151",
"203",
"239",
"284",
"361",
"428",
"542",
"569",
"659",
"628",
"609",
"617",
"634",
"513",
"471",
"379",
"294",
"258",
"213",
"141",
"118",
"87",
"79",
"55",
"49",
"45",
"33",
"41",
"41",
"50",
"43",
"38",
"63",
"44",
"69",
"54",
"74",
"73",
"77",
"86",
"88",
"96",
"108",
"93",
"98",
"94",
"73",
"75",
"75",
"43",
"50",
"40",
"30",
"32",
"32",
"29",
"19",
"24",
"24",
"22",
"30",
"17",
"19",
"23",
"25",
"18",
"25",
"28",
"19",
"20",
"41",
"32",
"28",
"23",
"37",
"28",
"32",
"34",
"32",
"44",
"25",
"33",
"38",
"45",
"40",
"29",
"35",
"42",
"44",
"42",
"41",
"56",
"36",
"59",
"65",
"62",
"85",
"78",
"97",
"105",
"110",
"134",
"140",
"141",
"140",
"161",
"167",
"152",
"143",
"152",
"152",
"122",
"104",
"95",
"91",
"58",
"54",
"53",
"43",
"40",
"51",
"37",
"32",
"29",
"28",
"35",
"31",
"32",
"37",
"36",
"44",
"33",
"33",
"43",
"31",
"35",
"42",
"31",
"23",
"43",
"44",
"39",
"26",
"47",
"39",
"37",
"42",
"33",
"47",
"43",
"42",
"42",
"43",
"50",
"65",
"56",
"47",
"45",
"49",
"45",
"55",
"47",
"57",
"37",
"65",
"65",
"55",
"56",
"76",
"52",
"61",
"59",
"76",
"83",
"84",
"76",
"99",
"82",
"85",
"77",
"74",
"68",
"98",
"70",
"80",
"66",
"72",
"82",
"77",
"71",
"61",
"71",
"80",
"60",
"71",
"60",
"72",
"80",
"64",
"57",
"63",
"60",
"63",
"64",
"79",
"66",
"77",
"53",
"58",
"45",
"70",
"57",
"60",
"54",
"62",
"73",
"67",
"62",
"78",
"60",
"66",
"73",
"60",
"62",
"73",
"68",
"67",
"74",
"75",
"73",
"84",
"72",
"85",
"97",
"108",
"89",
"117",
"91",
"119",
"91",
"97",
"118",
"109",
"137",
"109",
"119",
"123",
"119",
"140",
"129",
"151",
"161",
"133",
"154",
"163",
"187",
"213",
"227",
"322",
"345",
"429",
"631",
"852",
"1167",
"1640",
"2227",
"3179",
"4086",
"5732",
"7348",
"9870",
"11822",
"14782",
"18139",
"21657",
"23513",
"27190",
"30025",
"32736",
"32765",
"36601",
"34328",
"34451",
"31594",
"30405",
"27451",
"25187",
"20944",
"18899",
"15411",
"12757",
"9761",
"7945",
"5848",
"4661",
"3155",
"2413",
"1677",
"1221",
"773",
"598",
"380",
"326",
"244",
"223",
"173",
"143",
"144",
"135",
"114",
"158",
"122",
"139",
"142",
"119",
"120",
"141",
"132",
"164",
"143",
"159",
"169",
"186",
"175",
"176",
"204",
"238",
"292",
"337",
"407",
"497",
"538",
"737",
"857",
"1128",
"1331",
"1663",
"2016",
"2439",
"2580",
"2997",
"3381",
"3794",
"3887",
"4166",
"4441",
"4617",
"4401",
"4279",
"4244",
"3792",
"3381",
"3096",
"2711",
"2471",
"1940",
"1680",
"1344",
"1077",
"886",
"733",
"549",
"388",
"268",
"229",
"164",
"129",
"103",
"99",
"83",
"66",
"54",
"42",
"60",
"50",
"65",
"69",
"50",
"53",
"63",
"64",
"69",
"49",
"54",
"63",
"66",
"56",
"53",
"57",
"68",
"68",
"55",
"56",
"65",
"59",
"63",
"58",
"70",
"61",
"45",
"55",
"58",
"62",
"52",
"65",
"49",
"65",
"57",
"55",
"61",
"45",
"59",
"65",
"61",
"76",
"59",
"56",
"63",
"58",
"52",
"61",
"60",
"66",
"56",
"64",
"79",
"60",
"68",
"68",
"70",
"79",
"70",
"73",
"65",
"69",
"67",
"64",
"73",
"67",
"78",
"88",
"77",
"103",
"87",
"92",
"97",
"79",
"67",
"65",
"86",
"75",
"72",
"64",
"72",
"64",
"53",
"61",
"58",
"78",
"57",
"52",
"66",
"62",
"47",
"51",
"40",
"61",
"52",
"51",
"62",
"62",
"55",
"62",
"68",
"69",
"43",
"60",
"56",
"70",
"55",
"47",
"50",
"59",
"64",
"69",
"69",
"55",
"56",
"77",
"66",
"76",
"55",
"75",
"73",
"78",
"66",
"91",
"79",
"87",
"94",
"93",
"95",
"88",
"91",
"88",
"95",
"92",
"85",
"74",
"93",
"70",
"89",
"83",
"64",
"82",
"78",
"67",
"62",
"61",
"51",
"47",
"51",
"52",
"53",
"42",
"58",
"61",
"59",
"49",
"59",
"54",
"57",
"54",
"53",
"69",
"67",
"56",
"65",
"64",
"54",
"49",
"50",
"59",
"52",
"53",
"46",
"49",
"42",
"47",
"49",
"62",
"47",
"46",
"56",
"66",
"50",
"52",
"57",
"39",
"51",
"56",
"55",
"57",
"56",
"56",
"56",
"52",
"58",
"43",
"57",
"49",
"55",
"45",
"47",
"46",
"41",
"59",
"46",
"51",
"46",
"49",
"58",
"51",
"59",
"52",
"51",
"57",
"52",
"62",
"45",
"59",
"56",
"59",
"70",
"60",
"57",
"41",
"55",
"51",
"51",
"55",
"57",
"41",
"57",
"55",
"49",
"66",
"62",
"59",
"50",
"65",
"64",
"49",
"53",
"38",
"63",
"72",
"63",
"45",
"64",
"58",
"59",
"69",
"67",
"62",
"56",
"57",
"55",
"55",
"57",
"59",
"51",
"68",
"59",
"42",
"57",
"60",
"73",
"62",
"46",
"76",
"47",
"52",
"54",
"50",
"67",
"63",
"59",
"56",
"57",
"63",
"59",
"65",
"73",
"58",
"61",
"61",
"58",
"77",
"69",
"44",
"68",
"66",
"64",
"62",
"66",
"42",
"61",
"66",
"53",
"45",
"58",
