SiteName,StartTime,EndTime,SampleID,SampleType,SampleDuration,MassConc,volumem3,Mass (ug),QCvoid,QCFlag,Duplicate
NMT,7/27/07 6:54,7/29/07 6:29,ACC381MS,PM10,2856.00,62.28,11.448276,716.5,0,0,0
NMT,7/27/07 6:54,7/29/07 6:29,ACC383MS,PM2.5,2856.00,32.48,14.0425236,459.5,0,0,0
NMA,7/27/07 7:25,7/29/07 7:00,ACC382MS,PM10,2862.00,44.91,11.6128512,525,0,1,0
NMA,7/27/07 7:25,7/29/07 7:00,ACC389MS,PM2.5,2862.00,26.61,14.282811,383.5,0,0,0
NMT,7/29/07 6:40,7/31/07 6:41,ACC393MS,PM10,2880.00,64.94,11.6847096,762.3,0,0,0
NMT,7/29/07 6:40,7/31/07 6:41,ACC401MS,PM2.5,2880.00,31.56,13.7310012,436.8,1,0,0
NMA,7/29/07 7:10,7/31/07 7:06,ACC392MS,PM2.5,2880.00,20.90,14.443344,305.3,0,0,0
NMA,7/29/07 7:10,7/31/07 7:06,ACC398MS,PM10,2880.00,40.62,11.615184,475.3,0,0,0
NMT,7/31/07 6:49,8/2/07 6:42,ACC408MS,PM2.5,2874.00,31.10,14.2721403,447.3,0,0,0
NMT,7/31/07 6:49,8/2/07 6:42,ACC411MS,PM10,2874.00,69.98,11.3793156,799.8,0,0,0
NMA,7/31/07 7:18,8/2/07 7:06,ACC403MS,PM10,2868.00,39.35,11.496378,455.8,0,0,0
NMA,7/31/07 7:18,8/2/07 7:06,ACC407MS,PM2.5,2868.00,21.86,14.3831634,317.8,0,0,0
NMT,8/2/07 6:50,8/4/07 6:39,ACC418MS,PM10,2868.00,55.27,11.2878012,627.3,0,0,0
NMT,8/2/07 6:50,8/4/07 6:39,ACC421MS,PM2.5,2868.00,30.19,14.1041772,429.3,0,0,0
NMA,8/2/07 7:20,8/4/07 7:18,ACC419MS,PM10,2874.00,43.58,11.3087589,496.3,0,0,0
NMA,8/2/07 7:20,8/4/07 7:18,ACC426MS,PM2.5,2874.00,18.72,14.2015836,269.3,0,0,0
NMT,8/4/07 6:48,8/6/07 6:43,ACC438MS,PM2.5,2874.00,25.28,14.342697,366.06,0,0,0
NMT,8/4/07 6:48,8/6/07 6:43,ACC439MS,PM10,2874.00,55.29,11.4498723,636.56,0,0,0
NMA,8/4/07 7:26,8/6/07 7:11,ACC435MS,PM10,2862.00,43.31,11.472327,500.3,0,0,0
NMA,8/4/07 7:26,8/6/07 7:11,ACC436MS,PM2.5,2862.00,21.38,14.282811,308.8,0,0,0
NMT,8/6/07 6:49,8/8/07 7:16,ACC444MS,PM10,2904.00,70.71,11.640684,826.56,0,0,0
NMT,8/6/07 6:49,8/8/07 7:16,ACC450MS,PM2.5,2904.00,34.16,14.492412,498.56,0,0,0
NMA,8/6/07 7:18,8/8/07 7:44,ACC445MS,PM10,2904.00,54.83,11.7119772,645.56,0,0,0
NMA,8/6/07 7:18,8/8/07 7:44,ACC447MS,PM2.5,2904.00,31.00,14.4211188,450.56,0,0,0
NMT,8/8/07 7:24,8/10/07 6:59,ACC461MS,PM2.5,2856.00,36.94,13.90524,517.06,0,1,1
NMT,8/8/07 7:24,8/10/07 6:59,ACC464MS,PM2.5,2856.00,33.75,13.9747656,475.06,0,0,1
NMT,8/8/07 7:24,8/10/07 6:59,ACC465MS,PM10,2856.00,65.56,11.5178016,758.56,0,0,0
NMA,8/8/07 7:52,8/10/07 7:30,ACC460MS,PM2.5,2862.00,23.24,14.1422868,332.06,0,0,0
NMA,8/8/07 7:52,8/10/07 7:30,ACC463MS,PM10,2862.00,46.81,11.2615407,530.56,0,0,0
NMT,8/10/07 7:07,8/12/07 6:47,ACC472MS,PM2.5,2862.00,26.11,14.0017626,369.02,0,0,0
NMT,8/10/07 7:07,8/12/07 6:47,ACC474MS,PM10,2862.00,52.71,11.2615407,597.02,0,0,0
NMA,8/10/07 7:38,8/12/07 7:16,ACC470MS,PM2.5,2856.00,24.36,14.0425236,345.52,0,0,0
NMA,8/10/07 7:38,8/12/07 7:16,ACC476MS,PM10,2856.00,43.87,11.3080464,499.52,0,0,0
NMT,8/12/07 6:54,8/14/07 6:50,ACC492MS,PM10,2880.00,50.78,11.6125326,593.1,0,0,0
NMT,8/12/07 6:54,8/14/07 6:50,ACC495MS,PM2.5,2880.00,24.50,14.5193508,359.1,0,0,0
NMA,8/12/07 7:25,8/14/07 7:14,ACC494MS,PM10,2874.00,39.31,11.5909857,459.1,0,0,0
NMA,8/12/07 7:25,8/14/07 7:14,ACC496MS,PM2.5,2874.00,19.24,14.4838104,282.1,0,0,0
NMT,8/14/07 6:58,8/16/07 6:59,ACC505MS,PM10,2880.00,69.40,11.54448,804.6,0,0,1
NMT,8/14/07 6:58,8/16/07 6:59,ACC506MS,PM10,2880.00,69.24,11.332368,788.1,0,0,1
NMT,8/14/07 6:58,8/16/07 6:59,ACC629MS,PM2.5,2880.00,30.89,14.301936,445.3,0,0,0
NMA,8/14/07 7:27,8/16/07 7:33,ACC628MS,PM10,2886.00,47.27,11.568531,550.3,0,0,0
NMA,8/14/07 7:27,8/16/07 7:33,ACC633MS,PM2.5,2886.00,29.15,14.4734343,425.3,0,0,0
NMT,8/16/07 7:08,8/18/07 7:10,ACC641MS,PM2.5,2880.00,38.66,14.441871,561.8,0,0,0
NMT,8/16/07 7:08,8/18/07 7:10,ACC645MS,PM10,2880.00,70.08,11.613711,817.3,0,0,0
NMA,8/16/07 7:42,8/18/07 7:35,ACC643MS,PM10,2868.00,54.03,11.4259686,620.8,0,0,0
NMA,8/16/07 7:42,8/18/07 7:35,ACC644MS,PM2.5,2868.00,27.03,14.312754,390.3,0,0,0
NMT,8/18/07 7:22,8/20/07 7:46,ACC657MS,PM2.5,2904.00,32.44,14.2856028,466.9,0,0,0
NMT,8/18/07 7:22,8/20/07 7:46,ACC663MS,PM10,2904.00,67.56,11.640684,789.9,0,0,0
NMA,8/18/07 7:42,8/20/07 7:14,ACC655MS,PM2.5,2850.00,28.15,13.6737906,388.3,0,0,0
NMA,8/18/07 7:42,8/20/07 7:14,ACC661MS,PM10,2850.00,53.82,11.2869414,610.9,0,0,0
NMA,8/20/07 7:19,8/22/07 7:53,ACC667MS,PM10,2910.00,46.22,11.7361755,545.9,0,0,0
NMA,8/20/07 7:19,8/22/07 7:53,ACC671MS,PM2.5,2910.00,27.54,14.522355,403.4,0,0,0
NMT,8/20/07 7:55,8/22/07 7:00,ACC672MS,PM2.5,2817.00,30.94,14.0582385,438.4,0,0,0
NMT,8/20/07 7:55,8/22/07 7:00,ACC673MS,PM10,2817.00,53.38,11.3620593,609.9,0,1,0
NMT,8/22/07 7:34,8/24/07 6:58,ACC677MS,PM10,2844.00,58.25,11.3303538,663.4,0,0,0
NMT,8/22/07 7:34,8/24/07 6:58,ACC683MS,PM2.5,2844.00,25.64,14.192982,367.4,0,0,0
NMA,8/22/07 7:59,8/24/07 7:33,ACC678MS,PM10,2853.00,35.54,11.4362505,409.9,0,0,0
NMA,8/22/07 7:59,8/24/07 7:33,ACC684MS,PM2.5,2853.00,20.92,14.0978142,298.4,0,0,0
NMT,8/24/07 7:06,8/26/07 6:19,ACC688MS,PM10,2835.00,53.19,11.3640975,607.92,0,0,0
NMT,8/24/07 7:06,8/26/07 6:19,ACC695MS,PM2.5,2835.00,25.14,14.07846825,357.42,0,0,1
NMT,8/24/07 7:06,8/26/07 6:19,ACC696MS,PM2.5,2835.00,26.36,14.1480675,376.42,0,0,1
NMA,8/24/07 7:39,8/26/07 6:52,ACC689MS,PM10,1659.00,38.35,6.93520065,269.42,1,0,0
NMA,8/24/07 7:39,8/26/07 6:52,ACC694MS,PM2.5,1659.00,20.41,8.5236102,177.42,1,0,0
NMT,8/26/07 6:33,8/28/07 7:01,ACC703MS,PM10,2910.00,63.14,10.3726194,658.42,1,0,0
NMT,8/26/07 6:33,8/28/07 7:01,ACC707MS,PM2.5,2910.00,28.06,14.522355,410.92,0,0,0
NMA,8/26/07 6:57,8/28/07 7:47,ACC698MS,PM10,1614.00,37.46,6.1656918,234.42,1,0,0
NMA,8/26/07 6:57,8/28/07 7:47,ACC705MS,PM2.5,1614.00,21.54,7.7506398,170.42,1,0,0
NMT,8/28/07 7:13,8/30/07 7:21,ACC717MS,PM10,2886.00,65.82,11.568531,764.92,0,0,0
NMT,8/28/07 7:13,8/30/07 7:21,ACC718MS,PM2.5,2886.00,32.87,14.402583,476.92,0,0,0
NMA,8/28/07 7:55,8/30/07 8:10,ACC712MS,PM2.5,2088.00,24.10,10.2058425,249.42,1,0,0
NMA,8/28/07 7:55,8/30/07 8:10,ACC719MS,PM10,2088.00,51.42,8.0125455,415.42,1,0,0
NMT,8/30/07 7:30,9/1/07 7:03,ACC721MS,PM2.5,2856.00,27.00,14.1126384,384.42,0,0,0
NMT,8/30/07 7:30,9/1/07 7:03,ACC727MS,PM10,2856.00,53.50,11.3080464,608.42,1,0,1
NMT,8/30/07 7:30,9/1/07 7:03,ACC728MS,PM10,2856.00,51.60,11.3080464,586.92,0,0,1
NMA,8/30/07 8:20,9/1/07 8:06,ACC724MS,PM2.5,2868.00,19.11,14.0979906,272.92,0,0,0
NMA,8/30/07 8:20,9/1/07 8:06,ACC729MS,PM10,2868.00,35.64,11.138439,400.42,0,0,0
NMA,9/1/07 9:04,9/3/07 7:33,ACC740MS,PM10,1980.00,22.01,7.742394,173.86,1,0,0
NMA,9/3/07 7:40,9/5/07 8:03,ACC742MS,PM2.5,2718.00,19.72,13.4307252,268.36,0,0,0
NMA,9/3/07 7:40,9/5/07 8:03,ACC743MS,PM10,2718.00,27.34,10.6949223,295.86,0,0,0
NMT,9/3/07 8:27,9/5/07 7:35,ACC734MS,PM2.5,2826.00,21.06,12.0574506,257.36,1,0,0
NMT,9/3/07 8:27,9/5/07 7:35,ACC737MS,PM10,2826.00,41.88,11.328021,477.86,0,0,0
NMT,9/8/07 6:58,9/10/07 9:24,ACC745MS,PM10,3027.00,48.40,11.9074767,579.8,0,0,0
NMT,9/8/07 6:58,9/10/07 9:24,ACC747MS,PM2.5,3027.00,28.00,14.7291555,415.8,0,0,0
NMT,9/14/07 7:27,9/16/07 7:01,ACC749MS,PM2.5,2856.00,25.27,13.862523,353.8,0,0,0
NMT,9/14/07 7:27,9/16/07 7:01,ACC751MS,PM10,2856.00,51.79,11.448276,596.3,0,0,0
NMA,9/14/07 7:51,9/16/07 6:54,ACC748MS,PM2.5,2826.00,16.27,13.947015,230.3,0,0,0
NMA,9/14/07 7:51,9/16/07 6:54,ACC750MS,PM10,2826.00,32.44,10.937676,358.3,0,0,0
NMT,9/20/07 7:54,9/22/07 7:03,ACC753MS,PM10,2826.00,45.19,11.2819572,513.3,0,0,0
NMT,9/20/07 7:54,9/22/07 7:03,ACC758MS,PM2.5,2826.00,25.89,13.855878,362.18,0,0,0
NMA,9/20/07 8:22,9/22/07 7:26,ACC752MS,PM10,2820.00,28.31,11.296779,323.3,0,0,0
NMA,9/20/07 8:22,9/22/07 7:26,ACC759MS,PM2.5,2820.00,19.13,13.65867,264.68,0,0,0
NMT,9/26/07 6:40,9/28/07 8:14,ACC764MS,PM2.5,2973.00,27.57,14.188917,394.68,0,0,0
NMT,9/26/07 6:40,9/28/07 8:14,ACC766MS,PM10,2973.00,56.30,11.8609731,671.18,0,0,0
NMA,9/26/07 7:10,9/28/07 8:33,ACC763MS,PM2.5,2961.00,16.72,14.3416035,243.18,0,0,0
NMA,9/26/07 7:10,9/28/07 8:33,ACC765MS,PM10,2961.00,29.97,11.9023317,360.18,0,0,0
NMT,10/2/07 6:52,10/4/07 8:20,ACC773MS,PM2.5,2964.00,31.06,14.356134,449.42,0,0,0
NMT,10/2/07 6:52,10/4/07 8:20,ACC775MS,PM10,2964.00,67.56,11.8328808,802.92,0,0,0
NMA,10/2/07 7:20,10/4/07 8:40,ACC774MS,PM10,2958.00,42.62,11.8496001,508.42,0,0,0
NMA,10/2/07 7:20,10/4/07 8:40,ACC778MS,PM2.5,2958.00,17.27,14.327073,250.92,0,0,0
NMT,10/8/07 7:11,10/10/07 8:54,ACC783MS,PM10,2991.00,48.93,11.8434027,582.92,0,0,0
NMT,10/8/07 7:11,10/10/07 8:54,ACC792MS,PM2.5,2991.00,28.61,14.450151,416.8,0,0,0
NMA,10/8/07 7:36,10/10/07 9:14,ACC785MS,PM10,2985.00,33.13,11.46911625,383.42,0,0,0
NMA,10/8/07 7:36,10/10/07 9:14,ACC795MS,PM2.5,2985.00,21.35,14.2530765,307.8,0,0,0
NMT,10/14/07 6:30,10/16/07 11:10,ACC791MS,PM2.5,3156.00,21.42,15.286086,330.8,0,0,1
NMT,10/14/07 6:30,10/16/07 11:10,ACC798MS,PM10,3156.00,44.92,12.6861732,573.3,0,0,0
NMT,10/14/07 6:30,10/16/07 11:10,ACC804MS,PM2.5,3156.00,23.54,15.098304,358.8,0,0,1
NMA,10/14/07 6:56,10/16/07 10:50,ACC799MS,PM10,3114.00,31.96,12.3549858,398.3,0,0,0
NMA,10/14/07 6:56,10/16/07 10:50,ACC803MS,PM2.5,3114.00,16.66,14.878098,251.3,0,0,0
NMT,10/20/07 6:55,10/22/07 6:37,ACC807MS,PM2.5,2856.00,36.32,13.833036,505.8,0,0,0
NMT,10/20/07 6:55,10/22/07 6:37,ACC810MS,PM10,2856.00,68.29,11.4409932,784.8,0,0,0
NMA,10/20/07 7:22,10/22/07 7:00,ACC806MS,PM2.5,2856.00,24.65,13.663104,340.3,0,0,0
NMA,10/20/07 7:22,10/22/07 7:00,ACC812MS,PM10,2856.00,47.79,11.4017232,548.3,0,0,0
NMT,10/26/07 7:53,10/28/07 6:49,ACC823MS,PM2.5,2808.00,26.97,13.433472,365.8,0,0,0
NMT,10/26/07 7:53,10/28/07 6:49,ACC827MS,PM10,2808.00,47.33,11.2487076,535.8,0,0,1
NMT,10/26/07 7:53,10/28/07 6:49,ACC829MS,PM10,2808.00,47.03,11.2873176,534.3,0,0,1
NMA,10/26/07 8:20,10/28/07 7:19,ACC819MS,PM10,2814.00,35.92,11.2289358,406.8,0,0,0
NMA,10/26/07 8:20,10/28/07 7:19,ACC824MS,PM2.5,2814.00,19.49,13.48431,266.3,0,0,0
NMT,11/1/07 8:09,11/3/07 8:06,ACC833MS,PM10,2874.00,58.26,11.5921353,678.8,0,0,0
NMT,11/1/07 8:09,11/3/07 8:06,ACC836MS,PM2.5,2874.00,29.48,14.091222,418.8,0,0,0
NMA,11/1/07 8:40,11/3/07 8:32,ACC831MS,PM10,2874.00,41.97,11.5526178,488.3,0,0,0
NMA,11/1/07 8:40,11/3/07 8:32,ACC838MS,PM2.5,2874.00,23.43,13.920219,329.54,0,0,0
NMT,11/7/07 7:40,11/9/07 7:21,ACC844MS,PM10,2865.00,76.51,11.280078,866.54,0,0,1
NMT,11/7/07 7:40,11/9/07 7:21,ACC845MS,PM2.5,2865.00,37.34,13.8766275,521.54,0,0,0
NMT,11/7/07 7:40,11/9/07 7:21,ACC848MS,PM10,2865.00,79.22,11.437653,909.54,0,0,1
NMA,11/7/07 7:57,11/9/07 7:50,ACC842MS,PM10,2874.00,57.54,11.0714778,640.54,0,0,0
NMA,11/7/07 7:57,11/9/07 7:50,ACC850MS,PM2.5,2874.00,26.76,13.754214,371.54,0,0,0
NMT,11/13/07 8:30,11/15/07 8:31,ACC862MS,PM2.5,2880.00,45.61,14.12064,647.42,0,0,0
NMT,11/13/07 8:30,11/15/07 8:31,ACC863MS,PM10,2880.00,97.03,11.537136,1122.92,0,0,0
NMA,11/13/07 8:47,11/15/07 8:57,ACC856MS,PM2.5,2892.00,35.86,13.835328,499.54,0,0,0
NMA,11/13/07 8:47,11/15/07 8:57,ACC864MS,PM10,2892.00,71.08,11.5852074,826.92,0,0,0
NMT,11/19/07 8:45,11/21/07 8:30,ACC868MS,PM2.5,2862.00,34.89,13.685382,480.92,0,0,1
NMT,11/19/07 8:45,11/21/07 8:30,ACC869MS,PM10,2862.00,61.16,11.2326264,690.42,0,0,0
NMT,11/19/07 8:45,11/21/07 8:30,ACC870MS,PM2.5,2862.00,28.79,13.858884,402.42,0,0,1
NMA,11/19/07 9:11,11/21/07 9:04,ACC866MS,PM2.5,2868.00,24.29,13.56486,332.92,0,0,0
NMA,11/19/07 9:11,11/21/07 9:04,ACC876MS,PM10,2868.00,46.50,11.3753796,532.36,0,0,0
NMT,11/25/07 7:20,11/27/07 8:27,ACC879MS,PM10,1566.00,73.09,6.3270252,465.86,1,0,1
NMT,11/25/07 7:20,11/27/07 8:27,ACC883MS,PM10,1566.00,72.92,6.3205902,464.36,1,0,1
NMT,11/25/07 7:20,11/27/07 8:27,ACC889MS,PM2.5,1566.00,33.63,7.51959,256.36,1,0,0
NMA,11/25/07 7:43,11/27/07 8:52,ACC881MS,PM2.5,2952.00,27.49,13.509756,374.86,0,0,0
NMA,11/25/07 7:43,11/27/07 8:52,ACC886MS,PM10,2952.00,51.20,11.2870044,581.36,0,0,0
NMT,12/1/07 7:34,12/3/07 8:39,ACC899MS,PM2.5,2916.00,38.31,14.123646,544.5,0,0,0
NMT,12/1/07 7:34,12/3/07 8:39,ACC901MS,PM10,2916.00,72.72,11.6412552,850,0,0,0
NMA,12/1/07 7:58,12/3/07 9:03,ACC890MS,PM10,2184.00,54.88,8.5075998,470.36,1,0,0
NMA,12/1/07 7:58,12/3/07 9:03,ACC898MS,PM2.5,2184.00,24.93,10.372572,262,1,0,0
NMT,12/7/07 7:49,12/9/07 7:37,ACC902MS,PM10,2868.00,113.29,11.2681296,1280,0,0,1
NMT,12/7/07 7:49,12/9/07 7:37,ACC906MS,PM2.5,2868.00,55.72,13.68624,766,0,0,0
NMT,12/7/07 7:49,12/9/07 7:37,ACC913MS,PM10,2868.00,114.31,11.2681296,1291.5,0,0,1
NMA,12/7/07 8:16,12/9/07 7:58,ACC904MS,PM10,2862.00,93.54,11.3863239,1068.5,0,0,0
NMA,12/7/07 8:16,12/9/07 7:58,ACC910MS,PM2.5,2862.00,50.07,13.691808,689,0,0,0
NMT,12/13/07 7:58,12/15/07 8:09,ACC916MS,PM10,2892.00,104.49,11.3217849,1186.5,0,0,0
NMT,12/13/07 7:58,12/15/07 8:09,ACC925MS,PM2.5,2892.00,46.49,14.179476,662.62,0,0,0
NMA,12/13/07 8:24,12/15/07 8:28,ACC919MS,PM10,2886.00,87.39,11.1685542,979.5,0,0,0
NMA,12/13/07 8:24,12/15/07 8:28,ACC923MS,PM2.5,2886.00,39.58,13.837326,551.12,0,0,0
NMT,12/19/07 6:57,12/21/07 7:44,ACC928MS,PM10,2928.00,113.63,11.5736616,1318.62,0,0,0
NMT,12/19/07 6:57,12/21/07 7:44,ACC930MS,PM2.5,2928.00,62.38,14.214612,890.12,0,0,1
NMT,12/19/07 6:57,12/21/07 7:44,ACC932MS,PM2.5,2928.00,59.62,13.320684,797.62,0,0,1
NMA,12/19/07 7:21,12/21/07 8:05,ACC927MS,PM10,2925.00,84.05,11.42325,963.62,0,0,0
NMA,12/19/07 7:21,12/21/07 8:05,ACC931MS,PM2.5,2925.00,43.08,14.199903,615.12,0,0,0
NMT,12/25/07 6:56,12/27/07 7:35,ACC939MS,PM10,2916.00,313.12,11.8422252,3711.48,0,0,1
NMT,12/25/07 6:56,12/27/07 7:35,ACC947MS,PM2.5,2916.00,178.32,14.297148,2552.98,0,0,0
NMT,12/25/07 6:56,12/27/07 7:35,ACC955MS,PM10,2916.00,314.34,11.7214452,3687.98,0,0,1
NMA,12/25/07 7:08,12/27/07 7:54,ACC943MS,PM2.5,2922.00,127.11,14.326566,1824.48,0,0,0
NMA,12/25/07 7:08,12/27/07 7:54,ACC951MS,PM10,2922.00,292.60,11.7053859,3428.48,0,0,0
NMT,12/31/07 6:47,1/2/08 7:26,ACC954MS,PM10,2919.00,150.99,11.69336805,1768.98,0,0,0
NMT,12/31/07 6:47,1/2/08 7:26,ACC956MS,PM2.5,2919.00,98.84,14.311857,1417.98,0,0,0
NMA,12/31/07 7:05,1/2/08 7:42,ACC957MS,PM2.5,2919.00,3318.47,14.311857,47496.98,1,0,0
NMA,12/31/07 7:05,1/2/08 7:42,ACC961MS,PM10,2919.00,151.88,11.3111043,1721.36,0,0,0
NMT,1/6/08 6:27,1/8/08 6:59,ACC969MS,PM10,2868.00,267.67,11.2524546,3015.36,0,0,0
NMT,1/6/08 6:27,1/8/08 6:59,ACC970MS,PM2.5,2868.00,138.79,13.37922,1860.36,0,0,1
NMT,1/6/08 6:27,1/8/08 6:59,ACC973MS,PM2.5,2868.00,167.96,13.720512,2307.94,0,0,1
NMA,1/6/08 6:53,1/8/08 7:16,ACC965MS,PM10,2898.00,270.42,11.2098606,3034.86,0,0,0
NMA,1/6/08 6:53,1/8/08 7:16,ACC972MS,PM2.5,2898.00,171.95,13.864746,2387.44,0,0,0
NMT,1/12/08 6:25,1/14/08 7:21,ACC987MS,PM2.5,2943.00,62.69,14.068959,885.44,0,0,0
NMT,1/12/08 6:25,1/14/08 7:21,ACC989MS,PM10,2943.00,126.58,11.8299771,1500.94,0,0,0
NMA,1/12/08 7:00,1/14/08 7:43,ACC988MS,PM2.5,2928.00,55.45,14.355984,799.44,0,0,0
NMA,1/12/08 7:00,1/14/08 7:43,ACC992MS,PM10,2928.00,112.94,11.5281216,1305.44,0,0,0
NMT,1/18/08 6:30,1/20/08 6:30,ACC976MS,PM10,2880.00,378.48,11.419326,4325.44,0,0,0
NMT,1/18/08 6:30,1/20/08 6:30,ACC981MS,PM2.5,2880.00,184.72,13.780062,2548.94,0,0,0
NMA,1/18/08 6:55,1/20/08 6:55,ACC978MS,PM10,2880.00,391.43,11.336661,4440.94,0,0,0
NMA,1/18/08 6:55,1/20/08 6:55,ACC986MS,PM2.5,2880.00,182.28,13.951065,2546.44,0,0,0
NMA,1/24/08 6:22,1/26/08 7:56,ACC994MS,PM2.5,2973.00,201.27,14.433462,2908.44,0,0,0
NMT,1/30/08 7:10,2/1/08 7:18,AFR056MS,PM2.5,2889.00,348.35,13.115187,4572.16,0,0,0
NMT,1/30/08 7:10,2/1/08 7:18,AFR068MS,PM10,2889.00,593.44,11.3218533,6722.3,0,0,0
NMA,1/30/08 7:31,2/1/08 7:34,AFR059MS,PM10,2883.00,569.56,11.1127701,6332.8,0,0,0
NMA,1/30/08 7:31,2/1/08 7:34,AFR072MS,PM2.5,2883.00,319.77,13.861173,4435.8,0,0,0
NMT,2/5/08 6:43,2/7/08 8:26,AFR070MS,PM10,2982.00,220.71,11.6501454,2574.8,0,0,0
NMT,2/5/08 6:43,2/7/08 8:26,AFR075MS,PM2.5,2982.00,115.88,13.892466,1613.3,0,0,0
NMA,2/5/08 7:07,2/7/08 8:06,AFR060MS,PM2.5,2940.00,75.70,14.059248,1067.8,0,0,0
NMA,2/5/08 7:07,2/7/08 8:06,AFR071MS,PM10,2940.00,186.54,11.283813,2108.3,0,0,0
NMT,2/11/08 8:41,2/13/08 8:17,AFR080MS,PM2.5,2850.00,59.89,13.80576,830.3,0,0,0
NMT,2/11/08 8:41,2/13/08 8:17,AFR084MS,PM10,2850.00,107.70,11.376945,1228.8,0,0,0
NMA,2/11/08 9:11,2/13/08 8:35,AFR065MS,PM10,2844.00,91.51,10.9211868,1002.8,0,0,0
NMA,2/11/08 9:11,2/13/08 8:35,AFR085MS,PM2.5,2844.00,41.26,13.604268,564.8,0,0,0
NMT,2/17/08 7:46,2/19/08 8:23,AFR208MS,PM10,1548.00,223.71,5.9883606,1343.12,1,0,0
NMT,2/17/08 7:46,2/19/08 8:23,AFR213MS,PM2.5,1548.00,94.52,7.497738,712.12,1,0,0
NMA,2/17/08 8:08,2/19/08 8:41,AFR209MS,PM2.5,2916.00,66.35,14.123646,940.62,0,0,0
NMA,2/17/08 8:08,2/19/08 8:41,AFR210MS,PM10,2916.00,169.64,11.1601152,1896.62,0,0,0
NMT,2/23/08 7:10,2/25/08 7:46,AFR207MS,PM2.5,2916.00,155.76,13.94586,2175.62,0,0,0
NMT,2/23/08 7:10,2/25/08 7:46,AFR212MS,PM10,2916.00,390.29,12.1976352,4764.12,0,0,1
NMT,2/23/08 7:10,2/25/08 7:46,AFR219MS,PM10,2916.00,410.23,11.6402652,4778.62,0,0,1
NMA,2/23/08 7:40,2/25/08 8:05,AFR200MS,PM10,2964.00,177.04,11.7210108,2078.5,1,0,0
NMA,2/23/08 7:40,2/25/08 8:05,AFR218MS,PM2.5,2964.00,298.89,14.532492,4347.12,1,0,0
NMT,2/29/08 8:46,3/2/08 7:41,AFR228MS,PM2.5,2814.00,87.44,13.462176,1180.62,0,0,1
NMT,2/29/08 8:46,3/2/08 7:41,AFR229MS,PM2.5,2814.00,87.68,13.797042,1213.12,0,0,1
NMT,2/29/08 8:46,3/2/08 7:41,AFR234MS,PM10,2814.00,209.11,11.0792808,2320.28,0,0,0
NMA,2/29/08 9:07,3/2/08 8:04,AFR221MS,PM2.5,2760.00,103.66,13.20384,1372.12,0,0,0
NMA,2/29/08 9:07,3/2/08 8:04,AFR233MS,PM10,2760.00,157.89,10.487172,1659.28,0,0,0
NMT,3/6/08 7:23,3/8/08 7:39,AFR273MS,PM10,2802.00,88.68,11.2631994,1002.24,0,0,0
NMT,3/6/08 7:23,3/8/08 7:39,AFR280MS,PM2.5,2802.00,36.45,13.738206,504.24,0,0,0
NMA,3/6/08 7:52,3/8/08 8:00,AFR272MS,PM10,2286.00,87.08,8.9489592,782.74,1,0,0
NMA,3/6/08 7:52,3/8/08 8:00,AFR279MS,PM2.5,2286.00,38.97,11.208258,440.24,1,0,0
NMT,3/12/08 8:51,3/14/08 8:23,AFR278MS,PM10,2856.00,76.24,11.2053732,857.74,0,0,1
NMT,3/12/08 8:51,3/14/08 8:23,AFR286MS,PM2.5,2856.00,36.40,13.663104,500.74,0,0,0
NMT,3/12/08 8:51,3/14/08 8:23,AFR289MS,PM10,2856.00,79.08,11.4409932,908.24,0,0,1
NMA,3/12/08 9:13,3/14/08 8:40,AFR276MS,PM10,2844.00,62.96,10.9236618,691.24,0,0,0
NMA,3/12/08 9:13,3/14/08 8:40,AFR287MS,PM2.5,2844.00,32.07,13.774914,445.24,0,0,0
NMT,3/18/08 8:15,3/20/08 8:29,AFR301MS,PM2.5,2892.00,46.73,14.179476,666.12,0,0,0
NMT,3/18/08 8:15,3/20/08 8:29,AFR315MS,PM10,2892.00,115.37,11.6249724,1344.64,0,0,0
NMA,3/18/08 8:39,3/20/08 8:49,AFR300MS,PM2.5,2886.00,40.37,13.8994062,564.62,0,0,0
NMA,3/18/08 8:39,3/20/08 8:49,AFR316MS,PM10,2886.00,95.09,11.0653542,1055.64,0,0,0
NMT,3/24/08 7:42,3/26/08 8:24,AFR304MS,PM2.5,2922.00,36.78,14.674284,543.12,0,0,0
NMT,3/24/08 7:42,3/26/08 8:24,AFR321MS,PM10,2922.00,94.55,11.9062734,1129.14,0,0,0
NMA,3/24/08 8:08,3/26/08 8:48,AFR305MS,PM2.5,2922.00,33.44,14.0450379,473.12,0,0,0
NMA,3/24/08 8:08,3/26/08 8:48,AFR323MS,PM10,2922.00,80.91,11.3291205,920.14,0,0,0
NMT,3/30/08 7:35,4/1/08 8:08,AFR320MS,PM2.5,2904.00,41.62,13.892736,581.64,0,0,0
NMT,3/30/08 7:35,4/1/08 8:08,AFR337MS,PM10,2904.00,78.89,11.3537688,899.14,0,0,1
NMT,3/30/08 7:35,4/1/08 8:08,AFR340MS,PM10,2904.00,75.46,11.2739088,854.14,0,0,1
NMA,3/30/08 8:03,4/1/08 8:25,AFR327MS,PM2.5,2898.00,34.56,13.864032,482.64,0,0,0
NMA,3/30/08 8:03,4/1/08 8:25,AFR332MS,PM10,2898.00,65.15,11.3303106,741.64,0,0,0
