SiteName,StartTime,EndTime,SampleID,SampleType,SampleDuration,MassConc,volumem3,Mass (ug),QCvoid,QCFlag,Duplicate
NMT,4/8/07 6:20,4/10/07 6:40,ACC067MS,PM10,1890.00,53.56,7.668864,414.22,1,0,0
NMA,4/8/07 6:38,4/10/07 6:55,ACC059MS,PM2.5,1743.00,21.36,8.6984415,189.22,1,0,0
NMA,4/8/07 6:38,4/10/07 6:55,ACC061MS,PM10,1743.00,39.11,6.9868155,276.72,1,0,0
NMT,4/10/07 6:45,4/12/07 6:28,ACC058MS,PM10,2856.00,56.71,11.3781612,648.72,0,0,0
NMT,4/10/07 6:45,4/12/07 6:28,ACC060MS,PM2.5,2856.00,24.68,14.252868,355.22,0,0,0
NMA,4/10/07 7:00,4/12/07 6:40,ACC056MS,PM10,2754.00,33.16,11.2422411,376.22,0,0,0
NMA,4/10/07 7:00,4/12/07 6:40,ACC063MS,PM2.5,2754.00,16.27,13.8790584,229.22,0,0,0
NMT,4/12/07 6:29,4/14/07 6:28,ACC057MS,PM10,1974.00,72.89,7.9612407,583.72,1,0,0
NMT,4/12/07 6:29,4/14/07 6:28,ACC065MS,PM2.5,1974.00,32.65,9.9481704,328.22,1,0,0
NMA,4/12/07 6:45,4/14/07 6:46,ACC062MS,PM2.5,1542.00,22.96,7.8089193,182.72,1,0,0
NMA,4/12/07 6:45,4/14/07 6:46,ACC066MS,PM10,1542.00,44.77,6.6732363,302.22,1,0,0
NMT,4/14/07 6:32,4/16/07 6:35,ACC068MS,PM2.5,2880.00,31.50,14.37264,456.22,0,0,0
NMT,4/14/07 6:32,4/16/07 6:35,ACC081MS,PM10,2880.00,69.53,11.473776,801.22,0,0,0
NMA,4/14/07 7:23,4/16/07 7:07,ACC078MS,PM2.5,2754.00,24.09,13.8114477,336.22,0,0,0
NMA,4/14/07 7:23,4/16/07 7:07,ACC080MS,PM10,2754.00,49.57,11.039409,550.72,0,0,0
NMT,4/16/07 6:41,4/18/07 6:36,ACC072MS,PM2.5,1806.00,36.42,9.012843,331.72,1,0,0
NMT,4/16/07 6:41,4/18/07 6:36,ACC075MS,PM10,1806.00,78.07,7.1506764,561.72,1,0,0
NMA,4/16/07 7:14,4/18/07 7:07,ACC071MS,PM2.5,2790.00,28.89,13.786506,401.72,0,0,0
NMA,4/16/07 7:14,4/18/07 7:07,ACC085MS,PM10,2790.00,59.62,10.772748,645.72,0,0,0
NMT,4/18/07 6:40,4/20/07 6:45,ACC070MS,PM2.5,2652.00,38.07,13.560339,519.72,0,0,0
NMT,4/18/07 6:40,4/20/07 6:45,ACC077MS,PM10,2652.00,87.27,10.8258618,948.22,0,0,0
NMA,4/18/07 7:12,4/20/07 7:31,ACC074MS,PM2.5,846.00,27.10,4.328019,120.72,1,0,0
NMA,4/18/07 7:12,4/20/07 7:31,ACC079MS,PM10,846.00,60.11,3.5396694,216.22,1,0,0
NMT,4/20/07 6:50,4/22/07 6:31,ACC082MS,PM2.5,1656.00,33.21,8.3049228,279.22,1,0,0
NMT,4/20/07 6:50,4/22/07 6:31,ACC093MS,PM10,1656.00,69.66,6.5974212,463.04,1,0,0
NMA,4/20/07 7:35,4/22/07 6:56,ACC069MS,PM2.5,2784.00,18.73,13.893552,263.72,0,0,0
NMA,4/20/07 7:35,4/22/07 6:56,ACC083MS,PM10,2784.00,44.07,11.159664,495.22,0,0,0
NMT,4/22/07 6:36,4/24/07 6:48,ACC091MS,PM10,2886.00,68.14,11.8819854,813.04,0,0,0
NMT,4/22/07 6:36,4/24/07 6:48,ACC097MS,PM2.5,2886.00,31.08,14.4809466,453.54,0,0,0
NMA,4/22/07 6:59,4/24/07 7:01,ACC084MS,PM2.5,2880.00,26.06,14.301936,376.22,0,0,0
NMA,4/22/07 6:59,4/24/07 7:01,ACC092MS,PM10,2880.00,61.28,11.473776,706.54,1,0,0
NMT,4/24/07 6:52,4/26/07 6:56,ACC073MS,PM10,1854.00,73.24,7.431759,547.72,1,0,0
NMT,4/24/07 6:52,4/26/07 6:56,ACC096MS,PM2.5,1854.00,28.98,9.252387,271.54,1,0,0
NMA,4/24/07 7:06,4/26/07 7:16,ACC086MS,PM2.5,1482.00,19.30,7.5778365,149.72,1,0,0
NMA,4/24/07 7:06,4/26/07 7:16,ACC089MS,PM10,1482.00,44.29,6.1588956,276.22,1,0,0
NMT,4/26/07 7:00,4/28/07 6:30,ACC090MS,PM10,2754.00,51.75,10.9041876,567.72,0,0,0
NMT,4/26/07 7:00,4/28/07 6:30,ACC095MS,PM2.5,2754.00,22.74,13.8790584,319.04,0,0,0
NMA,4/26/07 7:20,4/28/07 7:14,ACC076MS,PM2.5,846.00,20.70,4.2635016,91.72,1,0,0
NMA,4/26/07 7:20,4/28/07 7:14,ACC088MS,PM10,846.00,40.72,3.4327296,143.22,1,0,0
NMT,4/28/07 6:52,4/30/07 6:53,ACC100MS,PM10,2328.00,63.07,9.331788,592,1,0,0
NMT,4/28/07 6:52,4/30/07 6:53,ACC119MS,PM2.5,2328.00,25.14,11.617884,295.5,1,0,0
NMA,4/28/07 7:20,4/30/07 7:20,ACC094MS,PM2.5,1518.00,18.62,7.575579,144.5,1,0,0
NMA,4/28/07 7:20,4/30/07 7:20,ACC118MS,PM10,1518.00,48.43,5.8240347,285.5,1,0,0
NMT,4/30/07 7:03,5/2/07 6:51,ACC101MS,PM2.5,2694.00,27.38,13.6428201,377,0,0,1
NMT,4/30/07 7:03,5/2/07 6:51,ACC112MS,PM10,2694.00,65.37,10.7327613,705,0,0,0
NMT,4/30/07 7:03,5/2/07 6:51,ACC117MS,PM2.5,2880.00,32.41,13.807008,451,0,0,1
NMA,4/30/07 7:25,5/2/07 7:37,ACC113MS,PM10,1470.00,59.17,5.552232,332,1,0,0
NMA,4/30/07 7:25,5/2/07 7:37,ACC120MS,PM2.5,1470.00,23.28,7.067949,168,1,0,0
NMT,5/2/07 7:04,5/4/07 7:02,ACC104MS,PM10,2880.00,70.86,11.54448,821.5,0,0,1
NMT,5/2/07 7:04,5/4/07 7:02,ACC106MS,PM2.5,2262.00,30.17,11.0710962,337.5,1,0,0
NMT,5/2/07 7:04,5/4/07 7:02,ACC115MS,PM10,2262.00,68.77,9.067227,627,1,0,1
NMA,5/2/07 7:53,5/4/07 7:26,ACC103MS,PM10,2082.00,47.77,8.0390184,387.5,1,0,0
NMA,5/2/07 7:53,5/4/07 7:26,ACC105MS,PM2.5,2082.00,20.85,10.2879948,218,1,0,0
NMT,5/4/07 7:10,5/6/07 6:48,ACC124MS,PM10,1704.00,63.62,6.830484,438,1,0,0
NMT,5/4/07 7:10,5/6/07 6:48,ACC126MS,PM2.5,1704.00,26.51,8.5456452,230,1,0,0
NMA,5/4/07 7:39,5/6/07 7:28,ACC107MS,PM2.5,378.00,21.39,1.8956889,44,1,0,0
NMA,5/4/07 7:39,5/6/07 7:28,ACC127MS,PM10,378.00,51.53,1.5244929,82,1,0,0
NMT,5/6/07 6:53,5/8/07 7:02,ACC099MS,PM10,2448.00,70.58,9.812808,696,1,0,0
NMT,5/6/07 6:53,5/8/07 7:02,ACC128MS,PM2.5,2448.00,28.02,12.2768424,347.5,1,0,0
NMA,5/6/07 7:38,5/8/07 7:25,ACC102MS,PM2.5,486.00,23.15,2.3994582,59,1,0,0
NMA,5/6/07 7:38,5/8/07 7:25,ACC116MS,PM10,486.00,7.83,1.8573942,18,1,0,0
NMT,5/8/07 7:05,5/10/07 6:49,ACC108MS,PM10,2310.00,99.96,9.259635,929,1,0,0
NMT,5/8/07 7:05,5/10/07 6:49,ACC110MS,PM2.5,2874.00,37.85,13.7782434,525,0,0,1
NMT,5/8/07 7:05,5/10/07 6:49,ACC123MS,PM2.5,2310.00,37.00,11.878629,443,1,0,1
NMA,5/8/07 7:32,5/10/07 7:19,ACC121MS,PM2.5,2868.00,34.27,14.312754,494,0,0,0
NMA,5/8/07 7:32,5/10/07 7:19,ACC122MS,PM10,2868.00,75.72,11.496378,874,0,0,0
NMT,5/10/07 7:02,5/12/07 7:05,ACC109MS,PM10,2814.00,51.87,11.424273,596,0,0,1
NMT,5/10/07 7:02,5/12/07 7:05,ACC129MS,PM2.5,2814.00,26.32,14.043267,373,0,0,0
NMT,5/10/07 7:02,5/12/07 7:05,ACC132MS,PM10,2880.00,52.80,11.54448,613,0,0,1
NMA,5/10/07 7:23,5/12/07 7:42,ACC130MS,PM2.5,1638.00,19.89,8.3755035,170,1,0,0
NMA,5/10/07 7:23,5/12/07 7:42,ACC133MS,PM10,1638.00,41.99,6.8474133,291,1,0,0
NMT,5/12/07 7:13,5/14/07 6:56,ACC138MS,PM10,1608.00,65.94,6.445668,428.5,1,0,0
NMT,5/12/07 7:13,5/14/07 6:56,ACC141MS,PM2.5,1608.00,32.53,8.024724,264.46,1,0,0
NMA,5/12/07 7:56,5/14/07 7:54,ACC139MS,PM10,2616.00,48.49,10.2825201,502,1,0,0
NMA,5/12/07 7:56,5/14/07 7:54,ACC146MS,PM2.5,2616.00,24.74,13.055148,326.46,0,0,0
NMT,5/14/07 7:15,5/16/07 7:05,ACC143MS,PM10,2781.00,63.17,11.2167222,711.96,0,0,0
NMT,5/14/07 7:15,5/16/07 7:05,ACC145MS,PM2.5,2781.00,32.67,14.0809707,463.46,0,0,0
NMA,5/14/07 7:57,5/16/07 7:46,ACC140MS,PM10,1788.00,61.14,7.262943,447.5,1,0,0
NMA,5/14/07 7:57,5/16/07 7:46,ACC142MS,PM2.5,1788.00,33.79,8.7170886,297.96,1,0,0
NMT,5/16/07 7:14,5/18/07 6:48,ACC131MS,PM2.5,2652.00,34.53,13.234806,460.5,0,0,1
NMT,5/16/07 7:14,5/18/07 6:48,ACC137MS,PM10,2652.00,71.26,10.630542,761,0,0,0
NMT,5/16/07 7:14,5/18/07 6:48,ACC148MS,PM2.5,2850.00,33.61,13.7331525,464.96,0,0,1
NMA,5/16/07 8:00,5/18/07 7:48,ACC136MS,PM10,2790.00,48.70,10.9663002,537.5,0,0,0
NMA,5/16/07 8:00,5/18/07 7:48,ACC152MS,PM2.5,2790.00,23.79,13.7060802,329.46,0,0,0
NMT,5/18/07 7:33,5/20/07 6:30,ACC135MS,PM10,2820.00,66.76,12.065511,809,1,0,1
NMT,5/18/07 7:33,5/20/07 6:30,ACC151MS,PM2.5,1650.00,14.57,8.234325,123.46,1,0,0
NMT,5/18/07 7:33,5/20/07 6:30,ACC155MS,PM10,1650.00,76.35,6.614025,508.46,1,0,1
NMA,5/18/07 7:50,5/20/07 6:50,ACC147MS,PM2.5,2463.00,25.83,12.2916015,320.96,1,0,0
NMA,5/18/07 7:50,5/20/07 6:50,ACC153MS,PM10,2463.00,55.56,9.8729355,551.96,1,0,0
NMT,5/20/07 6:36,5/22/07 6:59,ACC150MS,PM2.5,2901.00,34.71,14.4774405,505.96,0,0,0
NMT,5/20/07 6:36,5/22/07 6:59,ACC157MS,PM10,2901.00,63.55,11.6286585,742.46,0,0,0
NMA,5/20/07 6:56,5/22/07 7:28,ACC149MS,PM10,2460.00,31.69,10.223268,327.46,1,0,0
NMA,5/20/07 6:56,5/22/07 7:28,ACC156MS,PM2.5,2460.00,38.50,12.518202,485.46,1,0,0
NMT,5/22/07 7:04,5/24/07 7:53,ACC154MS,PM10,1881.00,60.68,7.5399885,460.96,1,0,0
NMT,5/22/07 7:04,5/24/07 7:53,ACC161MS,PM2.5,1881.00,27.02,9.0878169,248.96,1,0,0
NMA,5/22/07 7:30,5/24/07 8:25,ACC162MS,PM10,1833.00,43.55,7.1292819,313.96,1,0,0
NMA,5/22/07 7:30,5/24/07 8:25,ACC165MS,PM2.5,1833.00,25.62,7.9833273,207.96,1,0,0
NMT,5/24/07 8:00,5/26/07 7:07,ACC159MS,PM2.5,2760.00,33.83,13.77378,469.46,0,0,1
NMT,5/24/07 8:00,5/26/07 7:07,ACC170MS,PM2.5,2826.00,32.43,13.4787483,440.58,0,0,1
NMT,5/24/07 8:00,5/26/07 7:07,ACC172MS,PM10,2760.00,72.59,11.06346,806.58,0,0,0
NMA,5/24/07 8:30,5/26/07 7:46,ACC160MS,PM2.5,2664.00,25.61,13.294692,343.96,0,0,0
NMA,5/24/07 8:30,5/26/07 7:46,ACC173MS,PM10,2664.00,51.84,10.678644,557.08,0,0,0
NMT,5/26/07 7:14,5/28/07 7:45,ACC167MS,PM2.5,1800.00,27.14,9.02709,248.46,1,0,0
NMT,5/26/07 7:14,5/28/07 7:45,ACC171MS,PM10,,,,633.08,1,0,1
NMT,5/26/07 7:14,5/28/07 7:45,ACC174MS,PM10,1800.00,57.94,7.25949,424.08,1,0,1
NMA,5/26/07 7:47,5/28/07 7:00,ACC166MS,PM2.5,240.00,29.22,1.215396,38.96,1,0,0
NMA,5/26/07 7:47,5/28/07 7:00,ACC168MS,PM10,240.00,60.36,0.979716,62.58,1,0,0
NMA,5/28/07 7:10,5/30/07 7:00,ACC179MS,PM10,2868.00,71.03,11.3555592,810.08,0,0,0
NMA,5/28/07 7:10,5/30/07 7:00,ACC180MS,PM2.5,2868.00,38.99,14.1719352,556.08,0,0,0
NMT,5/28/07 7:58,5/30/07 8:10,ACC158MS,PM2.5,1494.00,36.95,7.455807,278.96,1,0,0
NMT,5/28/07 7:58,5/30/07 8:10,ACC177MS,PM10,1494.00,60.47,5.988699,365.58,1,0,0
NMA,5/30/07 7:40,6/1/07 6:38,ACC169MS,PM10,2598.00,50.15,10.5416448,532.08,0,0,0
NMA,5/30/07 7:40,6/1/07 6:38,ACC187MS,PM2.5,2598.00,28.92,13.0928808,382.08,0,0,0
NMT,5/30/07 8:27,6/1/07 7:35,ACC176MS,PM10,2274.00,68.85,9.115329,631.08,1,0,0
NMT,5/30/07 8:27,6/1/07 7:35,ACC181MS,PM2.5,2274.00,33.31,11.2925703,379.58,1,0,0
NMA,6/1/07 6:44,6/3/07 6:35,ACC182MS,PM2.5,2328.00,19.49,11.7321888,232.08,1,0,0
NMA,6/1/07 6:44,6/3/07 6:35,ACC184MS,PM10,2328.00,32.30,9.4460928,308.58,1,0,0
NMT,6/1/07 7:41,6/3/07 7:00,ACC175MS,PM2.5,1950.00,22.88,9.731475,226.08,1,0,1
NMT,6/1/07 7:41,6/3/07 7:00,ACC183MS,PM2.5,,,,315.08,1,0,1
NMT,6/1/07 7:41,6/3/07 7:00,ACC186MS,PM10,1950.00,41.21,7.816575,325.58,1,0,0
NMA,6/3/07 6:40,6/5/07 7:32,ACC192MS,PM10,2166.00,30.97,8.9482875,280.58,1,0,0
NMA,6/3/07 6:40,6/5/07 7:32,ACC196MS,PM2.5,2166.00,21.47,11.0221242,240.08,1,0,0
NMT,6/3/07 7:08,6/5/07 6:40,ACC185MS,PM10,2862.00,42.55,11.472327,491.58,0,0,1
NMT,6/3/07 7:08,6/5/07 6:40,ACC191MS,PM10,1776.00,38.79,7.119096,279.58,1,0,1
NMT,6/3/07 7:08,6/5/07 6:40,ACC201MS,PM2.5,1776.00,24.38,8.9067288,220.58,1,0,0
NMT,6/5/07 6:55,6/7/07 6:33,ACC189MS,PM10,2280.00,45.31,9.13938,417.58,1,0,0
NMT,6/5/07 6:55,6/7/07 6:33,ACC202MS,PM2.5,2280.00,23.74,11.546262,277.58,1,0,0
NMA,6/5/07 7:35,6/7/07 7:35,ACC188MS,PM10,2484.00,32.60,9.957114,328.08,1,0,0
NMA,6/5/07 7:35,6/7/07 7:35,ACC197MS,PM2.5,2484.00,16.51,12.396402,208.08,1,0,0
NMT,6/7/07 6:47,6/9/07 6:20,ACC195MS,PM10,2712.00,47.01,10.9376316,517.58,0,0,0
NMT,6/7/07 6:47,6/9/07 6:20,ACC199MS,PM2.5,2712.00,32.51,13.6008156,445.58,0,0,0
NMA,6/7/07 7:40,6/9/07 7:00,ACC193MS,PM10,2838.00,45.55,11.376123,521.58,0,0,0
NMA,6/7/07 7:40,6/9/07 7:00,ACC208MS,PM2.5,2838.00,25.57,14.163039,365.58,0,0,0
NMT,6/9/07 6:30,6/11/07 6:20,ACC204MS,PM10,2244.00,48.91,9.0501642,446.08,1,0,0
NMT,6/9/07 6:30,6/11/07 6:20,ACC212MS,PM2.5,2874.00,22.46,13.9193568,316.08,0,0,1
NMT,6/9/07 6:30,6/11/07 6:20,ACC213MS,PM2.5,2244.00,25.38,11.2537722,289.08,1,0,1
NMA,6/9/07 7:06,6/11/07 7:08,ACC205MS,PM10,2646.00,33.44,10.606491,358.08,0,0,0
NMA,6/9/07 7:06,6/11/07 7:08,ACC210MS,PM2.5,2646.00,15.61,13.204863,209.58,0,0,0
NMT,6/11/07 6:30,6/13/07 7:05,ACC194MS,PM10,1482.00,57.46,6.0497463,351.08,1,0,1
NMT,6/11/07 6:30,6/13/07 7:05,ACC206MS,PM10,2915.40,56.06,11.82952704,666.58,0,0,1
NMT,6/11/07 6:30,6/13/07 7:05,ACC209MS,PM2.5,1482.00,31.60,7.5050703,240.58,1,0,0
NMA,6/11/07 7:16,6/13/07 7:50,ACC207MS,PM10,2910.00,41.85,11.664735,491.58,0,0,0
NMA,6/11/07 7:16,6/13/07 7:50,ACC211MS,PM2.5,2910.00,22.87,14.522355,335.58,0,0,0
NMT,6/13/07 7:15,6/15/07 7:16,ACC214MS,PM10,2094.00,49.46,8.393799,418.58,1,0,0
NMT,6/13/07 7:15,6/15/07 7:16,ACC217MS,PM2.5,2094.00,23.77,10.5015147,253.08,1,0,0
NMA,6/13/07 7:55,6/15/07 7:53,ACC203MS,PM10,2286.00,30.05,9.3879162,285.58,1,0,0
NMA,6/13/07 7:55,6/15/07 7:53,ACC215MS,PM2.5,2286.00,17.68,11.5766469,208.08,1,0,0
NMT,6/15/07 7:32,6/17/07 6:56,ACC220MS,PM2.5,882.00,23.39,4.4232741,106.92,1,0,0
NMT,6/15/07 7:32,6/17/07 6:56,ACC225MS,PM10,882.00,52.28,3.5571501,189.42,1,0,0
NMA,6/15/07 7:56,6/17/07 7:35,ACC218MS,PM2.5,1692.00,15.75,8.4839916,137.08,1,0,0
NMA,6/15/07 7:56,6/17/07 7:35,ACC224MS,PM10,1692.00,34.72,6.4801224,228.42,1,0,0
NMT,6/17/07 7:13,6/19/07 7:29,ACC222MS,PM10,2094.00,59.30,8.1613596,487.42,1,0,0
NMT,6/17/07 7:13,6/19/07 7:29,ACC228MS,PM2.5,2094.00,25.54,10.1401878,262.42,1,0,0
NMA,6/17/07 7:37,6/19/07 8:07,ACC227MS,PM2.5,2742.00,19.78,13.3740318,267.92,0,0,0
NMA,6/17/07 7:37,6/19/07 8:07,ACC230MS,PM10,2742.00,35.23,10.6813878,379.78,0,0,0
NMT,6/19/07 7:35,6/21/07 6:45,ACC223MS,PM10,366.00,57.54,1.4940669,89.42,1,1,0
NMT,6/19/07 7:35,6/21/07 6:45,ACC226MS,PM2.5,2832.60,31.52,10.6590738,339.42,1,0,1
NMT,6/19/07 7:35,6/21/07 6:45,ACC231MS,PM2.5,366.00,31.12,1.826523,60.28,1,0,1
NMA,6/19/07 8:12,6/21/07 7:34,ACC221MS,PM2.5,1776.00,21.25,8.6351076,186.92,1,0,0
NMA,6/19/07 8:12,6/21/07 7:34,ACC229MS,PM10,1776.00,40.75,6.67425,275.42,1,0,0
NMT,6/21/07 7:01,6/23/07 7:19,ACC236MS,PM2.5,540.00,31.44,2.6347716,86.28,1,0,0
NMT,6/21/07 7:01,6/23/07 7:19,ACC237MS,PM10,540.00,60.44,2.16459,134.28,1,0,0
NMA,6/21/07 7:39,6/23/07 8:02,ACC235MS,PM2.5,2904.00,24.87,14.1895632,356.28,0,0,0
NMT,6/23/07 7:30,6/25/07 7:46,ACC232MS,PM10,867.00,58.15,3.49665435,206.78,1,0,0
NMT,6/23/07 7:30,6/25/07 7:46,ACC245MS,PM2.5,867.00,30.46,4.26290895,133.28,1,0,0
NMA,6/23/07 8:05,6/25/07 8:28,ACC242MS,PM10,954.00,43.58,4.103979,182.28,1,0,0
NMA,6/23/07 8:05,6/25/07 8:28,ACC246MS,PM2.5,954.00,28.38,4.874358,141.78,1,0,0
NMT,6/25/07 8:00,6/27/07 7:00,ACC252MS,PM2.5,1764.00,32.36,8.2454169,270.28,1,0,0
NMT,6/25/07 8:00,6/27/07 7:00,ACC254MS,PM10,1764.00,58.16,6.8319261,400.78,1,0,0
NMA,6/25/07 8:32,6/27/07 7:41,ACC238MS,PM10,2829.00,44.57,10.944546,491.28,0,0,0
NMA,6/25/07 8:32,6/27/07 7:41,ACC251MS,PM2.5,2829.00,24.76,13.722624,343.28,0,0,0
NMT,6/27/07 7:12,6/29/07 6:05,ACC248MS,PM10,2016.00,45.21,8.081136,368.78,1,0,0
NMT,6/27/07 7:12,6/29/07 6:05,ACC250MS,PM2.5,2016.00,23.97,9.9618624,242.28,1,0,1
NMT,6/27/07 7:12,6/29/07 6:05,ACC253MS,PM2.5,2814.00,26.54,13.5596811,363.28,0,0,1
NMA,6/27/07 7:44,6/29/07 9:32,ACC239MS,PM2.5,2529.00,20.31,12.6209745,259.78,1,0,0
NMA,6/27/07 7:44,6/29/07 9:32,ACC247MS,PM10,2529.00,36.04,10.1374965,368.78,1,0,0
NMT,6/29/07 6:14,7/1/07 6:27,ACC243MS,PM10,2148.00,58.88,9.211242,545.78,1,0,1
NMT,6/29/07 6:14,7/1/07 6:27,ACC249MS,PM2.5,2148.00,32.32,10.3584144,338.28,1,0,0
NMT,6/29/07 6:14,7/1/07 6:27,ACC255MS,PM10,2892.00,60.19,11.8765764,718.28,0,0,1
NMA,6/29/07 9:33,7/1/07 6:55,ACC233MS,PM10,2502.00,29.54,9.761181,291.78,1,0,0
NMA,6/29/07 9:33,7/1/07 6:55,ACC234MS,PM2.5,2502.00,20.10,12.6537111,257.78,1,0,0
NMA,7/1/07 7:06,7/3/07 6:57,ACC256MS,PM10,2760.00,48.83,10.860186,533.78,0,0,0
NMA,7/1/07 7:06,7/3/07 6:57,ACC259MS,PM2.5,2760.00,25.91,13.638264,356.78,0,0,0
NMT,7/1/07 7:39,7/3/07 6:25,ACC257MS,PM10,2784.00,57.30,11.2280112,646.78,0,0,0
NMT,7/1/07 7:39,7/3/07 6:25,ACC258MS,PM2.5,2784.00,30.82,13.9618992,433.78,0,0,0
NMT,7/3/07 6:38,7/5/07 6:49,ACC262MS,PM10,2244.00,66.02,8.8298034,586.42,1,0,1
NMT,7/3/07 6:38,7/5/07 6:49,ACC263MS,PM10,2244.00,65.20,8.995074,589.92,1,0,1
NMT,7/3/07 6:38,7/5/07 6:49,ACC266MS,PM2.5,2244.00,33.31,10.8681408,365.42,1,0,0
NMA,7/3/07 7:07,7/5/07 7:12,ACC260MS,PM2.5,2886.00,22.54,14.2608804,324.92,0,0,0
NMA,7/3/07 7:07,7/5/07 7:12,ACC261MS,PM10,2886.00,41.03,11.2851258,466.42,0,0,0
NMT,7/5/07 6:50,7/7/07 6:29,ACC271MS,PM10,1578.00,46.11,6.3641529,296.92,1,0,0
NMT,7/5/07 6:50,7/7/07 6:29,ACC274MS,PM2.5,1578.00,27.91,7.9524888,225.42,1,0,1
NMT,7/5/07 6:50,7/7/07 6:29,ACC277MS,PM2.5,2808.60,24.53,13.18890474,326.92,1,0,1
NMA,7/5/07 7:16,7/7/07 7:04,ACC272MS,PM10,2868.00,25.71,11.3555592,295.42,0,1,0
NMA,7/5/07 7:16,7/7/07 7:04,ACC276MS,PM2.5,2868.00,18.53,14.2423446,267.42,0,0,0
NMT,7/7/07 6:37,7/9/07 6:51,ACC279MS,PM2.5,2796.00,34.48,14.0220798,486.92,0,0,0
NMT,7/7/07 6:37,7/9/07 6:51,ACC283MS,PM10,2796.00,68.35,11.0018406,755.42,0,0,0
NMA,7/7/07 7:14,7/9/07 7:50,ACC282MS,PM2.5,2904.00,26.50,14.2072392,379.92,0,1,0
NMA,7/7/07 7:14,7/9/07 7:50,ACC287MS,PM10,2904.00,48.74,11.3555112,556.92,0,0,0
NMT,7/9/07 7:22,7/11/07 6:21,ACC288MS,PM10,2796.00,63.84,10.9331988,701.42,0,0,0
NMT,7/9/07 7:22,7/11/07 6:21,ACC290MS,PM2.5,2796.00,29.86,13.4729454,405.78,0,1,0
NMA,7/9/07 8:20,7/11/07 6:56,ACC294MS,PM2.5,2772.00,30.56,13.493403,415.78,0,1,0
NMA,7/9/07 8:20,7/11/07 6:56,ACC296MS,PM10,2772.00,38.63,10.6351938,414.28,0,0,0
NMT,7/11/07 6:37,7/13/07 6:46,ACC298MS,PM10,2892.00,65.23,11.3795862,745.78,0,0,0
NMT,7/11/07 6:37,7/13/07 6:46,ACC301MS,PM2.5,2892.00,32.71,14.1485316,466.28,0,0,0
NMA,7/11/07 7:05,7/13/07 7:14,ACC300MS,PM10,2568.00,42.23,10.7351388,456.78,1,0,0
NMA,7/11/07 7:05,7/13/07 7:14,ACC302MS,PM2.5,2568.00,22.91,13.0677816,302.78,1,0,0
NMT,7/13/07 6:55,7/15/07 6:26,ACC306MS,PM2.5,2820.00,27.68,17.119374,477.28,1,0,0
NMT,7/13/07 6:55,7/15/07 6:26,ACC309MS,PM10,2820.00,65.28,11.027046,723.28,0,0,0
NMA,7/13/07 7:24,7/15/07 7:22,ACC308MS,PM10,2634.00,54.59,10.4937243,576.28,0,0,0
NMT,7/15/07 6:49,7/17/07 6:36,ACC312MS,PM2.5,2868.00,31.23,14.1719352,446.08,0,0,0
NMT,7/15/07 6:49,7/17/07 6:36,ACC318MS,PM10,2868.00,63.37,11.3555592,723.08,0,0,0
NMA,7/15/07 7:30,7/17/07 7:09,ACC314MS,PM2.5,2538.00,25.27,12.4296198,317.58,1,0,0
NMA,7/15/07 7:30,7/17/07 7:09,ACC315MS,PM10,2538.00,46.36,10.5930834,494.58,1,0,0
NMT,7/17/07 6:49,7/19/07 6:32,ACC326MS,PM2.5,2862.00,37.53,14.3530731,542.08,0,0,0
NMT,7/17/07 6:49,7/19/07 6:32,ACC330MS,PM10,2862.00,60.90,11.472327,702.08,0,0,0
NMA,7/17/07 7:16,7/19/07 7:01,ACC329MS,PM10,2868.00,49.87,11.2718928,565.58,0,1,0
NMA,7/17/07 7:16,7/19/07 7:01,ACC332MS,PM2.5,2868.00,34.85,14.1630972,497.08,0,0,0
NMT,7/19/07 6:42,7/21/07 9:47,ACC334MS,PM2.5,3072.00,24.92,15.2553984,383.58,0,0,0
NMT,7/19/07 6:42,7/21/07 9:47,ACC335MS,PM10,3072.00,52.87,12.1632768,646.58,0,0,1
NMT,7/19/07 6:42,7/21/07 9:47,ACC336MS,PM10,3072.00,52.22,12.1632768,638.58,0,0,1
NMA,7/19/07 7:06,7/21/07 10:10,ACC339MS,PM2.5,3066.00,25.18,15.138843,384.58,0,0,0
NMA,7/19/07 7:06,7/21/07 10:10,ACC345MS,PM10,3066.00,39.55,12.5681634,500.58,0,0,0
NMT,7/23/07 6:49,7/25/07 6:34,ACC351MS,PM10,2862.00,60.30,11.2619826,682.58,0,0,0
NMT,7/23/07 6:49,7/25/07 6:34,ACC361MS,PM2.5,2862.00,34.16,14.4233352,496.08,0,0,0
NMA,7/23/07 7:31,7/25/07 7:07,ACC358MS,PM10,2850.00,45.57,11.424225,524.08,0,0,0
NMA,7/23/07 7:31,7/25/07 7:07,ACC362MS,PM2.5,2850.00,25.51,13.8057714,355.58,0,0,0
NMT,7/25/07 6:41,7/27/07 6:48,ACC368MS,PM10,2886.00,46.86,11.568531,545.58,0,0,0
NMT,7/25/07 6:41,7/27/07 6:48,ACC370MS,PM2.5,2886.00,28.16,14.402583,409.08,0,0,0
NMA,7/25/07 7:18,7/27/07 7:19,ACC369MS,PM2.5,2880.00,23.50,14.301936,339.58,0,1,0
NMA,7/25/07 7:18,7/27/07 7:19,ACC375MS,PM10,2880.00,33.57,11.473776,388.58,0,1,0
