SampleID,MASS.CONC,MASS.UNC,Al.CONC,Al.UNC,Si.CONC,Si.UNC,P.CONC,P.UNC,S.CONC,S.UNC,Cl.CONC,Cl.UNC,K.CONC,K.UNC,Ca.CONC,Ca.UNC,Sc.CONC,Sc.UNC,Ti.CONC,Ti.UNC,V.CONC,V.UNC,Cr.CONC,Cr.UNC,Mn.CONC,Mn.UNC,Fe.CONC,Fe.UNC,Co.CONC,Co.UNC,Ni.CONC,Ni.UNC,Cu.CONC,Cu.UNC,Zn.CONC,Zn.UNC,Ga.CONC,Ga.UNC,Ge.CONC,Ge.UNC,As.CONC,As.UNC,Se.CONC,Se.UNC,Br.CONC,Br.UNC,Rb.CONC,Rb.UNC,Sr.CONC,Sr.UNC,Y.CONC,Y.UNC,Zr.CONC,Zr.UNC,Nb.CONC,Nb.UNC,Mo.CONC,Mo.UNC,Rh.CONC,Rh.UNC,Pd.CONC,Pd.UNC,Ag.CONC,Ag.UNC,Cd.CONC,Cd.UNC,In.CONC,In.UNC,Sn.CONC,Sn.UNC,Sb.CONC,Sb.UNC,Te.CONC,Te.UNC,I.CONC,I.UNC,Cs.CONC,Cs.UNC,Ba.CONC,Ba.UNC,La.CONC,La.UNC,Ce.CONC,Ce.UNC,Pr.CONC,Pr.UNC,Nd.CONC,Nd.UNC,Sm.CONC,Sm.UNC,Eu.CONC,Eu.UNC,Gd.CONC,Gd.UNC,Tb.CONC,Tb.UNC,Dy.CONC,Dy.UNC,Ho.CONC,Ho.UNC,Er.CONC,Er.UNC,Tm.CONC,Tm.UNC,Yb.CONC,Yb.UNC,Lu.CONC,Lu.UNC,Ta.CONC,Ta.UNC,W.CONC,W.UNC,Pt.CONC,Pt.UNC,Au.CONC,Au.UNC,Hg.CONC,Hg.UNC,Tl.CONC,Tl.UNC,Pb.CONC,Pb.UNC,Bi.CONC,Bi.UNC,Th.CONC,Th.UNC,U.CONC,U.UNC
GHA061MS,"690000,024118921","34514,4930760742","16944,1824447847","2088,6788169842","44132,7818624343","4444,5607457041","-172,3191182706","231,1975097397","16652,9371308615","986,2534480071","46502,0658763416","2769,1923882133","16444,2892833975","1011,1957902445","17234,2506524888","1086,4690402293","-132,2590392977","56,8857737518","1638,0086986676","122,1266936078","91,937381165","24,4037969084","40,5986243019","11,3940804607","310,4021406262","32,4742833387","17427,1575893366","1072,1745084967","-340,7530166677","81,5588433247","-22,5496622757","44,6377142694","90,6987269083","22,8420154543","402,216425716","29,8431047313","-8,0397124115","8,8936914332","-2,846596739","7,3703775026","-17,618125763","11,386386956","3,1389499176","5,9547726378","334,4828103372","22,5727427898","47,2919733909","7,6627306812","132,7975846267","11,3709999466","15,8024586538","26,3733341116","46,2764307705","24,9192617233","35,2670255448","24,8884877045","-41,7834240257","24,2114592909","0,4231427585","17,3488530985","-30,00466833","18,6875229163","-9,8322990066","20,4493354926","-24,5345864883","22,7496933979","83,8130402018","28,3813388383","49,7615883996","32,1896236648","128,9816062955","37,69817303","80,1432384599","42,2450343077","71,5188196912","50,2539727004","67,2643115921","46,2918177799","265,3412835983","67,010425937","9,23220564","46,5533969397","-138,1676509073","69,2723163188","-135,5364722999","52,5620241104","40,7371073865","34,3361114761","-43,6452521631","30,927888894","621,404374619","282,9132483331","-611,3797379949","170,3034200392","2006,773765948","374,8429359934","-139,4370791828","120,8572653323","248,0078175092","146,1150412624","-47,3535214285","44,9839219809","28,1966947255","100,1155766611","-187,8830782787","82,2050977195","48,8614483497","41,5141513612","42,698951085","41,3602812672","55,777909075","37,8443496193","-8,0704864303","16,7872272554","-44,8300518869","15,6101210363","-12,5634931751","12,771217802","-10,8093741035","8,4859356841","194,7764584899","22,2496155924","-18,6875229163","8,7552083486","1,077090658","13,694438366","-8,693660311","15,1715912684"
GHA062MS,"1226000,04993378","61308,16358502","23067,67066956","2705,25472965","60616,48015005","6074,24414949","796,52551242","533,22036042","25964,356473","1528,1298483","82040,29012872","4879,27760133","25595,90753973","1570,83465264","29141,95596048","1833,3992589","-188,2906113","73,41002493","2982,28740546","205,73457762","118,2130422","31,06177965","49,43828505","14,23493478","498,56556255","44,4327444","26196,72326964","1597,90571358","-453,46084146","98,75314581","92,71906941","56,65174911","128,89610019","28,86757005","983,44474272","64,20805842","7,04889834","10,57334751","-6,81576357","11,27275182","12,80869854","13,89208953","0,39770049","7,76201646","571,0430484","36,4787346","81,88515951","9,90137082","212,564055","15,92173341","7,07632596","29,36126721","113,53663299","29,97838866","-55,2666543","25,49397279","-11,28646563","28,22302098","-44,52874107","18,45878826","-17,01883821","21,31126074","11,40988992","23,24490795","-19,48732401","26,1933771","-0,32913144","29,25155673","75,20653404","36,54730365","140,33341773","42,54023862","73,42373874","47,1755064","165,82739052","58,76367585","-28,9361391","53,8952733","238,03060017","76,74248076","-38,8100823","57,57057438","36,56101746","85,65645726","-145,65437601","65,09945607","-63,02867076","42,58138005","-184,23132354","38,50837848","592,34059533","339,81449799","-694,76904222","206,47512336","2483,9824053","459,20692785","-273,08309853","152,33300148","-159,66988983","174,17910081","-108,44880948","52,48275087","59,80592541","126,96245298","-299,16676515","109,47734523","116,26568118","51,63249465","-64,48233462","51,2896494","92,40365178","55,11580239","15,12633243","20,41986309","-42,52652481","22,97063175","6,76090833","19,83016926","-17,01883821","10,6967718","261,37150479","27,08477475","-6,95290167","12,21900471","4,34727777","16,66227915","-25,00027563","17,77309776"
GHA064MS,"794000,035916042","39712,5941396198","18610,0262434569","2251,5656984926","51001,6813416789","5118,565611957","338,0372095086","438,2681887402","16532,8261354851","980,1986598082","50881,9704085469","3029,2097665592","16393,550619901","1008,387661029","20043,5569742079","1262,4194927183","-159,6171420109","61,3480064778","1926,8305586103","139,3524506311","24,080669711","24,8731006951","24,1268307392","11,5248700406","374,5736633289","35,3593476012","20070,5304016861","1230,0683054548","-404,370607032","87,6520990471","75,8502628373","47,930534281","94,9301544933","24,6576825635","474,3968868114","34,3668854949","12,2403659777","9,3783822293","-1,615635987","9,7245899408","12,2942205106","11,2863713949","-0,4462232726","6,5548660044","317,357068875","21,7033767587","43,9760728652","7,4780865684","159,9171886942","12,7096697644","-15,3408483718","25,6347576604","98,0998784297","27,5581338354","-21,9572624138","23,7960100371","-17,464255669","26,1348354659","-10,1015716711","17,7335283335","-34,9592853568","18,9337150667","-14,6869004723","20,7493821759","32,8127975455","25,2423889207","60,5017209608","27,9658895845","82,397435337","33,8745011941","188,5985742158","40,5678502831","61,0787338133","42,9836107589","132,0897821943","52,5235565869","123,5807659961","49,2076560612","292,3300980859","69,7647006196","-79,704708692","49,4384612022","-33,2744078275","71,6496092711","-27,3734897226","54,5315613136","-28,1351466879","35,9902149866","-90,6217918613","32,2665587118","-63,4483332609","285,4213308653","-433,4597483027","174,9041358498","2303,7045798445","407,4018478838","-154,0008835799","132,4129093917","-62,4558711546","149,0616535625","19,6415174991","46,4995424068","-68,8491735603","108,0014189786","-286,9446447959","93,5760976661","72,7113129197","44,3299740814","-40,3601256562","43,85297679","71,9958169826","46,4456878739","-5,1084871208","16,9795648729","8,3166785807","19,6261304897","-11,0170987304","17,0411129105","1,6541035105","9,4476237716","151,8390087592","20,3800939503","-3,2389654787","10,6862780283","8,8783044238","14,3791602843","-5,6701129639","15,4331704282"
GHA065MS,"973999,926855335","48710,259764503","15375,6620683396","2030,0394159518","45504,8047449565","4585,4686037076","14,1753165162","261,4771222245","25517,8000154458","1499,5596656303","81038,5057671819","4817,2541845806","21784,4102348365","1337,4055381848","17333,6481862467","1093,2370794671","-77,4032485832","58,3705600947","1841,3818250972","134,2960729793","40,6514144495","25,0804586624","43,5795203708","12,1639540376","378,478214435","35,7119460495","19589,0012480211","1200,4960622571","-289,7182933533","83,6288943504","12,3691951068","47,1507149757","71,5607194785","23,0143652319","799,4139647288","52,7743202732","15,2152046004","9,5231856132","-12,0818576099","7,6896987279","32,1407514446","12,2597332032","6,5950796919","6,3487904088","582,0226241792","36,8886615132","79,6061693931","9,2905790681","142,9298806257","11,8218855888","-39,953594814","25,1078241383","60,5324326908","26,2571741261","9,9336677517","24,6699765239","32,9206675077","26,6950217405","2,3807964033","18,0338486181","-32,4965026313","18,9642747987","10,7683147667","21,0440509671","-21,632408699","23,260654515","24,4373699787","26,8865800718","16,7887194647","31,743952044","113,0604636809","37,6548948384","48,0674584184","41,9649572927","191,2709938031","53,6226500261","45,1804007109","47,5885625901","274,5030887529","68,8925855783","-89,7450782141","47,8211691353","-46,6034054577","71,5333540026","-45,9329512982","54,5393934687","-25,1215068762","36,3687174711","-141,0279800507","33,1943222667","102,4016108178","285,0935279262","-723,4610863683","181,0773540303","1715,3911740536","382,843007841","-259,5752216495","125,1560040287","180,3932171328","152,0152186245","29,9104651587","46,0560959397","155,8053370367","106,4927494649","-137,9767294878","89,6766645243","29,6641758756","43,1143072805","-30,2388508695","43,5932031087","54,19732502","41,6913025337","-2,7775958039","18,074896832","-6,5403487401","16,5150647057","-0,1778755934","13,696420688","-15,0920599589","8,756952288","192,4340265288","22,3028628585","-2,1208243823","9,2632135922","11,9860784442","14,5447504409","-14,0932200885","15,5299075733"
GHA066MS,"1271999,95270903","63607,8641668613","7758,3358166314","1640,9500782103","30672,7857005427","3152,9914983138","-623,7686529503","299,1326150241","24829,8049705849","1464,1870978449","163331,53065392","9699,6499643758","32525,3242926612","1993,8603116861","21407,8268636518","1349,3662793325","-255,1081162916","66,4739144498","1501,9434931215","115,5720057635","22,1908102702","25,4787938119","20,2820557797","12,2406578294","441,3286672938","39,0494225121","15312,6811936813","947,0993490959","-118,4043511365","77,8156104869","1,8718108552","49,381325851","80,7341576756","22,6341338938","779,3752448339","51,6472021494","11,5879869391","10,0363542565","1,9210690356","8,9280451975","46,2411168505","16,501490434","10,2703306134","7,2163234286","795,8274770875","49,4305840314","63,9248036141","9,3221106407","217,844302819","16,0581668104","-43,4210860226","25,7866574394","34,6161862761","25,8974883453","-8,7925852014","25,1832447295","-7,4256706953","26,8826519533","0,6280418001","18,8289394579","-22,0676648192","20,6145484974","-43,7289496501","20,8485248543","15,146890473","25,4541647217","24,0010483999","28,3727119104","14,2109850454","33,3108444955","56,4991329188","38,4706388924","49,8492785648","44,2338459992","184,9275237667","55,9942365697","88,8001847161","50,9206439885","258,8271089118","71,8307415683","-52,0289530475","50,9575876238","157,3429427427","73,9488433255","-7,1916943384","58,0877092367","-43,9136678266","39,6158915867","-116,249305744","35,6506080645","-290,7587243561","296,78053691","-579,0545396922","192,968921717","850,0361046177","347,516462722","-40,1207879358","126,9013872555","162,4657935043","156,0745445974","39,9853279397","47,7927495331","-36,8451189392","104,8090933461","-67,4713926029","90,4749628497","-16,8093540615","43,2486823912","-11,2554942214","44,0491278227","53,8022475419","42,4359224146","12,9056432648","19,1860612658","-39,1356243278","17,6836867636","-7,265581609","15,5409559162","-10,836799688","10,0856124369","497,015040236","38,9509061513","-17,4989685871","10,0732978918","18,102381297","16,3290868026","-3,4603871731","17,1541613243"
GHA067MS,"846999,935955994","42361,8054822336","15616,4584492576","2047,0056422816","37321,1082048288","3782,0292333472","251,0630111968","252,9129356512","20906,0604926624","1233,0774224384","74378,5764815104","4421,4992997824","19020,8333132576","1169,0366349024","16431,7484190464","1036,5229491584","-139,1811217984","57,1934977152","1500,301579216","112,794004928","39,7091422816","23,2396759584","18,3450841728","10,9068462624","273,4548051136","30,2925129408","14732,464340704","911,2291074656","-254,7371667104","75,6413554688","-63,7453134912","45,92694392","119,0374999616","23,702157072","737,72160968","49,1771584128","-11,0995467264","8,6458274848","-11,2922471904","7,3483110272","19,1158860288","12,0502023488","8,1704996736","6,2434950336","762,1431818176","47,3529273536","47,9053353504","8,2989666496","142,5854966624","11,7932683968","-29,7657983392","25,8604022688","23,6250768864","24,601425904","-12,9237777856","24,2674117664","23,2653693536","25,9760225472","-23,1369023776","16,9704875296","36,8443287168","20,8758836","14,2212942432","20,9144236928","26,7725177984","24,858359856","22,224786848","26,721131008","73,6629640384","33,1316331104","244,1257944928","41,7774605952","147,4929351456","43,7943921184","130,0214264096","51,6694177472","61,3558277376","46,5692788","163,1915996128","64,747355904","-35,4954254688","45,670009968","29,7786450368","65,5310044576","-97,8019088288","51,579490864","-96,3373853024","34,878783984","-134,2736833152","31,7056496768","283,5780028224","272,3628358176","-659,9091623168","173,0193232768","1605,2847920032","345,3577715808","-89,9140365024","121,1957451584","302,7452756416","146,45235264","13,2834853184","46,5178920096","-1,3617499456","100,075774304","-74,5236927776","84,6982772768","30,9862346112","42,4711822656","33,3500269696","41,559066736","28,3398149056","39,7862224672","-18,4221643584","17,4201219456","-25,5906216192","15,9684451168","14,9278626112","13,7588131296","-10,8169193792","8,3760468352","201,5903787392","22,674421264","1,6829173856","9,31385576","3,8925493728","14,2983744288","-16,4823130208","15,0049427968"
GHA068MS,"811999,898418638","40612,3122020688","15247,5195301","1993,8737872625","35597,5313282875","3573,516349975","467,0307883313","241,71339335","21442,7599448563","1264,520110425","73269,0844805563","4355,813529925","18597,432671675","1143,0614856375","14094,8926216313","890,2647637813","-104,6177230313","53,8856514625","1372,6708897688","105,8084938625","13,2293330813","23,2134885125","18,476575975","11,148755475","369,00810375","34,4538417438","13827,3094048375","854,8426029","-175,6844964875","72,5585083438","-18,2933804625","44,7782174125","142,7878166","23,2265739063","766,5554512688","50,718986175","-12,2348431563","9,10743405","13,3209308375","8,636359875","32,2685809875","12,8498566625","-7,6680407375","6,2548182125","766,9218422938","47,6570040375","59,2768336875","8,8588115688","120,6080741938","10,9524745688","-4,1742406063","26,8381425813","51,0068648375","25,7127987188","-79,8078164813","22,50687725","-22,5984750063","26,4717515563","-52,7995637813","16,7231332125","-16,1081197063","20,0337378313","22,4414502813","22,140486225","33,8388282375","25,5426886","25,385663875","27,793376325","75,2933556375","34,5061833188","221,7843386688","42,5144442938","45,0399252875","43,1163724063","63,7127821688","51,975183975","56,84295045","46,8326242313","91,5846708563","65,7279328063","-151,6204573813","45,9689882438","-46,4662332063","65,793359775","-75,110160125","52,5116851188","-84,26993575","35,1081114313","-174,71617735","32,5957158313","-687,2710505375","274,6624148125","-800,878439075","155,6376732625","1146,960932975","329,43787305","35,330563125","111,0426513625","278,6796306938","142,526108725","33,6818035125","45,589511825","-95,4579474063","87,6983089125","-175,867692","83,74652","-34,0874507188","43,0640308313","51,1769749563","42,3835903563","79,1273760063","39,2954374313","-10,9524745688","18,162526525","-47,0681613188","16,6184500625","-20,4001288563","14,2238230063","3,2190068625","9,3298857438","218,002659875","24,0771245","-8,26996885","9,7486183438","7,01377105","15,126715175","-19,0915894813","15,7809848625"
GHA069MS,"1177999,91719271","58908,488745372","21317,73007077","2596,045171398","56148,1332031725","5990,3629147425","1025,434209681","571,4602631745","23979,4351139595","1475,062503894","87281,154757524","5189,2537916205","23460,513926745","1440,8422387275","28400,0114833365","1786,552153176","-143,839693599","71,4168130935","2705,455002453","188,162552361","44,294912445","28,0161827925","55,641117147","13,5679369035","638,601289767","50,275424283","24080,475023073","1471,3875632085","-484,58913678","96,750149454","66,7777244715","52,427290692","129,4333671855","27,694800147","838,6270536945","55,5153587205","13,1766884655","9,8231304255","9,5436672555","10,479868875","16,3905149205","13,41423216","10,535761509","7,4756397975","712,407512964","44,518482981","70,6343162175","9,2083114515","215,9831109345","15,64993752","-71,291054667","26,1437795535","97,1553710505","27,6808269885","-20,065455606","23,8521815595","37,783420584","27,6808269885","-48,458913678","16,516273347","1,006067412","20,540542995","-29,6650154955","20,8898719575","60,2662326105","25,9202090175","25,3612826775","27,415336977","59,413869942","33,870936204","175,307246541","40,578052284","-21,602503041","41,891529183","241,4980983555","56,2699092795","19,506529266","51,3793038045","341,140691619","73,470867393","-23,2373625855","55,1241102825","-30,154076043","79,9963324125","-21,937858845","61,817253204","-28,3515385965","40,885461771","-81,2539166775","36,9590042325","414,3460690005","330,4232790495","-393,2745459825","198,2371996395","2621,811675672","448,4685220575","-217,757702064","145,963613691","-141,5620687635","158,4416442315","-49,3951152975","48,458913678","-7,5874250655","120,9097405005","-317,2046711085","101,528969661","142,107021945","47,78820207","-25,1097658245","48,2213699835","158,343832122","52,1618006805","11,290312068","18,975549243","-55,976472951","20,847952482","-20,624381946","18,137159733","-9,9069693765","9,753264633","292,3883416125","27,38739066","0,2934363285","11,1366073245","-1,061960046","14,867440644","9,8790230595","16,0831054335"
GHA070MS,"728999,926524155","36463,7135111178","7819,0576389998","1478,847015503","23807,7680254342","2471,406377726","291,4632828965","250,190694182","13145,7767450653","788,9734761838","95793,799440339","5689,2091655328","19627,6710956398","1205,4312445175","16011,5454648435","1010,257220401","-208,6558651678","57,2557987788","1083,7719177643","87,9849826213","-12,5270173958","21,6718073358","-24,3211067743","10,1063377058","237,2938507225","28,187470168","10371,3416148128","650,9611133025","-220,5978849718","68,2429949273","60,9944040778","41,9113791883","21,9340476355","19,0292320075","523,8149125853","36,5119186575","6,132388548","8,5665164585","-2,95860851","7,5915204723","29,4179823438","10,866162164","6,2265260915","6,0651474455","413,9967439823","27,1519571895","46,6451528043","7,7596232285","151,7833406733","12,237880655","-14,631663904","26,3652362903","38,8788054655","25,0069660198","12,210984214","24,1731763488","-43,3772352228","24,7245533893","-15,3982124725","17,4692384295","-8,445482474","19,5335402763","15,115799842","21,1607749568","-16,7094139713","23,1242151498","14,9140765345","26,3450639595","16,783379184","31,8386620338","-4,8615317108","34,938476859","48,7497993125","41,5482772348","51,0091003565","49,8458292833","112,319537616","46,3291196225","114,8343548495","63,3276703345","-122,5065646448","43,7268889558","100,5590687888","61,6869874335","-57,9685544653","49,6037613143","-105,111291428","34,1921006213","-199,0538357308","32,5514177203","45,3003307543","254,897571357","-782,4914339028","166,1056955058","1314,9333799388","302,9749596445","-135,1411678045","106,3955964858","-10,7451281795","135,6723725143","-17,0052748223","41,5751736758","58,63424138","89,0137714895","-209,1870698775","76,9843382523","38,031567574","38,031567574","-32,706072256","37,8096719358","69,554196426","36,2698506885","-6,8922130063","16,5816558765","-38,5560481735","15,4183848033","0,0605169923","13,4818410513","-8,4253101433","8,3042761588","108,0766240483","18,343372762","11,2359882278","9,4339266808","12,1168466705","14,5106299195","-11,3032293303","15,1628686138"
GHA071MS,"1105999,9231185","55309,0342729248","26331,9169274304","2943,5104431552","68955,6437521728","6887,0067170496","-322,2368749248","476,615161344","21020,3347205088","1240,201519344","48299,8400112","2878,5524090688","23580,8371101888","1447,55382384","28903,0031388096","1818,0424928928","-10,707368256","71,2863632736","2913,3513559008","200,9965205184","29,6099914464","28,6490737824","25,9585043232","12,972388464","458,0969052192","41,1272760192","28257,7606548288","1720,04261856","-426,9631729056","101,3493587616","10,0347258912","53,330930352","68,7879773472","26,3840535744","889,7136650976","58,6297048992","-1,3315573344","10,226909424","1,02955464","10,5426395136","18,6418026816","14,4686745408","12,8213871168","7,4539755936","373,0556919552","25,05249624","71,2039989024","8,785532928","234,0932703456","16,7062399584","14,1254896608","28,0587957888","105,0420280704","28,6765285728","-9,4581752928","24,8740401024","-2,9376625728","27,0704233344","-24,2425799232","17,6122480416","1,2491929632","20,4675462432","15,3884100192","21,8540131584","5,4497758944","24,915222288","48,6224337984","28,4019806688","33,7144826112","33,357570336","114,9669348","39,0818941344","92,042184816","44,682671376","153,9664645632","55,4037670272","139,0996955616","52,987745472","411,8355833952","75,84385848","-91,3146328704","56,6392325952","30,7905474336","82,1859150624","-44,8474001184","60,9770894784","-91,4381794272","40,221267936","-182,0115329568","36,1442315616","397,888549872","319,5874876512","-831,1525971744","195,821292528","3036,705729168","478,9625459232","-434,334784128","145,7986644192","257,8142092512","166,4172120096","11,3388284352","50,7364526592","15,4021374144","122,8052774592","-246,5577451872","104,5203870528","75,8713132704","48,8283447264","29,5550818656","49,555896672","106,318675824","52,9602906816","-21,208825584","19,4791737888","-65,411038128","21,4696460928","4,0770363744","18,737894448","-7,5637947552","10,1170902624","370,5161238432","31,6828281216","5,83414296","12,0389255904","-2,5121133216","15,7727770848","-11,9016516384","16,1159619648"
GHA072MS,"429999,920327942","21523,23929532","15804,599075397","1884,8278206975","34773,715468305","3481,440150771","387,3090325305","180,2579726685","9853,964073846","591,9851178435","19646,334545454","1179,0840175575","9382,7911859295","580,1881131165","11754,8067502455","742,3742166075","9,6751012365","46,526140755","1163,439034941","92,078931285","23,0943563385","21,41370495","9,019712085","10,0644413265","158,162922561","24,424601646","12251,092073967","759,576559584","-169,8236582565","67,9074006975","20,1223936515","39,7321561845","47,123128893","18,1108031865","372,520598112","27,7404814125","9,967106304","8,5070809665","-1,8104314185","7,293637686","-3,9128679045","10,628984457","4,8213281145","5,7038323185","139,695224292","11,6737136985","31,043383176","6,424111485","84,344041497","8,838020043","-1,0317512385","24,5868266835","5,593519293","23,658899469","7,449373722","24,074195565","36,429254421","26,4945931245","-12,5951519115","17,351590011","-51,289067856","18,052402173","-18,831082353","19,454026497","-35,248256148","22,7958622695","-28,214178522","24,9631887705","72,5794817775","32,6851005555","33,4767587385","34,8264710505","-12,978003","40,0306502535","72,741706815","48,498797211","37,7335437225","42,1849987515","117,658575198","61,6130692425","-61,0550151135","40,413501342","-1,985634459","60,360691953","1,3432233105","46,5196517535","-39,58290915","30,342571014","-93,013347501","27,5068773585","390,650868303","241,6828608675","-168,298742904","127,0481603685","899,271783876","304,8208454625","-17,221809981","102,1563506145","-113,907932331","123,68036859","29,8429178985","41,6009886165","-67,498593603","78,685632189","-80,3273495685","74,75329728","35,4883492035","38,5381799085","-17,637106077","36,8769955245","18,753214335","34,6058449995","6,0801944055","15,5152025865","-12,0890097945","14,6456763855","-2,374974549","12,4783498845","10,9988575425","8,461657956","150,350164755","19,7070975555","11,952740763","9,2208711315","-15,5541365955","13,133739036","-7,6505327685","14,184957279"
GHA075MS,"630999,962498482","31565,8441800819","14477,206884777","1853,0788375827","35379,4900835493","3662,8110300717","347,0724621117","220,9754969487","15836,3343700731","980,9016553206","39780,8207180514","2371,4687967399","13423,8352605201","827,0477420985","12225,6538294176","772,9002217638","-112,3291025064","49,5148557735","1188,9941805963","94,8525055803","56,6460360531","22,7338904169","32,0642850528","10,9570324734","235,0817002755","28,5767735292","14711,7290216364","907,1043499089","-172,9961872938","73,7973054117","70,0235056287","44,7390470826","52,7160790377","19,7408767959","769,6599591915","50,8421922489","15,745854267","9,3043684305","-17,9190424179","7,5736257714","9,5386042791","13,4815743972","-1,4184281943","6,1551975771","300,3554234187","20,7689119092","39,5858584134","7,3654161282","84,0906696474","9,2653291224","45,7800952986","28,7069045562","20,8990429362","23,2023621141","-55,0714506264","22,7859428277","-0,910917189","26,2734543513","22,6948511088","19,1162478663","-32,3635864149","19,2203526879","-37,217473722","20,0141519526","13,9760722998","24,2434103301","-1,3403495781","26,3775591729","28,6808783508","32,662887777","202,874271093","40,6659459375","29,7089134641","42,0713610291","24,7379082327","49,1504888979","17,9060293152","44,3616671043","154,0621228653","64,1415832083","-24,6858558219","42,6179113425","-124,7305893795","63,7121508192","-161,4795914043","50,9202708651","-49,44979026","33,7169490957","-95,906566899","31,2184333773","25,3885633677","262,8256352319","-334,7620669575","144,4584530727","1083,9524156019","335,3997089898","-161,752866561","107,4231627885","13,663757835","135,2972287719","-40,600880424","42,4747672128","54,9933720102","87,4350370413","-255,1218784335","85,1317178634","14,5096095105","40,6659459375","-75,5670873789","41,1604438401","129,1029918867","39,5077797972","17,1252431532","17,6067279531","-55,4618437074","15,9280377048","3,2012232642","13,8199150674","-15,8629721913","8,9530146576","316,2964742262","28,5637604265","0,2082096432","9,9289973601","-15,9280377048","14,6397405375","-8,8228836306","15,3164218779"
GHA076MS,"938999,801252341","46960,6359688753","19276,5034010106","2293,7606420054","52886,9727100746","5267,4826643748","775,709762261","237,8202941907","18275,3524574842","1081,144090791","46832,9976311657","2790,4169337251","17957,2118724526","1103,8478549828","20011,9875891358","1260,4841992913","-72,3379875804","59,8934459399","1825,0947546696","134,0110945751","67,247633534","25,7919995516","38,7730566572","12,2613412379","374,6971664937","35,7502500126","19619,2059257471","1200,747782268","-138,695790587","83,2514972841","-18,9088987073","48,9930219792","110,7969864044","23,4496515456","1052,6695139142","67,6140343394","-0,0785144583","10,206879579","-11,0967101064","8,374875552","14,394317355","14,132602494","-7,4457877955","6,4643570667","719,7812964653","44,9887846059","51,5970848462","8,7674478435","145,2910050842","12,3660271823","-30,1364662442","25,896685496","13,0595715639","24,4441680174","-28,0950903284","24,2478818717","28,8278919392","28,1343475575","-28,2913764741","18,2546115548","13,9494020913","21,5783902895","-65,7689445693","20,5707880746","0,2748006041","25,3470842879","-3,4546361652","27,3884602037","53,0496023247","34,6641333395","127,703766425","39,8984305595","-4,0042373733","43,4970098982","64,3425985769","53,2197169844","65,2847720765","49,2547368402","206,8332546483","69,7731819426","-67,5878628533","49,0715364375","-100,3676491935","73,4110185105","-96,1671256745","55,993894511","22,7822786501","36,7840237136","-78,3050864112","32,8583007986","-229,7071334997","292,3878427092","-488,2029017094","159,894694328","1187,3348956418","377,0264287566","-139,3500777395","121,3310095596","206,8332546483","151,4020470885","37,1242530329","49,1762223819","-88,3811085597","97,2794138337","-28,5923485643","93,8902063838","-13,4390581124","45,276670953","14,5120890425","45,8917008764","-26,3416007597","43,2091235511","0,1046859444","19,4584999154","10,7041378149","17,9143822355","14,7738039035","14,9439185631","-22,5467352752","9,5002494543","336,1334817254","30,2934951608","-13,9232306052","10,0105934333","6,8438436152","15,4804340282","-20,8325029356","16,488036243"
GHA077MS,"1121999,87951885","56108,900241024","11526,3807239424","1801,8645566208","38676,8075473152","3921,7906774272","349,3990822656","270,3288264192","19926,1318030848","1179,6296464896","83192,7918157824","4946,5987402752","29124,5052861696","1785,7969564416","22219,0552680192","1399,3341368832","-128,3556251904","64,3701110016","1629,337275264","123,1279574016","14,0876388096","25,6540318464","20,796716544","12,4637856","367,7030416896","36,8500723968","16719,4347995904","1028,8249628928","-260,599951488","82,8877353216","-16,1245774848","49,3138579968","45,9664412928","21,9220183296","1017,2443255296","65,6948333568","9,2873008128","10,3841139456","-2,920086912","9,0024142848","7,7774022144","14,742877824","8,54659584","7,2503621376","565,1009169408","36,0808787712","83,9845484544","10,0137614592","198,2240461824","15,1844519424","-22,2638821632","27,2209077504","40,809995136","27,4488169728","-81,8194108416","24,1868662272","-40,9239497472","27,2209077504","-43,373973888","18,6458232576","-52,3621438464","20,5260743424","8,5038628608","23,3179623168","-41,0521486848","25,8249637632","45,012071424","30,2834379264","77,8167551232","37,0637372928","123,996861312","41,7073876992","29,8276194816","46,8068565504","96,077981568","56,26508928","-28,0043457024","51,3223080192","228,5359727616","73,0164171264","-95,8358280192","50,5531143936","-81,2353934592","74,284162176","-47,789715072","58,3874939136","-50,2254948864","39,3713181696","-137,9135682048","36,6221631744","156,0038627328","306,5806371072","-528,037179648","168,4106710272","1848,771123456","375,2810233344","-187,5408013824","126,5750843904","195,5603571456","154,0666343424","-43,9152582912","49,5560115456","49,4420569344","97,9154996736","-152,2291162368","94,3544180736","14,9707870464","45,0690487296","-24,6854176512","46,9920327936","69,0707387136","44,1716561664","-8,475374208","20,1842105088","-38,8300337664","18,7882665216","-17,4920328192","15,4266054912","-5,6834862336","10,3841139456","329,6422015488","30,9244326144","-2,2648478976","11,110574592","-16,9365040896","16,7513278464","-11,03935296","17,9905842432"
