12                    4,0.00000,0.00003,0.00002,0.00003,0.00002,0.00006,0.00003,0.00003,0.00003,0.00010,0.00003,0.00005,0.00002,0.00011,0.00010,0.00020,0.00002,
12                    5,0.00001,0.00004,0.00002,0.00004,0.00003,0.00004,0.00008,0.00002,0.00004,0.00014,0.00005,0.00005,0.00003,0.00021,0.00003,0.00036,0.00002,
12                    6,0.00001,0.00004,0.00003,0.00005,0.00003,0.00009,0.00004,0.00003,0.00003,0.00015,0.00004,0.00004,0.00002,0.00015,0.00015,0.00020,0.00005,
12                    7,0.00001,0.00004,0.00002,0.00003,0.00003,0.00005,0.00005,0.00003,0.00004,0.00016,0.00005,0.00004,0.00003,0.00022,0.00006,0.00034,0.00002,
12                    8,0.00000,0.00002,0.00002,0.00001,0.00001,0.00002,0.00003,0.00002,0.00002,0.00007,0.00002,0.00007,0.00001,0.00012,0.00004,0.00013,0.00001,
12                    9,0.00000,0.00004,0.00003,0.00004,0.00003,0.00004,0.00005,0.00002,0.00005,0.00019,0.00004,0.00004,0.00003,0.00015,0.00009,0.00035,0.00004,
12                    10,0.00000,0.00004,0.00002,0.00005,0.00003,0.00012,0.00005,0.00003,0.00002,0.00013,0.00004,0.00003,0.00002,0.00016,0.00013,0.00019,0.00006,
12                    11,0.00000,0.00002,0.00001,0.00003,0.00002,0.00005,0.00002,0.00002,0.00003,0.00006,0.00003,0.00002,0.00002,0.00008,0.00008,0.00006,0.00006,
13                    1,0.00000,0.00001,0.00003,0.00007,0.00003,0.00012,0.00001,0.00001,0.00002,0.00005,0.00004,0.00001,0.00002,0.00007,0.00025,0.00006,0.00001,
13                    2,0.00001,0.00001,0.00003,0.00007,0.00002,0.00014,0.00002,0.00001,0.00002,0.00005,0.00005,0.00003,0.00003,0.00008,0.00025,0.00012,0.00001,
13                    3,0.00000,0.00001,0.00002,0.00006,0.00002,0.00008,0.00001,0.00001,0.00000,0.00007,0.00004,0.00004,0.00003,0.00005,0.00017,0.00002,0.00001,
13                    4,0.00000,0.00002,0.00003,0.00006,0.00002,0.00015,0.00001,0.00001,0.00002,0.00005,0.00004,0.00004,0.00003,0.00007,0.00025,0.00007,0.00002,
13                    5,0.00000,0.00002,0.00003,0.00009,0.00003,0.00010,0.00003,0.00001,0.00002,0.00014,0.00004,0.00005,0.00004,0.00006,0.00019,0.00006,0.00001,
13                    6,0.00001,0.00002,0.00004,0.00008,0.00003,0.00021,0.00002,0.00002,0.00002,0.00008,0.00005,0.00003,0.00003,0.00012,0.00035,0.00011,0.00004,
13                    7,0.00000,0.00001,0.00003,0.00006,0.00002,0.00009,0.00002,0.00001,0.00002,0.00008,0.00004,0.00003,0.00002,0.00006,0.00021,0.00006,0.00001,
13                    8,0.00000,0.00001,0.00002,0.00005,0.00001,0.00008,0.00001,0.00001,0.00002,0.00005,0.00003,0.00006,0.00003,0.00005,0.00016,0.00006,0.00001,
13                    9,0.00000,0.00002,0.00005,0.00008,0.00003,0.00015,0.00002,0.00002,0.00003,0.00009,0.00005,0.00003,0.00002,0.00006,0.00025,0.00013,0.00003,
13                    10,0.00001,0.00002,0.00003,0.00008,0.00003,0.00025,0.00001,0.00002,0.00002,0.00009,0.00006,0.00003,0.00003,0.00012,0.00030,0.00006,0.00004,
13                    11,0.00000,0.00001,0.00002,0.00006,0.00002,0.00013,0.00002,0.00001,0.00001,0.00006,0.00004,0.00002,0.00002,0.00008,0.00018,0.00009,0.00005,
13                    12,0.00000,0.00003,0.00003,0.00006,0.00002,0.00011,0.00004,0.00002,0.00003,0.00011,0.00006,0.00002,0.00003,0.00017,0.00018,0.00021,0.00001,
14                    1,0.00001,0.00002,0.00001,0.00001,0.00002,0.00006,0.00004,0.00001,0.00004,0.00007,0.00002,0.00003,0.00001,0.00008,0.00002,0.00010,0.00014,
14                    2,0.00001,0.00002,0.00001,0.00003,0.00002,0.00006,0.00004,0.00001,0.00004,0.00006,0.00003,0.00003,0.00003,0.00009,0.00003,0.00010,0.00013,
14                    3,0.00001,0.00002,0.00001,0.00004,0.00002,0.00010,0.00004,0.00001,0.00004,0.00011,0.00004,0.00008,0.00002,0.00010,0.00006,0.00009,0.00014,
14                    4,0.00001,0.00002,0.00001,0.00002,0.00001,0.00006,0.00004,0.00001,0.00003,0.00005,0.00002,0.00001,0.00001,0.00007,0.00002,0.00006,0.00015,
14                    5,0.00000,0.00001,0.00002,0.00008,0.00004,0.00008,0.00001,0.00002,0.00002,0.00011,0.00003,0.00006,0.00003,0.00005,0.00013,0.00002,0.00012,
14                    6,0.00000,0.00002,0.00001,0.00002,0.00001,0.00004,0.00003,0.00001,0.00003,0.00004,0.00002,0.00002,0.00001,0.00006,0.00004,0.00008,0.00006,
14                    7,0.00001,0.00001,0.00001,0.00001,0.00001,0.00005,0.00002,0.00001,0.00003,0.00004,0.00001,0.00002,0.00001,0.00004,0.00002,0.00002,0.00012,
14                    8,0.00001,0.00003,0.00002,0.00004,0.00002,0.00007,0.00004,0.00001,0.00004,0.00012,0.00004,0.00013,0.00003,0.00011,0.00007,0.00010,0.00014,
14                    9,0.00000,0.00002,0.00002,0.00003,0.00001,0.00004,0.00002,0.00001,0.00003,0.00004,0.00001,0.00002,0.00001,0.00005,0.00004,0.00003,0.00008,
14                    10,0.00000,0.00002,0.00001,0.00002,0.00002,0.00004,0.00002,0.00001,0.00003,0.00005,0.00002,0.00002,0.00001,0.00006,0.00003,0.00006,0.00007,
14                    11,0.00000,0.00002,0.00001,0.00001,0.00002,0.00004,0.00005,0.00001,0.00003,0.00010,0.00002,0.00003,0.00002,0.00009,0.00003,0.00021,0.00006,
14                    12,0.00001,0.00005,0.00002,0.00005,0.00003,0.00007,0.00008,0.00003,0.00006,0.00022,0.00006,0.00005,0.00003,0.00025,0.00009,0.00039,0.00016,
14                    13,0.00001,0.00002,0.00003,0.00007,0.00002,0.00014,0.00003,0.00001,0.00003,0.00011,0.00005,0.00004,0.00002,0.00010,0.00024,0.00010,0.00014,
15                    1,0.00000,0.00001,0.00001,0.00002,0.00001,0.00002,0.00002,0.00001,0.00001,0.00003,0.00001,0.00001,0.00001,0.00003,0.00002,0.00004,0.00001,
15                    2,0.00000,0.00001,0.00001,0.00002,0.00001,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00003,0.00003,0.00004,0.00001,
15                    3,0.00001,0.00001,0.00001,0.00003,0.00002,0.00006,0.00001,0.00001,0.00002,0.00005,0.00002,0.00005,0.00001,0.00005,0.00007,0.00006,0.00001,
15                    4,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002,0.00001,0.00002,0.00002,0.00002,0.00002,
15                    5,0.00000,0.00001,0.00003,0.00007,0.00004,0.00008,0.00003,0.00001,0.00003,0.00008,0.00002,0.00004,0.00002,0.00005,0.00014,0.00005,0.00001,
15                    6,0.00000,0.00002,0.00001,0.00002,0.00001,0.00004,0.00001,0.00001,0.00001,0.00003,0.00002,0.00001,0.00001,0.00002,0.00003,0.00003,0.00003,
15                    7,0.00000,0.00001,0.00001,0.00001,0.00000,0.00002,0.00001,0.00001,0.00001,0.00002,0.00001,0.00001,0.00001,0.00004,0.00003,0.00004,0.00001,
15                    8,0.00001,0.00002,0.00002,0.00004,0.00002,0.00006,0.00002,0.00001,0.00001,0.00006,0.00002,0.00008,0.00002,0.00006,0.00008,0.00003,0.00001,
15                    9,0.00000,0.00002,0.00002,0.00002,0.00001,0.00003,0.00001,0.00001,0.00002,0.00004,0.00002,0.00001,0.00001,0.00003,0.00005,0.00004,0.00002,
15                    10,0.00000,0.00001,0.00001,0.00002,0.00001,0.00006,0.00001,0.00001,0.00001,0.00003,0.00002,0.00001,0.00001,0.00004,0.00002,0.00003,0.00004,
15                    11,0.00000,0.00002,0.00001,0.00002,0.00001,0.00002,0.00003,0.00000,0.00002,0.00004,0.00001,0.00002,0.00002,0.00004,0.00004,0.00012,0.00005,
15                    12,0.00001,0.00003,0.00002,0.00004,0.00002,0.00006,0.00004,0.00002,0.00003,0.00012,0.00003,0.00003,0.00002,0.00013,0.00010,0.00023,0.00002,
15                    13,0.00000,0.00001,0.00003,0.00007,0.00002,0.00014,0.00002,0.00001,0.00002,0.00006,0.00004,0.00003,0.00003,0.00008,0.00027,0.00007,0.00001,
15                    14,0.00000,0.00001,0.00001,0.00002,0.00001,0.00005,0.00003,0.00001,0.00003,0.00004,0.00002,0.00002,0.00001,0.00005,0.00002,0.00005,0.00013,
16                    1,0.00000,0.00001,0.00000,0.00003,0.00002,0.00004,0.00001,0.00001,0.00001,0.00004,0.00001,0.00004,0.00002,0.00003,0.00006,0.00001,0.00001,
16                    2,0.00000,0.00001,0.00001,0.00001,0.00001,0.00003,0.00001,0.00001,0.00001,0.00001,0.00001,0.00003,0.00001,0.00003,0.00003,0.00003,0.00000,
16                    3,0.00000,0.00001,0.00001,0.00002,0.00001,0.00003,0.00001,0.00001,0.00002,0.00004,0.00001,0.00004,0.00001,0.00002,0.00003,0.00005,0.00001,
16                    4,0.00000,0.00002,0.00001,0.00002,0.00001,0.00004,0.00000,0.00001,0.00001,0.00002,0.00001,0.00005,0.00001,0.00003,0.00004,0.00002,0.00001,
16                    5,0.00001,0.00002,0.00002,0.00004,0.00003,0.00004,0.00003,0.00001,0.00002,0.00005,0.00002,0.00001,0.00002,0.00005,0.00006,0.00007,0.00001,
16                    6,0.00001,0.00002,0.00002,0.00003,0.00002,0.00007,0.00001,0.00001,0.00001,0.00004,0.00002,0.00004,0.00002,0.00007,0.00009,0.00003,0.00004,
16                    7,0.00000,0.00002,0.00000,0.00002,0.00001,0.00003,0.00001,0.00001,0.00002,0.00003,0.00002,0.00004,0.00001,0.00005,0.00002,0.00006,0.00001,
16                    8,0.00000,0.00001,0.00001,0.00002,0.00001,0.00002,0.00001,0.00001,0.00001,0.00004,0.00001,0.00009,0.00001,0.00002,0.00003,0.00002,0.00000,
16                    9,0.00000,0.00002,0.00003,0.00003,0.00002,0.00004,0.00001,0.00001,0.00002,0.00005,0.00002,0.00004,0.00002,0.00003,0.00004,0.00006,0.00003,
16                    10,0.00001,0.00002,0.00001,0.00004,0.00002,0.00011,0.00001,0.00001,0.00001,0.00004,0.00003,0.00004,0.00002,0.00008,0.00007,0.00001,0.00004,
16                    11,0.00000,0.00001,0.00001,0.00002,0.00002,0.00003,0.00002,0.00001,0.00002,0.00005,0.00001,0.00004,0.00002,0.00004,0.00004,0.00008,0.00005,
16                    12,0.00000,0.00002,0.00002,0.00002,0.00001,0.00002,0.00004,0.00001,0.00003,0.00009,0.00002,0.00005,0.00001,0.00010,0.00003,0.00017,0.00001,
16                    13,0.00000,0.00001,0.00002,0.00007,0.00001,0.00009,0.00001,0.00001,0.00002,0.00007,0.00004,0.00005,0.00003,0.00006,0.00018,0.00006,0.00001,
16                    14,0.00001,0.00002,0.00001,0.00003,0.00002,0.00006,0.00003,0.00001,0.00003,0.00006,0.00003,0.00006,0.00002,0.00008,0.00004,0.00007,0.00013,
16                    15,0.00001,0.00001,0.00001,0.00002,0.00001,0.00004,0.00001,0.00001,0.00001,0.00002,0.00001,0.00003,0.00001,0.00003,0.00005,0.00002,0.00001,
