**** Analysis Summary ****

Time of run: ,03/27/16 12:54
Concentration file: ,E:\pmf_fa\TGcH.csv
Uncertainty file: ,E:\pmf_fa\TGcHunc8.csv
Configuration file: ,


**** Input Data Statistics ****

Species,Category,S/N,Min,25th,Median,75th,Max,% Modeled Samples,% Raw Samples
mass,Weak,      5.8, 14.50000, 29.37000, 39.41750, 62.21875,383.02000, 100.00 %, 100.00 %
Na,Strong,      2.5,  0.00255,  0.25816,  0.44335,  0.72427,  2.18075, 100.00 %, 100.00 %
Mg,Strong,      2.6,  0.05743,  0.16509,  0.24228,  0.43811,  1.80718, 100.00 %, 100.00 %
Al,Strong,      9.4,  0.28771,  1.25725,  2.11471,  3.49897, 13.15560, 100.00 %, 100.00 %
Si,Strong,      9.6,  0.74909,  2.86667,  4.31106,  8.55344, 34.71317, 100.00 %, 100.00 %
P,Strong,      3.2,  0.00026,  0.01824,  0.02767,  0.03628,  0.09864, 100.00 %, 100.00 %
S,Strong,      5.9,  0.00105,  0.16984,  0.23223,  0.28688,  0.72962, 100.00 %, 100.00 %
Cl,Strong,      9.9,  0.19021,  1.29473,  1.60530,  2.12044,  4.35592, 100.00 %, 100.00 %
K,Strong,      8.2,  0.06489,  0.30608,  0.42337,  0.69624,  2.87272, 100.00 %, 100.00 %
Ca,Strong,     10.0,  0.37105,  1.14954,  1.55544,  2.48669,  9.85329, 100.00 %, 100.00 %
Ti,Strong,      9.5,  0.02810,  0.10806,  0.17546,  0.30077,  1.40457, 100.00 %, 100.00 %
V,Strong,      2.0,  0.00017,  0.00151,  0.00259,  0.00455,  0.03339, 100.00 %, 100.00 %
Mn,Strong,      8.5,  0.00377,  0.01304,  0.01951,  0.03839,  0.25813, 100.00 %, 100.00 %
Fe,Strong,      9.6,  0.28551,  1.13226,  1.60727,  2.73419, 13.14241, 100.00 %, 100.00 %
Zn,Strong,      5.4,  0.00014,  0.01700,  0.02303,  0.03067,  0.12713, 100.00 %, 100.00 %
Br,Strong,      2.3,  0.00024,  0.00312,  0.00531,  0.00733,  0.02795, 100.00 %, 100.00 %
Pb,Strong,      1.3,  0.00022,  0.00460,  0.00720,  0.00974,  0.03046, 100.00 %, 100.00 %

Excluded Samples


**** Base Run Summary ****

Number of base runs:  ,20
Base user-selected seed:  123
Number of factors:  ,4
Extra modeling uncertainty (%):,0

Base run summary table:

Run #,Q(Robust),Q(True)     ,Converged,# Steps,Q(true)/Qexp
1,2335.16     ,2353.8      ,Yes      ,727,1.03056
2,2335.23     ,2353.84     ,Yes      ,477,1.030578
3,2335.17     ,2353.8      ,Yes      ,693,1.03056
4,2335.17     ,2353.81     ,Yes      ,632,1.030565
5,2335.17     ,2353.8      ,Yes      ,329,1.03056
6,2335.19     ,2353.82     ,Yes      ,544,1.030569
7,2335.17     ,2353.8      ,Yes      ,614,1.03056
8,2335.15     ,2353.79     ,Yes      ,632,1.030556
9,2335.21     ,2353.82     ,Yes      ,326,1.030569
10,2335.11     ,2353.79     ,Yes      ,727,1.030556
11,2335.16     ,2353.79     ,Yes      ,334,1.030556
12,2335.18     ,2353.81     ,Yes      ,529,1.030565
13,2335.15     ,2353.77     ,Yes      ,474,1.030547
14,2335.18     ,2353.82     ,Yes      ,627,1.030569
15,2335.2      ,2353.82     ,Yes      ,462,1.030569
16,2335.2      ,2353.82     ,Yes      ,557,1.030569
17,2335.19     ,2353.82     ,Yes      ,490,1.030569
18,2335.2      ,2353.82     ,Yes      ,423,1.030569
19,2335.2      ,2353.82     ,Yes      ,601,1.030569
20,2335.21     ,2353.83     ,Yes      ,464,1.030574

Scaled residual analysis:

Sum of the squares of the differences in scaled residuals for each base run pair by species (d)
Run #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,
2,0.00350,
3,0.00126,0.00469,
4,0.00083,0.00378,0.00103,
5,0.00040,0.00315,0.00172,0.00075,
6,0.00099,0.00243,0.00282,0.00122,0.00060,
7,0.00088,0.00421,0.00038,0.00093,0.00142,0.00231,
8,0.00204,0.00545,0.00047,0.00201,0.00269,0.00420,0.00073,
9,0.00136,0.00322,0.00349,0.00147,0.00076,0.00040,0.00301,0.00503,
10,0.00101,0.00494,0.00073,0.00131,0.00141,0.00261,0.00078,0.00092,0.00302,
11,0.00336,0.00594,0.00117,0.00335,0.00413,0.00574,0.00162,0.00048,0.00688,0.00167,
12,0.00304,0.00531,0.00239,0.00168,0.00265,0.00347,0.00275,0.00323,0.00351,0.00301,0.00439,
13,0.00345,0.00688,0.00205,0.00429,0.00446,0.00633,0.00207,0.00126,0.00748,0.00196,0.00112,0.00565,
14,0.00334,0.00434,0.00128,0.00265,0.00379,0.00482,0.00176,0.00117,0.00593,0.00259,0.00112,0.00300,0.00264,
15,0.00116,0.00243,0.00331,0.00183,0.00078,0.00043,0.00274,0.00457,0.00058,0.00266,0.00598,0.00436,0.00624,0.00552,
16,0.00097,0.00196,0.00237,0.00125,0.00059,0.00053,0.00209,0.00342,0.00067,0.00197,0.00459,0.00305,0.00522,0.00396,0.00056,
17,0.00264,0.00383,0.00096,0.00239,0.00323,0.00407,0.00129,0.00088,0.00524,0.00196,0.00085,0.00369,0.00232,0.00054,0.00455,0.00328,
18,0.00329,0.00393,0.00133,0.00269,0.00378,0.00463,0.00173,0.00125,0.00587,0.00261,0.00110,0.00337,0.00266,0.00023,0.00526,0.00381,0.00040,
19,0.00388,0.00481,0.00160,0.00349,0.00461,0.00566,0.00201,0.00125,0.00704,0.00295,0.00094,0.00440,0.00243,0.00036,0.00626,0.00474,0.00046,0.00034,
20,0.00172,0.00144,0.00250,0.00245,0.00202,0.00187,0.00191,0.00298,0.00290,0.00277,0.00355,0.00521,0.00402,0.00293,0.00192,0.00166,0.00205,0.00255,0.00293,

Sum of d across all species for each base run pair (D)
Run #            Run #,mass        ,Na          ,Mg          ,Al          ,Si          ,P           ,S           ,Cl          ,K           ,Ca          ,Ti          ,V           ,Mn          ,Fe          ,Zn          ,Br          ,Pb          ,
2                    1,0.00001,0.00049,0.00013,0.00005,0.00011,0.00024,0.00083,0.00036,0.00013,0.00004,0.00002,0.00001,0.00021,0.00003,0.00026,0.00056,0.00003,
3                    1,0.00000,0.00020,0.00004,0.00001,0.00002,0.00020,0.00011,0.00005,0.00004,0.00002,0.00001,0.00001,0.00006,0.00004,0.00032,0.00012,0.00001,
3                    2,0.00000,0.00047,0.00018,0.00004,0.00013,0.00063,0.00066,0.00025,0.00015,0.00003,0.00003,0.00001,0.00030,0.00005,0.00087,0.00086,0.00003,
4                    1,0.00000,0.00005,0.00002,0.00003,0.00003,0.00015,0.00012,0.00003,0.00003,0.00005,0.00001,0.00001,0.00008,0.00002,0.00009,0.00008,0.00001,
4                    2,0.00000,0.00066,0.00015,0.00003,0.00007,0.00039,0.00061,0.00046,0.00012,0.00003,0.00003,0.00001,0.00014,0.00003,0.00038,0.00064,0.00003,
4                    3,0.00000,0.00023,0.00002,0.00003,0.00002,0.00014,0.00003,0.00009,0.00003,0.00003,0.00001,0.00000,0.00006,0.00002,0.00027,0.00004,0.00001,
5                    1,0.00000,0.00007,0.00001,0.00002,0.00001,0.00004,0.00002,0.00003,0.00001,0.00003,0.00001,0.00000,0.00004,0.00001,0.00004,0.00004,0.00001,
5                    2,0.00000,0.00059,0.00012,0.00003,0.00007,0.00017,0.00078,0.00041,0.00012,0.00002,0.00002,0.00001,0.00012,0.00002,0.00022,0.00040,0.00003,
5                    3,0.00000,0.00033,0.00004,0.00002,0.00002,0.00025,0.00014,0.00009,0.00004,0.00003,0.00001,0.00001,0.00008,0.00004,0.00043,0.00017,0.00001,
5                    4,0.00000,0.00006,0.00002,0.00002,0.00001,0.00013,0.00014,0.00003,0.00004,0.00002,0.00002,0.00001,0.00004,0.00002,0.00009,0.00010,0.00001,
6                    1,0.00001,0.00011,0.00003,0.00002,0.00002,0.00009,0.00011,0.00003,0.00003,0.00004,0.00001,0.00001,0.00005,0.00001,0.00020,0.00019,0.00002,
6                    2,0.00000,0.00068,0.00011,0.00002,0.00007,0.00015,0.00043,0.00038,0.00007,0.00002,0.00001,0.00001,0.00011,0.00002,0.00018,0.00014,0.00002,
6                    3,0.00000,0.00049,0.00006,0.00002,0.00003,0.00039,0.00015,0.00009,0.00006,0.00003,0.00001,0.00001,0.00010,0.00004,0.00088,0.00041,0.00003,
6                    4,0.00000,0.00010,0.00003,0.00001,0.00002,0.00018,0.00013,0.00003,0.00005,0.00001,0.00002,0.00001,0.00005,0.00003,0.00025,0.00027,0.00002,
6                    5,0.00000,0.00005,0.00002,0.00002,0.00000,0.00006,0.00009,0.00001,0.00003,0.00002,0.00001,0.00001,0.00002,0.00001,0.00013,0.00012,0.00001,
7                    1,0.00001,0.00014,0.00002,0.00001,0.00001,0.00013,0.00010,0.00004,0.00003,0.00002,0.00001,0.00000,0.00004,0.00004,0.00014,0.00012,0.00001,
7                    2,0.00001,0.00042,0.00016,0.00005,0.00011,0.00048,0.00077,0.00026,0.00014,0.00005,0.00003,0.00002,0.00025,0.00005,0.00049,0.00090,0.00003,
7                    3,0.00000,0.00004,0.00002,0.00001,0.00001,0.00004,0.00002,0.00002,0.00002,0.00003,0.00001,0.00001,0.00002,0.00000,0.00010,0.00002,0.00001,
7                    4,0.00000,0.00020,0.00002,0.00003,0.00002,0.00010,0.00003,0.00009,0.00003,0.00006,0.00001,0.00001,0.00006,0.00002,0.00017,0.00005,0.00001,
7                    5,0.00001,0.00029,0.00003,0.00002,0.00002,0.00018,0.00013,0.00010,0.00004,0.00004,0.00002,0.00000,0.00006,0.00004,0.00025,0.00019,0.00001,
7                    6,0.00001,0.00039,0.00005,0.00002,0.00002,0.00027,0.00018,0.00009,0.00005,0.00006,0.00002,0.00001,0.00008,0.00004,0.00056,0.00043,0.00002,
8                    1,0.00001,0.00041,0.00005,0.00001,0.00003,0.00028,0.00011,0.00012,0.00005,0.00002,0.00001,0.00001,0.00006,0.00007,0.00059,0.00019,0.00001,
