**** Run Comparison Statistics ****

Concentration of Species,Lowest Q (Robust) Run = Run 10

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
Si, 31.63381, 18.40401, 23.21360, 31.05567, 33.30018, 36.54630, 29.08031,  5.57650,  0.19176,  0.17628
P, 92.02267, 81.97195, 82.91851, 85.29121, 87.91032, 95.50214, 86.08957,  3.66718,  0.04260,  0.03985
S, 17.87132, 15.54331, 15.91367, 16.69328, 17.24817, 18.30180, 16.69276,  0.83980,  0.05031,  0.04699
Cl, 18.61628, 16.36574, 16.84987, 17.10347, 17.62253, 19.56531, 17.37695,  0.79399,  0.04569,  0.04265
K, 24.77595, 15.38372, 18.72066, 24.04254, 25.67016, 28.25871, 22.79858,  3.85704,  0.16918,  0.15568
Ca, 35.84271, 23.98651, 28.05613, 34.39839, 36.53290, 40.32309, 33.10292,  4.73528,  0.14305,  0.13211
Ti, 35.97667, 22.82310, 27.45840, 34.84928, 37.15019, 40.90777, 33.16702,  5.38354,  0.16232,  0.14964
V, 34.06895, 20.83211, 25.56437, 33.19513, 35.47596, 39.01096, 31.36855,  5.49207,  0.17508,  0.16120
Mn, 23.16667,  9.30165, 14.66284, 23.28692, 25.99118, 28.45471, 21.09475,  6.23575,  0.29561,  0.26917
Fe, 37.55068, 24.88870, 29.25788, 36.11316, 38.36985, 42.32899, 34.67269,  5.08386,  0.14662,  0.13539
Zn, 63.23004, 55.81871, 57.20662, 58.16123, 59.76908, 66.40446, 59.03783,  2.66353,  0.04512,  0.04212
Br,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Pb, 45.34035, 37.34152, 39.84485, 41.82883, 43.85411, 48.54029, 42.19622,  2.71943,  0.06445,  0.05998

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 50.05555, 47.27596, 48.10614, 49.41764, 53.13903, 55.93802, 50.51325,  2.93665,  0.05814,  0.05867
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg, 57.04628, 54.14711, 54.99289, 56.38364, 60.64954, 63.68256, 57.68338,  3.28016,  0.05686,  0.05750
Al, 51.02785, 48.11218, 48.98205, 50.35008, 54.14020, 57.04122, 51.45589,  3.01500,  0.05859,  0.05909
Si, 56.24270, 53.15457, 54.08118, 55.53084, 59.71599, 62.84508, 56.77106,  3.29236,  0.05799,  0.05854
P,  4.29579,  3.16926,  3.48813,  3.96025,  4.38177,  4.97194,  3.94038,  0.53212,  0.13504,  0.12387
S,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Cl,  5.05065,  4.65048,  4.79427,  4.94459,  5.31750,  5.65827,  5.04143,  0.32465,  0.06440,  0.06428
K, 40.08090, 37.93788, 38.56697, 39.57451, 42.57904, 44.75737, 40.47710,  2.32884,  0.05753,  0.05810
Ca, 47.52287, 44.81976, 45.62405, 46.89653, 50.42851, 53.12070, 47.92847,  2.80426,  0.05851,  0.05901
Ti, 54.14732, 51.11327, 52.01915, 53.44537, 57.47051, 60.51796, 54.62875,  3.18487,  0.05830,  0.05882
V, 55.30673, 52.23562, 53.15363, 54.59592, 58.71249, 61.80879, 55.81150,  3.24690,  0.05818,  0.05871
Mn, 62.81041, 59.48396, 60.49111, 62.04605, 66.72722, 70.15372, 63.45282,  3.64561,  0.05745,  0.05804
Fe, 51.01051, 48.11163, 48.97205, 50.34033, 54.12990, 57.01995, 51.44704,  3.01034,  0.05851,  0.05901
Zn, 14.69316, 13.36507, 13.85864, 14.32632, 15.43778, 16.52061, 14.60023,  1.00029,  0.06851,  0.06808
Br,  3.17133,  3.12882,  3.21303,  3.26028,  3.39304,  3.49202,  3.28957,  0.11021,  0.03350,  0.03475
Pb, 24.84892, 23.22951, 23.76136, 24.44526, 26.30210, 27.80809, 24.96600,  1.51728,  0.06077,  0.06106

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,  1.64474,  1.22563,  1.43602,  1.56956,  1.83317,  5.62505,  2.10339,  1.25964,  0.59886,  0.76586
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg, 19.60398, 16.54170, 17.80885, 19.63235, 20.96574, 24.08543, 19.71017,  2.22735,  0.11301,  0.11362
Al,  1.71934,  1.53931,  1.68727,  1.76865,  1.91453,  5.68031,  2.28140,  1.18565,  0.51970,  0.68960
Si,  3.97367,  3.18737,  3.56608,  3.89439,  4.38371,  8.34525,  4.43852,  1.47350,  0.33198,  0.37081
P,  0.69428,  0.00000,  0.00000,  1.32314,  3.60308,  4.99051,  1.73821,  1.86911,  1.07530,  2.69215
S, 67.38877, 60.68256, 63.27238, 67.65598, 70.61494, 73.04346, 66.96863,  3.91824,  0.05851,  0.05814
Cl, 10.86141,  9.70424, 10.47872, 10.92355, 11.35381, 12.15831, 10.97667,  0.60251,  0.05489,  0.05547
K, 35.14315, 31.74791, 32.78915, 35.27332, 37.18866, 38.79984, 35.20331,  2.34483,  0.06661,  0.06672
Ca,  1.20850,  1.08629,  1.16329,  1.23335,  1.32532,  4.93547,  1.72240,  1.11589,  0.64787,  0.92336
Ti,  1.20190,  0.92321,  1.06077,  1.15950,  1.33787,  5.51932,  1.73437,  1.32739,  0.76535,  1.10441
V,  2.85532,  2.31025,  2.56804,  2.80991,  3.15174,  7.19582,  3.35676,  1.40017,  0.41712,  0.49037
Mn,  7.16755,  5.49674,  6.32845,  6.90613,  7.95093, 12.01139,  7.52682,  1.86986,  0.24843,  0.26088
Fe,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  4.09353,  0.54935,  1.20687,  2.19692,  0.00000
Zn, 10.36046,  8.96935, 10.35912, 10.98962, 11.52454, 13.12865, 11.01361,  0.97120,  0.08818,  0.09374
Br, 82.38300, 74.31518, 76.93157, 82.49074, 86.65285, 89.48464, 81.56742,  4.96870,  0.06092,  0.06031
Pb, 22.27351, 19.90286, 21.67090, 22.46588, 23.81947, 24.78442, 22.63883,  1.25271,  0.05533,  0.05624

Factor 4,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass, 17.51522, 13.22321, 17.62799, 19.95682, 20.16894, 21.34094, 19.03650,  1.96701,  0.10333,  0.11230
Na,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Mg, 11.48073,  9.08495, 11.18634, 11.89211, 13.60704, 13.99698, 12.03902,  1.53496,  0.12750,  0.13370
Al,  7.45193,  2.83870,  8.09029, 10.57359, 10.88270, 12.00766,  9.48709,  2.25293,  0.23747,  0.30233
Si,  8.14981,  3.64045,  8.17896, 10.64214, 11.02708, 12.02227,  9.71010,  2.07311,  0.21350,  0.25438
P,  2.98726,  0.00000,  6.64218,  9.62483, 10.48137, 11.77990,  8.23184,  3.34017,  0.40576,  1.11814
S, 14.73990, 10.01559, 12.38053, 15.55227, 20.56708, 21.95603, 16.33861,  3.99390,  0.24445,  0.27096
Cl, 65.47165, 65.47165, 66.16901, 66.31080, 67.67903, 67.79659, 66.60496,  0.79838,  0.01199,  0.01219
K,  0.00000,  0.00000,  0.00000,  0.00603,  3.97567,  4.88387,  1.52101,  2.00322,  1.31703,  0.00000
Ca, 15.42591, 11.11937, 15.93932, 18.24597, 18.48532, 19.61027, 17.24621,  2.07152,  0.12011,  0.13429
Ti,  8.67411,  3.90220,  8.96982, 11.52738, 11.74558, 13.07463, 10.46986,  2.22007,  0.21204,  0.25594
V,  7.76900,  3.13982,  7.90238, 10.48136, 10.78082, 11.90362,  9.46319,  2.14785,  0.22697,  0.27646
Mn,  6.85537,  2.46134,  6.72696,  8.56113,  9.15880, 10.42215,  7.92560,  1.93485,  0.24413,  0.28224
Fe, 11.43881,  6.71706, 11.94202, 14.39960, 14.64315, 15.97634, 13.33092,  2.23154,  0.16740,  0.19508
Zn, 11.71634,  9.83322, 14.07357, 15.84663, 17.27414, 18.16392, 15.34833,  2.30691,  0.15030,  0.19690
Br, 14.44567,  7.04726,  9.98024, 14.30871, 19.78685, 22.55601, 15.14301,  5.01463,  0.33115,  0.34714
Pb,  7.53722,  6.68503,  8.89589,  9.83118, 12.65279, 12.87250, 10.19894,  1.90655,  0.18694,  0.25295

Percent of Total Variable

Factor 1,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg,  0.25784,  0.00001,  0.14013,  0.28958,  0.31164,  0.33347,  0.23191,  0.10931,  0.47135,  0.42394
Al,  6.62833,  6.41354,  6.47512,  6.53757,  6.96005,  7.35285,  6.70053,  0.30868,  0.04607,  0.04657
Si, 12.36764, 11.77572, 12.09690, 12.44004, 12.49062, 12.54082, 12.30761,  0.25115,  0.02041,  0.02031
P,  0.15358,  0.13074,  0.13730,  0.14392,  0.18884,  0.23062,  0.16125,  0.03283,  0.20358,  0.21374
S,  0.24829,  0.20645,  0.21817,  0.22996,  0.31105,  0.38592,  0.26140,  0.05924,  0.22664,  0.23860
Cl,  1.89948,  1.65219,  1.72276,  1.79449,  2.28081,  2.73302,  1.98214,  0.35551,  0.17936,  0.18716
K,  0.82949,  0.82421,  0.82525,  0.82659,  0.83542,  0.84374,  0.83014,  0.00643,  0.00774,  0.00775
Ca,  4.45461,  4.32876,  4.36477,  4.40122,  4.64858,  4.87859,  4.49665,  0.18069,  0.04018,  0.04056
Ti,  0.51836,  0.51247,  0.51416,  0.51587,  0.52740,  0.53813,  0.52032,  0.00842,  0.01619,  0.01625
V,  0.00733,  0.00732,  0.00732,  0.00733,  0.00733,  0.00733,  0.00733,  0.00000,  0.00035,  0.00035
Mn,  0.04406,  0.02895,  0.03714,  0.04594,  0.04723,  0.04852,  0.04254,  0.00643,  0.15113,  0.14594
Fe,  4.94682,  4.82285,  4.85862,  4.89471,  5.13857,  5.36556,  4.98878,  0.17813,  0.03571,  0.03601
Zn,  0.09413,  0.08172,  0.08528,  0.08887,  0.11327,  0.13597,  0.09829,  0.01783,  0.18140,  0.18941
Br,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Pb,  0.02058,  0.01846,  0.01907,  0.01968,  0.02386,  0.02774,  0.02129,  0.00305,  0.14338,  0.14832

Factor 2,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
mass,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,100.00000,  0.00000,  0.00000,  0.00000
Na,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Mg,  0.76216,  0.76137,  0.76320,  0.76349,  0.76516,  0.76614,  0.76388,  0.00144,  0.00189,  0.00189
Al,  5.22635,  5.21716,  5.21932,  5.22358,  5.22396,  5.22882,  5.22236,  0.00344,  0.00066,  0.00066
Si, 13.52325, 13.52173, 13.52569, 13.52688, 13.53019, 13.53275, 13.52742,  0.00324,  0.00024,  0.00024
P,  0.00441,  0.00344,  0.00367,  0.00409,  0.00416,  0.00462,  0.00399,  0.00035,  0.08870,  0.08034
S,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000,  0.00000
Cl,  0.31693,  0.30899,  0.31070,  0.31411,  0.31476,  0.31927,  0.31337,  0.00293,  0.00936,  0.00925
K,  0.82527,  0.82485,  0.82570,  0.82593,  0.82673,  0.82722,  0.82610,  0.00072,  0.00087,  0.00087
Ca,  3.63238,  3.62706,  3.62824,  3.63054,  3.63108,  3.63339,  3.63005,  0.00189,  0.00052,  0.00052
Ti,  0.47981,  0.47953,  0.47960,  0.47971,  0.47974,  0.47985,  0.47968,  0.00010,  0.00021,  0.00021
V,  0.00731,  0.00731,  0.00731,  0.00731,  0.00731,  0.00732,  0.00731,  0.00000,  0.00003,  0.00003
Mn,  0.07346,  0.07341,  0.07351,  0.07353,  0.07362,  0.07367,  0.07355,  0.00008,  0.00103,  0.00103
Fe,  4.13283,  4.12680,  4.12838,  4.13097,  4.13125,  4.13416,  4.13023,  0.00222,  0.00054,  0.00054
Zn,  0.01345,  0.01295,  0.01307,  0.01329,  0.01333,  0.01356,  0.01324,  0.00018,  0.01384,  0.01362
Br,  0.00062,  0.00060,  0.00062,  0.00064,  0.00066,  0.00067,  0.00064,  0.00002,  0.03400,  0.03502
Pb,  0.00694,  0.00687,  0.00688,  0.00691,  0.00692,  0.00695,  0.00691,  0.00003,  0.00377,  0.00375

Factor 3,,Statistics Over All Runs
,Lowest Q,Min,25th,50th,75th,Max,Mean    ,Std Dev,RSD % mean,RSD % Lowest Q
