"Sample    : ACC743refeito",
"Operator  : thiago",
"Comment  : ",
"Group     : thiago_acra2010ma",
"Date       : 2011-08-03 23:07:35",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50 1000-Auto Al  0 - 20    0.8 - 1.2   Live -  958    8",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"2",
"2",
"13",
"58",
"120",
"106",
"127",
"88",
"126",
"102",
"117",
"120",
"125",
"111",
"119",
"98",
"121",
"128",
"120",
"107",
"117",
"118",
"123",
"109",
"139",
"131",
"132",
"160",
"171",
"162",
"140",
"170",
"158",
"155",
"198",
"197",
"195",
"217",
"242",
"211",
"263",
"201",
"204",
"185",
"191",
"182",
"195",
"149",
"129",
"129",
"150",
"135",
"156",
"143",
"170",
"146",
"174",
"221",
"216",
"220",
"219",
"228",
"238",
"188",
"241",
"203",
"202",
"190",
"200",
"207",
"185",
"181",
"211",
"191",
"218",
"230",
"252",
"235",
"262",
"221",
"221",
"204",
"175",
"152",
"172",
"151",
"159",
"120",
"118",
"116",
"130",
"139",
"136",
"150",
"151",
"169",
"161",
"167",
"160",
"162",
"201",
"146",
"195",
"142",
"132",
"140",
"146",
"117",
"133",
"115",
"139",
"135",
"175",
"200",
"212",
"213",
"298",
"331",
"431",
"390",
"463",
"468",
"488",
"433",
"496",
"470",
"492",
"400",
"364",
"357",
"331",
"278",
"254",
"252",
"219",
"251",
"318",
"330",
"444",
"560",
"774",
"824",
"1038",
"1180",
"1401",
"1495",
"1661",
"1573",
"1670",
"1554",
"1463",
"1314",
"1215",
"1014",
"893",
"691",
"537",
"414",
"391",
"312",
"283",
"272",
"265",
"192",
"219",
"213",
"241",
"235",
"244",
"267",
"251",
"255",
"286",
"249",
"251",
"270",
"272",
"211",
"253",
"236",
"241",
"245",
"218",
"226",
"222",
"216",
"246",
"228",
"269",
"245",
"286",
"310",
"408",
"413",
"535",
"666",
"852",
"1064",
"1299",
"1460",
"1725",
"1787",
"2045",
"2150",
"2242",
"2134",
"2212",
"1888",
"1934",
"1631",
"1520",
"1229",
"1149",
"874",
"811",
"632",
"609",
"579",
"583",
"541",
"591",
"641",
"746",
"869",
"1199",
"1527",
"2111",
"2562",
"3631",
"3828",
"5138",
"5538",
"6692",
"7064",
"7875",
"7572",
"8129",
"7797",
"7726",
"6727",
"6304",
"5333",
"4656",
"3561",
"3077",
"2163",
"1827",
"1386",
"1142",
"974",
"937",
"866",
"884",
