"Sample    : ACC834refeito",
"Operator  : thiago",
"Comment  : ",
"Group     : thiago_acra2010ma",
"Date       : 2011-08-04 03:26:55",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50 1000-Auto Al  0 - 20    0.8 - 1.2   Live -  960   10",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"5",
"2",
"4",
"45",
"136",
"100",
"106",
"101",
"117",
"104",
"125",
"96",
"106",
"113",
"105",
"104",
"126",
"126",
"101",
"136",
"135",
"141",
"135",
"132",
"154",
"141",
"168",
"146",
"171",
"171",
"191",
"176",
"175",
"174",
"222",
"191",
"244",
"209",
"221",
"235",
"233",
"218",
"212",
"184",
"185",
"147",
"187",
"144",
"126",
"125",
"135",
"115",
"122",
"140",
"131",
"139",
"127",
"143",
"162",
"154",
"152",
"169",
"153",
"169",
"140",
"118",
"147",
"109",
"135",
"136",
"141",
"124",
"142",
"155",
"182",
"170",
"164",
"194",
"178",
"173",
"178",
"124",
"141",
"139",
"127",
"115",
"131",
"111",
"121",
"120",
"121",
"137",
"121",
"134",
"171",
"138",
"156",
"182",
"186",
"185",
"207",
"182",
"180",
"185",
"160",
"145",
"142",
"130",
"142",
"171",
"158",
"195",
"237",
"293",
"358",
"422",
"606",
"691",
"880",
"899",
"1044",
"1051",
"1207",
"1109",
"1093",
"963",
"890",
"715",
"640",
"586",
"480",
"383",
"356",
"300",
"342",
"349",
"441",
"591",
"828",
"1061",
"1618",
"2177",
"2811",
"3267",
"3952",
"4250",
"4807",
"4590",
"5069",
"4377",
"4153",
"3332",
"3096",
"2419",
"1967",
"1474",
"1156",
"820",
"641",
"470",
"418",
"330",
"323",
"284",
"280",
"247",
"283",
"294",
"298",
"323",
"341",
"332",
"301",
"316",
"314",
"328",
"307",
"289",
"262",
"286",
"269",
"236",
"267",
"217",
"244",
"225",
"241",
"224",
"264",
"243",
"292",
"313",
"375",
"496",
"707",
"762",
"1053",
"1420",
"1791",
"2146",
"2512",
"2860",
"3116",
"3298",
"3554",
"3356",
"3394",
"2909",
"2695",
"2310",
"1933",
"1513",
"1243",
"923",
"765",
"591",
"492",
"451",
"456",
"426",
"424",
"415",
"451",
"442",
"522",
"597",
"748",
"923",
"1254",
"1470",
"1902",
"2106",
"2590",
"2768",
"3174",
"3159",
"3336",
"3097",
"3042",
"2524",
"2349",
"2042",
"1648",
"1220",
"1034",
"733",
"622",
"463",
"488",
"361",
"410",
"355",
