8                    2,0.00001,0.00011,0.00109,0.00012,0.00008,0.00171,0.00013,0.00011,0.00033,0.00035,0.00005,0.00007,0.00007,0.00015,0.00040,0.00130,0.00110,
8                    3,0.00002,0.00021,0.00105,0.00017,0.00009,0.00237,0.00017,0.00017,0.00043,0.00050,0.00007,0.00011,0.00013,0.00034,0.00062,0.00174,0.00261,
8                    4,0.00002,0.00021,0.00111,0.00029,0.00014,0.00262,0.00022,0.00022,0.00052,0.00078,0.00008,0.00003,0.00013,0.00045,0.00053,0.00131,0.00490,
8                    5,0.17057,2.01465,1.84113,1.08930,0.56011,48.75952,1.86364,0.31947,7.41473,10.58170,0.81371,1.00153,3.79997,6.56548,8.70939,61.15851,2.15183,
8                    6,0.17063,2.00948,1.83259,1.09296,0.56015,48.76786,1.86954,0.32005,7.42551,10.59336,0.81409,1.00179,3.79820,6.56507,8.71126,61.13811,2.14911,
8                    7,0.00068,0.00696,0.00270,0.00995,0.00296,0.18042,0.02545,0.00152,0.03831,0.02085,0.00562,0.00127,0.01900,0.03959,0.06666,0.26636,0.00792,
9                    1,0.00068,0.00706,0.00236,0.01036,0.00284,0.18553,0.02553,0.00141,0.04112,0.01954,0.00584,0.00153,0.02023,0.04133,0.06896,0.28287,0.00730,
9                    2,0.00000,0.00002,0.00007,0.00005,0.00003,0.00006,0.00003,0.00002,0.00005,0.00006,0.00001,0.00017,0.00004,0.00004,0.00008,0.00009,0.00001,
9                    3,0.00001,0.00005,0.00023,0.00007,0.00004,0.00018,0.00004,0.00004,0.00006,0.00009,0.00001,0.00013,0.00004,0.00010,0.00011,0.00010,0.00039,
9                    4,0.00001,0.00006,0.00036,0.00018,0.00008,0.00068,0.00011,0.00007,0.00018,0.00022,0.00003,0.00037,0.00010,0.00025,0.00034,0.00033,0.00149,
9                    5,0.17015,2.00085,1.79449,1.08479,0.55424,48.38249,1.85694,0.31771,7.34359,10.50431,0.80634,0.99449,3.77462,6.51851,8.58700,60.74628,2.18916,
9                    6,0.17020,1.99572,1.78603,1.08846,0.55427,48.39070,1.86284,0.31829,7.35428,10.51587,0.80672,0.99478,3.77287,6.51812,8.58882,60.72595,2.18633,
9                    7,0.00073,0.00812,0.00261,0.01043,0.00278,0.20279,0.02607,0.00150,0.04166,0.02089,0.00586,0.00199,0.02121,0.04336,0.07744,0.29709,0.00672,
9                    8,0.00001,0.00011,0.00072,0.00008,0.00006,0.00180,0.00012,0.00008,0.00038,0.00033,0.00006,0.00038,0.00012,0.00018,0.00061,0.00153,0.00105,
10                    1,0.00054,0.00518,0.00339,0.01001,0.00255,0.13911,0.02460,0.00157,0.03771,0.01651,0.00546,0.00224,0.01680,0.03549,0.05637,0.22812,0.00947,
10                    2,0.00002,0.00031,0.00112,0.00027,0.00017,0.00683,0.00032,0.00013,0.00128,0.00148,0.00010,0.00015,0.00027,0.00047,0.00079,0.00565,0.00159,
10                    3,0.00003,0.00045,0.00139,0.00039,0.00021,0.00797,0.00045,0.00022,0.00155,0.00181,0.00012,0.00021,0.00040,0.00079,0.00114,0.00663,0.00331,
10                    4,0.00004,0.00045,0.00160,0.00058,0.00026,0.00769,0.00059,0.00027,0.00185,0.00223,0.00014,0.00009,0.00041,0.00091,0.00106,0.00580,0.00577,
10                    5,0.17211,2.03227,1.83211,1.09900,0.56528,49.18443,1.86620,0.32108,7.47367,10.69753,0.81927,1.00818,3.82272,6.60223,8.73504,61.68047,2.16217,
10                    6,0.17216,2.02706,1.82364,1.10264,0.56529,49.19278,1.87212,0.32166,7.48461,10.70927,0.81964,1.00843,3.82093,6.60176,8.73690,61.65997,2.15947,
10                    7,0.00058,0.00604,0.00365,0.01003,0.00250,0.15345,0.02506,0.00162,0.03779,0.01776,0.00546,0.00113,0.01753,0.03709,0.06382,0.23934,0.00768,
10                    8,0.00002,0.00009,0.00026,0.00014,0.00008,0.00201,0.00020,0.00005,0.00052,0.00066,0.00004,0.00005,0.00014,0.00016,0.00025,0.00201,0.00012,
10                    9,0.00002,0.00030,0.00069,0.00018,0.00012,0.00707,0.00034,0.00011,0.00136,0.00149,0.00011,0.00053,0.00034,0.00050,0.00100,0.00617,0.00153,
11                    1,0.00001,0.00003,0.00003,0.00009,0.00003,0.00026,0.00006,0.00003,0.00012,0.00011,0.00003,0.00046,0.00006,0.00007,0.00021,0.00039,0.00003,
11                    2,0.00070,0.00732,0.00220,0.01033,0.00288,0.19344,0.02453,0.00138,0.04144,0.01939,0.00584,0.00138,0.02005,0.04086,0.07115,0.28693,0.00720,
11                    3,0.00073,0.00762,0.00169,0.01055,0.00294,0.19441,0.02504,0.00134,0.04187,0.01948,0.00585,0.00140,0.02073,0.04206,0.07264,0.29149,0.00648,
11                    4,0.00073,0.00755,0.00147,0.01029,0.00276,0.18354,0.02525,0.00133,0.04193,0.01919,0.00569,0.00145,0.01998,0.04077,0.06849,0.28405,0.00626,
11                    5,0.18535,2.13833,1.80370,1.10666,0.57347,52.96291,1.77156,0.32265,7.98123,10.92366,0.85522,1.04986,4.15953,7.22103,9.89272,64.76753,2.34944,
11                    6,0.18540,2.13281,1.79514,1.11028,0.57342,52.97045,1.77680,0.32315,7.99216,10.93481,0.85547,1.05013,4.15754,7.22035,9.89479,64.74576,2.34646,
11                    7,0.00001,0.00010,0.00005,0.00012,0.00004,0.00016,0.00010,0.00008,0.00017,0.00018,0.00005,0.00030,0.00007,0.00017,0.00019,0.00052,0.00024,
11                    8,0.00065,0.00624,0.00247,0.01034,0.00308,0.17466,0.02424,0.00144,0.03816,0.01998,0.00559,0.00133,0.01875,0.03847,0.06376,0.26040,0.00943,
11                    9,0.00070,0.00732,0.00235,0.01076,0.00289,0.19685,0.02485,0.00137,0.04148,0.02007,0.00585,0.00144,0.02090,0.04206,0.07424,0.29053,0.00735,
11                    10,0.00056,0.00538,0.00338,0.01047,0.00261,0.14812,0.02387,0.00152,0.03759,0.01686,0.00543,0.00127,0.01737,0.03616,0.06107,0.23375,0.00936,
12                    1,0.00070,0.00729,0.00275,0.01022,0.00277,0.18548,0.02623,0.00152,0.04070,0.01902,0.00584,0.00201,0.02008,0.04105,0.06844,0.28198,0.00784,
12                    2,0.00000,0.00003,0.00007,0.00002,0.00002,0.00015,0.00013,0.00002,0.00016,0.00007,0.00001,0.00001,0.00003,0.00003,0.00007,0.00010,0.00009,
12                    3,0.00000,0.00004,0.00029,0.00006,0.00004,0.00039,0.00009,0.00006,0.00011,0.00014,0.00001,0.00003,0.00004,0.00011,0.00014,0.00014,0.00073,
12                    4,0.00001,0.00005,0.00046,0.00014,0.00006,0.00100,0.00007,0.00007,0.00009,0.00029,0.00003,0.00006,0.00010,0.00025,0.00034,0.00027,0.00212,
12                    5,0.16958,2.00131,1.77716,1.08449,0.55446,48.40175,1.86631,0.31916,7.35639,10.53026,0.80723,0.99406,3.77567,6.51863,8.59910,60.77122,2.17900,
12                    6,0.16964,1.99618,1.76875,1.08816,0.55449,48.41000,1.87221,0.31974,7.36704,10.54187,0.80760,0.99434,3.77392,6.51823,8.60093,60.75092,2.17620,
12                    7,0.00076,0.00840,0.00302,0.01030,0.00271,0.20268,0.02674,0.00165,0.04113,0.02035,0.00587,0.00154,0.02103,0.04304,0.07687,0.29593,0.00703,
12                    8,0.00001,0.00015,0.00153,0.00011,0.00007,0.00135,0.00012,0.00011,0.00039,0.00020,0.00006,0.00006,0.00011,0.00016,0.00056,0.00153,0.00064,
12                    9,0.00001,0.00002,0.00019,0.00003,0.00002,0.00011,0.00012,0.00003,0.00019,0.00007,0.00001,0.00019,0.00002,0.00002,0.00005,0.00014,0.00007,
12                    10,0.00003,0.00036,0.00143,0.00023,0.00014,0.00627,0.00050,0.00012,0.00160,0.00113,0.00011,0.00016,0.00031,0.00045,0.00098,0.00614,0.00104,
12                    11,0.00073,0.00754,0.00276,0.01059,0.00281,0.19669,0.02548,0.00148,0.04096,0.01950,0.00585,0.00141,0.02074,0.04176,0.07367,0.28945,0.00786,
13                    1,0.00000,0.00002,0.00002,0.00003,0.00001,0.00002,0.00005,0.00002,0.00007,0.00004,0.00002,0.00100,0.00003,0.00002,0.00004,0.00015,0.00001,
13                    2,0.00065,0.00682,0.00224,0.01018,0.00280,0.18319,0.02545,0.00135,0.04131,0.01896,0.00586,0.00134,0.01961,0.04024,0.06759,0.28061,0.00711,
13                    3,0.00067,0.00710,0.00171,0.01039,0.00285,0.18402,0.02597,0.00130,0.04171,0.01901,0.00587,0.00141,0.02029,0.04145,0.06903,0.28503,0.00635,
13                    4,0.00068,0.00702,0.00148,0.01017,0.00268,0.17339,0.02620,0.00130,0.04177,0.01871,0.00572,0.00129,0.01956,0.04024,0.06502,0.27782,0.00609,
13                    5,0.18473,2.13028,1.80044,1.10936,0.57342,52.81716,1.76412,0.32099,7.96048,10.89380,0.85398,1.04816,4.15218,7.21671,9.85000,64.57068,2.34903,
13                    6,0.18479,2.12478,1.79189,1.11297,0.57339,52.82469,1.76933,0.32149,7.97136,10.90493,0.85422,1.04841,4.15019,7.21603,9.85207,64.54892,2.34606,
13                    7,0.00001,0.00014,0.00003,0.00006,0.00002,0.00044,0.00004,0.00006,0.00014,0.00009,0.00004,0.00006,0.00007,0.00015,0.00028,0.00072,0.00027,
13                    8,0.00060,0.00580,0.00261,0.01011,0.00299,0.16544,0.02520,0.00140,0.03822,0.01965,0.00564,0.00116,0.01833,0.03782,0.06041,0.25491,0.00943,
13                    9,0.00065,0.00681,0.00242,0.01056,0.00280,0.18652,0.02579,0.00133,0.04133,0.01961,0.00587,0.00165,0.02045,0.04140,0.07055,0.28410,0.00725,
13                    10,0.00051,0.00500,0.00354,0.01022,0.00252,0.14010,0.02484,0.00149,0.03784,0.01671,0.00550,0.00106,0.01698,0.03553,0.05779,0.22937,0.00939,
13                    11,0.00001,0.00004,0.00002,0.00004,0.00002,0.00024,0.00005,0.00002,0.00009,0.00008,0.00003,0.00013,0.00004,0.00006,0.00011,0.00034,0.00003,
13                    12,0.00067,0.00703,0.00278,0.01041,0.00273,0.18648,0.02645,0.00145,0.04085,0.01910,0.00588,0.00136,0.02029,0.04111,0.07001,0.28307,0.00778,
14                    1,0.00068,0.00708,0.00213,0.01059,0.00298,0.19070,0.02565,0.00145,0.04109,0.01980,0.00584,0.00146,0.02022,0.04135,0.07163,0.28510,0.00958,
14                    2,0.00000,0.00002,0.00009,0.00012,0.00005,0.00019,0.00004,0.00003,0.00008,0.00010,0.00001,0.00039,0.00006,0.00009,0.00022,0.00024,0.00066,
14                    3,0.00001,0.00007,0.00013,0.00015,0.00006,0.00034,0.00007,0.00009,0.00008,0.00017,0.00002,0.00032,0.00007,0.00018,0.00023,0.00029,0.00192,
14                    4,0.00001,0.00007,0.00023,0.00030,0.00011,0.00107,0.00016,0.00011,0.00024,0.00036,0.00004,0.00067,0.00015,0.00037,0.00059,0.00068,0.00395,
14                    5,0.16984,2.00223,1.80047,1.08901,0.55548,48.32765,1.85876,0.31783,7.34652,10.51538,0.80739,0.99397,3.77245,6.52202,8.56564,60.76097,2.15145,
14                    6,0.16990,1.99710,1.79198,1.09267,0.55551,48.33586,1.86466,0.31841,7.35721,10.52698,0.80777,0.99426,3.77070,6.52162,8.56746,60.74060,2.14872,
14                    7,0.00074,0.00815,0.00238,0.01067,0.00292,0.20818,0.02620,0.00154,0.04166,0.02116,0.00587,0.00241,0.02120,0.04337,0.08028,0.29948,0.00824,
14                    8,0.00001,0.00009,0.00070,0.00010,0.00004,0.00199,0.00014,0.00006,0.00041,0.00023,0.00006,0.00069,0.00013,0.00017,0.00083,0.00175,0.00012,
14                    9,0.00000,0.00003,0.00005,0.00003,0.00002,0.00008,0.00002,0.00002,0.00002,0.00005,0.00001,0.00007,0.00002,0.00003,0.00006,0.00010,0.00061,
14                    10,0.00003,0.00027,0.00080,0.00013,0.00010,0.00756,0.00031,0.00007,0.00135,0.00127,0.00011,0.00089,0.00033,0.00045,0.00123,0.00639,0.00036,
14                    11,0.00070,0.00733,0.00215,0.01105,0.00303,0.20218,0.02498,0.00142,0.04147,0.02034,0.00586,0.00164,0.02091,0.04213,0.07705,0.29293,0.00955,
14                    12,0.00000,0.00003,0.00022,0.00007,0.00004,0.00013,0.00014,0.00004,0.00022,0.00008,0.00001,0.00042,0.00004,0.00004,0.00012,0.00030,0.00031,
14                    13,0.00065,0.00682,0.00220,0.01081,0.00294,0.19171,0.02592,0.00138,0.04133,0.01989,0.00588,0.00200,0.02045,0.04142,0.07327,0.28643,0.00951,
15                    1,0.00081,0.00883,0.00270,0.01048,0.00298,0.22088,0.02707,0.00151,0.04672,0.02249,0.00614,0.00324,0.02225,0.04543,0.07790,0.32437,0.01234,
15                    2,0.00002,0.00020,0.00071,0.00017,0.00009,0.00439,0.00040,0.00010,0.00117,0.00086,0.00007,0.00031,0.00020,0.00039,0.00078,0.00286,0.00165,
15                    3,0.00002,0.00013,0.00061,0.00010,0.00007,0.00354,0.00030,0.00009,0.00095,0.00065,0.00006,0.00037,0.00013,0.00019,0.00051,0.00236,0.00331,
15                    4,0.00001,0.00013,0.00063,0.00006,0.00005,0.00416,0.00020,0.00007,0.00078,0.00049,0.00006,0.00013,0.00017,0.00025,0.00088,0.00322,0.00577,
15                    5,0.16814,1.98550,1.75723,1.07305,0.54703,47.83957,1.85317,0.31869,7.22584,10.36936,0.79637,0.98862,3.74977,6.46092,8.48887,60.17872,2.11766,
15                    6,0.16820,1.98043,1.74879,1.07674,0.54707,47.84759,1.85907,0.31929,7.23631,10.38080,0.79674,0.98887,3.74806,6.46061,8.49068,60.15848,2.11494,
15                    7,0.00087,0.01008,0.00295,0.01062,0.00291,0.24000,0.02756,0.00166,0.04739,0.02383,0.00620,0.00168,0.02337,0.04782,0.08709,0.34025,0.01063,
15                    8,0.00003,0.00052,0.00316,0.00041,0.00023,0.01139,0.00066,0.00031,0.00242,0.00202,0.00019,0.00018,0.00041,0.00093,0.00208,0.00756,0.00047,
15                    9,0.00002,0.00021,0.00114,0.00023,0.00013,0.00428,0.00042,0.00013,0.00120,0.00088,0.00007,0.00087,0.00016,0.00039,0.00058,0.00260,0.00159,
15                    10,0.00006,0.00089,0.00351,0.00072,0.00040,0.02191,0.00128,0.00038,0.00476,0.00442,0.00029,0.00019,0.00084,0.00164,0.00296,0.01625,0.00069,
15                    11,0.00083,0.00911,0.00271,0.01076,0.00299,0.23379,0.02634,0.00144,0.04733,0.02307,0.00617,0.00203,0.02295,0.04612,0.08348,0.33311,0.01230,
15                    12,0.00002,0.00017,0.00061,0.00020,0.00011,0.00522,0.00032,0.00012,0.00102,0.00118,0.00007,0.00029,0.00017,0.00043,0.00064,0.00264,0.00113,
15                    13,0.00077,0.00852,0.00265,0.01065,0.00292,0.22182,0.02724,0.00143,0.04683,0.02241,0.00618,0.00166,0.02247,0.04552,0.07958,0.32538,0.01225,
15                    14,0.00002,0.00022,0.00102,0.00035,0.00016,0.00422,0.00048,0.00018,0.00128,0.00112,0.00008,0.00131,0.00020,0.00052,0.00056,0.00258,0.00044,
16                    1,0.00067,0.00721,0.00211,0.01025,0.00289,0.18551,0.02530,0.00144,0.04144,0.01926,0.00577,0.00156,0.02022,0.04159,0.06885,0.28463,0.00696,
16                    2,0.00000,0.00002,0.00003,0.00003,0.00002,0.00005,0.00004,0.00002,0.00007,0.00005,0.00001,0.00015,0.00004,0.00004,0.00008,0.00009,0.00004,
16                    3,0.00000,0.00003,0.00009,0.00006,0.00003,0.00010,0.00008,0.00003,0.00010,0.00006,0.00001,0.00011,0.00003,0.00005,0.00009,0.00009,0.00020,
16                    4,0.00001,0.00004,0.00020,0.00015,0.00007,0.00054,0.00020,0.00006,0.00028,0.00018,0.00003,0.00034,0.00010,0.00019,0.00031,0.00035,0.00108,
16                    5,0.16979,2.00010,1.78691,1.08686,0.55403,48.36874,1.85336,0.31737,7.33657,10.50071,0.80741,0.99458,3.77453,6.51308,8.58625,60.71203,2.19727,
16                    6,0.16984,1.99497,1.77846,1.09053,0.55406,48.37692,1.85926,0.31796,7.34727,10.51227,0.80779,0.99487,3.77278,6.51270,8.58807,60.69171,2.19443,
16                    7,0.00073,0.00829,0.00235,0.01033,0.00283,0.20279,0.02584,0.00152,0.04198,0.02060,0.00580,0.00196,0.02120,0.04368,0.07734,0.29894,0.00656,
16                    8,0.00001,0.00014,0.00107,0.00009,0.00006,0.00206,0.00019,0.00011,0.00044,0.00039,0.00007,0.00035,0.00012,0.00025,0.00064,0.00177,0.00145,
16                    9,0.00000,0.00002,0.00009,0.00001,0.00001,0.00003,0.00005,0.00001,0.00005,0.00003,0.00001,0.00001,0.00001,0.00002,0.00002,0.00004,0.00005,
16                    10,0.00003,0.00035,0.00117,0.00019,0.00013,0.00752,0.00030,0.00014,0.00127,0.00154,0.00011,0.00050,0.00033,0.00061,0.00101,0.00653,0.00199,
16                    11,0.00070,0.00746,0.00212,0.01064,0.00293,0.19688,0.02465,0.00141,0.04180,0.01978,0.00579,0.00144,0.02089,0.04231,0.07412,0.29232,0.00702,
16                    12,0.00000,0.00002,0.00010,0.00002,0.00002,0.00018,0.00023,0.00004,0.00033,0.00008,0.00002,0.00016,0.00002,0.00004,0.00007,0.00018,0.00020,
16                    13,0.00064,0.00694,0.00215,0.01045,0.00285,0.18649,0.02556,0.00137,0.04164,0.01933,0.00582,0.00164,0.02044,0.04167,0.07044,0.28584,0.00691,
16                    14,0.00000,0.00003,0.00007,0.00004,0.00002,0.00012,0.00004,0.00004,0.00006,0.00007,0.00001,0.00008,0.00002,0.00006,0.00008,0.00014,0.00093,
16                    15,0.00002,0.00016,0.00066,0.00021,0.00011,0.00387,0.00053,0.00012,0.00137,0.00083,0.00008,0.00081,0.00016,0.00028,0.00057,0.00238,0.00204,
