"Sample    : Cu - A03N",
"Operator  : Luciana",
"Comment  : ",
"Group     : kerr2007ab13liv300al",
"Date       : 2010-02-26 22:49:50",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  100-Auto Al  0 - 20    0.8 - 1.2   Live -  300   21",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"9",
"32",
"26",
"21",
"14",
"27",
"20",
"17",
"19",
"24",
"20",
"19",
"17",
"31",
"16",
"24",
"12",
"18",
"20",
"21",
"15",
"19",
"24",
"26",
"16",
"19",
"21",
"20",
"12",
"24",
"12",
"12",
"14",
"18",
"14",
"11",
"23",
"16",
"20",
"24",
"20",
"23",
"23",
"23",
"26",
"29",
"23",
"35",
"34",
"40",
"43",
"55",
"69",
"64",
"88",
"97",
"120",
"147",
"202",
"271",
"328",
"423",
"459",
"517",
"499",
"597",
"481",
"488",
"381",
"366",
"272",
"256",
"170",
"168",
"144",
"106",
"75",
"70",
"41",
"40",
"35",
"16",
"23",
"23",
"23",
"27",
"21",
"15",
"20",
"20",
"15",
"16",
"16",
"18",
"23",
"11",
"15",
"15",
"20",
"18",
"12",
"18",
"9",
"8",
"18",
"10",
"19",
"15",
"21",
"19",
"15",
"15",
"23",
"20",
"15",
"26",
"18",
"24",
"19",
"27",
"16",
"35",
"42",
"16",
"33",
"25",
"17",
"11",
"21",
"23",
"18",
"19",
"14",
"28",
"27",
"19",
"15",
"19",
"12",
"35",
"21",
"20",
"23",
"26",
"15",
"21",
"20",
"19",
"25",
"16",
"25",
"27",
"28",
"17",
"18",
"31",
"26",
"20",
"20",
"18",
"20",
"15",
"14",
"21",
"26",
"19",
"19",
"12",
"26",
"16",
"25",
"24",
"17",
"16",
"16",
"21",
"19",
"28",
"24",
"17",
"11",
"16",
"21",
"15",
"20",
"25",
"19",
"12",
"10",
"20",
"25",
"26",
"14",
"24",
"27",
"27",
"19",
"28",
"19",
"16",
"21",
"23",
"28",
"16",
"23",
"17",
"28",
"15",
"20",
"19",
"21",
"12",
"21",
"16",
"20",
"21",
"16",
"25",
"17",
"14",
"20",
"12",
"23",
"19",
"26",
"35",
"16",
"26",
"27",
"17",
"18",
"35",
"18",
"14",
"15",
"21",
"23",
"28",
"26",
"27",
"19",
"21",
"21",
"19",
"11",
"17",
"20",
"20",
"26",
"14",
"16",
"17",
"18",
"26",
"21",
"31",
"21",
"21",
"23",
"21",
"16",
"25",
"20",
"27",
"20",
"23",
"14",
"15",
"14",
"28",
"17",
"12",
"20",
"21",
"12",
"24",
"17",
"19",
"20",
"20",
"11",
"17",
"18",
"16",
"18",
"16",
"20",
"11",
"21",
"15",
"17",
"11",
"12",
"14",
"20",
"19",
"15",
"21",
"15",
"11",
"20",
"11",
"12",
"27",
"14",
"23",
"14",
"20",
"20",
"20",
"16",
"11",
"11",
"18",
"12",
"16",
"12",
"21",
"17",
"17",
"18",
"16",
"14",
"17",
"16",
"14",
"15",
"21",
"16",
"17",
"24",
"26",
"26",
"17",
"20",
"23",
"26",
"25",
"20",
"26",
"23",
"19",
"21",
"24",
"23",
"31",
"27",
"27",
"29",
"25",
"44",
"47",
"26",
"32",
"23",
"21",
"17",
"28",
"24",
"21",
"15",
"12",
"23",
"24",
"16",
"21",
"27",
"12",
"18",
"15",
"19",
"17",
"18",
"16",
"21",
"28",
"18",
"17",
"14",
"21",
"24",
"31",
"25",
"38",
"27",
"21",
"27",
"25",
"26",
"36",
"33",
"25",
"32",
"40",
"32",
"37",
"31",
"33",
"38",
"40",
"34",
"42",
"37",
"37",
"37",
"27",
"46",
"36",
"43",
"41",
"38",
"35",
"34",
"25",
"28",
"37",
"35",
"36",
"31",
"32",
"37",
"26",
"29",
"24",
"26",
"21",
"20",
"23",
"21",
"32",
"26",
"27",
"19",
"32",
"20",
"15",
"21",
"36",
"17",
"27",
"29",
"32",
"29",
"28",
"23",
"16",
"24",
"27",
"35",
"33",
"25",
"34",
"23",
"32",
"33",
"41",
"29",
"42",
"25",
"36",
"26",
"35",
"29",
"18",
"31",
"38",
"32",
"33",
"32",
"38",
"24",
"32",
"35",
"27",
"35",
"33",
"25",
"35",
"23",
"33",
"32",
"27",
"31",
"38",
"29",
"41",
"41",
"37",
"32",
"44",
"44",
"36",
"35",
"45",
"36",
"50",
"29",
"45",
"28",
"61",
"40",
"25",
"35",
"55",
"42",
"37",
"58",
"55",
"35",
"43",
"41",
"50",
"52",
"37",
"41",
"44",
"41",
"46",
"44",
"44",
"35",
"43",
"50",
"57",
"44",
"45",
"57",
"47",
"40",
"43",
"42",
"58",
"45",
"44",
"45",
"40",
"52",
"50",
"50",
"33",
"42",
"38",
"47",
"52",
"36",
"64",
"46",
"47",
"51",
"60",
"54",
"60",
"58",
"60",
"69",
"86",
"59",
"71",
"85",
"95",
"72",
"88",
"86",
"104",
"89",
"98",
"84",
"103",
"97",
"110",
"84",
"88",
"106",
"93",
"101",
"115",
"95",
"92",
"95",
"99",
"112",
"128",
"127",
"121",
"150",
"147",
"147",
"150",
"146",
"184",
"165",
"207",
"209",
"261",
"240",
"265",
"240",
"276",
"274",
"292",
"289",
"260",
"240",
"240",
"226",
"245",
"211",
"187",
"198",
"188",
"122",
"139",
"157",
"138",
"109",
"121",
"97",
"98",
"97",
"105",
"92",
"76",
"95",
"97",
"76",
"109",
"97",
"101",
"118",
"114",
"79",
"90",
"114",
"115",
"77",
"109",
"87",
"68",
"101",
"125",
"88",
"101",
"85",
"105",
"103",
"102",
"116",
"127",
"113",
"124",
"119",
"113",
"112",
"110",
"118",
"122",
"116",
"129",
"120",
"142",
"133",
"140",
"144",
"153",
"136",
"136",
"163",
"165",
"150",
"157",
"146",
"156",
"146",
"155",
"171",
"170",
"164",
"174",
"145",
"147",
"167",
"172",
"149",
"174",
"179",
"180",
"175",
"166",
"182",
"185",
"167",
"167",
"174",
"181",
"184",
"167",
"150",
"168",
"163",
"170",
"183",
"171",
"166",
"149",
"163",
"193",
"172",
"192",
"181",
"147",
"156",
"184",
"174",
"184",
"190",
"197",
"167",
"174",
"165",
"194",
"165",
"199",
"210",
"170",
"183",
"210",
"199",
"223",
"182",
"202",
"232",
"246",
"234",
"228",
"245",
"233",
"250",
"231",
"270",
"272",
"274",
"315",
"341",
"355",
"331",
"426",
"450",
"511",
"663",
"782",
"1013",
"1469",
"1800",
"2650",
"3471",
"4863",
"6301",
"8815",
"11115",
"15105",
"17941",
"23671",
"28895",
"35701",
"39800",
"47933",
"54342",
"62723",
"66162",
"74430",
"77650",
"83914",
"80331",
"84996",
"81910",
"82818",
"75088",
"72741",
"66394",
"61390",
"51065",
"46631",
"39245",
"33601",
"26530",
"22579",
"17161",
"14146",
"10355",
"8191",
"5895",
"4400",
"3116",
"2314",
"1596",
"1189",
"797",
"616",
"511",
"400",
"276",
"286",
"242",
"225",
"193",
"213",
"180",
"185",
"206",
"202",
"208",
"244",
"182",
"208",
"168",
"202",
"188",
"194",
"191",
"223",
"218",
"230",
"209",
"231",
"244",
"236",
"252",
"287",
"289",
"300",
"331",
"306",
"338",
"376",
"441",
"459",
"454",
"566",
"604",
"763",
"831",
"1108",
"1435",
"1738",
"1960",
"2588",
"2972",
"3608",
"4189",
"5160",
"5758",
"6881",
"7279",
"8414",
"8911",
"9918",
"9870",
"10515",
"11069",
"11089",
"10400",
"10271",
"9956",
"9642",
"8716",
"8398",
"7403",
"6587",
"5384",
"4785",
"4153",
"3479",
"2624",
"2209",
"1832",
"1428",
"1019",
"883",
"621",
"496",
"418",
"331",
"215",
"218",
"170",
"122",
"129",
"103",
"92",
"78",
"80",
"94",
"78",
"86",
"84",
"92",
"58",
"85",
"87",
"93",
"97",
"75",
"87",
"103",
"85",
"97",
"88",
"79",
"89",
"92",
"75",
"89",
"90",
"95",
"93",
"95",
"92",
"93",
"72",
"88",
"85",
"80",
"81",
"88",
"81",
"85",
"97",
"112",
"85",
"88",
"103",
"112",
"87",
"93",
"67",
"86",
"93",
"85",
"87",
"97",
"86",
"80",
"83",
"98",
"76",
"83",
"83",
"78",
"83",
"88",
"73",
"89",
"69",
"87",
"99",
"89",
"66",
"80",
"69",
"69",
"60",
"76",
"61",
"81",
"66",
"85",
"58",
"80",
"58",
"80",
"61",
"60",
"59",
"72",
"60",
"66",
"54",
"53",
"69",
"73",
"73",
"58",
"63",
"81",
"53",
"61",
"77",
"85",
"78",
"62",
"63",
"64",
"68",
"87",
"61",
"77",
"81",
"63",
"61",
"59",
"51",
"60",
"73",
"61",
"83",
"72",
"71",
"83",
"81",
"62",
"90",
"55",
"60",
"73",
"84",
"84",
"77",
"72",
"76",
"79",
"68",
"81",
"55",
"72",
"78",
"68",
"69",
"79",
"80",
"66",
"75",
"72",
"61",
"59",
"76",
"54",
"75",
"72",
"79",
"84",
"61",
"79",
"62",
"76",
"78",
"71",
"66",
"76",
"84",
"61",
"83",
"76",
"73",
"63",
"81",
"70",
"54",
"81",
"81",
"77",
"63",
"70",
"81",
"90",
"72",
"93",
"96",
"63",
"67",
"90",
"66",
"62",
"68",
"70",
"51",
"71",
"72",
"69",
"77",
"63",
"64",
"85",
"76",
"64",
"63",
"79",
"76",
"68",
"70",
"80",
"86",
"71",
"64",
"63",
"63",
"63",
"67",
"80",
"80",
"73",
"70",
"73",
"81",
"63",
"60",
"61",
"69",
"68",
"69",
"73",
"68",
"75",
"72",
"55",
"59",
"69",
"76",
"68",
"61",
"70",
"57",
"63",
"75",
"71",
"69",
"57",
"60",
"60",
"57",
"57",
"59",
"84",
"55",
"68",
"50",
"63",
"50",
"57",
"57",
"75",
"63",
"73",
"50",
"60",
"70",
"53",
"68",
"64",
"57",
"73",
"50",
"60",
"55",
"67",
"70",
"62",
"43",
"63",
"58",
"75",
"77",
"57",
"66",
"68",
"57",
"55",
"59",
"49",
"64",
"68",
"54",
"70",
"51",
"55",
"59",
"49",
"60",
"59",
"67",
"79",
"57",
"55",
"62",
"62",
"67",
"73",
"64",
"61",
"63",
"63",
"61",
"79",
"54",
"58",
"68",
"63",
"71",
"53",
"77",
"67",
"53",
"64",
"61",
"78",
"76",
"55",
"69",
"46",
"67",
"78",
"73",
"81",
"66",
"62",
"57",
"93",
"58",
"68",
"69",
"78",
"69",
"70",
"58",
"53",
"50",
"68",
"73",
"78",
"49",
"63",
"64",
"80",
"73",
"70",
"83",
"77",
"58",
"80",
"60",
"83",
"59",
"85",
"67",
"72",
"70",
"84",
"63",
"84",
"68",
"77",
"76",
"71",
"57",
"67",
"71",
"61",
"69",
"84",
"60",
"53",
"67",
"60",
"64",
"71",
"59",
"76",
"75",
"75",
"49",
"77",
"57",
"60",
"60",
"67",
"63",
"63",
"53",
"58",
"78",
"71",
"46",
"59",
"58",
"73",
"63",
"61",
"55",
"47",
"63",
"59",
"78",
"59",
"57",
"58",
"61",
"60",
"49",
"50",
"68",
"67",
"57",
"83",
"60",
"71",
"69",
"53",
"63",
"50",
"54",
"46",
"59",
"72",
"58",
"52",
"57",
"47",
"47",
"62",
"50",
"66",
"53",
"64",
"63",
"58",
"61",
"61",
"80",
"58",
"63",
"69",
"45",
"51",
"81",
"71",
"55",
"51",
"58",
"57",
"41",
"61",
"57",
"60",
"49",
"62",
"49",
"44",
"52",
"55",
"59",
"52",
"70",
"64",
"64",
"76",
"57",
"50",
"76",
"64",
"69",
"72",
"62",
"60",
"61",
"58",
"59",
"66",
"53",
"37",
"60",
"58",
"49",
"67",
"62",
"58",
"63",
"59",
"52",
"43",
"50",
"55",
"72",
"52",
"60",
"58",
"50",
"61",
"61",
"45",
"43",
"47",
"46",
"47",
"55",
"32",
"50",
"75",
"54",
"52",
"69",
"51",
"51",
"40",
"49",
"66",
"60",
"53",
"68",
"63",
"54",
"44",
"60",
"47",
"55",
"51",
"46",
"60",
"63",
"41",
"64",
"57",
"47",
"37",
"43",
"52",
"43",
"58",
"52",
"54",
"60",
"63",
"42",
"43",
"52",
"53",
"50",
"62",
"49",
"40",
"43",
"45",
"53",
"46",
"40",
"50",
"60",
"54",
"59",
"64",
"40",
"47",
"46",
"60",
"46",
"51",
"53",
"38",
"44",
"53",
"59",
"58",
"58",
"41",
"50",
"58",
"46",
"67",
"43",
"53",
"41",
"52",
"67",
"45",
"44",
"51",
"57",
"50",
"36",
"41",
"58",
"57",
"43",
"59",
"62",
"63",
"44",
"42",
"70",
"66",
"36",
"64",
"46",
"58",
"45",
"61",
"47",
"69",
"33",
"40",
"53",
"66",
"47",
"45",
"33",
"44",
"51",
"51",
"59",
"55",
"55",
"50",
"38",
"45",
"40",
"42",
"58",
"57",
"35",
"45",
"59",
"36",
"49",
"55",
"46",
"43",
"46",
"42",
"47",
"38",
"57",
"47",
"59",
"44",
"51",
"36",
"59",
"47",
"54",
"46",
"53",
"70",
"55",
"64",
"55",
"44",
"63",
"44",
"53",
"43",
"62",
"52",
"52",
"68",
"58",
"76",
"63",
"67",
"86",
"109",
"78",
"103",
"111",
"116",
"141",
"142",
"144",
"132",
"202",
"179",
"196",
"213",
"217",
"223",
"225",
"209",
"237",
"261",
"244",
"272",
"241",
"210",
"219",
"214",
"198",
"223",
"175",
"180",
"168",
"173",
"150",
"146",
"110",
"103",
"99",
"107",
"81",
"78",
"76",
"67",
"66",
"57",
"63",
"54",
"57",
"59",
"52",
"61",
"44",
"67",
"44",
"50",
"50",
"63",
"41",
"50",
"42",
"54",
"43",
"46",
"38",
"53",
"55",
"58",
"52",
"51",
"54",
"37",
"59",
"55",
"38",
"52",
"59",
"50",
"43",
"49",
"54",
"63",
"57",
"32",
"60",
"54",
"38",
"66",
"81",
"70",
"63",
"64",
"69",
"57",
"67",
"87",
"59",
"60",
"79",
"95",
"79",
"93",
"73",
"90",
"87",
"107",
"92",
"98",
"110",
"95",
"81",
"77",
"93",
"71",
"78",
"86",
"68",
"79",
"71",
"85",
"84",
"73",
"61",
"57",
"59",
"67",
"60",
"69",
"46",
"45",
"55",
"46",
"49",
"63",
"47",
"47",
"49",
"50",
"46",
"46",
"59",
"42",
"40",
"47",
"51",
"46",
"43",
"46",
"31",
"38",
"45",
"43",
"47",
"55",
"55",
"50",
"50",
"45",
"45",
"36",
"42",
"41",
"47",
"42",
"32",
"49",
"50",
"38",
"42",
"51",
"44",
"46",
"44",
"52",
"37",
"49",
"47",
"64",
"43",
"44",
"45",
"52",
"46",
"41",
"45",
"43",
"40",
"66",
"58",
"47",
"47",
"49",
"60",
"34",
"60",
"49",
"41",
"54",
"44",
"49",
"61",
"31",
"52",
"53",
"46",
"45",
"53",
"31",
"51",
"43",
"51",
"60",
"69",
"50",
"42",
"38",
"44",
"38",
"47",
"53",
"61",
"43",
"41",
"43",
"41",
"55",
"51",
"52",
"41",
"36",
"44",
"61",
"62",
"63",
"59",
"46",
"60",
"49",
"35",
"62",
"59",
"45",
"46",
"51",
"57",
"50",
"58",
"54",
"45",
"60",
"44",
"52",
"69",
"60",
"43",
"57",
"58",
"70",
"46",
"47",
"75",
"61",
"64",
"60",
"44",
"57",
"61",
"55",
"57",
"63",
"66",
"71",
"58",
"73",
"69",
"83",
"63",
"71",
"89",
"75",
"79",
"73",
"89",
"92",
"83",
"83",
"81",
"93",
"109",
"88",
"103",
"88",
"128",
"124",
"110",
"113",
"156",
"128",
"115",
"144",
"148",
"156",
"146",
"162",
"157",
"189",
"153",
"175",
"168",
"211",
"199",
"193",
"183",
"249",
"211",
"228",
"239",
"260",
"248",
"243",
"274",
"266",
"263",
"272",
"283",
"301",
"257",
"305",
"282",
"279",
"305",
"262",
"295",
"302",
"275",
"311",
"322",
"303",
"269",
"266",
"254",
"287",
"263",
"244",
"240",
"263",
"257",
"257",
"246",
"219",
"218",
"222",
"197",
"220",
"194",
"192",
"208",
"210",
"197",
"174",
"184",
"139",
"133",
"139",
"135",
"146",
"120",
"123",
"115",
"129",
"107",
"92",
"83",
"118",
"88",
"78",
"85",
"98",
"98",
"85",
"93",
"68",
"71",
"79",
"69",
"77",
"67",
"54",
"84",
"70",
"80",
"70",
"76",
"64",
"63",
"86",
"83",
"58",
"73",
"88",
"102",
"105",
"93",
"105",
"120",
"110",
"124",
"125",
"145",
"139",
"133",
"157",
"145",
"145",
"155",
"158",
"173",
"147",
"174",
"191",
"201",
"168",
"190",
"181",
"154",
"166",
"167",
"189",
"168",
"138",
"145",
"144",
"161",
"133",
"125",
"140",
"106",
"114",
"94",
"96",
"86",
"86",
"80",
"72",
"70",
"69",
"52",
"58",
"49",
"50",
"52",
"60",
"43",
"45",
"47",
"36",
"44",
"33",
"40",
"41",
"44",
"32",
"43",
"21563",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
