"Sample    : MoO3 15764",
"Operator  : luisf",
"Comment  : cubatao-g-policarbonato",
"Group     : kerr2007ag180cal_lt",
"Date       : 2010-05-25 23:41:36",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  210-Auto Al  0 - 20    0.8 - 1.2   Live -  179   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"1",
"2",
"17",
"38",
"46",
"42",
"39",
"37",
"33",
"48",
"37",
"37",
"34",
"39",
"44",
"28",
"52",
"44",
"54",
"56",
"61",
"56",
"69",
"82",
"74",
"98",
"79",
"96",
"74",
"82",
"98",
"78",
"84",
"58",
"65",
"72",
"43",
"95",
"70",
"59",
"62",
"72",
"68",
"66",
"54",
"64",
"56",
"65",
"54",
"39",
"45",
"58",
"45",
"55",
"43",
"50",
"42",
"45",
"56",
"54",
"44",
"67",
"57",
"61",
"48",
"54",
"32",
"60",
"52",
"68",
"56",
"59",
"44",
"57",
"50",
"53",
"47",
"70",
"36",
"54",
"54",
"39",
"59",
"55",
"50",
"60",
"46",
"50",
"39",
"40",
"45",
"45",
"39",
"59",
"28",
"45",
"43",
"44",
"43",
"53",
"40",
"42",
"41",
"32",
"34",
"41",
"46",
"41",
"33",
"36",
"26",
"43",
"26",
"37",
"32",
"30",
"29",
"30",
"31",
"38",
"37",
"43",
"29",
"33",
"47",
"39",
"26",
"28",
"25",
"38",
"36",
"34",
"29",
"33",
"32",
"29",
"30",
"29",
"37",
"37",
"34",
"32",
"27",
"43",
"28",
"43",
"39",
"36",
"52",
"57",
"28",
"53",
"46",
"52",
"53",
"48",
"62",
"71",
"55",
"57",
"85",
"74",
"82",
"89",
"96",
"109",
"122",
"163",
"185",
"198",
"208",
"229",
"238",
"240",
"249",
"280",
"236",
"268",
"229",
"231",
"187",
"220",
"179",
"201",
"182",
"183",
"192",
"198",
"212",
"251",
"294",
"388",
"535",
"699",
"884",
"1149",
"1453",
"1805",
"2003",
"2458",
"2570",
"2879",
"2695",
"2882",
"2712",
"2631",
"2317",
"2204",
"2112",
"1940",
"1794",
"1773",
"1603",
"1480",
"1344",
"1297",
"1157",
"1122",
"877",
"812",
"712",
"612",
"530",
"442",
"418",
"373",
"303",
"291",
"220",
"172",
"158",
"132",
"126",
"138",
"103",
"99",
"97",
"85",
"79",
"62",
"74",
"48",
"57",
"56",
"39",
"47",
"47",
"57",
"40",
"45",
"58",
"66",
"55",
"67",
"74",
"88",
"60",
"82",
"55",
"47",
"42",
"56",
"46",
"53",
"45",
"32",
"36",
"26",
"33",
"22",
"27",
"19",
"28",
"30",
"13",
"24",
"20",
"28",
"23",
"25",
"18",
"28",
"20",
"19",
"26",
"23",
"20",
"16",
"16",
"26",
"16",
"22",
"14",
"16",
"18",
"17",
"19",
"20",
"25",
"24",
"22",
"22",
"14",
"18",
"36",
"18",
"23",
"20",
"31",
"25",
"24",
"28",
"27",
"20",
"17",
"18",
"18",
"24",
"15",
"36",
"29",
"13",
"33",
"32",
"30",
"38",
"48",
"79",
"52",
"94",
"113",
"157",
"165",
"202",
"249",
"283",
"362",
"318",
"405",
"457",
"462",
"469",
"457",
"443",
"396",
"393",
"322",
"302",
"199",
"179",
"132",
"125",
"97",
"61",
"71",
"58",
"47",
"54",
"45",
"46",
"38",
"46",
"41",
"42",
"45",
"73",
"50",
"54",
"75",
