"Sample    : WO3 15769",
"92",
"79",
"83",
"77",
"83",
"76",
"77",
"60",
"54",
"49",
"51",
"47",
"62",
"42",
"29",
"28",
"25",
"35",
"27",
"30",
"25",
"27",
"27",
"23",
"29",
"32",
"37",
"34",
"34",
"32",
"29",
"28",
"41",
"43",
"27",
"34",
"36",
"50",
"39",
"44",
"37",
"45",
"40",
"43",
"58",
"43",
"50",
"44",
"44",
"43",
"50",
"38",
"51",
"61",
"54",
"60",
"45",
"58",
"63",
"58",
"55",
"51",
"54",
"62",
"54",
"42",
"55",
"44",
"66",
"54",
"53",
"53",
"44",
"37",
"43",
"42",
"43",
"60",
"47",
"48",
"52",
"47",
"43",
"44",
"45",
"47",
"53",
"31",
"50",
"42",
"66",
"49",
"54",
"39",
"60",
"38",
"31",
"49",
"57",
"47",
"49",
"39",
"43",
"54",
"48",
"49",
"45",
"40",
"50",
"54",
"54",
"50",
"54",
"44",
"49",
"57",
"50",
"37",
"58",
"40",
"45",
"44",
"50",
"49",
"64",
"42",
"54",
"73",
"67",
"45",
"54",
"52",
"53",
"48",
"42",
"55",
"58",
"51",
"61",
"62",
"52",
"45",
"61",
"60",
"67",
"51",
"61",
"50",
"52",
"61",
"63",
"56",
"53",
"62",
"68",
"65",
"53",
"56",
"63",
"54",
"75",
"74",
"69",
"71",
"53",
"71",
"71",
"51",
"69",
"55",
"63",
"65",
"67",
"52",
"68",
"64",
"65",
"54",
"66",
"55",
"66",
"61",
"77",
"60",
"65",
"54",
"68",
"62",
"65",
"66",
"64",
"79",
"87",
"55",
"82",
"75",
"82",
"71",
"84",
"71",
"84",
"76",
"92",
"73",
"76",
"79",
"68",
"71",
"76",
"74",
"73",
"66",
"68",
"82",
"77",
"92",
"82",
"96",
"96",
"79",
"89",
"92",
"88",
"75",
"108",
"96",
"103",
"82",
"129",
"96",
"103",
"113",
"84",
"101",
"102",
"94",
"107",
"105",
"101",
"112",
"126",
"118",
"103",
"114",
"97",
"97",
"99",
"102",
"125",
"94",
"108",
"112",
"128",
"102",
"120",
"118",
"127",
"113",
"119",
"105",
"130",
"138",
"129",
"127",
"114",
"122",
"128",
"121",
"114",
"136",
"136",
"122",
"120",
"113",
"105",
"110",
"127",
"105",
"112",
"100",
"127",
"113",
"102",
"95",
"112",
"107",
"129",
"132",
"126",
"110",
"96",
"116",
"114",
"105",
"102",
"95",
"113",
"109",
"96",
"105",
"129",
"115",
"105",
"122",
"125",
"122",
"115",
"103",
"118",
"107",
"117",
"114",
"112",
"125",
"125",
"123",
"122",
"109",
"115",
"131",
"127",
"148",
"138",
"140",
"205",
"209",
"248",
"248",
"288",
"341",
"375",
"392",
"496",
"525",
"615",
"602",
"710",
"653",
"736",
"731",
"738",
"695",
"718",
"594",
"653",
"587",
"558",
"484",
"453",
"361",
"331",
"335",
"281",
"238",
"227",
"156",
"172",
"130",
"157",
"126",
"131",
"129",
"116",
"126",
"129",
"106",
"129",
"115",
"116",
"128",
"123",
"119",
"131",
"121",
"129",
"112",
"109",
"95",
"134",
"119",
"151",
"128",
"157",
"121",
"147",
"140",
"131",
"123",
"129",
"131",
"155",
"127",
"147",
"142",
"170",
"151",
"144",
"148",
"152",
"148",
"152",
"177",
"179",
"162",
"172",
"179",
"174",
"194",
"181",
"185",
"188",
"198",
"198",
"219",
"248",
"284",
"311",
"394",
"458",
"575",
"743",
"860",
"1133",
"1435",
"1847",
"2230",
"2802",
"3337",
"4005",
"4793",
"5834",
"6326",
"7740",
"8366",
"9333",
"9910",
"10748",
"11326",
"12022",
"11683",
"12201",
"11941",
"12157",
"10794",
"10829",
"9682",
"9136",
"7657",
"7312",
"5984",
"5416",
"4269",
"3619",
"2954",
"2498",
"1856",
"1654",
"1213",
"1062",
"765",
"615",
"537",
"468",
"413",
"386",
"325",
"361",
"389",
"348",
"351",
"376",
"334",
"370",
"353",
"311",
"300",
"310",
"316",
"291",
"279",
"258",
"240",
"216",
"200",
"168",
"161",
"178",
"165",
"170",
"158",
"162",
"120",
"129",
"139",
"143",
"132",
"138",
"120",
"118",
"153",
"129",
"126",
"132",
"135",
"104",
"118",
"114",
"119",
"131",
"139",
"146",
"113",
"142",
"115",
"130",
"117",
"119",
"129",
"126",
"144",
"142",
"142",
"127",
"151",
"135",
"119",
"160",
"125",
"151",
"158",
"165",
"161",
"183",
"177",
"183",
"216",
"250",
"255",
"285",
"301",
"404",
"464",
"550",
"585",
"666",
"733",
"846",
"936",
"1141",
"1299",
"1513",
"1655",
"1892",
"2252",
"2570",
"2668",
"3217",
"3491",
"3824",
"4154",
"4589",
"5311",
"5607",
"5679",
"6144",
"6203",
"6593",
"6363",
"6520",
"6612",
"6525",
"6073",
"5874",
"5626",
"5444",
"4829",
"4741",
"3994",
"3880",
"3392",
"3309",
"2994",
"2861",
"2471",
"2602",
"2489",
"2377",
"2366",
"2329",
"2359",
"2516",
"2432",
"2468",
"2559",
"2527",
"2299",
"2421",
"2364",
"2328",
"2225",
"2088",
"2052",
"1916",
"1639",
"1583",
"1444",
"1253",
"1071",
"976",
"843",
"739",
"619",
"524",
"477",
"451",
"386",
"340",
"341",
"316",
"289",
"260",
"259",
"223",
"234",
"248",
"239",
"238",
"220",
"207",
"182",
"179",
"185",
"148",
"170",
"158",
"155",
"135",
"128",
"129",
"133",
"118",
"109",
"112",
"101",
"109",
"109",
"121",
"100",
"112",
"96",
"89",
"97",
"91",
"97",
"94",
"112",
"103",
"77",
"106",
"103",
"87",
"89",
"100",
"99",
"104",
"88",
"97",
"74",
"81",
"100",
"110",
"110",
"93",
"125",
"114",
"94",
"88",
"104",
"112",
"95",
"116",
"138",
"110",
"108",
"118",
"114",
"140",
"132",
"140",
"128",
"142",
"131",
"142",
"148",
"161",
"149",
"157",
"147",
"158",
"135",
"156",
"141",
"164",
"162",
"179",
"170",
"165",
"167",
"196",
"198",
"235",
"261",
"317",
"359",
"391",
"420",
"500",
"570",
"664",
"663",
"753",
"830",
"922",
"949",
"1092",
"1019",
"1142",
"1077",
"1167",
"1115",
"1239",
"1072",
"1201",
"1059",
"1076",
"946",
"906",
"801",
"732",
"678",
"623",
"534",
"510",
"460",
"403",
"412",
"351",
"307",
"292",
"352",
"320",
"308",
"336",
"296",
"336",
"400",
"408",
"394",
"427",
"443",
"428",
"412",
"486",
"461",
"477",
"466",
"515",
"444",
"468",
"406",
"398",
"376",
"382",
"352",
"321",
"303",
"294",
"277",
"213",
"223",
"211",
"192",
"173",
"167",
"166",
"128",
"160",
"113",
"118",
"113",
"103",
"96",
"101",
"134",
"113",
"108",
"128",
"143",
"146",
"140",
"140",
"152",
"158",
"135",
"168",
"152",
"148",
"112",
"122",
"170",
"130",
"116",
"118",
"128",
"120",
"113",
"126",
"123",
"87",
"80",
"109",
"78",
"73",
"77",
"78",
"71",
"89",
"76",
"67",
"76",
"73",
"64",
"67",
"81",
"82",
"67",
"65",
"75",
"71",
"78",
"91",
"69",
"86",
"64",
"87",
"83",
"68",
"79",
"88",
"81",
"107",
"83",
"79",
"77",
"80",
"86",
"57",
"77",
"77",
"84",
"82",
"79",
"67",
"69",
"91",
"82",
"75",
"68",
"68",
"83",
"84",
"66",
"82",
"81",
"86",
"55",
"82",
"80",
"65",
"69",
"87",
"78",
"67",
"93",
"68",
"92",
"82",
"78",
"78",
"76",
"87",
"67",
"74",
"66",
"71",
"80",
"77",
"80",
"74",
"76",
"93",
"76",
"78",
"75",
"61",
"69",
"70",
"77",
"67",
"78",
"79",
"81",
"77",
"76",
"84",
"91",
"104",
"69",
"81",
"79",
"71",
"81",
"71",
"71",
"92",
"84",
"73",
"60",
"65",
"68",
"70",
"64",
"71",
"79",
"66",
"84",
"58",
"91",
"68",
"74",
"63",
"78",
"70",
"81",
"71",
"81",
"73",
"69",
"80",
"77",
"64",
"73",
"65",
"64",
"83",
"81",
"70",
"64",
"83",
"78",
"76",
"77",
"67",
"68",
"68",
"67",
"53",
"66",
"61",
"67",
"61",
"73",
"61",
"66",
"71",
"65",
"57",
"77",
"74",
"69",
"78",
"73",
"71",
"71",
"55",
"56",
"77",
"76",
"79",
"54",
"73",
"70",
"69",
"75",
"84",
"76",
"58",
"78",
"65",
"78",
"75",
"68",
"63",
"60",
"77",
"76",
"52",
"70",
"60",
"70",
"74",
"76",
"69",
"61",
"63",
"69",
"66",
"79",
"66",
"65",
"57",
"71",
"62",
"56",
"60",
"71",
"66",
"51",
"73",
"71",
"69",
"71",
"51",
"81",
"69",
"66",
"50",
"73",
"62",
"71",
"71",
"71",
"70",
"56",
"65",
"58",
"97",
"53",
"84",
"78",
"55",
"58",
"67",
"53",
"73",
"74",
"58",
"56",
"65",
"60",
"66",
"60",
"69",
"65",
"60",
"78",
"43",
"44",
"50",
"68",
"61",
"57",
"70",
"62",
"50",
"60",
"70",
"66",
"58",
"53",
"48",
"64",
"82",
"66",
"63",
"65",
"68",
"56",
"74",
"66",
"64",
"70",
"68",
"61",
"64",
"71",
"67",
"71",
"64",
"62",
"67",
"63",
"63",
"71",
"58",
"64",
"64",
"52",
"75",
"62",
"66",
"56",
"70",
"71",
"68",
"56",
"57",
"58",
"78",
"66",
"63",
"66",
"68",
"53",
"64",
"66",
"54",
"68",
"58",
"62",
"52",
"56",
"62",
"61",
"71",
"60",
"55",
"66",
"70",
"63",
"52",
"67",
"54",
"73",
"55",
"64",
"61",
"51",
"57",
"67",
"61",
"58",
"64",
"58",
"55",
"57",
"51",
"51",
"65",
"62",
"60",
"56",
"67",
"50",
"49",
"71",
"64",
"43",
"53",
"62",
"61",
"76",
"51",
"55",
"58",
"55",
"68",
"64",
"66",
"56",
"52",
"61",
"73",
"54",
"60",
"61",
"67",
"47",
"56",
"57",
"50",
"55",
"58",
"64",
"58",
"60",
"63",
"56",
"68",
"48",
"57",
"54",
"62",
"54",
"60",
"67",
"54",
"55",
"57",
"53",
"60",
"62",
"54",
"57",
"50",
"50",
"66",
"61",
"52",
"52",
"60",
"60",
"67",
"47",
"68",
"48",
"63",
"45",
"55",
"51",
"60",
"49",
"57",
"57",
"66",
"47",
"53",
"64",
"53",
"49",
"60",
"52",
"50",
"50",
"60",
"65",
"45",
"61",
"51",
"62",
"62",
"53",
"53",
"53",
"54",
"54",
"52",
"40",
"60",
"44",
"54",
"73",
"48",
"65",
"61",
"60",
"88",
"48",
"57",
"69",
"63",
"66",
"65",
"56",
"55",
"54",
"60",
"65",
"67",
"53",
"67",
"61",
"52",
"57",
"51",
"66",
"60",
"50",
"56",
"52",
"50",
"66",
"54",
"55",
"51",
"66",
"62",
"44",
"48",
"36",
"48",
"60",
"48",
"67",
"55",
"60",
"43",
"55",
"69",
"45",
"63",
"44",
"62",
"55",
"49",
"51",
"45",
"55",
"50",
"51",
"55",
"62",
"65",
"50",
"43",
"51",
"57",
"54",
"48",
"49",
"65",
"50",
"58",
"58",
"56",
"54",
"55",
"66",
"60",
"55",
"55",
"48",
"58",
"66",
"42",
"47",
"50",
"53",
"58",
"55",
"43",
"49",
"56",
"55",
"50",
"47",
"50",
"40",
"44",
"50",
"48",
"53",
"41",
"60",
"57",
"38",
"56",
"48",
"35",
"51",
"45",
"58",
"55",
"51",
"47",
"39",
"55",
"58",
"54",
"40",
"57",
"56",
"55",
"70",
"43",
"51",
"75",
"58",
"42",
"51",
"51",
"71",
"62",
"70",
"68",
"44",
"61",
"49",
"66",
"75",
"67",
"68",
"61",
"67",
"65",
"47",
"65",
"69",
"68",
"58",
"68",
"58",
"67",
"68",
"70",
"67",
"66",
"70",
"68",
"74",
"67",
"55",
"71",
"69",
"56",
"52",
"58",
"49",
"61",
"63",
"64",
"78",
"64",
"66",
"61",
"78",
"56",
"91",
"67",
"78",
"50",
"62",
"55",
"78",
"55",
"54",
"75",
"60",
"63",
"68",
"71",
"84",
"76",
"76",
"68",
"70",
"69",
"78",
"82",
"89",
"74",
"86",
"79",
"77",
"71",
"87",
"102",
"94",
"82",
"97",
"96",
"90",
"99",
"104",
"108",
"140",
"112",
"88",
"138",
"103",
"119",
"120",
"135",
"155",
"142",
"139",
"126",
"136",
"138",
"175",
"193",
"162",
"188",
"182",
"216",
"183",
"208",
"230",
"237",
"216",
"245",
"239",
"272",
"247",
"277",
"305",
"298",
"290",
"298",
"290",
"288",
"296",
"307",
"292",
"334",
"303",
"317",
"308",
"340",
"304",
"305",
"360",
"314",
"315",
"268",
"320",
"322",
"292",
"301",
"303",
"316",
"284",
"294",
"291",
"243",
"257",
"246",
"290",
"250",
"233",
"247",
"252",
"196",
"221",
"216",
"213",
"203",
"208",
"172",
"178",
"153",
"160",
"154",
"141",
"165",
"117",
"159",
"117",
"143",
"122",
"113",
"125",
"126",
"101",
"97",
"94",
"100",
"75",
"90",
"93",
"80",
"75",
"71",
"82",
"77",
"76",
"71",
"83",
"74",
"80",
"107",
"91",
"77",
"93",
"102",
"120",
"102",
"99",
"104",
"121",
"146",
"123",
"135",
"142",
"188",
"160",
"167",
"151",
"204",
"184",
"210",
"197",
"253",
"216",
"244",
"246",
"258",
"226",
"243",
"240",
"277",
"243",
"250",
"230",
"230",
"220",
"184",
"209",
"188",
"186",
"166",
"180",
"171",
"152",
"128",
"116",
"112",
"108",
"107",
"99",
"76",
"81",
"92",
"78",
"61",
"60",
"64",
"50",
"55",
"65",
"52",
"39",
"60",
"39",
"45",
"54",
"50",
"51",
"23739",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Se, W , P , S , Ca, Yb, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    SeLa         1.39     0.051",
"                      W Ma         1.80     1.067",
"                      P Ka         2.03     0.072",
"                      S Ka         2.34     0.028",
"                      CaKa         3.69     0.171",
"                      CaKb         4.00     0.022",
"                      W LL         7.38     0.166",
"                      YbLa         7.38     0.113",
"                      W La         8.40     4.592",
"                      YbLb1        8.40     0.955",
"                      YbLb2        8.75     0.065",
"                      W Lb1        9.67     2.960",
"                      W Lb2        9.96     0.996",
"                      W Lg1       11.28     0.522",
"                      W Lg2       11.64     0.177",
"                      RuKa        19.16     0.131",
"                      ----        19.40     0.082",
"                      ----        19.92     0.051",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
