"Sample    : fe6588d",
"66",
"69",
"91",
"73",
"63",
"68",
"68",
"74",
"77",
"57",
"75",
"67",
"58",
"76",
"60",
"77",
"66",
"77",
"82",
"70",
"65",
"64",
"84",
"60",
"81",
"81",
"78",
"76",
"79",
"91",
"86",
"57",
"65",
"65",
"57",
"63",
"74",
"74",
"81",
"68",
"74",
"68",
"68",
"70",
"55",
"67",
"74",
"79",
"69",
"71",
"69",
"77",
"82",
"70",
"71",
"63",
"72",
"81",
"86",
"76",
"79",
"85",
"68",
"58",
"72",
"68",
"64",
"67",
"66",
"69",
"76",
"60",
"57",
"59",
"58",
"53",
"62",
"67",
"70",
"58",
"74",
"56",
"47",
"67",
"59",
"64",
"60",
"65",
"73",
"58",
"69",
"64",
"60",
"60",
"55",
"63",
"59",
"62",
"68",
"60",
"70",
"65",
"60",
"69",
"60",
"55",
"58",
"50",
"65",
"49",
"80",
"61",
"52",
"62",
"56",
"57",
"52",
"65",
"70",
"67",
"58",
"76",
"62",
"66",
"61",
"61",
"64",
"61",
"65",
"61",
"49",
"73",
"65",
"57",
"60",
"70",
"62",
"57",
"61",
"68",
"61",
"55",
"69",
"60",
"64",
"65",
"61",
"74",
"60",
"68",
"56",
"63",
"69",
"62",
"74",
"61",
"61",
"61",
"72",
"67",
"55",
"51",
"59",
"65",
"73",
"66",
"75",
"59",
"77",
"71",
"70",
"55",
"61",
"66",
"75",
"70",
"58",
"72",
"49",
"76",
"68",
"73",
"69",
"51",
"68",
"69",
"71",
"62",
"74",
"61",
"52",
"69",
"66",
"72",
"67",
"59",
"68",
"50",
"74",
"56",
"68",
"56",
"59",
"73",
"71",
"69",
"68",
"72",
"68",
"66",
"69",
"63",
"62",
"64",
"83",
"57",
"66",
"62",
"67",
"72",
"83",
"62",
"64",
"63",
"75",
"68",
"58",
"61",
"61",
"62",
"71",
"67",
"65",
"80",
"65",
"74",
"70",
"71",
"70",
"69",
"79",
"69",
"70",
"77",
"76",
"85",
"71",
"74",
"59",
"66",
"81",
"68",
"68",
"76",
"64",
"63",
"60",
"63",
"73",
"64",
"66",
"57",
"69",
"56",
"69",
"61",
"59",
"68",
"57",
"55",
"59",
"67",
"70",
"73",
"52",
"72",
"51",
"65",
"67",
"79",
"58",
"71",
"71",
"61",
"58",
"63",
"63",
"74",
"71",
"59",
"58",
"52",
"49",
"58",
"63",
"80",
"76",
"58",
"66",
"69",
"81",
"77",
"70",
"72",
"53",
"69",
"58",
"65",
"67",
"68",
"67",
"57",
"62",
"61",
"72",
"50",
"63",
"52",
"69",
"61",
"62",
"48",
"56",
"53",
"63",
"60",
"76",
"72",
"52",
"64",
"57",
"65",
"67",
"63",
"44",
"53",
"58",
"66",
"51",
"50",
"56",
"62",
"59",
"67",
"51",
"76",
"75",
"70",
"63",
"62",
"60",
"63",
"73",
"68",
"59",
"58",
"72",
"52",
"62",
"81",
"56",
"67",
"58",
"59",
"64",
"55",
"84",
"62",
"58",
"58",
"77",
"61",
"57",
"69",
"57",
"65",
"59",
"51",
"74",
"73",
"77",
"71",
"66",
"66",
"73",
"79",
"78",
"56",
"63",
"61",
"60",
"51",
"52",
"57",
"66",
"72",
"69",
"63",
"66",
"49",
"58",
"77",
"61",
"45",
"69",
"60",
"52",
"47",
"53",
"70",
"71",
"52",
"71",
"55",
"63",
"50",
"57",
"47",
"65",
"65",
"61",
"57",
"51",
"58",
"58",
"45",
"49",
"49",
"57",
"59",
"53",
"51",
"49",
"73",
"68",
"40",
"62",
"73",
"62",
"59",
"75",
"56",
"50",
"59",
"56",
"59",
"66",
"65",
"62",
"56",
"66",
"45",
"63",
"57",
"42",
"76",
"67",
"65",
"68",
"74",
"74",
"82",
"73",
"72",
"61",
"89",
"120",
"101",
"89",
"107",
"97",
"107",
"101",
"137",
"102",
"123",
"104",
"109",
"115",
"98",
"85",
"94",
"83",
"96",
"98",
"89",
"93",
"76",
"85",
"75",
"72",
"60",
"72",
"64",
"59",
"67",
"81",
"51",
"67",
"57",
"59",
"68",
"71",
"51",
"53",
"50",
"42",
"48",
"49",
"46",
"56",
"76",
"64",
"55",
"62",
"37",
"64",
"53",
"62",
"57",
"61",
"68",
"55",
"53",
"53",
"78",
"64",
"60",
"70",
"63",
"62",
"63",
"56",
"65",
"59",
"65",
"58",
"63",
"74",
"76",
"74",
"60",
"67",
"66",
"78",
"67",
"74",
"50",
"65",
"64",
"56",
"41",
"45",
"58",
"62",
"72",
"62",
"61",
"57",
"60",
"61",
"55",
"53",
"50",
"56",
"57",
"50",
"48",
"56",
"52",
"48",
"53",
"51",
"50",
"49",
"49",
"51",
"59",
"48",
"45",
"47",
"57",
"55",
"60",
"53",
"58",
"72",
"45",
"52",
"58",
"57",
"60",
"59",
"62",
"53",
"53",
"62",
"66",
"57",
"65",
"50",
"65",
"78",
"39",
"51",
"56",
"49",
"53",
"53",
"66",
"47",
"55",
"55",
"35",
"62",
"47",
"44",
"57",
"59",
"55",
"45",
"45",
"50",
"50",
"44",
"47",
"53",
"41",
"45",
"48",
"52",
"43",
"63",
"49",
"48",
"47",
"45",
"51",
"51",
"48",
"49",
"44",
"53",
"43",
"64",
"46",
"76",
"51",
"53",
"51",
"60",
"48",
"47",
"48",
"45",
"46",
"44",
"57",
"49",
"48",
"51",
"43",
"53",
"40",
"44",
"47",
"58",
"43",
"49",
"62",
"52",
"41",
"67",
"55",
"35",
"42",
"55",
"58",
"61",
"47",
"56",
"45",
"46",
"47",
"34",
"43",
"53",
"46",
"48",
"62",
"43",
"40",
"65",
"39",
"51",
"55",
"53",
"40",
"49",
"45",
"43",
"60",
"53",
"61",
"56",
"45",
"43",
"45",
"37",
"42",
"38",
"36",
"49",
"39",
"50",
"47",
"39",
"47",
"52",
"35",
"41",
"45",
"50",
"45",
"65",
"48",
"43",
"53",
"51",
"57",
"37",
"37",
"48",
"38",
"42",
"51",
"37",
"44",
"35",
"36",
"39",
"52",
"61",
"53",
"36",
"47",
"50",
"44",
"49",
"46",
"41",
"52",
"46",
"35",
"38",
"45",
"41",
"43",
"50",
"44",
"42",
"51",
"40",
"43",
"35",
"51",
"43",
"40",
"60",
"42",
"48",
"53",
"41",
"44",
"50",
"47",
"42",
"42",
"49",
"35",
"50",
"51",
"39",
"45",
"48",
"45",
"49",
"50",
"49",
"52",
"39",
"47",
"51",
"41",
"44",
"43",
"36",
"44",
"44",
"38",
"42",
"47",
"57",
"43",
"41",
"45",
"33",
"33",
"36",
"27",
"37",
"40",
"39",
"33",
"47",
"43",
"40",
"51",
"39",
"39",
"43",
"35",
"46",
"50",
"49",
"40",
"33",
"36",
"37",
"52",
"46",
"37",
"47",
"51",
"55",
"55",
"50",
"34",
"42",
"41",
"51",
"29",
"53",
"34",
"49",
"41",
"52",
"33",
"41",
"41",
"48",
"36",
"46",
"37",
"52",
"45",
"53",
"45",
"39",
"42",
"44",
"35",
"44",
"40",
"40",
"56",
"62",
"45",
"39",
"47",
"33",
"42",
"40",
"40",
"42",
"42",
"50",
"38",
"50",
"41",
"55",
"48",
"39",
"41",
"52",
"44",
"36",
"34",
"36",
"46",
"48",
"32",
"39",
"36",
"39",
"37",
"52",
"34",
"26",
"42",
"44",
"43",
"43",
"41",
"38",
"38",
"55",
"41",
"47",
"30",
"46",
"43",
"38",
"38",
"47",
"36",
"51",
"32",
"45",
"43",
"48",
"43",
"50",
"35",
"45",
"49",
"48",
"38",
"57",
"49",
"49",
"33",
"49",
"50",
"39",
"53",
"30",
"55",
"42",
"44",
"44",
"42",
"43",
"52",
"40",
"46",
"34",
"36",
"41",
"37",
"42",
"41",
"41",
"32",
"43",
"30",
"37",
"48",
"39",
"40",
"50",
"40",
"46",
"40",
"33",
"39",
"40",
"37",
"34",
"41",
"38",
"46",
"40",
"38",
"39",
"33",
"40",
"44",
"43",
"45",
"40",
"42",
"43",
"40",
"43",
"62",
"41",
"30",
"49",
"38",
"55",
"43",
"45",
"34",
"31",
"38",
"50",
"37",
"53",
"42",
"35",
"40",
"50",
"40",
"53",
"46",
"45",
"53",
"41",
"48",
"48",
"48",
"43",
"49",
"71",
"44",
"55",
"61",
"44",
"44",
"43",
"45",
"53",
"47",
"47",
"61",
"46",
"45",
"47",
"66",
"49",
"49",
"51",
"61",
"48",
"50",
"50",
"50",
"55",
"36",
"50",
"44",
"67",
"67",
"57",
"67",
"60",
"55",
"60",
"67",
"49",
"63",
"61",
"50",
"61",
"71",
"79",
"80",
"71",
"71",
"63",
"84",
"81",
"89",
"72",
"65",
"82",
"91",
"84",
"88",
"89",
"112",
"99",
"95",
"101",
"103",
"99",
"124",
"106",
"121",
"121",
"152",
"148",
"153",
"139",
"150",
"191",
"171",
"196",
"167",
"212",
"212",
"215",
"223",
"213",
"214",
"214",
"217",
"265",
"217",
"275",
"258",
"251",
"253",
"281",
"298",
"273",
"289",
"264",
"305",
"315",
"300",
"278",
"308",
"294",
"293",
"314",
"302",
"300",
"305",
"245",
"309",
"279",
"273",
"255",
"262",
"250",
"252",
"229",
"227",
"255",
"240",
"219",
"215",
"230",
"221",
"197",
"217",
"210",
"185",
"169",
"150",
"160",
"151",
"118",
"141",
"132",
"111",
"131",
"132",
"134",
"127",
"115",
"110",
"94",
"96",
"98",
"87",
"81",
"82",
"104",
"75",
"86",
"66",
"75",
"69",
"85",
"55",
"76",
"76",
"73",
"51",
"67",
"67",
"60",
"64",
"69",
"79",
"79",
"72",
"82",
"79",
"64",
"75",
"85",
"98",
"108",
"86",
"99",
"93",
"96",
"108",
"113",
"104",
"136",
"115",
"122",
"125",
"121",
"138",
"123",
"137",
"134",
"130",
"139",
"134",
"138",
"137",
"125",
"133",
"121",
"101",
"97",
"117",
"85",
"99",
"89",
"97",
"88",
"75",
"62",
"72",
"61",
"56",
"59",
"58",
"66",
"52",
"39",
"41",
"41",
"39",
"44",
"45",
"31",
"41",
"36",
"33",
"42",
"27",
"19771",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  Fe, Ru",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    FeLa         0.72     0.007",
"                      FeKaESC      4.65     0.063",
"                      FeKa         6.40    17.282",
"                      FeKb         7.05     2.171",
"                      FeKaSUM     12.81     0.040",
"                      RuKa        19.25     0.146",
"                      ----        20.04     0.046",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
