"Sample    : nb203_15763",
"Operator  : américo",
"Comment  : ",
"Group     : kerr2007ag180cal_lt",
"Date       : 2011-04-08 05:17:21",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  210-Auto Al  0 - 20    0.8 - 1.2   Live -  180   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"13",
"36",
"36",
"37",
"41",
"50",
"39",
"57",
"66",
"68",
"86",
"75",
"79",
"84",
"90",
"84",
"56",
"69",
"66",
"69",
"60",
"67",
"53",
"55",
"56",
"56",
"41",
"43",
"49",
"47",
"44",
"46",
"42",
"44",
"40",
"47",
"38",
"60",
"34",
"43",
"39",
"60",
"40",
"41",
"50",
"43",
"47",
"40",
"44",
"57",
"35",
"37",
"50",
"62",
"39",
"46",
"54",
"44",
"42",
"44",
"54",
"44",
"45",
"48",
"36",
"47",
"50",
"43",
"38",
"35",
"48",
"42",
"32",
"33",
"42",
"41",
"35",
"30",
"46",
"39",
"38",
"30",
"29",
"33",
"27",
"33",
"30",
"43",
"36",
"39",
"38",
"48",
"35",
"34",
"23",
"32",
"28",
"30",
"23",
"30",
"36",
"37",
"27",
"23",
"33",
"32",
"28",
"25",
"27",
"26",
"25",
"32",
"27",
"37",
"24",
"25",
"32",
"27",
"38",
"30",
"35",
"25",
"31",
"24",
"35",
"24",
"33",
"28",
"38",
"22",
"23",
"25",
"38",
"42",
"35",
"41",
"30",
"36",
"35",
"50",
"52",
"54",
"50",
"67",
"67",
"58",
"85",
"64",
"77",
"83",
"72",
"78",
"90",
"107",
"112",
"111",
"136",
"176",
"165",
"167",
"190",
"209",
"202",
"193",
"184",
"211",
"194",
"218",
"198",
"211",
"230",
"246",
"198",
"239",
"262",
"263",
"332",
"453",
"550",
"743",
"923",
"1207",
"1460",
"1728",
"1887",
"2192",
"2306",
"2476",
"2253",
"2270",
"2123",
"2139",
"1820",
"1755",
"1657",
"1571",
"1387",
"1338",
"1160",
"1081",
"923",
"870",
"742",
"688",
"552",
"517",
"450",
"417",
"282",
"254",
"221",
"195",
"133",
"142",
"129",
"103",
"95",
"72",
"76",
"72",
"62",
"45",
"34",
"41",
"35",
"24",
"48",
"33",
"36",
"47",
"40",
"50",
"51",
"51",
"43",
"51",
"54",
"67",
"64",
"51",
"63",
"43",
"44",
"30",
"30",
"30",
"40",
"33",
"27",
"35",
"17",
"14",
"26",
"18",
"19",
"21",
"19",
"16",
"23",
"20",
"27",
"13",
"8",
"15",
"12",
"15",
"23",
"17",
"10",
"16",
"18",
"15",
"22",
"22",
"14",
"19",
"15",
"18",
"19",
"15",
"15",
"16",
"19",
"18",
"17",
"20",
"12",
"18",
"13",
"20",
"16",
"16",
"16",
"10",
"15",
"17",
"18",
"15",
"12",
"18",
"28",
"16",
"13",
"19",
"17",
"18",
"15",
"17",
"23",
"16",
"22",
"17",
"15",
"28",
"25",
"19",
"23",
"22",
"16",
"22",
"32",
"29",
"33",
"44",
"42",
"46",
"67",
"72",
"94",
"132",
"125",
"182",
"197",
"297",
"307",
"386",
"357",
"393",
"426",
"438",
"385",
"420",
"360",
"317",
"320",
"218",
"181",
"148",
"107",
"94",
"92",
"64",
"62",
"67",
"44",
"44",
"44",
"49",
"31",
"43",
"48",
"45",
"53",
"42",
"53",
"49",
"62",
"87",
"61",
"72",
"72",
"80",
"66",
"82",
"73",
"75",
"73",
"53",
"63",
"57",
"36",
"37",
"38",
"43",
"27",
"33",
"37",
"24",
"25",
"36",
"18",
"27",
"23",
"25",
"25",
"26",
"39",
"18",
"29",
"32",
"29",
"31",
"29",
"42",
"38",
"27",
"29",
"43",
"40",
"32",
"37",
"36",
"26",
"42",
"41",
"44",
"37",
"56",
"38",
"42",
"40",
"40",
"33",
"35",
"53",
"54",
"49",
"58",
"39",
"55",
"41",
"50",
"50",
"52",
"49",
"53",
"37",
"48",
"37",
"57",
"45",
"37",
"48",
"49",
"43",
"39",
"48",
"53",
"32",
"42",
"43",
"44",
"40",
"40",
"40",
"46",
"36",
"47",
"42",
"29",
"35",
"40",
"37",
"43",
"30",
"55",
"34",
"35",
"31",
"41",
"52",
"45",
"38",
"40",
"48",
"38",
"36",
"45",
"40",
"40",
"37",
"52",
"44",
"43",
"39",
"44",
"34",
"35",
"31",
"34",
"43",
"42",
"42",
"38",
"51",
"58",
"39",
"50",
"39",
"34",
"32",
"43",
"46",
"37",
"57",
"41",
"41",
"49",
"46",
"44",
"55",
"48",
"50",
"48",
"50",
"59",
"40",
"41",
"51",
"51",
"43",
"44",
"53",
"56",
"44",
"37",
"26",
"38",
"39",
"51",
"39",
"48",
"47",
"59",
"47",
"42",
"42",
"56",
"51",
"43",
"52",
"48",
"44",
"58",
"49",
"40",
"44",
"62",
"56",
"58",
"59",
"45",
"51",
"47",
"68",
"52",
"57",
"57",
"41",
"55",
"48",
"52",
"69",
"72",
"49",
"53",
"63",
"67",
"57",
"54",
"60",
"57",
"54",
"51",
"52",
"53",
"52",
"74",
"70",
"63",
"57",
"63",
"65",
"67",
"67",
"64",
"78",
"94",
"63",
"76",
"66",
"84",
"61",
"77",
"62",
"77",
"84",
"49",
"61",
"64",
"71",
"79",
"75",
"74",
"74",
"72",
"57",
"82",
"74",
"92",
"72",
"82",
"65",
"98",
"84",
"80",
"79",
"72",
"79",
"71",
"63",
"69",
"69",
"82",
"69",
"65",
"76",
"77",
"68",
"70",
"80",
"70",
"68",
"79",
"70",
"85",
"78",
"85",
"82",
"64",
"70",
"85",
"83",
"90",
"84",
"82",
"75",
"76",
"87",
"85",
"83",
"60",
"75",
"84",
"72",
"84",
"77",
"92",
"87",
"85",
"80",
"67",
"79",
"68",
"86",
"67",
"82",
"85",
"79",
"76",
"85",
"78",
"78",
"80",
"77",
"68",
"74",
"68",
"80",
"77",
"70",
"88",
"92",
"86",
"91",
"80",
"79",
"55",
"71",
"69",
"78",
"67",
"73",
"66",
"76",
"85",
"82",
"84",
"90",
"79",
"79",
"74",
"76",
"82",
"73",
"64",
"82",
"77",
"77",
"72",
"73",
"76",
"68",
"72",
"75",
"86",
"79",
"85",
"82",
"81",
"68",
"95",
"62",
"80",
"75",
"68",
"76",
"88",
"61",
"74",
"84",
"90",
"76",
"88",
"79",
"77",
"82",
"85",
"80",
"88",
"73",
"73",
"72",
"79",
"86",
"84",
"77",
"86",
"72",
"98",
"80",
"95",
"87",
"78",
"82",
"82",
"92",
"78",
"77",
"91",
"90",
"98",
"92",
"94",
"89",
"70",
"86",
"88",
"84",
"102",
"107",
"111",
"114",
"104",
"112",
"120",
"107",
"113",
"96",
"111",
"99",
"97",
"92",
"90",
"105",
"83",
"96",
"85",
